
[00:00:00.000 --> 00:00:08.840]  好,我們大家一起同心祈禱
[00:00:08.840 --> 00:00:13.460]  至愛的天父,亦都是永恆的上帝
[00:00:13.460 --> 00:00:16.700]  祢是世世代代作我們人類的居所
[00:00:16.700 --> 00:00:20.380]  亦都是我們的指望和喜樂
[00:00:20.380 --> 00:00:22.960]  並且祢常常賜下祢的力量
[00:00:22.960 --> 00:00:26.240]  讓我們來尋求祢的面
[00:00:26.240 --> 00:00:29.700]  神啊,我們今天願意為著香港
[00:00:29.700 --> 00:00:33.820]  為著香港這個國家來祈禱
[00:00:33.820 --> 00:00:44.360]  因為這個城市面對制度的信任程度很不一樣
[00:00:44.360 --> 00:00:49.260]  所以對於爭取政改的方式亦有分歧
[00:00:49.260 --> 00:00:52.360]  而且產生了社會的撕裂
[00:00:52.360 --> 00:00:55.440]  而這些撕裂都困擾著我們
[00:00:55.440 --> 00:00:58.460]  主耶誕,我們繼續用禱告
[00:00:58.460 --> 00:01:01.440]  因為我們知道洪水氾濫的時候
[00:01:01.440 --> 00:01:05.380]  祢仍然坐著為王,祢仍然掌管著
[00:01:05.380 --> 00:01:09.020]  主,我們今天亦都求祢
[00:01:09.020 --> 00:01:13.500]  讓香港在祢面前有不同的問題
[00:01:13.500 --> 00:01:16.200]  我們都一一的仰望祢
[00:01:16.200 --> 00:01:22.780]  因為可能有些人是面對很大的經濟壓力
[00:01:22.780 --> 00:01:26.620]  亦都有些人是背負重擔而不能夠勝
[00:01:26.620 --> 00:01:30.980]  亦都有些人需要做一些很重要的決定
[00:01:30.980 --> 00:01:32.620]  或者有些人是負債
[00:01:32.620 --> 00:01:37.120]  或者有些是以往常常犯錯誤而要受苦的人
[00:01:37.120 --> 00:01:40.140]  所以我們求祢憐恤,求祢幫助
[00:01:40.140 --> 00:01:42.040]  特別是那些在黑暗裏面
[00:01:42.040 --> 00:01:45.740]  主啊,願祢自己的真理能夠光照他們
[00:01:45.740 --> 00:01:48.860]  所以上帝我們今天在這段時間
[00:01:48.860 --> 00:01:54.060]  我們同心為著我們香港和我們香港的市民的福氣
[00:01:54.060 --> 00:01:56.300]  來交在祢的手中
[00:01:56.300 --> 00:01:58.220]  多謝祢,其實祢都鼓勵我們
[00:01:58.220 --> 00:02:01.540]  因為祢說我們要為這個城市求平安
[00:02:01.540 --> 00:02:04.880]  因為這個城市平安,我們才得到平安
[00:02:04.880 --> 00:02:06.580]  所以我們求主祝福我們
[00:02:06.580 --> 00:02:08.700]  讓我們常常來紀念
[00:02:08.700 --> 00:02:12.780]  今天在祢面前是一個中樹節的主日
[00:02:12.780 --> 00:02:17.740]  我們在祢面前都求上帝打開我們的心
[00:02:17.740 --> 00:02:23.040]  看到祢是那位為人類設立救恩的神
[00:02:23.040 --> 00:02:26.920]  祢的那種時間,祢的奇妙
[00:02:26.920 --> 00:02:29.860]  祢怎樣擦拍耶穌基督來到這個世間
[00:02:29.860 --> 00:02:31.660]  給我們人類有盼望
[00:02:31.660 --> 00:02:34.020]  是極大的奧秘
[00:02:34.020 --> 00:02:39.780]  所以讓我們臨近下個星期的受難節的時候
[00:02:39.780 --> 00:02:43.420]  主讓我們今天一起來領受祢自己的說話
[00:02:43.420 --> 00:02:46.140]  願祢在其中開我們的心
[00:02:46.140 --> 00:02:50.460]  讓真理來幫助我們去明白
[00:02:50.460 --> 00:02:52.340]  我們有愛耶穌基督
[00:02:52.340 --> 00:02:54.320]  多謝祢聽我們祈禱
[00:02:54.320 --> 00:02:56.220]  奉耶穌基督名求
[00:02:56.220 --> 00:02:57.220]  阿門
[00:03:16.900 --> 00:03:24.460]  《聖經》八八九十八頁
[00:03:24.460 --> 00:03:26.340]  今天和大家思想一個題目
[00:03:26.340 --> 00:03:30.540]  就是「這是上主所定的日子」
[00:03:30.540 --> 00:03:33.380]  其實這句說話大家都很熟悉
[00:03:33.380 --> 00:03:35.220]  因為如果是用和合本的時候
[00:03:35.220 --> 00:03:36.580]  我們就經常說
[00:03:36.580 --> 00:03:38.620]  「這是耶和華所定的日子」
[00:03:38.620 --> 00:03:41.100]  我們要在其中歡喜快樂
[00:03:41.100 --> 00:03:45.140]  因為有首詩歌我們常常都會唱
[00:03:45.140 --> 00:03:49.860]  原因是因為耶穌從死裡復活
[00:03:49.860 --> 00:03:52.340]  所以星期日我們回來崇拜
[00:03:52.340 --> 00:03:55.220]  所以我們這個就是神定的日子
[00:03:55.220 --> 00:03:56.380]  我們就歡喜快樂
[00:03:56.380 --> 00:03:58.940]  這個一路傳統下來就是這樣
[00:03:58.940 --> 00:04:01.580]  不過我們今天嘗試一下
[00:04:01.580 --> 00:04:03.660]  從詩篇一百一十八篇
[00:04:03.660 --> 00:04:09.340]  來看看「這是上主所定的日子」的意思在哪裡
[00:04:09.340 --> 00:04:14.420]  這是詩篇第一百一十八篇
[00:04:14.420 --> 00:04:16.580]  就是在二十二節
[00:04:16.580 --> 00:04:18.820]  「建築工人所棄的石頭
[00:04:18.820 --> 00:04:21.380]  成了房閣的主要石頭
[00:04:21.380 --> 00:04:25.260]  這是耶和華作的在我們眼中稀奇」
[00:04:25.260 --> 00:04:29.900]  我們今天要思想的是二十二節到二十七節
[00:04:29.900 --> 00:04:32.660]  原來一到二十一節的時候
[00:04:32.660 --> 00:04:35.060]  這裡告訴我們
[00:04:35.060 --> 00:04:37.820]  原來是詩人來說
[00:04:37.820 --> 00:04:40.780]  原來我們經歷神的拯救
[00:04:40.780 --> 00:04:42.860]  所以我們要在當中
[00:04:42.860 --> 00:04:44.020]  我們要歡喜快樂
[00:04:44.020 --> 00:04:45.140]  我們要唱詩歌
[00:04:45.140 --> 00:04:48.060]  我們要讚美神
[00:04:48.060 --> 00:04:50.940]  詩人說他們經歷神的拯救
[00:04:50.940 --> 00:04:51.500]  弟兄姊妹
[00:04:51.500 --> 00:04:54.100]  你們有沒有經歷神的拯救?
[00:04:54.100 --> 00:04:57.260]  有,我們得到救恩
[00:04:57.260 --> 00:04:58.540]  不單止我們得到救恩
[00:04:58.540 --> 00:05:00.580]  原來我們信了耶穌的時候
[00:05:00.580 --> 00:05:02.100]  我們其實很多時候
[00:05:02.100 --> 00:05:03.780]  在我們日常生活裡
[00:05:03.780 --> 00:05:05.300]  我們都經歷神的拯救
[00:05:05.300 --> 00:05:07.700]  有時我們都會聽到有人說
[00:05:07.700 --> 00:05:11.700]  「是啊,我小時候都有回教會
[00:05:11.700 --> 00:05:15.380]  我本來是淹死的,但我又沒有死
[00:05:15.380 --> 00:05:19.380]  或者我有人病了,但我又沒有離開這個世界」
[00:05:19.380 --> 00:05:21.220]  曾經有一個青年人
[00:05:21.220 --> 00:05:23.140]  他燒炭十八個小時
[00:05:23.140 --> 00:05:24.980]  但他又被救了
[00:05:24.980 --> 00:05:26.620]  其實你會看回
[00:05:26.620 --> 00:05:27.900]  其實在日常生活裡
[00:05:27.900 --> 00:05:29.220]  我們或多或少
[00:05:29.220 --> 00:05:31.300]  從別人、從自己裡面
[00:05:31.300 --> 00:05:34.140]  都會知道上帝常常拯救
[00:05:34.140 --> 00:05:37.020]  我又記得有一個得救的見證
[00:05:37.020 --> 00:05:38.500]  很深刻
[00:05:38.500 --> 00:05:40.340]  就說到一個人
[00:05:40.340 --> 00:05:44.620]  他在殯儀館工作
[00:05:44.620 --> 00:05:47.060]  專門打齋
[00:05:47.060 --> 00:05:48.940]  他又是一個風水師
[00:05:48.940 --> 00:05:50.620]  那天他很悶
[00:05:50.620 --> 00:05:51.820]  心裡很煩躁
[00:05:51.820 --> 00:05:55.660]  於是他去了旁邊的廳
[00:05:55.660 --> 00:05:57.980]  就是基督徒的安息禮拜
[00:05:57.980 --> 00:06:00.100]  他坐在那裡很舒服
[00:06:00.100 --> 00:06:01.540]  但門就關了
[00:06:01.540 --> 00:06:03.180]  被迫在裡面
[00:06:03.180 --> 00:06:04.700]  後來他就說
[00:06:04.700 --> 00:06:05.820]  就是這樣
[00:06:05.820 --> 00:06:11.140]  他就是第一次去接觸耶穌上天堂等等
[00:06:11.140 --> 00:06:13.660]  他後來就信了主
[00:06:13.660 --> 00:06:15.100]  是的,真的
[00:06:15.100 --> 00:06:17.420]  有時我們的家人、朋友
[00:06:17.420 --> 00:06:18.700]  我們聽很多
[00:06:18.700 --> 00:06:21.180]  是上帝拯救我們
[00:06:21.180 --> 00:06:23.580]  而詩人就告訴我們
[00:06:23.580 --> 00:06:25.940]  不僅是在118篇
[00:06:25.940 --> 00:06:28.180]  叫我們去唱詩
[00:06:28.180 --> 00:06:30.500]  去紀念神的拯救
[00:06:30.500 --> 00:06:32.660]  原來猶太人
[00:06:32.660 --> 00:06:35.180]  他們每逢三個大節期
[00:06:35.180 --> 00:06:40.580]  他們都會唱詩篇113篇到118篇
[00:06:40.580 --> 00:06:44.140]  因為這幾篇裡面特別強調
[00:06:44.140 --> 00:06:47.460]  上帝是拯救他們出埃及
[00:06:47.460 --> 00:06:50.340]  或者他們個人的經歷
[00:06:50.340 --> 00:06:53.300]  所以這些大節期
[00:06:53.300 --> 00:06:55.380]  他們就來唱
[00:06:55.380 --> 00:06:58.140]  而去到第21節
[00:06:58.140 --> 00:07:01.460]  即詩篇118篇第21節的時候
[00:07:01.460 --> 00:07:02.460]  詩人也說
[00:07:02.460 --> 00:07:04.500]  我真的要去清謝你
[00:07:04.500 --> 00:07:06.060]  因為你應運了我
[00:07:06.060 --> 00:07:09.020]  然後他就由22節
[00:07:09.020 --> 00:07:11.140]  其實去到29節
[00:07:11.140 --> 00:07:13.100]  他從一個個人的裡面
[00:07:13.100 --> 00:07:16.380]  轉到一個群體的裡面
[00:07:16.380 --> 00:07:20.620]  原來這個群體就好像一個皇帝
[00:07:20.620 --> 00:07:22.660]  他就叫他的百姓過來
[00:07:22.660 --> 00:07:25.860]  我們大家一起去到耶和華的殿中
[00:07:25.860 --> 00:07:27.740]  我們要去讚美神
[00:07:27.740 --> 00:07:30.460]  我們要去敬拜神
[00:07:30.460 --> 00:07:32.180]  因為祂在其中
[00:07:32.180 --> 00:07:33.580]  祂拯救我們
[00:07:33.580 --> 00:07:35.100]  那他就說起了
[00:07:35.100 --> 00:07:37.500]  原來是上帝在過往的裡面
[00:07:37.500 --> 00:07:41.260]  祂在帶領我們離開埃及
[00:07:41.260 --> 00:07:44.380]  但是去到22、23節
[00:07:44.380 --> 00:07:46.780]  剛才我們所讀的時候
[00:07:46.780 --> 00:07:48.380]  原來他就說到
[00:07:48.380 --> 00:07:53.700]  原來上帝是拯救我們以色列這個國家
[00:07:53.700 --> 00:07:55.140]  是怎樣呢?
[00:07:55.140 --> 00:07:57.500]  原來在很多《釋經》書裡面就是說
[00:07:57.500 --> 00:07:59.620]  原來這個皇帝他很經歷到
[00:07:59.620 --> 00:08:01.860]  當以色列經歷過無數次
[00:08:01.860 --> 00:08:04.900]  被外邦人來攻擊他們的時候
[00:08:04.900 --> 00:08:06.060]  他們怎樣呢?
[00:08:06.060 --> 00:08:09.020]  他們好像一個沒用的石頭
[00:08:09.020 --> 00:08:10.620]  被別人扔掉
[00:08:10.620 --> 00:08:12.820]  但是神就撿回來
[00:08:12.820 --> 00:08:15.300]  成為一個寶貴的防國石
[00:08:15.300 --> 00:08:16.780]  其實如果我這樣說
[00:08:16.780 --> 00:08:18.340]  可能大家不太明白
[00:08:18.340 --> 00:08:20.620]  但是對當時的以色列人來說
[00:08:20.620 --> 00:08:22.220]  他們很明白
[00:08:22.220 --> 00:08:28.020]  因為這個皇帝借用了一個建築的例子
[00:08:28.020 --> 00:08:31.100]  來表達這個真理
[00:08:31.100 --> 00:08:33.980]  原來當時以色列人建屋
[00:08:33.980 --> 00:08:36.940]  他不是像香港那樣建高樓大廈
[00:08:36.940 --> 00:08:38.220]  他建的是獨立屋
[00:08:38.220 --> 00:08:39.540]  一間一間
[00:08:39.540 --> 00:08:41.300]  但是其中最重要的是
[00:08:41.300 --> 00:08:43.820]  如果你想房子很穩固的時候
[00:08:43.820 --> 00:08:47.100]  他一定要找一塊很漂亮的石
[00:08:47.100 --> 00:08:48.620]  沒有裂痕等等
[00:08:48.620 --> 00:08:50.340]  非常好的石
[00:08:50.340 --> 00:08:53.820]  然後在當中堅固了整間屋
[00:08:53.820 --> 00:08:58.780]  他們用一些建築的方法來做的時候
[00:08:58.780 --> 00:09:01.020]  那間屋就很穩固
[00:09:01.020 --> 00:09:04.540]  所以那塊石是很重要的
[00:09:04.540 --> 00:09:09.260]  但是在這裡
[00:09:09.260 --> 00:09:11.340]  詩人就這樣說
[00:09:11.340 --> 00:09:14.020]  他說神真的太奇妙了
[00:09:14.020 --> 00:09:16.540]  他說簡直是神蹟
[00:09:16.540 --> 00:09:19.260]  他說我們能夠被拯救
[00:09:19.260 --> 00:09:21.620]  真的出乎意料之外
[00:09:21.620 --> 00:09:24.180]  因為我們當初被敵人攻擊
[00:09:24.180 --> 00:09:26.980]  我們就好像一塊沒用的石頭
[00:09:26.980 --> 00:09:28.780]  被敵人扔了出去
[00:09:28.780 --> 00:09:32.060]  我們快要完全被他們攻陷
[00:09:32.060 --> 00:09:33.060]  完全是沒用的
[00:09:33.060 --> 00:09:35.340]  好像那塊石頭沒用一樣
[00:09:35.340 --> 00:09:38.060]  但是上帝一出手的時候
[00:09:38.060 --> 00:09:39.460]  他拯救我們
[00:09:39.460 --> 00:09:40.900]  他就將我們
[00:09:40.900 --> 00:09:43.220]  原本給敵人看來
[00:09:43.220 --> 00:09:46.340]  好像一塊沒用的石頭一樣
[00:09:46.340 --> 00:09:47.740]  在神的眼中
[00:09:47.740 --> 00:09:48.980]  他撿回我們
[00:09:48.980 --> 00:09:50.180]  他保護我們
[00:09:50.180 --> 00:09:52.020]  他再幫助我們的時候
[00:09:52.020 --> 00:09:54.980]  我們就成為一個很寶貴的石頭
[00:09:54.980 --> 00:10:00.060]  那個叫做「防角石」
[00:10:00.060 --> 00:10:02.060]  很奇妙的
[00:10:02.060 --> 00:10:08.340]  所以這個君王就告訴這些百姓
[00:10:08.340 --> 00:10:12.260]  我們一定要來到神的殿中
[00:10:12.260 --> 00:10:16.460]  我們要去敬拜神
[00:10:16.460 --> 00:10:18.180]  不要忘記神
[00:10:18.180 --> 00:10:21.220]  因為這是耶和華所定的日子
[00:10:21.220 --> 00:10:22.580]  意思就是說
[00:10:22.580 --> 00:10:24.580]  因為這個是耶和華
[00:10:24.580 --> 00:10:26.300]  拯救我們的日子
[00:10:26.300 --> 00:10:29.740]  所以我們一定不要忘記
[00:10:29.740 --> 00:10:31.900]  所以今天我們的題目是
[00:10:31.900 --> 00:10:34.100]  「這是上主所定的日子」
[00:10:34.100 --> 00:10:36.020]  就是告訴我們
[00:10:36.020 --> 00:10:39.420]  「是的,上帝都拯救我們」
[00:10:39.420 --> 00:10:42.020]  可能在你受浸的那一刻
[00:10:42.020 --> 00:10:44.540]  你很覺得上帝是拯救你
[00:10:44.540 --> 00:10:47.580]  還有在你平時一路生活的裡面
[00:10:47.580 --> 00:10:50.300]  上帝很多時候都拯救我們
[00:10:50.300 --> 00:10:51.900]  上帝就叫我們
[00:10:51.900 --> 00:10:54.660]  我們要紀念這些日子
[00:10:54.660 --> 00:10:56.380]  「這是上主所定的日子」
[00:10:56.380 --> 00:11:00.900]  因為是上帝所來拯救我們
[00:11:00.900 --> 00:11:02.660]  我們一定要去記住
[00:11:02.660 --> 00:11:04.100]  為什麼呢?
[00:11:04.100 --> 00:11:06.340]  因為23節
[00:11:06.340 --> 00:11:10.980]  「因為在我們眼中實在看為稀奇」
[00:11:10.980 --> 00:11:13.780]  宇尊彼得遜他翻譯是很傳神的
[00:11:13.780 --> 00:11:14.940]  他說很奇妙
[00:11:14.940 --> 00:11:16.380]  上帝的救恩
[00:11:16.380 --> 00:11:19.540]  上帝的拯救一來到的時候
[00:11:19.540 --> 00:11:20.460]  太奇妙了
[00:11:20.460 --> 00:11:22.820]  他說我們一定要睜下眼睛
[00:11:22.820 --> 00:11:25.220]  睜得明亮一點
[00:11:25.220 --> 00:11:27.140]  我們要看真一點
[00:11:27.140 --> 00:11:30.940]  原來這些都是上帝的拯救
[00:11:30.940 --> 00:11:32.100]  弟兄姊妹
[00:11:32.100 --> 00:11:33.380]  我不知道你生命中
[00:11:33.380 --> 00:11:36.260]  你什麼時候經歷過上帝的拯救
[00:11:36.260 --> 00:11:40.220]  在我做牧者這麼多年的時候
[00:11:40.220 --> 00:11:41.420]  其中一件事
[00:11:41.420 --> 00:11:45.900]  我覺得上帝的拯救是很奇妙的
[00:11:45.900 --> 00:11:47.180]  就是怎樣呢?
[00:11:47.180 --> 00:11:48.860]  我相信大家都聽過
[00:11:48.860 --> 00:11:50.020]  現在香港社會
[00:11:50.020 --> 00:11:51.540]  特別在日本很多
[00:11:51.540 --> 00:11:52.700]  香港也不少
[00:11:52.700 --> 00:11:54.540]  很多宅男宅女
[00:11:54.540 --> 00:11:55.980]  意思就是說
[00:11:55.980 --> 00:11:57.540]  很多青年人
[00:11:57.540 --> 00:12:01.660]  不知為什麼去到某一個年歲
[00:12:01.660 --> 00:12:03.260]  他們就躲在家裡
[00:12:03.260 --> 00:12:05.900]  他們就不出來
[00:12:05.900 --> 00:12:08.780]  有些是我認識的
[00:12:08.780 --> 00:12:10.860]  他們本來是很好
[00:12:10.860 --> 00:12:13.060]  但可能有一點打擊
[00:12:13.060 --> 00:12:15.940]  於是從此不上學
[00:12:15.940 --> 00:12:17.660]  不讀書
[00:12:17.660 --> 00:12:19.140]  又不外出
[00:12:19.140 --> 00:12:20.700]  就在自己的房間
[00:12:20.700 --> 00:12:23.900]  吃東西都要別人捧著給他們吃
[00:12:23.900 --> 00:12:25.700]  但很奇妙
[00:12:25.700 --> 00:12:28.540]  上帝的拯救一來到之後
[00:12:28.540 --> 00:12:31.660]  他們就自己從房間走出來
[00:12:31.660 --> 00:12:34.940]  你聽起來好像很奇妙
[00:12:34.940 --> 00:12:36.620]  但你想想那個父母
[00:12:36.620 --> 00:12:38.420]  我曾經認識一些人
[00:12:38.420 --> 00:12:41.020]  他的子女經歷過四年
[00:12:41.020 --> 00:12:42.420]  或者經歷過七年
[00:12:42.420 --> 00:12:44.060]  他才走出來
[00:12:44.060 --> 00:12:45.860]  他還沒走出來的時候
[00:12:45.860 --> 00:12:48.740]  父母是真的很痛苦的
[00:12:48.740 --> 00:12:50.780]  每天都在那裡祈禱
[00:12:50.780 --> 00:12:52.980]  所以弟兄姊妹
[00:12:52.980 --> 00:12:56.540]  詩篇118篇告訴我們
[00:12:56.540 --> 00:12:59.220]  當我們經歷了上帝的拯救的時候
[00:12:59.220 --> 00:13:00.140]  我們不要忘記
[00:13:00.140 --> 00:13:01.980]  因為這是耶和華所定的日子
[00:13:01.980 --> 00:13:03.940]  是神自己拯救我們
[00:13:03.940 --> 00:13:06.460]  我們一定要記住
[00:13:06.460 --> 00:13:11.060]  因此詩人告訴我們
[00:13:11.060 --> 00:13:12.900]  在後面24、25節
[00:13:12.900 --> 00:13:13.500]  他就說
[00:13:13.500 --> 00:13:17.420]  所以我們一生都要祈禱
[00:13:17.420 --> 00:13:21.140]  求神常常去施行拯救
[00:13:21.140 --> 00:13:23.140]  他施行拯救之後
[00:13:23.140 --> 00:13:24.180]  第27節
[00:13:24.180 --> 00:13:31.780]  我們就要去奉獻給神
[00:13:31.780 --> 00:13:34.980]  我們要去表達一種感謝的心
[00:13:34.980 --> 00:13:37.260]  27節是這樣說的
[00:13:37.260 --> 00:13:41.740]  所以詩人就用了22、23節
[00:13:41.740 --> 00:13:45.060]  這個建築工人所建的石頭
[00:13:45.060 --> 00:13:47.220]  成為房閣的主要石頭
[00:13:47.220 --> 00:13:48.980]  就是表達
[00:13:48.980 --> 00:13:51.780]  我們不要忘記神的救恩
[00:13:51.780 --> 00:13:54.860]  不過這兩節經文
[00:13:54.860 --> 00:13:57.820]  還有一個更深層的意思
