
[00:00:00.000 --> 00:00:04.280]  弟兄姊妹主內平安
[00:00:04.280 --> 00:00:08.200]  大家知道都是新的一年開始
[00:00:08.200 --> 00:00:12.620]  好像過了很久了
[00:00:12.620 --> 00:00:15.820]  還是屬於新增頭
[00:00:15.820 --> 00:00:20.620]  記得過年時我們經常跟別人去拜年
[00:00:20.620 --> 00:00:27.380]  我們都恭喜人家多數是發財、添丁
[00:00:27.380 --> 00:00:30.220]  我們大多都是恭喜人家發財、添丁
[00:00:30.220 --> 00:00:32.380]  讀書就叫他學業進步
[00:00:32.380 --> 00:00:34.420]  念書的就學業進步
[00:00:34.420 --> 00:00:36.320]  做工的就步步高升
[00:00:36.320 --> 00:00:37.780]  打工的就步步高升
[00:00:37.780 --> 00:00:39.280]  老人家就身體健康
[00:00:39.280 --> 00:00:40.980]  老人家就身體健康
[00:00:40.980 --> 00:00:43.620]  小朋友就發高長大
[00:00:43.620 --> 00:00:45.740]  孩子們就快高長大
[00:00:45.740 --> 00:00:48.200]  少女就青春常駐
[00:00:48.200 --> 00:00:49.820]  少女就青春常駐
[00:00:49.820 --> 00:00:51.280]  很多好聽的說話
[00:00:51.280 --> 00:00:52.120]  很多好聽的說話
[00:00:52.120 --> 00:00:54.780]  都跟福字有關的
[00:00:54.780 --> 00:00:56.960]  我們覺得這些就是最有福氣的
[00:00:56.960 --> 00:00:59.200]  我們覺得這些就是最有福氣的
[00:00:59.200 --> 00:01:00.540]  無論是你中國人也好
[00:01:00.540 --> 00:01:01.160]  外國人也好
[00:01:01.160 --> 00:01:02.740]  覺得這些都是很有福氣的
[00:01:02.740 --> 00:01:03.660]  無論中國人也好
[00:01:03.660 --> 00:01:04.320]  外國人也好
[00:01:04.320 --> 00:01:06.320]  也覺得這是蠻有福氣的
[00:01:06.320 --> 00:01:08.580]  有時你問甚麼叫真是福氣呢
[00:01:08.580 --> 00:01:11.960]  有時你問甚麼才是真的福氣
[00:01:11.960 --> 00:01:13.700]  用甚麼量度呢
[00:01:13.700 --> 00:01:14.960]  用甚麼來量度呢
[00:01:14.960 --> 00:01:16.620]  你量不到的東西
[00:01:16.620 --> 00:01:18.160]  有時就變成抽象了
[00:01:18.160 --> 00:01:20.740]  量不到的東西就會覺得抽象
[00:01:20.740 --> 00:01:22.420]  譬如我說這間屋有多大
[00:01:22.420 --> 00:01:23.780]  譬如說房子有多大
[00:01:23.780 --> 00:01:26.500]  你有沒有問我為住這間屋多少呎
[00:01:26.500 --> 00:01:28.040]  多少千呎或者多少呎
[00:01:28.040 --> 00:01:31.320]  你會問房子有那個尺寸是多少
[00:01:31.320 --> 00:01:33.320]  那你知不知道你現在住的那間屋多少呎
[00:01:33.320 --> 00:01:37.660]  你知道你現在住的那個房子是那個尺寸是多少
[00:01:37.660 --> 00:01:40.500]  我們在外國好像不太留意我們那間屋多少呎的
[00:01:40.500 --> 00:01:43.920]  在國外我們不太留意我們的房子實際上的尺寸
[00:01:43.920 --> 00:01:45.580]  我就不知道我那間屋多少呎了
[00:01:45.580 --> 00:01:47.420]  Andrew他就不知道他的房子有多少呎
[00:01:47.420 --> 00:01:49.240]  可能外國的屋比較大
[00:01:49.240 --> 00:01:51.000]  可能國外的房子比較大
[00:01:51.000 --> 00:01:53.000]  就是你又不太在乎多少呎是不是
[00:01:53.000 --> 00:01:56.540]  也不在乎是那個實際的尺寸
[00:01:56.540 --> 00:01:58.280]  但是回到香港很不同是不是
[00:01:58.280 --> 00:01:59.640]  可在香港非常不同
[00:01:59.640 --> 00:02:02.040]  我相信你問十個九個都知道自己那間屋多少呎的
[00:02:02.040 --> 00:02:04.940]  相信我問十個九個裡面都會很清楚自己的房子是多少呎
[00:02:04.940 --> 00:02:07.420]  你那間屋兩百呎是不是劏房來的
[00:02:07.420 --> 00:02:10.660]  說你的那個房子是兩百呎而已
[00:02:10.660 --> 00:02:12.580]  其實劏房就沒有兩百呎
[00:02:12.580 --> 00:02:13.760]  劏房幾十呎而已
[00:02:13.760 --> 00:02:17.380]  所謂的劏房其實只有幾十呎而已
[00:02:17.380 --> 00:02:19.880]  你那間豪宅那個千幾二千呎
[00:02:19.880 --> 00:02:25.800]  你說你的那個豪宅是一千兩千多的尺寸
[00:02:25.800 --> 00:02:27.880]  有一量度的東西我們可以比較
[00:02:27.880 --> 00:02:30.080]  量度的東西我們都可以用
[00:02:30.080 --> 00:02:32.080]  還有什麼可以量度呢
[00:02:32.080 --> 00:02:33.160]  還有什麼可以量度呢
[00:02:33.160 --> 00:02:36.280]  我記得小時候最厲害的就是父母叫我們量度高
[00:02:36.280 --> 00:02:41.200]  小孩子父母都非常喜歡叫他們去量高
[00:02:41.200 --> 00:02:43.740]  因為個個都喜歡小孩子發高長大是不是
[00:02:43.740 --> 00:02:45.740]  因為每個都喜歡孩子發高長大
[00:02:45.740 --> 00:02:49.480]  我們就經常都覺得生得矮小一點就比較舒適一點
[00:02:49.480 --> 00:02:54.080]  我們常常覺得生得個子小一點就好像吃虧一點
[00:02:54.080 --> 00:02:57.080]  尤其是我們中國人比較上真的矮小一點的比起外國人
[00:02:57.080 --> 00:03:01.280]  特別我們華人都比外國人真的是比較個子小一點
[00:03:01.280 --> 00:03:04.580]  很希望小孩子真的高一點
[00:03:04.580 --> 00:03:06.780]  我們真的希望孩子都可以長高一點
[00:03:06.780 --> 00:03:08.280]  就經常都去量
[00:03:08.280 --> 00:03:09.580]  常常都去量
[00:03:09.580 --> 00:03:11.380]  所以我們都知道自己多高是不是
[00:03:11.380 --> 00:03:12.980]  我們都知道自己的身高
[00:03:12.980 --> 00:03:15.880]  我們大部分中國人都知道自己多高
[00:03:15.880 --> 00:03:19.380]  我們大部分的中國人都知道自己的高度
[00:03:19.380 --> 00:03:21.380]  但我問我外國的病人
[00:03:21.380 --> 00:03:27.080]  特別是新的一代
[00:03:27.080 --> 00:03:29.380]  我看十個有八個都不知道自己多高
[00:03:29.380 --> 00:03:31.180]  十個裡面八個都不知道自己有多高
[00:03:31.180 --> 00:03:32.380]  他不會留意自己多高
[00:03:32.380 --> 00:03:33.580]  他不會留意自己有多高
[00:03:33.580 --> 00:03:34.880]  因為覺得都夠高了是不是
[00:03:34.880 --> 00:03:36.080]  因為都覺得已經夠高
[00:03:36.080 --> 00:03:37.680]  但我們中國人就覺得有一點自卑
[00:03:37.680 --> 00:03:39.980]  因為我們矮小所以我們很留意自己多高是不是
[00:03:39.980 --> 00:03:42.080]  可是中國人有一些會覺得自卑
[00:03:42.080 --> 00:03:44.080]  所以常常留意自己的身高
[00:03:44.080 --> 00:03:45.780]  但是福氣就沒有量不到的
[00:03:45.780 --> 00:03:48.180]  福氣卻量度不到
[00:03:48.180 --> 00:03:50.880]  你可以有些東西去形容福氣
[00:03:50.880 --> 00:03:52.980]  你可以有一些詞去形容
[00:03:52.980 --> 00:03:58.280]  用最低的層次去解釋福氣
[00:03:58.280 --> 00:04:00.380]  最低的層次來解釋福氣
[00:04:00.380 --> 00:04:01.980]  就是用物質來衡量
[00:04:01.980 --> 00:04:03.980]  就是用物質來衡量
[00:04:03.980 --> 00:04:08.480]  但我們稍微有頭腦的人都知道物質不代表福氣
[00:04:08.480 --> 00:04:12.680]  可是稍微有頭腦的人都知道物質並不等於福氣
[00:04:12.680 --> 00:04:14.080]  但我們就追求物質
[00:04:14.080 --> 00:04:15.580]  我們卻追求物質
[00:04:15.580 --> 00:04:19.480]  因為覺得物質應該會帶給我們福氣
[00:04:19.480 --> 00:04:22.480]  因為覺得物質應該帶給我們福氣
[00:04:22.480 --> 00:04:26.480]  又或者換句話說物質不一定給我們福氣
[00:04:26.480 --> 00:04:30.580]  又或者換句話說物質不一定給我們帶來福氣
[00:04:30.580 --> 00:04:33.480]  但如果欠缺物質就一定沒有福氣了是不是
[00:04:33.480 --> 00:04:37.480]  可欠缺物質的話就一定沒有福氣
[00:04:37.480 --> 00:04:39.080]  這樣講都很真是不是
