
[00:00:00.000 --> 00:00:03.320]  我們聆聽上帝話前一齊禱告
[00:00:03.320 --> 00:00:04.280]  親愛的主人 主你
[00:00:04.280 --> 00:00:08.480]  祢保守引導我們每一個
[00:00:08.480 --> 00:00:12.880]  引導我們來到主祢的殿當中
[00:00:12.880 --> 00:00:15.080]  在新的一年
[00:00:15.080 --> 00:00:18.000]  我們仰望主祢的恩典
[00:00:18.000 --> 00:00:20.080]  我們去仰望主祢
[00:00:20.080 --> 00:00:22.520]  繼續在新一年的裏面
[00:00:22.520 --> 00:00:24.560]  繼續與我們同在
[00:00:24.560 --> 00:00:26.560]  繼續去說領我們
[00:00:26.560 --> 00:00:28.480]  繼續成為我們的主
[00:00:28.480 --> 00:00:31.240]  以致我們心裏面不需要驚慌
[00:00:31.240 --> 00:00:32.400]  不需要懼怕
[00:00:32.400 --> 00:00:33.800]  繼續的前行
[00:00:33.800 --> 00:00:35.760]  亦都願主來到引導
[00:00:35.760 --> 00:00:38.800]  讓我們去懂得聆聽主祢的話
[00:00:38.800 --> 00:00:40.880]  願聖靈當中幫助我們
[00:00:40.880 --> 00:00:43.680]  去懂得在記憶心中
[00:00:43.680 --> 00:00:46.200]  成為我們日常當中的幫助
[00:00:46.200 --> 00:00:48.000]  受主祝福 引領
[00:00:48.000 --> 00:00:49.360]  以上的禱告奉我之言
[00:00:49.360 --> 00:00:54.040]  受益於聖名耶穌 阿門
[00:00:54.040 --> 00:00:57.920]  天國的觀賞角度
[00:00:57.920 --> 00:01:00.120]  我想大家都知道
[00:01:00.120 --> 00:01:02.560]  你回來教會一段時間
[00:01:02.560 --> 00:01:05.160]  百福 炎和光
[00:01:05.160 --> 00:01:06.960]  這些經文你是很熟悉的
[00:01:06.960 --> 00:01:09.920]  你聽了很多次
[00:01:09.920 --> 00:01:12.240]  但今天我們跟大家分享
[00:01:12.240 --> 00:01:14.640]  這段經文你發覺很長
[00:01:14.640 --> 00:01:17.640]  一個段落去看完
[00:01:17.640 --> 00:01:20.200]  我們要思想的就是
[00:01:20.200 --> 00:01:22.800]  耶穌基督的降生
[00:01:22.800 --> 00:01:26.240]  對於我們來說是甚麼意義呢?
[00:01:26.240 --> 00:01:27.880]  我們有時很快速會想
[00:01:27.880 --> 00:01:29.640]  耶穌基督降生
[00:01:29.640 --> 00:01:31.960]  剛剛聖誕節又過了
[00:01:31.960 --> 00:01:36.160]  就是祂降生為了要拯救世人
[00:01:36.160 --> 00:01:38.640]  不過我們有時去想一下
[00:01:38.640 --> 00:01:42.160]  除了耶穌基督降在世上
[00:01:42.160 --> 00:01:46.520]  去拯救我們丁一十字架之外
[00:01:46.520 --> 00:01:49.040]  還有其他東西
[00:01:49.040 --> 00:01:51.920]  如果耶穌基督祂來的使命
[00:01:51.920 --> 00:01:53.360]  祂只是丁一十字架
[00:01:53.360 --> 00:01:56.280]  拯救我們世人的時候
[00:01:56.280 --> 00:02:01.560]  耶穌不需要這麼大年紀才去過世
[00:02:01.560 --> 00:02:04.480]  如果你記得祂三十三歲左右
[00:02:04.480 --> 00:02:06.680]  來到丁一十字架裡面
[00:02:06.680 --> 00:02:07.720]  如果祂的受死
[00:02:07.720 --> 00:02:10.480]  丁一十字架裡面去拯救世人
[00:02:10.480 --> 00:02:12.400]  就是祂唯一任務
[00:02:12.400 --> 00:02:14.480]  你發覺祂
[00:02:14.480 --> 00:02:16.960]  希律去追殺小朋友的時候
[00:02:16.960 --> 00:02:19.640]  在那裡死已經搞定了
[00:02:19.640 --> 00:02:23.000]  我們不用讀這麼多的科目書
[00:02:23.000 --> 00:02:24.960]  我們就要想一下
[00:02:24.960 --> 00:02:26.560]  耶穌基督祂降生
[00:02:26.560 --> 00:02:28.360]  除了去丁一十字架裡面
[00:02:28.360 --> 00:02:32.240]  去拯救我們所有的人之外
[00:02:32.240 --> 00:02:34.760]  更加祂做過些什麼呢?
[00:02:34.760 --> 00:02:37.000]  祂為什麼要做這些事情呢?
[00:02:37.000 --> 00:02:41.080]  讓我們懂得怎樣回到上帝的當中
[00:02:41.080 --> 00:02:44.120]  你看到在福音書裡面
[00:02:44.120 --> 00:02:47.400]  耶穌有很多的講論
[00:02:47.400 --> 00:02:50.040]  祂做了很多的事情
[00:02:50.040 --> 00:02:52.960]  今天跟大家去講《馬太福音》
[00:02:52.960 --> 00:02:54.520]  如果你認識《馬太福音》
[00:02:54.520 --> 00:02:59.440]  其實祂是由五個很大的段落
[00:02:59.440 --> 00:03:02.520]  這五個段落全部都是一些講論
[00:03:02.520 --> 00:03:04.400]  你會發覺《馬太福音》很特別的
[00:03:04.400 --> 00:03:06.640]  祂將所有耶穌基督的講論
[00:03:06.640 --> 00:03:08.360]  組合在一起
[00:03:08.360 --> 00:03:09.120]  集合在一起
[00:03:09.120 --> 00:03:10.800]  有五個大的段落
[00:03:10.800 --> 00:03:12.800]  一起來去講
[00:03:12.800 --> 00:03:14.440]  所以你會發覺讀《馬太福音》
[00:03:14.440 --> 00:03:19.240]  你會讀一個段落的時間也挺長的
[00:03:19.240 --> 00:03:21.760]  因為一講就講很長了
[00:03:21.760 --> 00:03:25.800]  五個大的段落貫穿整個《馬太福音》
[00:03:25.800 --> 00:03:27.840]  裡面很重要是在講什麼呢?
[00:03:27.840 --> 00:03:28.960]  在《道言》當中
[00:03:28.960 --> 00:03:32.200]  一章去到第四章裡面
[00:03:32.200 --> 00:03:35.360]  裡面很重要就是在講這件事
[00:03:35.360 --> 00:03:38.080]  「從那時候耶穌就傳起道來說
[00:03:38.080 --> 00:03:42.240]  天國近了,你們應當悔改」
[00:03:42.240 --> 00:03:44.600]  耶穌的出場很重要
[00:03:44.600 --> 00:03:47.720]  祂已經講明祂來到的目的
[00:03:47.720 --> 00:03:48.920]  祂的重點
[00:03:48.920 --> 00:03:51.160]  我來到就是要告訴大家
[00:03:51.160 --> 00:03:56.120]  「天國近了,你們應當悔改」
[00:03:56.120 --> 00:03:57.560]  如果想到天國
[00:03:57.560 --> 00:04:00.600]  我不知道大家會想到些什麼
[00:04:00.600 --> 00:04:02.400]  天國我們會有時候想到
[00:04:02.400 --> 00:04:05.320]  很華美
[00:04:05.320 --> 00:04:08.240]  好像天堂一樣
[00:04:08.240 --> 00:04:10.520]  天堂近了
[00:04:10.520 --> 00:04:14.880]  難道耶穌就回來了嗎?
[00:04:14.880 --> 00:04:19.280]  我們有時候被一些字眼擾亂了
[00:04:19.280 --> 00:04:22.040]  或者我們擾亂了一些概念
[00:04:22.040 --> 00:04:23.960]  天堂是在說
[00:04:23.960 --> 00:04:25.520]  好像那些共鳴禮
[00:04:25.520 --> 00:04:26.480]  可能更加
[00:04:26.480 --> 00:04:28.640]  應該更加榮美
[00:04:28.640 --> 00:04:31.240]  我們離開了世界之後
[00:04:31.240 --> 00:04:34.960]  我們回到天家的當中
[00:04:34.960 --> 00:04:37.240]  但是天國是什麼呢?
[00:04:37.240 --> 00:04:40.480]  你記得耶穌是在說天國近了
[00:04:40.480 --> 00:04:43.400]  不是在說天堂近了
[00:04:43.400 --> 00:04:47.680]  天國近了其實是在說一個概念
