
[00:00:00.000 --> 00:00:02.800]  各位來賓 主內的弟兄姊妹 平安
[00:00:02.800 --> 00:00:06.620]  感謝神 我們今天再次來到神的殿中
[00:00:06.620 --> 00:00:11.720]  透過網上繼續去敬拜 讚美我們的主耶穌基督
[00:00:11.720 --> 00:00:15.600]  我們自從在感恩節的主日開始
[00:00:15.600 --> 00:00:18.660]  我們就開始探討一個問題
[00:00:18.660 --> 00:00:21.020]  一個主題 就是豐盛人生
[00:00:21.020 --> 00:00:24.720]  我們從哥羅西書第一章看到現在
[00:00:24.720 --> 00:00:28.320]  我們這次是第四個禮拜了
[00:00:28.320 --> 00:00:31.720]  我們期間又慶祝了聖誕節
[00:00:31.720 --> 00:00:36.740]  不知不覺2020年將要過去
[00:00:36.740 --> 00:00:38.920]  我們怎樣在接下來的新一年
[00:00:38.920 --> 00:00:42.960]  有個新年的展望去落實
[00:00:42.960 --> 00:00:46.620]  去過一個豐盛的人生呢?
[00:00:46.620 --> 00:00:50.440]  在哥羅西教會的時候
[00:00:50.440 --> 00:00:56.600]  保羅在監獄裏面寫了一封書信
[00:00:56.600 --> 00:00:59.320]  給哥羅西教會 這個哥羅西教會是
[00:00:59.320 --> 00:01:07.160]  二不化佛祭初期做那裏的帶領的
[00:01:07.160 --> 00:01:11.240]  他們哥羅西教會都遇到很多的挑戰
[00:01:11.240 --> 00:01:15.240]  是因為在希臘哲學上的文化背景
[00:01:15.240 --> 00:01:18.280]  他們有禁欲主義 有猶太律法
[00:01:18.280 --> 00:01:21.400]  又有很多的習俗禮儀
[00:01:21.400 --> 00:01:29.340]  使他們對基督十字架上的救恩有所誤解
[00:01:29.340 --> 00:01:31.920]  我們從第一章開始看到
[00:01:31.920 --> 00:01:38.580]  主耶穌基督的超越性、內在性
[00:01:38.580 --> 00:01:41.240]  第二章看到原來十字架
[00:01:41.240 --> 00:01:42.680]  我們覺得性的生活
[00:01:42.680 --> 00:01:46.140]  藉著主耶穌基督已經完全了
[00:01:46.140 --> 00:01:48.440]  不需要加任何的事情
[00:01:48.440 --> 00:01:50.840]  我們去到第三章的時候
[00:01:50.840 --> 00:01:56.000]  我們看到我們身為神的子民
[00:01:56.000 --> 00:01:58.200]  我們有個新的身份
[00:01:58.200 --> 00:02:02.160]  所以我們以前的惡行
[00:02:02.160 --> 00:02:06.880]  要將要撇去 脫去舊人
[00:02:06.880 --> 00:02:09.280]  穿上一個新人的身份
[00:02:09.280 --> 00:02:11.120]  穿一件衣服穿起來
[00:02:11.120 --> 00:02:14.600]  我們是主耶穌基督的選民
[00:02:14.600 --> 00:02:18.320]  我們要有一個不同的改變
[00:02:18.320 --> 00:02:20.000]  有個新的身份
[00:02:20.000 --> 00:02:22.420]  我們今天就會從
[00:02:22.420 --> 00:02:26.080]  《哥羅西書》第三章的尾部18節
[00:02:26.080 --> 00:02:29.400]  看到最後的四章18節
[00:02:29.400 --> 00:02:33.880]  我們就學習怎樣去生活
[00:02:33.880 --> 00:02:36.280]  才是為主而活
[00:02:36.280 --> 00:02:38.880]  我們一起低頭祈禱
[00:02:38.880 --> 00:02:41.120]  我是我們主耶穌基督 我們感謝你
[00:02:41.120 --> 00:02:43.520]  我們感謝你賜下寶貴的話語
[00:02:43.520 --> 00:02:48.400]  透過保羅哥羅西書業的書信
[00:02:48.400 --> 00:02:51.560]  使我們更加去認識你
[00:02:51.560 --> 00:02:55.680]  學習怎樣去身為基督徒
[00:02:55.680 --> 00:02:59.240]  怎樣再去過蒙神喜悅的生活
[00:02:59.240 --> 00:03:00.440]  求你幫助我們
[00:03:00.440 --> 00:03:03.240]  打開我們的耳朵 張開我們的眼睛
[00:03:03.240 --> 00:03:05.080]  安靜眾人的心
[00:03:05.080 --> 00:03:08.840]  能夠聆聽你的話語
[00:03:08.840 --> 00:03:12.880]  使我們能夠繼續可以緊緊跟隨你
[00:03:12.880 --> 00:03:14.120]  我們以上的禱告
[00:03:14.120 --> 00:03:16.920]  是奉主耶穌德性的名字祈求
[00:03:16.920 --> 00:03:20.280]  阿門
[00:03:20.280 --> 00:03:23.000]  對上一次《哥羅西書》的講道當中
[00:03:23.000 --> 00:03:25.720]  我們停在第17節的時候
[00:03:25.720 --> 00:03:26.880]  那裏提到
[00:03:26.880 --> 00:03:29.360]  無論做甚麼話說話或行事
[00:03:29.360 --> 00:03:30.920]  都要奉主耶穌的名
[00:03:30.920 --> 00:03:33.160]  藉著祂感謝父神
[00:03:33.160 --> 00:03:35.240]  我們存著感恩的心
[00:03:35.240 --> 00:03:37.040]  感謝主耶穌基督
[00:03:37.040 --> 00:03:40.840]  祂以祂超越的身份來到我們當中
[00:03:40.840 --> 00:03:43.040]  成就這個救恩的計劃
[00:03:43.040 --> 00:03:45.040]  所以我們有個新的身份
[00:03:45.040 --> 00:03:48.200]  我們有個新的體驗去回應
[00:03:48.200 --> 00:03:51.160]  就是我們的行為見證上面
[00:03:51.160 --> 00:03:54.120]  我們做事、說話和處事方法
[00:03:54.120 --> 00:03:58.120]  都跟順著之前有所分別
[00:03:58.120 --> 00:04:00.120]  我們看到第18節的時候
[00:04:00.120 --> 00:04:02.920]  今天的主題經文的時候
[00:04:02.920 --> 00:04:09.840]  我們見到保羅就用了三對的
[00:04:09.840 --> 00:04:13.200]  家庭中的崗位上面的關係
[00:04:13.200 --> 00:04:17.320]  首先是妻子和丈夫之間的關係
[00:04:17.320 --> 00:04:19.320]  這裏提到 第18節提到
[00:04:19.320 --> 00:04:25.280]  做妻子的要馴服自己的丈夫
[00:04:25.280 --> 00:04:26.720]  在主裏面
[00:04:26.720 --> 00:04:30.920]  這些事情是相宜的 是被神所喜悅的
[00:04:30.920 --> 00:04:37.040]  這個馴服有個次序的問題
[00:04:37.040 --> 00:04:41.120]  是家庭上領導的地位的問題
[00:04:41.120 --> 00:04:43.480]  是丈夫做家庭的領導
[00:04:43.480 --> 00:04:46.720]  但是做丈夫的
[00:04:46.720 --> 00:04:51.760]  雖然妻子有這樣的責任
[00:04:51.760 --> 00:04:54.360]  但是丈夫既然有這樣的權利
[00:04:54.360 --> 00:04:56.360]  他都要有一個命令的
[00:04:56.360 --> 00:04:58.360]  同樣有一個命令式的字
[00:04:58.360 --> 00:05:01.720]  就是要愛你們的妻子
[00:05:01.720 --> 00:05:06.480]  這個愛是阿加皮主耶穌基督的愛
[00:05:06.480 --> 00:05:07.520]  主耶穌基督的愛
[00:05:07.520 --> 00:05:11.200]  這個是捨身無條件的愛
[00:05:11.200 --> 00:05:15.840]  丈夫不是因為妻子馴服而去愛妻子
[00:05:15.840 --> 00:05:19.680]  因為這個愛是捨身的愛
[00:05:19.680 --> 00:05:21.200]  是無條件的愛
[00:05:21.200 --> 00:05:24.720]  妻子怎樣做 行為怎樣
[00:05:24.720 --> 00:05:28.400]  都要愛妻子 丈夫都要愛妻子
[00:05:28.400 --> 00:05:31.800]  不可以苦待他們
[00:05:31.800 --> 00:05:34.840]  所以這個平衡的句子
[00:05:34.840 --> 00:05:37.680]  這個三對平衡的句子當中這個第一對
[00:05:37.680 --> 00:05:42.960]  就是妻子和丈夫之間的角色 雙方的情況
[00:05:42.960 --> 00:05:46.000]  這個是我們要將我們的新的生命
[00:05:46.000 --> 00:05:48.440]  是付諸實踐的
[00:05:48.440 --> 00:05:54.520]  在家庭裏面成為一個恩典的管道
[00:05:54.520 --> 00:05:56.000]  所以這個第一對的關係
[00:05:56.000 --> 00:06:03.680]  我們看到丈夫和妻子之間的關係
[00:06:03.680 --> 00:06:07.200]  和中間有主耶穌基督在當中
[00:06:07.200 --> 00:06:11.360]  所以有時我們都聽到
[00:06:11.360 --> 00:06:14.240]  妻子的關係其實不是兩個人的關係
[00:06:14.240 --> 00:06:16.240]  是三角的關係
[00:06:16.240 --> 00:06:20.720]  因為主耶穌在他們當中
[00:06:20.720 --> 00:06:23.600]  看到第二對的關係
[00:06:23.600 --> 00:06:26.640]  就是兒女和父親的關係
[00:06:26.640 --> 00:06:29.280]  這裏提到作兒女的
[00:06:29.280 --> 00:06:31.560]  我自己身為兒子
[00:06:31.560 --> 00:06:36.520]  都要聽從父母
[00:06:36.520 --> 00:06:38.840]  要聽從父母 要Obey
[00:06:38.840 --> 00:06:41.160]  要聽從父母的教導
[00:06:41.160 --> 00:06:44.880]  因為這個是主所喜悅的
[00:06:44.880 --> 00:06:47.880]  這裏提到這又是一個三角關係
[00:06:47.880 --> 00:06:51.080]  不是兒女和父親的關係
[00:06:51.080 --> 00:06:52.280]  單對單兩個人
[00:06:52.280 --> 00:06:54.680]  不是人際關係這麼簡單的
[00:06:54.680 --> 00:06:58.280]  這個是在家庭背景當中
[00:06:58.280 --> 00:07:01.720]  有妻子和丈夫的關係
[00:07:01.720 --> 00:07:03.560]  和兒女和父親的關係
[00:07:03.560 --> 00:07:06.760]  這個家庭裏面是一個人際關係
[00:07:06.760 --> 00:07:09.520]  這個不是人際交關係的功課
[00:07:09.520 --> 00:07:11.280]  這個是一個三角關係
[00:07:11.280 --> 00:07:14.280]  以主耶穌基督為主的三角關係
[00:07:14.280 --> 00:07:16.040]  做父親的就說什麼呢?
[00:07:16.040 --> 00:07:20.520]  千萬不要惹兒女的氣
[00:07:20.520 --> 00:07:22.400]  因為恐怕他們失去志氣
[00:07:22.400 --> 00:07:24.400]  這個又是命令式的字眼
[00:07:24.400 --> 00:07:26.000]  叫我們不要做父親的
[00:07:26.000 --> 00:07:27.600]  千萬不要惹兒女的氣
[00:07:27.600 --> 00:07:30.800]  現在這個疫情當中
[00:07:30.800 --> 00:07:35.200]  我自己我們三個小朋友都在家裏面上課
[00:07:35.200 --> 00:07:39.920]  我自己因為以前是讀化學工程的
[00:07:39.920 --> 00:07:47.360]  我就負擔了和子女跟進他們的數學
[00:07:47.360 --> 00:07:50.840]  有時我就會有個學習的功課
[00:07:50.840 --> 00:07:53.560]  就是這個不停學習
[00:07:53.560 --> 00:07:56.880]  就是我千萬不要教兒子的時候
[00:07:56.880 --> 00:07:58.160]  要有很多的鼓勵
[00:07:58.160 --> 00:08:04.760]  因為其實小孩子有他的尊重父母的
[00:08:04.760 --> 00:08:06.960]  他們很聽從父母的話
[00:08:06.960 --> 00:08:10.560]  所以當我們做父親教兒女的時候
[00:08:10.560 --> 00:08:12.240]  他會聽話
[00:08:12.240 --> 00:08:15.960]  所以我們有時語氣重一些
[00:08:15.960 --> 00:08:19.560]  就會傷了他們的自尊心
[00:08:19.560 --> 00:08:22.760]  千萬我們要為此而警戒自己
[00:08:22.760 --> 00:08:24.400]  不要傷了他們的自尊心
[00:08:24.400 --> 00:08:27.080]  使他們有頹喪的感覺
[00:08:27.080 --> 00:08:30.800]  我們要多多鼓勵他們的事情
[00:08:30.800 --> 00:08:33.160]  要鼓勵他們慢慢將他們建立起來
[00:08:33.160 --> 00:08:38.040]  將他們的信心建立起來
[00:08:38.040 --> 00:08:41.120]  就算我們成為成年了
[00:08:41.120 --> 00:08:44.480]  我們做子女的都要聽從父母
[00:08:44.480 --> 00:08:47.280]  這個是沒有年齡的限制的
[00:08:47.280 --> 00:08:48.880]  這兩句話
[00:08:48.880 --> 00:08:56.520]  所以這個就是第二對的家庭上的雙方的情況出來了
[00:08:56.520 --> 00:08:58.800]  第三對在家庭裏面
[00:08:58.800 --> 00:09:01.480]  當時的羅馬政府裏面
[00:09:01.480 --> 00:09:03.720]  他們的社會當中
[00:09:03.720 --> 00:09:06.920]  又有主人和僕人之間的關係
[00:09:06.920 --> 00:09:09.960]  他們家裏面有一些的僕人
[00:09:09.960 --> 00:09:12.840]  專門去處理家庭的事情
[00:09:12.840 --> 00:09:16.520]  這些僕人 保羅就提醒他們
[00:09:16.520 --> 00:09:20.800]  你們作僕人的都要好像兒女聽從父親一樣
[00:09:20.800 --> 00:09:23.560]  要聽從肉身的主人
[00:09:23.560 --> 00:09:26.120]  即是他們的主人 地上的主人
[00:09:26.120 --> 00:09:27.680]  家裏面的主人
[00:09:27.680 --> 00:09:30.480]  不要只在眼前侍奉
[00:09:30.480 --> 00:09:32.640]  主人在那裏看著才做事
[00:09:32.640 --> 00:09:34.400]  不是這樣侍奉
[00:09:34.400 --> 00:09:36.120]  好像只是討他喜悅那樣
[00:09:36.120 --> 00:09:38.920]  但是要心裏面存在甚麼
[00:09:38.920 --> 00:09:41.560]  又是一個提出三角的關係當中
[00:09:41.560 --> 00:09:45.800]  因為天上的主 主耶穌基督
[00:09:45.800 --> 00:09:47.800]  我們要敬畏祂
[00:09:47.800 --> 00:09:52.000]  我們要fear 要敬畏
[00:09:52.000 --> 00:09:54.960]  要存在尊敬和畏懼的心
[00:09:54.960 --> 00:09:57.120]  因為主是我們的
[00:09:57.120 --> 00:09:58.560]  主耶穌基督是我們的主
[00:09:58.560 --> 00:10:00.200]  祂是滿有大靈的主
[00:10:00.200 --> 00:10:04.200]  他們提到 因為要從心裏
[00:10:04.200 --> 00:10:06.920]  我們無論做甚麼 好像17節那樣
[00:10:06.920 --> 00:10:12.680]  從心裏做的 是被主所做
[00:10:12.680 --> 00:10:14.360]  這個主是主耶穌基督
[00:10:14.360 --> 00:10:16.000]  不是為人所做的
[00:10:16.000 --> 00:10:17.640]  是我們所做的事情
[00:10:17.640 --> 00:10:22.400]  因為我們知道主會賞賜給我們
[00:10:22.400 --> 00:10:23.840]  我們知道主耶穌基督
[00:10:23.840 --> 00:10:25.600]  當祂再回來的時候
[00:10:25.600 --> 00:10:29.120]  我們每個人都要在祂面前交帳
[00:10:29.120 --> 00:10:30.440]  做僕人的都有
[00:10:30.440 --> 00:10:35.760]  因為主基督會賞賜
[00:10:35.760 --> 00:10:37.840]  這個是侍奉的
[00:10:37.840 --> 00:10:40.840]  我們所侍奉的是主耶穌基督
[00:10:40.840 --> 00:10:42.240]  我們做僕人的
[00:10:42.240 --> 00:10:46.600]  要侍奉 要顧念到仰望主耶穌基督
[00:10:46.600 --> 00:10:49.520]  因為如果你做些不對的事情
[00:10:49.520 --> 00:10:51.720]  不合公義的事情
[00:10:51.720 --> 00:10:53.280]  主知道的
[00:10:53.280 --> 00:10:55.520]  主耶穌基督是全知的神
[00:10:55.520 --> 00:10:57.920]  祂會 又是公義的神
[00:10:57.920 --> 00:10:59.120]  祂會報應的
[00:10:59.120 --> 00:11:00.840]  如果做得不公義的事情
[00:11:00.840 --> 00:11:05.120]  因為主是公正不偏待人的
[00:11:05.120 --> 00:11:07.120]  主耶穌基督是不偏待人的
[00:11:07.120 --> 00:11:09.400]  我們看到第四章第一節
[00:11:09.400 --> 00:11:11.800]  這個對的平衡 巨智當中
[00:11:11.800 --> 00:11:16.720]  剛才二十二到二十五節是一個很長的句子
[00:11:16.720 --> 00:11:18.320]  現在提到主人
[00:11:18.320 --> 00:11:21.640]  家裏面的主人 主僕的關係
[00:11:21.640 --> 00:11:22.840]  做主人的
[00:11:22.840 --> 00:11:25.240]  做家裏面主人的
[00:11:25.240 --> 00:11:27.400]  要公公平平 敢事
[00:11:27.400 --> 00:11:28.880]  這樣去待
[00:11:28.880 --> 00:11:30.880]  這樣去待那個僕人
[00:11:30.880 --> 00:11:31.960]  所以這個也是
[00:11:31.960 --> 00:11:34.920]  但是我們要知道
[00:11:34.920 --> 00:11:36.200]  做主人我們要知道
[00:11:36.200 --> 00:11:39.920]  原來天上有真正的主
[00:11:39.920 --> 00:11:42.920]  所以我們環顧在這三對的關係當中
[00:11:42.920 --> 00:11:47.200]  這個平衡的關係當中
[00:11:47.200 --> 00:11:50.360]  我們身為一個新人
[00:11:50.360 --> 00:11:52.480]  作為神的選民之後
[00:11:52.480 --> 00:11:55.760]  我們穿上這個新人的裝扮去救人
[00:11:55.760 --> 00:11:56.760]  穿上新人
[00:11:56.760 --> 00:11:59.560]  我們有一個新的身份的時候
[00:11:59.560 --> 00:12:00.960]  我們基督徒的身份
[00:12:00.960 --> 00:12:03.640]  我們就不是自我確認
[00:12:03.640 --> 00:12:09.880]  反而是我們要將我們的生命奉獻給天上的主
[00:12:09.880 --> 00:12:14.600]  所以我看到第一個的重點在這當中
[00:12:14.600 --> 00:12:20.320]  我們怎樣的生活才是為主而活呢?
[00:12:20.320 --> 00:12:25.360]  第一 我們在家庭裏面以基督為主
[00:12:25.360 --> 00:12:32.200]  無論我們是什麼的身份
[00:12:32.200 --> 00:12:33.760]  我們在家庭裏面
[00:12:33.760 --> 00:12:40.640]  可能我們當中無論是和父母一起住的
[00:12:40.640 --> 00:12:42.240]  或者有子女的
[00:12:42.240 --> 00:12:47.360]  我們有子女和父親的關係
[00:12:47.360 --> 00:12:51.800]  我們有丈夫和妻子的關係
[00:12:51.800 --> 00:12:53.960]  如果家裏有僕人的
