
[00:00:00.000 --> 00:00:03.160]  大家讀這段聖經你會發現
[00:00:03.160 --> 00:00:07.860]  氣氛是由高峰下到低潮
[00:00:07.860 --> 00:00:11.040]  特別是耶穌一路傳道
[00:00:11.040 --> 00:00:12.680]  很多人是喜歡祂的
[00:00:12.680 --> 00:00:14.320]  是不是?講了幾次
[00:00:14.320 --> 00:00:16.320]  但突然之間會怎樣?
[00:00:16.320 --> 00:00:18.820]  突然之間要殺祂
[00:00:18.820 --> 00:00:21.520]  要將祂推到山崖
[00:00:21.520 --> 00:00:26.160]  所以這段聖經其實是峰迴路轉的
[00:00:26.160 --> 00:00:29.240]  當大家在看《路加福音》
[00:00:29.240 --> 00:00:31.240]  你就會發現
[00:00:31.240 --> 00:00:36.800]  其實路加是一路在預備耶穌的出現
[00:00:36.800 --> 00:00:38.800]  耶穌的出現
[00:00:38.800 --> 00:00:41.360]  第一件我想說的是
[00:00:41.360 --> 00:00:46.040]  要服侍是要好好準備自己的
[00:00:46.040 --> 00:00:48.040]  好像路加一樣
[00:00:48.040 --> 00:00:51.080]  是要一路準備耶穌的出現
[00:00:51.080 --> 00:00:53.880]  做一個很大很大的服侍
[00:00:53.880 --> 00:00:58.240]  耶穌從第一章開始到第四章
[00:00:58.240 --> 00:01:01.240]  其實很多人在預備祂
[00:01:01.240 --> 00:01:02.240]  是不是?
[00:01:02.240 --> 00:01:04.240]  先溫習一下
[00:01:04.240 --> 00:01:06.240]  當祂出生的時候
[00:01:06.240 --> 00:01:09.240]  祂的父母已經將祂獻給神了
[00:01:09.240 --> 00:01:12.000]  是一個很好的屬靈的準備
[00:01:12.000 --> 00:01:14.000]  這個鷹鞋奉獻禮
[00:01:14.000 --> 00:01:16.000]  快要有了是不是?
[00:01:16.000 --> 00:01:17.000]  過了沒有?
[00:01:17.000 --> 00:01:18.760]  鷹鞋奉獻禮是不是?
[00:01:18.760 --> 00:01:20.360]  已經開始了
[00:01:20.360 --> 00:01:22.680]  然後當祂在奉獻的過程
[00:01:22.680 --> 00:01:27.880]  有兩位先知出來為耶穌和祂的家庭說話
[00:01:27.880 --> 00:01:29.880]  西冕和瓦那
[00:01:29.880 --> 00:01:31.880]  為耶穌而讚美神
[00:01:31.880 --> 00:01:33.880]  還說了一些預言
[00:01:33.880 --> 00:01:35.880]  耶穌是外邦人的光
[00:01:35.880 --> 00:01:37.880]  也是以色列人的榮耀
[00:01:37.880 --> 00:01:39.880]  不過又說到
[00:01:39.880 --> 00:01:41.880]  耶穌將來會怎樣?
[00:01:41.880 --> 00:01:42.880]  興起很多人
[00:01:42.880 --> 00:01:44.880]  但是又會很多人跌倒
[00:01:44.880 --> 00:01:47.880]  又說到耶穌的父母會很傷心等等
[00:01:47.880 --> 00:01:49.880]  先知都會出來
[00:01:49.880 --> 00:01:52.880]  預備耶穌的服侍
[00:01:52.880 --> 00:01:54.880]  然後聖經形容耶穌怎樣?
[00:01:54.880 --> 00:01:56.880]  成長是不是?
[00:01:56.880 --> 00:01:57.880]  有兩句說話
[00:01:57.880 --> 00:01:58.880]  上次我說到
[00:01:58.880 --> 00:02:01.880]  作為父母很想子女都是這樣的
[00:02:01.880 --> 00:02:05.880]  智慧、聰明、人同神喜愛的心
[00:02:05.880 --> 00:02:07.880]  都在我們小朋友身上就好了
[00:02:07.880 --> 00:02:09.880]  耶穌就是這樣成長的
[00:02:09.880 --> 00:02:13.880]  接著三章二十一節又提到耶穌受洗
[00:02:13.880 --> 00:02:17.880]  施洗約翰為他受洗
[00:02:17.880 --> 00:02:20.880]  按照當時的習俗
[00:02:20.880 --> 00:02:23.880]  但其實都是一個屬靈的真實
[00:02:23.880 --> 00:02:24.880]  一受洗的時候
[00:02:24.880 --> 00:02:28.880]  聖靈就開始預備耶穌
[00:02:28.880 --> 00:02:30.880]  一受洗的時候
[00:02:30.880 --> 00:02:34.880]  三章二十二節提到聖靈好像甲子一樣
[00:02:34.880 --> 00:02:36.880]  降臨在耶穌身上
[00:02:36.880 --> 00:02:37.880]  就充滿他
[00:02:37.880 --> 00:02:40.880]  聖靈開始準備耶穌
[00:02:40.880 --> 00:02:42.880]  其實都應該不是那時候開始的
[00:02:42.880 --> 00:02:44.880]  出世的時候已經被聖靈感人
[00:02:44.880 --> 00:02:46.880]  其實已經是預備他的
[00:02:46.880 --> 00:02:48.880]  不過這裡就是成人那樣
[00:02:48.880 --> 00:02:49.880]  他就受洗
[00:02:49.880 --> 00:02:50.880]  高沒他
[00:02:50.880 --> 00:02:53.880]  接著天上有聲音就出來
[00:02:53.880 --> 00:02:55.880]  這個是我的愛子
[00:02:55.880 --> 00:02:56.880]  我愛的
[00:02:56.880 --> 00:02:59.880]  大家剛才有沒有領受到這句話
[00:02:59.880 --> 00:03:01.880]  我領受了兩次
[00:03:01.880 --> 00:03:05.880]  所以整個人的信心都升起
[00:03:05.880 --> 00:03:07.880]  是子的兒子
[00:03:07.880 --> 00:03:09.880]  無懼一切的懼怕
[00:03:09.880 --> 00:03:13.880]  所以父神很肯定耶穌
[00:03:13.880 --> 00:03:14.880]  因為是引證他
[00:03:14.880 --> 00:03:16.880]  接著四章一節就提到
[00:03:16.880 --> 00:03:18.880]  耶穌被聖靈充滿
[00:03:18.880 --> 00:03:19.880]  洗禮之後
[00:03:19.880 --> 00:03:21.880]  被聖靈大大充滿
[00:03:21.880 --> 00:03:23.880]  四章二節又提到
[00:03:23.880 --> 00:03:26.880]  聖靈又將耶穌帶去曠野
[00:03:26.880 --> 00:03:30.880]  去接受魔鬼的試探
[00:03:30.880 --> 00:03:32.880]  這篇應該上次都聽過了
[00:03:32.880 --> 00:03:33.880]  記得嗎
[00:03:33.880 --> 00:03:35.880]  這個魔鬼的試探
[00:03:35.880 --> 00:03:37.880]  耶穌就勝過了這個試探
[00:03:37.880 --> 00:03:40.880]  接著四章十四節又提到
[00:03:40.880 --> 00:03:44.880]  耶穌被聖靈的能力充滿
[00:03:44.880 --> 00:03:47.880]  是顯出聖靈的能力
[00:03:47.880 --> 00:03:51.880]  由天聖靈下來
[00:03:51.880 --> 00:03:52.880]  到聖靈充滿
[00:03:52.880 --> 00:03:54.880]  耶穌得聖之後
[00:03:54.880 --> 00:03:56.880]  滿有聖靈的能力
[00:03:56.880 --> 00:03:57.880]  這裡其實是說
[00:03:57.880 --> 00:04:00.880]  聖靈在預備耶穌
[00:04:00.880 --> 00:04:03.880]  耶穌還沒做什麼君君利利的事
[00:04:03.880 --> 00:04:05.880]  但是聖靈已經在預備
[00:04:05.880 --> 00:04:07.880]  接著我們又提到
[00:04:07.880 --> 00:04:10.880]  其實耶穌都是好好準備自己
[00:04:10.880 --> 00:04:11.880]  大家在試探
[00:04:11.880 --> 00:04:13.880]  耶穌受試探裡面的時候
[00:04:13.880 --> 00:04:16.880]  你覺得耶穌是不是要好好準備自己
[00:04:16.880 --> 00:04:19.880]  接受魔鬼的試探
[00:04:19.880 --> 00:04:21.880]  你讀聖經的時候
[00:04:21.880 --> 00:04:22.880]  會不會想著
[00:04:22.880 --> 00:04:24.880]  耶穌都是神來的
[00:04:24.880 --> 00:04:26.880]  怎樣試他都可以
