
[00:00:00.000 --> 00:00:03.840]  各位弟兄姊妹 大家好
[00:00:03.840 --> 00:00:05.880]  新年快樂
[00:00:05.880 --> 00:00:11.120]  感謝神在今年第一個主日讓我有機會去分享信息
[00:00:11.120 --> 00:00:15.840]  感謝神有機會在今年第一個主日和大家分享信息
[00:00:15.840 --> 00:00:20.400]  我常常覺得第一個主日是有特別的意義
[00:00:20.400 --> 00:00:23.360]  我覺得第一個主日有它特別的意義
[00:00:23.360 --> 00:00:26.800]  因為這個主日讓我們回顧去年
[00:00:26.800 --> 00:00:28.680]  也展望今年
[00:00:28.680 --> 00:00:33.520]  因為這個主日讓我們有機會回顧去年也展望今年
[00:00:33.520 --> 00:00:39.080]  本來我為了這個主日準備了另一篇信息
[00:00:39.080 --> 00:00:43.160]  本來我為了這個主日準備了另一篇信息
[00:00:43.160 --> 00:00:49.840]  但是上一個主日當我在南雪梨宣道會分享這篇信息的時候
[00:00:49.840 --> 00:00:55.280]  但是上一個主日當我在南雪梨宣道會分享這篇信息的時候
[00:00:55.280 --> 00:01:01.800]  就在預備了這篇信息之後 我很想很想有機會去和大家分享這篇信息
[00:01:01.800 --> 00:01:06.040]  就在預備了這篇信息之後 我很想有機會和大家分享
[00:01:06.040 --> 00:01:08.640]  因為這篇信息當我預備的時候
[00:01:08.640 --> 00:01:14.840]  我都覺得對於我們來說是學習快樂裏面一個很要緊的功課
[00:01:14.840 --> 00:01:20.360]  因為我覺得這篇信息是我們學習快樂的一個要緊的功課
[00:01:20.360 --> 00:01:22.240]  之前當我預備的時候
[00:01:22.240 --> 00:01:27.040]  我就一直在想應該選什麼經文 宣講什麼信息
[00:01:27.040 --> 00:01:28.720]  當我預備信息的時候
[00:01:28.720 --> 00:01:32.320]  我一直在想我要選擇什麼經文 講什麼信息
[00:01:32.320 --> 00:01:33.640]  最後我思想一變
[00:01:33.640 --> 00:01:37.600]  我就想了我不是只是預備一篇信息給大家
[00:01:37.600 --> 00:01:40.880]  我也是預備一篇信息給我自己
[00:01:40.880 --> 00:01:44.600]  最後我覺得我預備的一篇信息
[00:01:44.600 --> 00:01:48.640]  不只是給弟兄姊妹 還是給我自己
[00:01:48.640 --> 00:01:52.240]  題目是《新年快樂知足的秘訣》
[00:01:52.240 --> 00:01:55.280]  題目是《新年快樂知足的秘訣》
