
[00:00:00.000 --> 00:00:02.440]  不知不覺因應今天我的講題
[00:00:02.440 --> 00:00:03.960]  「愛的四重奏」
[00:00:03.960 --> 00:00:12.200]  所以有四個人獻奏、獻唱
[00:00:12.200 --> 00:00:14.600]  這個「永遠的奇妙的愛」
[00:00:14.600 --> 00:00:20.000]  我後面聽就唱得非常好
[00:00:20.000 --> 00:00:20.840]  是不是
[00:00:20.840 --> 00:00:26.280]  真是值得讚賞一下的
[00:00:26.280 --> 00:00:27.800]  鼓勵一下他們
[00:00:27.800 --> 00:00:34.680]  常州堂的歌詠小奏是很特別的
[00:00:34.680 --> 00:00:36.160]  我每次回來聽
[00:00:36.160 --> 00:00:38.680]  我有些其他教會也有聚會
[00:00:38.680 --> 00:00:40.080]  也有聽
[00:00:40.080 --> 00:00:44.200]  這是上帝給我們的一個恩賜
[00:00:44.200 --> 00:00:49.880]  我選了這段經文
[00:00:49.880 --> 00:00:52.720]  已經熟悉得不需要再講解了
[00:00:52.720 --> 00:00:54.560]  因為幾乎懂得背了
[00:00:54.760 --> 00:00:59.360]  太多場合裡面主要是婚禮
[00:00:59.360 --> 00:01:00.520]  或者有些地方也是
[00:01:00.520 --> 00:01:01.760]  都會用它來講的
[00:01:01.760 --> 00:01:07.400]  可以說是一個相當經典的
[00:01:07.400 --> 00:01:10.960]  但我今天主要不會講這段經文
[00:01:10.960 --> 00:01:16.520]  但這段經文是我整個講道裡面的一個基礎
[00:01:16.520 --> 00:01:18.720]  什麼是愛呢?
[00:01:20.720 --> 00:01:26.880]  有一首歌其中一句就說
[00:01:26.880 --> 00:01:29.400]  什麼是愛呢?
[00:01:29.400 --> 00:01:31.400]  合則是愛
[00:01:31.400 --> 00:01:35.760]  離則有恨
[00:01:35.760 --> 00:01:37.680]  好像很直白的
[00:01:37.680 --> 00:01:38.680]  什麼是愛呢?
[00:01:38.680 --> 00:01:40.320]  合則是愛
[00:01:40.320 --> 00:01:42.040]  我和你合就是愛
[00:01:42.040 --> 00:01:44.560]  不合就分開了
[00:01:44.560 --> 00:01:46.880]  那就是有恨
[00:01:46.880 --> 00:01:50.320]  當然不贊成
[00:01:50.320 --> 00:01:51.760]  合則是愛
[00:01:51.760 --> 00:01:55.080]  愛其實不是一種偶然
[00:01:55.080 --> 00:01:58.080]  或者幸運的遇上
[00:01:58.080 --> 00:02:00.280]  那種的驚喜
[00:02:00.280 --> 00:02:03.800]  或者是一種很浪漫的激情
[00:02:03.800 --> 00:02:07.400]  很多時候我們都用一種很浪漫的激情
[00:02:07.400 --> 00:02:10.720]  來去形容或者代表愛
[00:02:10.720 --> 00:02:14.080]  愛是什麼呢?
[00:02:14.080 --> 00:02:18.600]  愛是一種生命質素的表現
[00:02:20.360 --> 00:02:21.640]  甚至你可以這麼說
[00:02:21.640 --> 00:02:27.040]  它是一種屬於上帝生命質素的表現
[00:02:27.040 --> 00:02:29.480]  《聖經》說
[00:02:29.480 --> 00:02:32.880]  神就是愛
[00:02:32.880 --> 00:02:37.440]  神是用愛來去呈現他自己的
[00:02:37.440 --> 00:02:46.040]  愛就好像藝術一樣
[00:02:46.040 --> 00:02:49.720]  好像智慧一樣
[00:02:50.880 --> 00:02:52.600]  好像修養一樣
[00:02:52.600 --> 00:02:56.400]  好像品德一樣
[00:02:56.400 --> 00:03:00.880]  它是
[00:03:00.880 --> 00:03:03.680]  這些的匯集
[00:03:03.680 --> 00:03:09.640]  是一種很複雜的能力
[00:03:09.640 --> 00:03:12.680]  質素的一種匯集的表現
[00:03:12.680 --> 00:03:15.760]  你要掌握藝術
[00:03:15.760 --> 00:03:17.520]  掌握智慧
[00:03:17.520 --> 00:03:20.280]  你要達到有修養
[00:03:20.520 --> 00:03:22.120]  你才能夠達到一個程度
[00:03:22.120 --> 00:03:25.120]  其實真的很不容易
[00:03:25.120 --> 00:03:28.640]  是相當難的
[00:03:28.640 --> 00:03:29.720]  就像唱歌一樣
[00:03:29.720 --> 00:03:31.800]  你只要去到一個水平
[00:03:31.800 --> 00:03:34.920]  你是相當需要下功夫的
[00:03:34.920 --> 00:03:38.960]  而且它就在人的關係裡面表現出來
[00:03:38.960 --> 00:03:41.360]  當我們跟別人相處
[00:03:41.360 --> 00:03:43.000]  別人感覺到有愛的時候
[00:03:43.000 --> 00:03:45.400]  他不只是說我喜歡他
[00:03:45.400 --> 00:03:49.000]  而是他跟你的相處當中
[00:03:49.240 --> 00:03:54.240]  有了一種有素養的
[00:03:54.240 --> 00:03:55.960]  有內涵的
[00:03:55.960 --> 00:03:57.760]  有溫度的
[00:03:57.760 --> 00:03:59.560]  有質素的
[00:03:59.560 --> 00:04:01.640]  一種這樣的情感上
[00:04:01.640 --> 00:04:02.840]  或者關係上的流動
[00:04:02.840 --> 00:04:05.680]  所以愛和真理
[00:04:05.680 --> 00:04:07.600]  和公平和良善
[00:04:07.600 --> 00:04:09.480]  和和平
[00:04:09.480 --> 00:04:13.720]  很多元素都是組合在一起的
[00:04:13.720 --> 00:04:17.560]  就好像寶萊在哥林多前書
[00:04:18.040 --> 00:04:22.280]  他用了很多元素來組合
[00:04:22.280 --> 00:04:26.520]  愛就有這麼多種元素在裡面
[00:04:26.520 --> 00:04:33.880]  所以它不是很簡單地發生
[00:04:33.880 --> 00:04:40.800]  它也不能夠很簡單地持久
[00:04:40.800 --> 00:04:46.880]  哥林多前書
[00:04:47.960 --> 00:04:51.360]  這種論愛的表達
[00:04:51.360 --> 00:04:53.360]  可以這麼說
[00:04:53.360 --> 00:04:58.680]  他把一個很完美的人格
[00:04:58.680 --> 00:05:00.960]  表寫出來
[00:05:00.960 --> 00:05:04.200]  你又要有忍耐
[00:05:04.200 --> 00:05:05.200]  又要有恩慈
[00:05:05.200 --> 00:05:09.000]  又要有那種不嫉妒的心
[00:05:09.000 --> 00:05:11.440]  你又要不自誇
[00:05:11.440 --> 00:05:12.560]  又要不張狂
[00:05:12.560 --> 00:05:15.160]  一個人做到這樣
[00:05:15.600 --> 00:05:18.600]  你說他的水平
[00:05:18.600 --> 00:05:21.240]  他的品格是多高呢
[00:05:21.240 --> 00:05:23.280]  他又不求自己的益處
[00:05:23.280 --> 00:05:25.680]  他又不輕易煩惱
[00:05:25.680 --> 00:05:29.640]  他又不計算別人的惡
[00:05:29.640 --> 00:05:32.040]  他又不會做那些不好的事
[00:05:32.040 --> 00:05:33.520]  只喜歡真理
[00:05:33.520 --> 00:05:39.600]  一個絕對絕對是上等的人
[00:05:39.600 --> 00:05:45.360]  相當之成熟的人
[00:05:45.880 --> 00:05:47.520]  或者完整的人
[00:05:47.520 --> 00:05:52.760]  今天我的題目主要是
[00:05:52.760 --> 00:05:59.960]  用呂奕詩她的一本書
[00:05:59.960 --> 00:06:01.360]  她說的四種愛
[00:06:01.360 --> 00:06:05.120]  我就是說這四種愛
[00:06:05.120 --> 00:06:10.120]  親愛有四種愛
[00:06:10.120 --> 00:06:12.680]  人間有四種愛
[00:06:12.680 --> 00:06:14.120]  第一就是親愛
[00:06:14.520 --> 00:06:15.840]  第二就是友愛
[00:06:15.840 --> 00:06:17.960]  第三就是情愛
[00:06:17.960 --> 00:06:22.080]  第四就是對世界和上帝的愛
[00:06:22.080 --> 00:06:29.400]  這四種愛可以說是概括了
[00:06:29.400 --> 00:06:34.040]  我們在愛的範疇裡面
[00:06:34.040 --> 00:06:37.480]  四種類型的關係
[00:06:37.480 --> 00:06:40.880]  它是重要的
[00:06:42.440 --> 00:06:44.960]  我們不應該偏頗
[00:06:44.960 --> 00:06:47.040]  我只是有親愛
[00:06:47.040 --> 00:06:49.200]  我只是愛我家人
[00:06:49.200 --> 00:06:51.800]  或者我只是愛我的朋友
[00:06:51.800 --> 00:06:56.360]  情愛還有對世界和上帝的愛
[00:06:56.360 --> 00:06:58.400]  今天是母親節
[00:06:58.400 --> 00:07:03.200]  所以我也選擇了
[00:07:03.200 --> 00:07:06.720]  跟母親節有少許相關的
[00:07:06.720 --> 00:07:10.000]  最重要的
[00:07:12.600 --> 00:07:13.320]  愛
[00:07:13.320 --> 00:07:16.680]  其中的就是父母的愛
[00:07:16.680 --> 00:07:19.400]  骨肉的情
[00:07:19.400 --> 00:07:22.720]  這種是基於血緣關係
[00:07:22.720 --> 00:07:26.120]  血緣是一種先決的條件
[00:07:26.120 --> 00:07:31.800]  它甚至近乎於是一種無條件的愛
[00:07:31.800 --> 00:07:40.040]  做父母的對兒女的那種愛
[00:07:41.200 --> 00:07:45.120]  是真的沒有什麼理性的
[00:07:45.120 --> 00:07:48.680]  沒有什麼底線的
[00:07:48.680 --> 00:07:52.840]  我們做兒女的
[00:07:52.840 --> 00:07:55.720]  可能未必有這麼強烈的感受得到
[00:07:55.720 --> 00:07:59.240]  但是如果你反過來的時候
[00:07:59.240 --> 00:08:04.360]  我也見過不少的父母
[00:08:04.360 --> 00:08:07.920]  似乎特別是女性比較多
[00:08:07.920 --> 00:08:10.920]  當然有些男性也是很強烈的
[00:08:11.200 --> 00:08:14.360]  但是那種付出
[00:08:14.360 --> 00:08:18.040]  那種耐性
[00:08:18.040 --> 00:08:26.640]  那種程度是我們一般人很難想像得到
[00:08:26.640 --> 00:08:27.880]  接受得到
[00:08:27.880 --> 00:08:30.480]  明白得到
[00:08:30.480 --> 00:08:34.960]  這種親愛的特點是不平等的
[00:08:34.960 --> 00:08:37.320]  它不是交換式的
[00:08:37.320 --> 00:08:40.200]  不是你給我我就給你的
[00:08:42.040 --> 00:08:47.000]  它是很自然地發生的
[00:08:47.000 --> 00:08:50.040]  因為你是我的兒女
[00:08:50.040 --> 00:08:53.040]  我愛你就是當然的
