
[00:00:00.000 --> 00:00:01.760]  有很多人說
[00:00:01.760 --> 00:00:04.640]  所有宗教都是導人向善
[00:00:04.640 --> 00:00:07.780]  不知道大家是否同意這個說法
[00:00:07.780 --> 00:00:08.980]  你可能會說
[00:00:08.980 --> 00:00:13.160]  不是啊 從這個世界上的客觀所看到
[00:00:13.160 --> 00:00:15.960]  今天我們所面對的很多衝突
[00:00:15.960 --> 00:00:18.340]  仇恨 甚至是戰爭
[00:00:18.340 --> 00:00:21.240]  都是來自宗教所引發的
[00:00:21.240 --> 00:00:23.000]  所以從這個角度來看
[00:00:23.000 --> 00:00:25.120]  與其說宗教導人向善
[00:00:25.120 --> 00:00:26.760]  可能更加準確就是說
[00:00:26.760 --> 00:00:29.040]  宗教引來糾紛
[00:00:29.440 --> 00:00:30.560]  大家怎麼看呢?
[00:00:30.560 --> 00:00:33.840]  在一個相對的世界裡
[00:00:33.840 --> 00:00:37.440]  究竟我們應該怎樣去理解善行呢?
[00:00:37.440 --> 00:00:39.860]  我們怎樣去理解良善呢?
[00:00:39.860 --> 00:00:40.840]  我常常在想
[00:00:40.840 --> 00:00:42.880]  如果我們將這個問題問十個人
[00:00:42.880 --> 00:00:44.360]  你怎樣去理解良善
[00:00:44.360 --> 00:00:45.440]  怎樣去理解善行的時候
[00:00:45.440 --> 00:00:48.080]  也許我們會得到十個不同的答案
[00:00:48.080 --> 00:00:51.280]  幾多圖都是沒有例外
[00:00:51.280 --> 00:00:56.000]  所以當我們去尋找生命的真理的時候
[00:00:56.000 --> 00:00:57.560]  我相信我們重要的就是
[00:00:57.560 --> 00:00:58.880]  回到聖經
[00:00:58.880 --> 00:01:00.560]  因為聖經才是神的說話
[00:01:00.560 --> 00:01:03.080]  聖經裡所說的才是絕對的真理
[00:01:03.080 --> 00:01:04.960]  我常常都說
[00:01:04.960 --> 00:01:07.640]  基督教最重心 最核心的真理
[00:01:07.640 --> 00:01:09.640]  不是叫人做好人
[00:01:09.640 --> 00:01:11.960]  而是叫人做「義人」
[00:01:11.960 --> 00:01:15.760]  因為人永遠沒有辦法
[00:01:15.760 --> 00:01:20.040]  用行為來達到絕對的神
[00:01:20.040 --> 00:01:21.480]  絕對的標準
[00:01:21.480 --> 00:01:26.080]  所以我們在聖經裡理解良善
[00:01:26.080 --> 00:01:27.840]  理解善行的時候
[00:01:27.840 --> 00:01:29.560]  不僅僅是外在的行為
[00:01:29.560 --> 00:01:32.520]  而是我們也要包括認識基督
[00:01:32.520 --> 00:01:33.720]  接受基督
[00:01:33.720 --> 00:01:36.520]  更加是要活出基督
[00:01:36.520 --> 00:01:37.440]  什麼意思呢?
[00:01:37.440 --> 00:01:38.880]  說得很抽象
[00:01:38.880 --> 00:01:43.600]  今天是新年
[00:01:43.600 --> 00:01:45.120]  一年的第一天
[00:01:45.120 --> 00:01:47.600]  教會定了今年的主題
[00:01:47.600 --> 00:01:50.680]  2023年的教會主題是「傳福音」
[00:01:50.680 --> 00:01:53.520]  我很喜歡這個主題
[00:01:53.520 --> 00:01:57.360]  因為「傳福音」實際上
[00:01:57.600 --> 00:02:00.840]  是基督徒生命最重要的一個因素
[00:02:00.840 --> 00:02:02.120]  我相信
[00:02:02.120 --> 00:02:04.320]  我也希望大家留意到
[00:02:04.320 --> 00:02:05.600]  我很喜歡「傳福音」
[00:02:05.600 --> 00:02:07.120]  我很喜歡愛指天的活動
[00:02:07.120 --> 00:02:09.280]  因為除了我相信
[00:02:09.280 --> 00:02:12.000]  這位神給我一個很重要的使命之外
[00:02:12.000 --> 00:02:14.920]  我也相信如果基督徒需要成長的話
[00:02:14.920 --> 00:02:17.080]  除了讀經 除了祈禱之外
[00:02:17.080 --> 00:02:18.440]  更加重要的是什麼?
[00:02:18.440 --> 00:02:20.760]  活出神的教導
[00:02:20.760 --> 00:02:23.720]  而其中一個很重要的神教就是「傳福音」
[00:02:23.720 --> 00:02:26.160]  你可能會這樣說
[00:02:26.160 --> 00:02:27.240]  「不行啊 牧師」
[00:02:27.720 --> 00:02:28.840]  「我口才不行」
[00:02:28.840 --> 00:02:30.000]  「我對聖經不熟悉」
[00:02:30.000 --> 00:02:31.040]  「我更加害羞」
[00:02:31.040 --> 00:02:32.440]  「跟人家來拒絕」
[00:02:32.440 --> 00:02:33.840]  「怎麼傳福音啊?」
[00:02:33.840 --> 00:02:36.040]  如果這是你的看法
[00:02:36.040 --> 00:02:37.120]  你的感覺的時候
[00:02:37.120 --> 00:02:38.640]  我希望通過今天的經文
[00:02:38.640 --> 00:02:40.800]  讓我們從另一個角度看
[00:02:40.800 --> 00:02:41.920]  什麼叫「傳福音」?
[00:02:41.920 --> 00:02:43.960]  以致
[00:02:43.960 --> 00:02:45.880]  無論我們的情況如何
[00:02:45.880 --> 00:02:47.080]  無論我們的性格如何
[00:02:47.080 --> 00:02:48.160]  無論我們的經驗如何
[00:02:48.160 --> 00:02:50.080]  我們仍然能夠參與這個
[00:02:50.080 --> 00:02:51.920]  傳福音的大使命裡面
[00:02:51.920 --> 00:02:54.320]  好 讓我們看這個經文吧
[00:02:55.440 --> 00:02:59.000]  菲勒比書是使徒保羅在監獄裡面寫的
[00:02:59.000 --> 00:02:59.800]  正在坐牢
[00:02:59.800 --> 00:03:01.880]  大家都可以想像心情絕對不好
[00:03:01.880 --> 00:03:03.160]  不過奇怪的是
[00:03:03.160 --> 00:03:05.960]  你在看這個菲勒比書的時候
[00:03:05.960 --> 00:03:08.040]  你看不到保羅有半句
[00:03:08.040 --> 00:03:11.560]  「埋怨 怨天尤人」的說話
[00:03:11.560 --> 00:03:13.280]  反而在經文裡面我們看到
[00:03:13.280 --> 00:03:15.960]  他經常掛在嘴邊的是什麼說話?
[00:03:15.960 --> 00:03:18.000]  經文就是說
[00:03:18.000 --> 00:03:20.360]  他相信
[00:03:20.360 --> 00:03:22.120]  整個的御刑全軍
[00:03:22.120 --> 00:03:23.560]  都知道他在監獄裡面
[00:03:23.560 --> 00:03:25.200]  不是因為他犯了事
[00:03:25.200 --> 00:03:25.960]  是因為什麼?
[00:03:25.960 --> 00:03:30.880]  因為他是為基督信仰的原因
[00:03:30.880 --> 00:03:32.200]  他也提到
[00:03:32.200 --> 00:03:36.400]  他如何在監獄裡面
[00:03:36.400 --> 00:03:39.800]  來鞏固其他信徒的信心
