
[00:00:00.000 --> 00:00:07.000]  我哋今年希望同大家嚟到係思想新約裏面嘅肥勒比書
[00:00:07.000 --> 00:00:10.000]  我哋希望喺呢卷嘅聖經裏面
[00:00:10.000 --> 00:00:13.000]  希望你自己屋企嗰處常常讀呢件書
[00:00:13.000 --> 00:00:18.000]  呢件書嘅主題就係講到喜樂
[00:00:18.000 --> 00:00:20.000]  喺今日嘅世代裏面
[00:00:20.000 --> 00:00:23.000]  好多人都充滿咗憂慮
[00:00:23.000 --> 00:00:24.000]  充滿咗懼怕
[00:00:24.000 --> 00:00:26.000]  我哋所最需要嘅
[00:00:26.000 --> 00:00:30.000]  實在就係神 從神而嚟嗰種嘅喜樂
[00:00:30.000 --> 00:00:32.000]  呢個喜樂點嚟㗎呢
[00:00:32.000 --> 00:00:36.000]  我相信喺呢個寶羅嘅肥勒比書嗰書
[00:00:36.000 --> 00:00:38.000]  係好能夠畀我哋學習
[00:00:38.000 --> 00:00:41.000]  點樣從神嗰書
[00:00:41.000 --> 00:00:47.000]  得著恩典去過一個充滿喜樂嘅生活
[00:00:47.000 --> 00:00:49.000]  一卷喜樂嘅書
[00:00:49.000 --> 00:00:53.000]  雖然講到喜樂呢個名詞呢
[00:00:53.000 --> 00:00:56.000]  喺呢卷書裏面只有十九次
[00:00:56.000 --> 00:00:57.000]  其實都唔少㗎啦
[00:00:57.000 --> 00:00:59.000]  但係你讀呢卷書嘅時候
[00:00:59.000 --> 00:01:00.000]  我盼望你呢
[00:01:00.000 --> 00:01:02.000]  喺字裡行間
[00:01:02.000 --> 00:01:04.000]  你去睇到寶羅
[00:01:04.000 --> 00:01:07.000]  佢講到每一件事
[00:01:07.000 --> 00:01:09.000]  都係充滿喜樂嘅
[00:01:09.000 --> 00:01:10.000]  喜樂嘅定義呢
[00:01:10.000 --> 00:01:12.000]  我哋上次同大家係提到
[00:01:12.000 --> 00:01:14.000]  有一個積極樂觀
[00:01:14.000 --> 00:01:16.000]  凡事從好處著想嘅
[00:01:16.000 --> 00:01:19.000]  嗰種人生嘅態度
[00:01:19.000 --> 00:01:23.000]  喜樂唔單單係一種情緒
[00:01:23.000 --> 00:01:25.000]  而係一種
[00:01:25.000 --> 00:01:27.000]  我哋能夠靠神嘅恩典
[00:01:27.000 --> 00:01:30.000]  去改變自己嘅
[00:01:30.000 --> 00:01:35.000]  嗰種嘅生命裏面嘅態度
[00:01:35.000 --> 00:01:36.000]  所以神可以命令
[00:01:36.000 --> 00:01:39.000]  我哋要喜樂
[00:01:39.000 --> 00:01:42.000]  感情情緒係唔可以命令嘅
[00:01:42.000 --> 00:01:44.000]  命令唔到出嚟嘅
[00:01:44.000 --> 00:01:46.000]  但係態度係可以
[00:01:46.000 --> 00:01:47.000]  我哋可以改變我哋嘅態度
[00:01:47.000 --> 00:01:50.000]  靠神嘅恩典
[00:01:50.000 --> 00:01:52.000]  所以大家讀呢件書嘅時候
[00:01:52.000 --> 00:01:54.000]  我哋留意字裡行間
[00:01:54.000 --> 00:01:55.000]  所流露嘅
[00:01:55.000 --> 00:01:57.000]  嗰種積極樂觀
[00:01:57.000 --> 00:01:59.000]  凡事從好處著想嘅
[00:01:59.000 --> 00:02:01.000]  人生嘅態度
[00:02:01.000 --> 00:02:04.000]  而寶羅寫呢件書信
[00:02:04.000 --> 00:02:07.000]  都係根據當時
[00:02:07.000 --> 00:02:08.000]  無論教會裏面
[00:02:08.000 --> 00:02:09.000]  教會外面嘅人
[00:02:09.000 --> 00:02:11.000]  佢哋寫信嘅格式
[00:02:11.000 --> 00:02:12.000]  所以第一第二節
[00:02:12.000 --> 00:02:15.000]  係講到邊個寫信俾邊個
[00:02:15.000 --> 00:02:18.000]  然後一句祝願嘅說話
[00:02:18.000 --> 00:02:19.000]  然後跟住我哋睇到
[00:02:19.000 --> 00:02:23.000]  第三節至到第十一節
[00:02:23.000 --> 00:02:25.000]  就係寫信嘅時候
[00:02:25.000 --> 00:02:29.000]  首先講到一啲嘅感恩
[00:02:29.000 --> 00:02:32.000]  同埋禱告嘅說話
[00:02:32.000 --> 00:02:34.000]  咁我哋今日嚟到睇呢
[00:02:34.000 --> 00:02:36.000]  就係第一章嘅第三節
[00:02:36.000 --> 00:02:38.000]  至到第八節
[00:02:38.000 --> 00:02:41.000]  請大家聽我讀完呢一段經文
[00:02:41.000 --> 00:02:42.000]  我哋思想裏面呢
[00:02:42.000 --> 00:02:45.000]  嗰種積極樂觀嘅
[00:02:45.000 --> 00:02:48.000]  寶羅教導我哋嘅人生嘅態度
[00:02:48.000 --> 00:02:52.000]  就算喺我哋呢個嘅
[00:02:52.000 --> 00:02:54.000]  祈禱感恩嘅裏面
[00:02:54.000 --> 00:02:57.000]  我哋都係充滿咗積極樂觀嘅
[00:02:57.000 --> 00:02:58.000]  第三節話呢
[00:02:58.000 --> 00:03:00.000]  我每逢想念你哋
[00:03:00.000 --> 00:03:02.000]  就感謝我嘅神
[00:03:02.000 --> 00:03:05.000]  每逢為你哋眾人祈求嘅時候
[00:03:05.000 --> 00:03:08.000]  嘗試歡歡喜喜地祈求
[00:03:08.000 --> 00:03:10.000]  因為從頭一天直到如今
[00:03:10.000 --> 00:03:13.000]  你哋是同心合意地興旺福音
[00:03:13.000 --> 00:03:17.000]  我深信那在你哋心裏動了善功的
[00:03:17.000 --> 00:03:18.000]  必成全這功
[00:03:18.000 --> 00:03:21.000]  直到耶穌基督嘅日子
[00:03:21.000 --> 00:03:22.000]  第七節話
[00:03:22.000 --> 00:03:25.000]  我為你哋眾人有這樣的願意
[00:03:25.000 --> 00:03:27.000]  願是應當的
[00:03:27.000 --> 00:03:29.000]  因你哋常在我心裏
[00:03:29.000 --> 00:03:32.000]  無論我是在困所之中
[00:03:32.000 --> 00:03:34.000]  是辨明證實福音嘅時候
[00:03:34.000 --> 00:03:37.000]  你哋都與我一同得恩
[00:03:37.000 --> 00:03:40.000]  我體會基督耶穌嘅心腸
[00:03:40.000 --> 00:03:42.000]  次次地想念你哋眾人
[00:03:42.000 --> 00:03:47.000]  這次神可以給我作見證的
[00:03:47.000 --> 00:03:51.000]  喺寶羅呢段經文裏面
[00:03:51.000 --> 00:03:57.000]  係講到一個觀念
[00:03:57.000 --> 00:03:59.000]  就講到
[00:03:59.000 --> 00:04:01.000]  佢為咩事
[00:04:01.000 --> 00:04:05.000]  為菲律賓嘅教會嚟到係感恩
[00:04:05.000 --> 00:04:07.000]  菲律賓教會
[00:04:07.000 --> 00:04:09.000]  如果我哋讀士同行傳嘅時候
[00:04:09.000 --> 00:04:11.000]  我哋知道係寶羅
[00:04:11.000 --> 00:04:14.000]  喺歐洲嘅地方
[00:04:14.000 --> 00:04:16.000]  所建立嘅第一個教會
[00:04:16.000 --> 00:04:19.000]  本來按照佢自己嘅意思
[00:04:19.000 --> 00:04:21.000]  佢傳福音嘅路線
[00:04:21.000 --> 00:04:23.000]  係要去亞洲嘅
[00:04:23.000 --> 00:04:25.000]  但神禁止佢
[00:04:25.000 --> 00:04:26.000]  而係喺我哋所謂
[00:04:26.000 --> 00:04:28.000]  瓦其頓嘅意象嗰處
[00:04:28.000 --> 00:04:31.000]  神特別嘅
[00:04:31.000 --> 00:04:35.000]  話俾佢聽你要到歐洲嘅地方
[00:04:35.000 --> 00:04:37.000]  去傳福音
[00:04:37.000 --> 00:04:40.000]  所以整個世界福音嘅路線嘅改變
[00:04:40.000 --> 00:04:43.000]  就喺嗰個地方
[00:04:43.000 --> 00:04:45.000]  好多人喺度諗如果係福音
[00:04:45.000 --> 00:04:48.000]  從巴勒斯坦嗰處
[00:04:48.000 --> 00:04:50.000]  先傳到亞洲
[00:04:50.000 --> 00:04:54.000]  可能我哋中國嘅情況就好唔相同
[00:04:54.000 --> 00:04:56.000]  但係神嘅計劃唔係咁樣
[00:04:56.000 --> 00:05:01.000]  要保隆首先去到歐洲嘅地方傳福音
[00:05:01.000 --> 00:05:04.000]  然後慢慢福音先傳返嚟到亞洲嘅地方
[00:05:04.000 --> 00:05:06.000]  呢個係神嘅心意
[00:05:06.000 --> 00:05:08.000]  我諗呢個都有一定
[00:05:08.000 --> 00:05:14.000]  神所安排最好嘅一個嘅做法
[00:05:14.000 --> 00:05:17.000]  今日我哋喺寶羅所講嘅
[00:05:17.000 --> 00:05:19.000]  感恩同埋禱告嘅裏面
[00:05:19.000 --> 00:05:22.000]  我哋要睇兩方面
[00:05:22.000 --> 00:05:26.000]  第一方面就係從感恩而來嘅喜樂
[00:05:26.000 --> 00:05:28.000]  第二呢
[00:05:28.000 --> 00:05:31.000]  就係睇到寶羅呢段經文裏面
[00:05:31.000 --> 00:05:33.000]  嗰個積極樂觀
[00:05:33.000 --> 00:05:36.000]  嗰個人生嘅態度
[00:05:36.000 --> 00:05:39.000]  所帶嚟嘅嗰種嘅喜樂
[00:05:39.000 --> 00:05:42.000]  第三節至到第六節呢
[00:05:42.000 --> 00:05:47.000]  我哋睇到寶羅為三件事情嚟到感恩
[00:05:47.000 --> 00:05:49.000]  首先我哋睇到
[00:05:49.000 --> 00:05:52.000]  喺第三節嗰句寶羅話我每逢想念你們
[00:05:52.000 --> 00:05:55.000]  就感謝我的神
