
[00:00:00.000 --> 00:00:02.000]  那麼今天我們來學習
[00:00:02.000 --> 00:00:04.000]  當禱告的時候我們怎麼樣
[00:00:04.000 --> 00:00:06.000]  能夠改變一些什麼樣的事情
[00:00:06.000 --> 00:00:08.000]  那麼第一點我想跟大家分享的是
[00:00:08.000 --> 00:00:10.000]  我希望大家明白一點
[00:00:10.000 --> 00:00:12.000]  就是當我們學習禱告的時候
[00:00:12.000 --> 00:00:15.000]  其實禱告能夠改變我們的職場
[00:00:15.000 --> 00:00:18.000]  我們一生當中其實花很多的時間
[00:00:18.000 --> 00:00:20.000]  在工作上面
[00:00:20.000 --> 00:00:22.000]  那麼其實如果你工作不順利的話
[00:00:22.000 --> 00:00:24.000]  其實你人生蠻痛苦的
[00:00:24.000 --> 00:00:27.000]  但是禱告能夠使你的職場能夠變得不一樣
[00:00:27.000 --> 00:00:29.000]  那麼我們來看一段的經文
[00:00:29.000 --> 00:00:31.000]  再給大家一點的提醒
[00:00:31.000 --> 00:00:33.000]  在《丹伊里書六章十節》
[00:00:33.000 --> 00:00:35.000]  《丹伊里書六章十節》
[00:00:35.000 --> 00:00:37.000]  這是舊約的一段經文
[00:00:37.000 --> 00:00:39.000]  講到一個人叫丹伊里
[00:00:39.000 --> 00:00:41.000]  是一個很聰明的年輕人
[00:00:41.000 --> 00:00:42.000]  那麼那邊說
[00:00:42.000 --> 00:00:45.000]  丹伊里聽到了這詔命已經簽署了
[00:00:45.000 --> 00:00:46.000]  就回家去
[00:00:46.000 --> 00:00:49.000]  他的屋子頂上有一個房間
[00:00:49.000 --> 00:00:52.000]  窗戶朝向耶路撒冷
[00:00:52.000 --> 00:00:56.000]  丹伊里在開著的窗子前跪下
[00:00:56.000 --> 00:00:58.000]  照他往常的習慣
[00:00:58.000 --> 00:01:03.000]  每天三次向上帝獻上感謝和禱告
[00:01:03.000 --> 00:01:05.000]  那麼一段很簡單的經文
[00:01:05.000 --> 00:01:07.000]  那我給你一些的背景
[00:01:07.000 --> 00:01:09.000]  那麼丹伊里是個以色列人
[00:01:09.000 --> 00:01:11.000]  後來以色列亡國了
[00:01:11.000 --> 00:01:15.000]  被巴比倫攻打
[00:01:15.000 --> 00:01:17.000]  然後他們亡國
[00:01:17.000 --> 00:01:19.000]  他是其中的一批年輕人
[00:01:19.000 --> 00:01:21.000]  被巴比倫國
[00:01:21.000 --> 00:01:24.000]  從以色列擄到了巴比倫
[00:01:24.000 --> 00:01:26.000]  然後他在巴比倫的王宮
[00:01:26.000 --> 00:01:28.000]  有很多的王
[00:01:28.000 --> 00:01:30.000]  基本上他每侍奉一個王
[00:01:30.000 --> 00:01:32.000]  都會給他一些的難處
[00:01:32.000 --> 00:01:33.000]  那麼比方說
[00:01:33.000 --> 00:01:35.000]  他所侍奉的那些老闆
[00:01:35.000 --> 00:01:36.000]  真的不好對付
[00:01:36.000 --> 00:01:38.000]  大家都有聽過一句話叫
[00:01:38.000 --> 00:01:40.000]  伴君如伴狐
[00:01:40.000 --> 00:01:41.000]  那丹伊里也一樣
[00:01:41.000 --> 00:01:45.000]  他第一個侍奉的王是尼布賈尼沙
[00:01:45.000 --> 00:01:46.000]  那尼布賈尼沙
[00:01:46.000 --> 00:01:49.000]  當時有給他一個很大的難題
[00:01:49.000 --> 00:01:50.000]  這個人也很
[00:01:50.000 --> 00:01:51.000]  如果你真的
[00:01:51.000 --> 00:01:53.000]  讓你遇到這樣的老闆
[00:01:53.000 --> 00:01:54.000]  你真的無話可說
[00:01:54.000 --> 00:01:56.000]  因為也真的是夠苛刻的
[00:01:56.000 --> 00:01:57.000]  他老闆呢
[00:01:57.000 --> 00:01:58.000]  這個王呢
[00:01:58.000 --> 00:02:00.000]  有一天晚上做了一個夢
[00:02:00.000 --> 00:02:01.000]  那第二天呢
[00:02:01.000 --> 00:02:02.000]  他就想要說
[00:02:02.000 --> 00:02:04.000]  想要找一群專家來幫他解夢
[00:02:04.000 --> 00:02:06.000]  說你告訴我的夢是怎麼樣
[00:02:06.000 --> 00:02:07.000]  那無所謂就是
[00:02:07.000 --> 00:02:09.000]  以前的都有這個習慣
[00:02:09.000 --> 00:02:10.000]  說做了一個夢
[00:02:10.000 --> 00:02:12.000]  就找一群專家來幫我解夢
[00:02:12.000 --> 00:02:13.000]  可是呢
[00:02:13.000 --> 00:02:14.000]  這個王有個特別的地方
[00:02:14.000 --> 00:02:15.000]  他做完這個夢之後呢
[00:02:15.000 --> 00:02:17.000]  就忘記了他做了什麼夢
[00:02:17.000 --> 00:02:19.000]  所以他叫那群專家來說
[00:02:19.000 --> 00:02:20.000]  你幫我解夢
[00:02:20.000 --> 00:02:21.000]  專家問
[00:02:21.000 --> 00:02:22.000]  那你把你的夢告訴我
[00:02:22.000 --> 00:02:23.000]  他說我忘記了
[00:02:23.000 --> 00:02:25.000]  我只記得我昨天做了個夢
[00:02:25.000 --> 00:02:27.000]  但是夢到什麼我不記得
[00:02:27.000 --> 00:02:28.000]  但是你要幫我解夢
[00:02:28.000 --> 00:02:30.000]  如果你解不出的話
[00:02:30.000 --> 00:02:31.000]  我就幫你砍頭
[00:02:31.000 --> 00:02:32.000]  所以你大概在
[00:02:32.000 --> 00:02:34.000]  現今的世代
[00:02:34.000 --> 00:02:36.000]  很難遇到這麼苛刻的老闆
[00:02:36.000 --> 00:02:37.000]  如果你覺得
[00:02:37.000 --> 00:02:39.000]  你的老闆夠苛刻的話
[00:02:39.000 --> 00:02:41.000]  想一想蛋衣裡的老闆
[00:02:41.000 --> 00:02:43.000]  你就覺得非常的得安慰
[00:02:43.000 --> 00:02:45.000]  他遇到的每一個王
[00:02:45.000 --> 00:02:46.000]  都是那種亂七八糟
