
[00:00:00.000 --> 00:00:02.000]  講到之前一起祈禱
[00:00:02.000 --> 00:00:04.000]  超天父我們感謝你讚美你的恩典
[00:00:04.000 --> 00:00:06.000]  因為你是我們的天父
[00:00:06.000 --> 00:00:10.000]  是所有信靠你的兒女的父親
[00:00:10.000 --> 00:00:14.000]  希望我們今天紀念到我們肉身的父親的時候
[00:00:14.000 --> 00:00:16.000]  求你都是幫助我們
[00:00:16.000 --> 00:00:18.000]  同時紀念到你的恩典
[00:00:18.000 --> 00:00:20.000]  也紀念到我們父親對我們的恩典
[00:00:20.000 --> 00:00:24.000]  今日我們思想父親的智慧的時候
[00:00:24.000 --> 00:00:26.000]  求你都是與我們同在幫助我們
[00:00:26.000 --> 00:00:28.000]  奉耶穌基督的名祈禱
[00:00:28.000 --> 00:00:33.000]  今天是澳洲的父親節
[00:00:33.000 --> 00:00:37.000]  不知道有多少人知道父親節的起源
[00:00:37.000 --> 00:00:42.000]  或者我跟大家分享一下父親節的起源
[00:00:42.000 --> 00:00:44.000]  世界上第一個父親節
[00:00:44.000 --> 00:00:49.000]  其實是在1910年在美國慶祝的
[00:00:49.000 --> 00:00:51.000]  在1909年的時候
[00:00:51.000 --> 00:00:56.000]  住在美國華盛頓州士坡肯市
[00:00:56.000 --> 00:01:03.000]  有一位女士叫杜德夫人
[00:01:03.000 --> 00:01:10.000]  她有一天參加完教會舉辦的母親節的主日崇拜之後
[00:01:10.000 --> 00:01:14.000]  她心裡面有很大的感觸
[00:01:14.000 --> 00:01:18.000]  她想一想為什麼這個世界上有紀念母親
[00:01:18.000 --> 00:01:22.000]  卻沒有紀念父親節的節日呢
[00:01:22.000 --> 00:01:29.000]  原來杜德夫人的媽媽在她13歲那一年去世了
[00:01:29.000 --> 00:01:34.000]  她留下了六個兒女
[00:01:34.000 --> 00:01:41.000]  杜德夫人的爸爸叫威廉斯馬特
[00:01:41.000 --> 00:01:47.000]  他在美國華盛頓州東部的一個鄉下農場裡面
[00:01:47.000 --> 00:01:55.000]  就獨自一人父兼母職養大了六個兒女
[00:01:55.000 --> 00:02:01.000]  其實威廉斯馬特先生也曾經參加過美國南北戰爭
[00:02:01.000 --> 00:02:02.000]  公分標榜
[00:02:02.000 --> 00:02:07.000]  但他在太太過世之後就立志不再結婚
[00:02:07.000 --> 00:02:11.000]  全心全意要帶大那六個兒女
[00:02:11.000 --> 00:02:14.000]  杜德夫人就排行第二
[00:02:14.000 --> 00:02:18.000]  是家裡唯一一個女兒
[00:02:18.000 --> 00:02:22.000]  她就很體會到爸爸的辛勞
[00:02:22.000 --> 00:02:26.000]  斯馬特先生他白天要辛勞工作
[00:02:26.000 --> 00:02:28.000]  晚上就要回家
[00:02:28.000 --> 00:02:34.000]  還要照料家務和每一個小孩的生活
[00:02:34.000 --> 00:02:37.000]  經過了幾十年的辛苦
[00:02:37.000 --> 00:02:40.000]  兒女們都終於長大成人
[00:02:40.000 --> 00:02:46.000]  正當兒女想讓斯馬特先生好好安享晚年的時候
[00:02:46.000 --> 00:02:52.000]  斯馬特先生就因為經年累月的勞累
[00:02:52.000 --> 00:02:56.000]  而突然間病了辭世
[00:02:56.000 --> 00:02:58.000]  真的好像華人所說的
[00:02:58.000 --> 00:03:01.000]  子欲養而親不在
[00:03:01.000 --> 00:03:06.000]  斯馬特先生是在1909年辭世的
[00:03:06.000 --> 00:03:12.000]  所以當杜德夫人參加完教會的母親節感恩禮拜之後
[00:03:12.000 --> 00:03:15.000]  她特別想念她爸爸
[00:03:15.000 --> 00:03:20.000]  她想到爸爸在養兒育女的過程當中
[00:03:20.000 --> 00:03:24.000]  所付出的愛心和努力
[00:03:24.000 --> 00:03:28.000]  並不下於任何一位母親的辛勞
[00:03:28.000 --> 00:03:37.000]  杜德夫人將她的感受說給教會的牧師Reverend Rasmus知道
[00:03:37.000 --> 00:03:40.000]  她希望能夠有一個特別的日子
[00:03:40.000 --> 00:03:42.000]  向她的父親致敬
[00:03:42.000 --> 00:03:47.000]  並且紀念普天下偉大的父親
[00:03:47.000 --> 00:03:51.000]  牧師聽了斯馬特先生的故事之後
[00:03:51.000 --> 00:03:55.000]  也非常讚許並且大力支持杜德夫人
[00:03:55.000 --> 00:03:57.000]  要推動父親節的努力
[00:03:57.000 --> 00:04:01.000]  於是杜德夫人在1910年的春天
[00:04:01.000 --> 00:04:04.000]  開始推動成立父親節的運動
[00:04:04.000 --> 00:04:07.000]  後來得到教會組織的支持
[00:04:07.000 --> 00:04:15.000]  她寫信給市長和華盛頓州政府的省長
[00:04:15.000 --> 00:04:19.000]  表達她的想法和提議
[00:04:19.000 --> 00:04:22.000]  在杜德夫人努力奔走之下
[00:04:22.000 --> 00:04:28.000]  時波肯市長和華盛頓州的州長都公開表示贊成
[00:04:28.000 --> 00:04:33.000]  於是美國華盛頓州在1910年6月19日
[00:04:33.000 --> 00:04:36.000]  舉行了全世界第一次的父親節慶祝
[00:04:36.000 --> 00:04:38.000]  也是一個週一
[00:04:38.000 --> 00:04:43.000]  但在1924年美國總統Calvin Coolidge
[00:04:43.000 --> 00:04:47.000]  支持父親節成為全美國的節日
[00:04:47.000 --> 00:04:51.000]  1966年占森總統Lyndon Johnson
[00:04:51.000 --> 00:04:54.000]  宣佈當年6月第三個星期日
[00:04:54.000 --> 00:04:57.000]  也是馬斯特先生生日的月份
[00:04:57.000 --> 00:05:00.000]  作為美國的父親節
[00:05:00.000 --> 00:05:05.000]  1972年美國尼克遜總統簽署正式文件
[00:05:05.000 --> 00:05:08.000]  將每年的6月第三個星期日
[00:05:08.000 --> 00:05:10.000]  定為全美國的父親節
[00:05:10.000 --> 00:05:16.000]  並成為美國永久性的國定紀念日
[00:05:16.000 --> 00:05:19.000]  在全世界很多地方很多國家
[00:05:19.000 --> 00:05:24.000]  都將父親節定為6月第三個主日
[00:05:24.000 --> 00:05:26.000]  包括中國和香港
[00:05:26.000 --> 00:05:29.000]  但台灣就不同
[00:05:29.000 --> 00:05:31.000]  台灣的父親節起源
[00:05:31.000 --> 00:05:35.000]  要追溯到國民黨執政的時代
[00:05:35.000 --> 00:05:39.000]  在1945年8月8日
[00:05:39.000 --> 00:05:43.000]  由上海的名人發起了慶祝父親節的活動
[00:05:43.000 --> 00:05:46.000]  市民就立即響應
[00:05:46.000 --> 00:05:49.000]  以烈舉行慶祝的活動
[00:05:49.000 --> 00:05:51.000]  抗日戰爭勝利之後
[00:05:51.000 --> 00:05:55.000]  上海市各界名流士紳都聯名
[00:05:55.000 --> 00:05:58.000]  請上海市政府轉呈中央政府
[00:05:58.000 --> 00:06:02.000]  定巴巴的諧音
[00:06:02.000 --> 00:06:06.000]  就是8月8日為全國性的父親節
[00:06:06.000 --> 00:06:08.000]  其實真的很有意思
[00:06:08.000 --> 00:06:10.000]  中國人應該在8月8日慶祝父親節
[00:06:10.000 --> 00:06:12.000]  巴巴嘛
[00:06:12.000 --> 00:06:17.000]  至於澳洲就定了每年9月第一個主日
[00:06:17.000 --> 00:06:19.000]  我想找一些歷史原因
[00:06:19.000 --> 00:06:20.000]  但找不到
[00:06:20.000 --> 00:06:22.000]  你們自己可以去找找
[00:06:22.000 --> 00:06:23.000]  找到就告訴我
[00:06:23.000 --> 00:06:27.000]  估計由於9月是春季的開始
[00:06:27.000 --> 00:06:30.000]  澳洲人很喜歡戶外活動
[00:06:30.000 --> 00:06:31.000]  BBQ
[00:06:31.000 --> 00:06:34.000]  所以就選春季來慶祝
[00:06:34.000 --> 00:06:40.000]  我們現在要從聖經裡了解
[00:06:40.000 --> 00:06:43.000]  究竟父親在猶太人當中
[00:06:43.000 --> 00:06:45.000]  擔當了什麼角色
[00:06:45.000 --> 00:06:47.000]  以及做父親的智慧
[00:06:47.000 --> 00:06:49.000]  以及我們做兒女的
[00:06:49.000 --> 00:06:54.000]  又應該怎樣有智慧地對待我們的父親呢
[00:06:54.000 --> 00:06:56.000]  在猶太人的文化當中
[00:06:56.000 --> 00:07:03.000]  其實父親是負擔起家庭的供養者的責任
[00:07:03.000 --> 00:07:05.000]  在《創世紀》裡我們讀到
[00:07:05.000 --> 00:07:07.000]  雅各的生平事蹟
[00:07:07.000 --> 00:07:12.000]  就知道為了娶到他的心上人
[00:07:12.000 --> 00:07:16.000]  他前後要跟舅父打了14年工
[00:07:16.000 --> 00:07:19.000]  之後他仍然要辛勞工作
[00:07:19.000 --> 00:07:21.000]  去到養家活兒
[00:07:21.000 --> 00:07:26.000]  以至他後來向他舅父拉班話
[00:07:26.000 --> 00:07:30.000]  我常常白天受盡炎日的煎熬
[00:07:30.000 --> 00:07:34.000]  夜間受盡寒霜的侵襲
[00:07:34.000 --> 00:07:36.000]  整夜不得好睡
[00:07:36.000 --> 00:07:40.000]  我在你家裡做了整整二十年的工
[00:07:40.000 --> 00:07:42.000]  為了娶你的兩個女兒
[00:07:42.000 --> 00:07:44.000]  我服侍你十四年
[00:07:44.000 --> 00:07:46.000]  為了獲得你的羊群
[00:07:46.000 --> 00:07:48.000]  我服侍你六年
[00:07:48.000 --> 00:07:49.000]  即使這樣
[00:07:49.000 --> 00:07:52.000]  你還十次改了我的工錢
[00:07:52.000 --> 00:07:55.000]  我們可以看到這位爸爸
[00:07:55.000 --> 00:07:59.000]  真的可以說任勞任怨
[00:07:59.000 --> 00:08:01.000]  在華人的文化當中
[00:08:01.000 --> 00:08:08.000]  做父親的都同樣要負擔起家庭的供養者的責任
[00:08:08.000 --> 00:08:11.000]  我記得我小時候
[00:08:11.000 --> 00:08:13.000]  當時是六十年代的香港
[00:08:13.000 --> 00:08:17.000]  我們一家六口都是靠爸爸一個人做工
[00:08:17.000 --> 00:08:19.000]  要養活一家人
[00:08:19.000 --> 00:08:21.000]  由於生活艱難
[00:08:21.000 --> 00:08:23.000]  我哥哥很小的時候
[00:08:23.000 --> 00:08:26.000]  就要幫忙做一些家庭的手工業
[00:08:26.000 --> 00:08:28.000]  來幫補家計
[00:08:28.000 --> 00:08:30.000]  不過我相信我們的爸爸
[00:08:30.000 --> 00:08:34.000]  都是已經盡了他的力量來養大我們
[00:08:34.000 --> 00:08:38.000]  而我們很多身為人父的人
[00:08:38.000 --> 00:08:40.000]  也都盡了我們的力量
[00:08:40.000 --> 00:08:43.000]  去養育照顧我們的下一代
[00:08:43.000 --> 00:08:48.000]  這個似乎是人類社會的共同文化
[00:08:48.000 --> 00:08:52.000]  世界上只有很少的地方是例外的
[00:08:52.000 --> 00:08:54.000]  我記得我只是讀過一篇文章
[00:08:54.000 --> 00:08:56.000]  說到南美洲有一個地方
[00:08:56.000 --> 00:08:58.000]  是沒有婚姻制度
[00:08:58.000 --> 00:09:00.000]  由於沒有婚姻制度
[00:09:00.000 --> 00:09:03.000]  女人就沒有丈夫照顧
[00:09:03.000 --> 00:09:07.000]  就一定要不斷去做工賺取生活費
[00:09:07.000 --> 00:09:09.000]  她們都不敢生孩子
[00:09:09.000 --> 00:09:13.000]  所以那個地方的人口就會慢慢慢慢減低
[00:09:13.000 --> 00:09:15.000]  沒有人敢結婚沒有人敢生孩子
[00:09:15.000 --> 00:09:21.000]  猶太人的父親除了是供養家庭之外
[00:09:21.000 --> 00:09:26.000]  他都一定會負責起管教兒女的責任
[00:09:26.000 --> 00:09:29.000]  在《針研書》三章十二節說
[00:09:29.000 --> 00:09:32.000]  上主管教他所愛的人
[00:09:32.000 --> 00:09:36.000]  正像父親管教他的嬌兒
[00:09:36.000 --> 00:09:40.000]  當然不止父親會管教兒女
[00:09:40.000 --> 00:09:43.000]  母親都一定會管教
[00:09:43.000 --> 00:09:48.000]  但是似乎父親在家裡的地位比較高
[00:09:48.000 --> 00:09:51.000]  因為父親負責供養
[00:09:51.000 --> 00:09:56.000]  所以父親的管教地位就更加重要
[00:09:56.000 --> 00:09:59.000]  《針研》教導父親
[00:09:59.000 --> 00:10:03.000]  是要怎樣去管教他們的兒女呢?
[00:10:03.000 --> 00:10:08.000]  在《針研》二十三章十三至十四節說
[00:10:08.000 --> 00:10:12.000]  要管教孩童不可姑息
[00:10:12.000 --> 00:10:14.000]  你雖然用杖打他
[00:10:14.000 --> 00:10:17.000]  他也不會死
[00:10:17.000 --> 00:10:19.000]  你要用杖打他
[00:10:19.000 --> 00:10:24.000]  就可以救他的靈魂免下陰間
[00:10:24.000 --> 00:10:26.000]  這個傳統
[00:10:26.000 --> 00:10:30.000]  教導管教兒女甚至打兒子的傳統
[00:10:30.000 --> 00:10:34.000]  去到新約的時代都沒有改變
[00:10:34.000 --> 00:10:38.000]  在《希伯來書》十二章九至十節說
[00:10:38.000 --> 00:10:40.000]  對於肉體的父親
[00:10:40.000 --> 00:10:42.000]  我們接受管教
[00:10:42.000 --> 00:10:44.000]  仍然尊敬他們
[00:10:44.000 --> 00:10:46.000]  那麼對於靈性的父親
[00:10:46.000 --> 00:10:51.000]  我們豈不是更加要信服以求得到生命嗎?
[00:10:51.000 --> 00:10:53.000]  肉體的父親隨著自己的意思
[00:10:53.000 --> 00:10:55.000]  暫時管教我們
