
[00:00:00.000 --> 00:00:02.000]  同大家先睇下今日嘅經文
[00:00:02.000 --> 00:00:08.000]  喺攝行轉嘅第二章37到到47節
[00:00:08.000 --> 00:00:11.000]  我相信呢個經文大家都好經常睇到
[00:00:11.000 --> 00:00:15.000]  但我希望今日帶動大家去用另外一個方式
[00:00:15.000 --> 00:00:19.000]  嚟到去睇當中嘅含義
[00:00:19.000 --> 00:00:21.000]  讓我哋當中得著幫助
[00:00:21.000 --> 00:00:24.000]  呢個特別記載咗
[00:00:24.000 --> 00:00:29.000]  彼得喺五秦節之後受到聖靈嘅感動
[00:00:30.000 --> 00:00:34.000]  有聖靈喺旁邊所比佢如同翅膀一樣嘅能力
[00:00:34.000 --> 00:00:38.000]  佢開始宣講上帝嘅恩惠
[00:00:38.000 --> 00:00:42.000]  特別係透過耶穌基督救贖嘅方式
[00:00:42.000 --> 00:00:49.000]  所以當中佢站起嚟開始去宣講神嘅福音
[00:00:49.000 --> 00:00:51.000]  第37節
[00:00:51.000 --> 00:00:58.000]  當中聚集嘅幾千人聽見彼得嘅見證
[00:00:58.000 --> 00:01:05.000]  聽見彼得嘅講道就覺得扎心
[00:01:05.000 --> 00:01:08.000]  如果大家有興趣去睇睇經文裏面
[00:01:08.000 --> 00:01:10.000]  呢個字扎心呢個字好難翻譯
[00:01:10.000 --> 00:01:13.000]  因為有十幾個版本翻譯嘅方法都唔一樣
[00:01:13.000 --> 00:01:16.000]  主要嘅意思就係佢哋聽到神嘅話語
[00:01:16.000 --> 00:01:17.000]  佢哋唔知道去處理
[00:01:17.000 --> 00:01:19.000]  有個翻譯本講得佢哋覺得好upset
[00:01:19.000 --> 00:01:23.000]  意思就係話我真係唔知道點樣去面對我嘅人生
[00:01:23.000 --> 00:01:26.000]  有啲人講扎心係講到佢哋開始有內疚嘅感覺
[00:01:26.000 --> 00:01:31.000]  有啲人講扎心嘅意思就係佢哋從來冇聽過福音嘅權能
[00:01:31.000 --> 00:01:36.000]  佢哋心裏面扎心就問彼得同埋其他使徒講
[00:01:36.000 --> 00:01:38.000]  弟兄我哋當怎樣行
[00:01:38.000 --> 00:01:43.000]  一個領受福音嘅人佢哋嘅反應應該就係我當如何行
[00:01:43.000 --> 00:01:48.000]  彼得喺嗰時候就向佢哋發出咗呢一個嘅吩咐
[00:01:48.000 --> 00:01:49.000]  其實當中有三個嘅吩咐
[00:01:49.000 --> 00:01:51.000]  第一個就係要悔改
[00:01:51.000 --> 00:02:01.000]  呢個係施洗約翰同耶穌時代嘅呢啲嘅以色列人專講嘅當中嘅道理
[00:02:01.000 --> 00:02:04.000]  然後第二個就係奉耶穌基督嘅名受洗
[00:02:04.000 --> 00:02:08.000]  我哋上次特別講到浸禮同埋教會嘅意義
[00:02:08.000 --> 00:02:13.000]  叫佢哋可以佢嘅罪可以得到赦免
[00:02:13.000 --> 00:02:17.000]  然後第三個就係講到喺佢哋願意咁樣進行嘅時候
[00:02:17.000 --> 00:02:20.000]  佢哋就必受所賜嘅聖靈
[00:02:20.000 --> 00:02:25.000]  意思就話佢哋喺呢個新生命嘅源頭裏面開始睇見
[00:02:25.000 --> 00:02:31.000]  聖靈喺佢哋生命當中嗰個治理嘅果實
[00:02:31.000 --> 00:02:35.000]  因為者應許給你們同埋你哋兒女嘅
[00:02:35.000 --> 00:02:37.000]  並一切在遠方嘅人
[00:02:37.000 --> 00:02:43.000]  就係主就係呼召我哋嗰位嘅主人
[00:02:43.000 --> 00:02:46.000]  彼得就用咗方法嚟到做見證
[00:02:46.000 --> 00:02:50.000]  赦免佢哋你哋當舊自己脫離呢個彎曲嘅世代
[00:02:50.000 --> 00:02:53.000]  意思就話除咗信咗主之後
[00:02:53.000 --> 00:02:58.000]  喺呢個誠信之點嘅裏面開始要過誠信嘅生活
[00:02:58.000 --> 00:03:03.000]  下低就開始講到呢啲人接受咗彼得嘅呢一個吩咐
[00:03:03.000 --> 00:03:06.000]  真係悔改接受洗禮
[00:03:06.000 --> 00:03:10.000]  同時經歷到聖靈喺當中畀佢哋生命嘅改動嘅時候
[00:03:10.000 --> 00:03:12.000]  佢哋就開始喺佢哋嘅生活
[00:03:12.000 --> 00:03:16.000]  喺佢哋教會當中出現咗一個好奇異嘅改變
[00:03:16.000 --> 00:03:20.000]  於是領受佢嘅話就受咗洗
[00:03:20.000 --> 00:03:22.000]  大概係當日
[00:03:22.000 --> 00:03:26.000]  嗰一天門徒約添了三千人
[00:03:26.000 --> 00:03:29.000]  下低係描述佢哋教會生活當中嘅實況
[00:03:29.000 --> 00:03:33.000]  呢種嘅實況係如果我哋唔係當場我哋冇辦法了解
[00:03:33.000 --> 00:03:35.000]  點解咁樣講請大家留意下42節
[00:03:35.000 --> 00:03:39.000]  佢哋都恆心遵守使徒嘅教訓
[00:03:39.000 --> 00:03:43.000]  當中又包括猶太人猶太人佢哋緊守
[00:03:43.000 --> 00:03:46.000]  所謂嘅教訓係透過摩西
[00:03:46.000 --> 00:03:49.000]  摩西嘅悟徑先知嘅教導
[00:03:49.000 --> 00:03:53.000]  佢哋而家講到嘅就係遵守耶穌基督
[00:03:53.000 --> 00:03:57.000]  喺呢啲門徒生命當中教導佢哋嘅呢個教導
[00:03:57.000 --> 00:04:02.000]  對一個猶太人嚟講係一個極端巨大嘅改變
