
[00:00:00.000 --> 00:00:02.000]  大家卿,姐妹平安
[00:00:02.000 --> 00:00:07.960]  很喜歡看到你們剛才的眼神
[00:00:07.960 --> 00:00:14.040]  我的理解是想看看這次說了些甚麼
[00:00:14.040 --> 00:00:16.040]  我聽了些甚麼
[00:00:16.040 --> 00:00:18.040]  是這樣的心嗎?
[00:00:18.040 --> 00:00:20.040]  是的
[00:00:20.040 --> 00:00:22.040]  其實剛才我們一起讀的經文
[00:00:22.040 --> 00:00:24.040]  那班的會眾
[00:00:24.040 --> 00:00:27.640]  或許都可能有一種類似的等候
[00:00:27.640 --> 00:00:29.640]  是嗎?剛才我們讀的時候
[00:00:29.640 --> 00:00:31.640]  如果你有留意的話
[00:00:31.640 --> 00:00:33.640]  這段經文
[00:00:33.640 --> 00:00:35.640]  其實上主要透過
[00:00:35.640 --> 00:00:37.640]  他的話語
[00:00:37.640 --> 00:00:39.640]  來向今日我們說話
[00:00:39.640 --> 00:00:41.640]  但當日呢
[00:00:41.640 --> 00:00:43.640]  當日其實一樣有一大班人在周圍
[00:00:43.640 --> 00:00:45.640]  但這班人裏面
[00:00:45.640 --> 00:00:48.640]  其實有些人是真的很想聽到
[00:00:48.640 --> 00:00:50.640]  在第十七節那裏
[00:00:50.640 --> 00:00:52.640]  最後講到
[00:00:52.640 --> 00:00:54.640]  這些人想聽他的講道
[00:00:54.640 --> 00:00:57.640]  是因為他們從耶路撒冷
[00:00:57.640 --> 00:00:59.640]  猶太傳遞來的
[00:00:59.640 --> 00:01:01.640]  這些自然就是猶太人
[00:01:01.640 --> 00:01:03.640]  有很多人過往接觸猶太教
[00:01:03.640 --> 00:01:05.640]  現在他知道耶穌是哪一位
[00:01:05.640 --> 00:01:08.640]  或者是他慢慢仰慕著耶穌
[00:01:08.640 --> 00:01:10.640]  雖然他未必完全知道
[00:01:10.640 --> 00:01:12.640]  他已經是神的兒子
[00:01:12.640 --> 00:01:14.640]  但他都很想聽他自慰之言
[00:01:14.640 --> 00:01:16.640]  不過同時也有可能
[00:01:16.640 --> 00:01:18.640]  有另一些人只是指望
[00:01:18.640 --> 00:01:20.640]  他醫治他的疾病
[00:01:20.640 --> 00:01:23.640]  這個大群眾裏面
[00:01:23.640 --> 00:01:26.640]  其實每個人來到耶穌的根前
[00:01:26.640 --> 00:01:28.640]  都可能有不同的動機
[00:01:28.640 --> 00:01:30.640]  有些人想聽道
[00:01:30.640 --> 00:01:32.640]  有些人只是
[00:01:32.640 --> 00:01:34.640]  不是想聽生命之道
[00:01:34.640 --> 00:01:36.640]  不過只是想病得醫治
[00:01:36.640 --> 00:01:38.640]  因為可能會覺得
[00:01:38.640 --> 00:01:42.640]  我在禍裏自然就想有福
[00:01:42.640 --> 00:01:44.640]  這個其實都是很正常的
[00:01:44.640 --> 00:01:46.640]  一個人的反應
[00:01:46.640 --> 00:01:49.640]  所以中國有個四字詞語
[00:01:49.640 --> 00:01:52.640]  吹吉避凶
[00:01:52.640 --> 00:01:56.640]  沒有人會繼續將自己留在一個空的地方
[00:01:56.640 --> 00:01:58.640]  不過問題是甚麼叫做空
[00:01:58.640 --> 00:02:01.640]  甚麼叫做吉
[00:02:01.640 --> 00:02:03.640]  現在還是農曆年
[00:02:03.640 --> 00:02:06.640]  過往的傳統是未過十五
[00:02:06.640 --> 00:02:08.640]  都還是農曆新年
[00:02:08.640 --> 00:02:11.640]  大家見到面可能還會繼續說
[00:02:11.640 --> 00:02:13.640]  恭喜恭喜
[00:02:13.640 --> 00:02:15.640]  當然我們一般俗世人都仍然會說
[00:02:15.640 --> 00:02:16.640]  恭喜發財
[00:02:16.640 --> 00:02:18.640]  你會不會這樣說
[00:02:18.640 --> 00:02:20.640]  不會吧
[00:02:20.640 --> 00:02:22.640]  不過有人仍然會說
[00:02:22.640 --> 00:02:23.640]  恭喜發財
[00:02:23.640 --> 00:02:25.640]  或者橫財就手
[00:02:25.640 --> 00:02:26.640]  這一類的說法
[00:02:26.640 --> 00:02:28.640]  甚至乎有些人
[00:02:28.640 --> 00:02:30.640]  去借庫
[00:02:30.640 --> 00:02:32.640]  去廟宇借庫
[00:02:32.640 --> 00:02:34.640]  知道是甚麼來的
[00:02:34.640 --> 00:02:37.640]  其實就是和他們以為是的神
[00:02:37.640 --> 00:02:39.640]  借錢
[00:02:39.640 --> 00:02:41.640]  借自然不會是一兩萬
[00:02:41.640 --> 00:02:44.640]  甚至乎都不是一千萬
[00:02:44.640 --> 00:02:46.640]  其實是任你開的
[00:02:46.640 --> 00:02:48.640]  借多一點
[00:02:48.640 --> 00:02:50.640]  多一點利益
[00:02:50.640 --> 00:02:51.640]  可不可以呢
[00:02:51.640 --> 00:02:52.640]  無論可不可以
[00:02:52.640 --> 00:02:54.640]  不過還有些人的心境
[00:02:54.640 --> 00:02:56.640]  可能是很想
[00:02:56.640 --> 00:02:57.640]  我想富有
[00:02:57.640 --> 00:02:58.640]  我想飽足
[00:02:58.640 --> 00:03:00.640]  這就成為生命的目標
[00:03:00.640 --> 00:03:02.640]  當然還有些人
[00:03:02.640 --> 00:03:04.640]  未必完全只是
[00:03:04.640 --> 00:03:06.640]  富有或者飽足
[00:03:06.640 --> 00:03:07.640]  不過想求的就是
[00:03:07.640 --> 00:03:08.640]  我天天都開心
[00:03:08.640 --> 00:03:10.640]  天天都順境
[00:03:10.640 --> 00:03:12.640]  萬事如意
[00:03:12.640 --> 00:03:14.640]  萬事都如我的意
[00:03:14.640 --> 00:03:16.640]  那就開心了
[00:03:16.640 --> 00:03:18.640]  當然這種我們
[00:03:18.640 --> 00:03:19.640]  很自然的
[00:03:19.640 --> 00:03:20.640]  我們自出世
[00:03:20.640 --> 00:03:22.640]  就已經有人教我們了
[00:03:22.640 --> 00:03:23.640]  我們都是這樣長大的
[00:03:23.640 --> 00:03:24.640]  要吹吉避凶
[00:03:24.640 --> 00:03:25.640]  要求福
[00:03:25.640 --> 00:03:26.640]  不過問題就是
[00:03:26.640 --> 00:03:28.640]  是否很容易分別
[00:03:28.640 --> 00:03:30.640]  那些是否福呢
[00:03:30.640 --> 00:03:33.640]  古時在塞外
[00:03:33.640 --> 00:03:36.640]  有一位梁翁
[00:03:36.640 --> 00:03:38.640]  姓梁的
[00:03:38.640 --> 00:03:40.640]  不過他在塞外
[00:03:40.640 --> 00:03:41.640]  都算是一個老者
[00:03:41.640 --> 00:03:42.640]  一個長者
[00:03:42.640 --> 00:03:45.640]  所以人們都叫他塞翁
[00:03:45.640 --> 00:03:47.640]  當然不是我
[00:03:47.640 --> 00:03:50.640]  塞翁其實有一個兒子
[00:03:50.640 --> 00:03:52.640]  他也有一匹馬
[00:03:52.640 --> 00:03:53.640]  有一天
[00:03:53.640 --> 00:03:56.640]  他的馬突然逃跑走了
