
[00:00:00.000 --> 00:00:03.480]  福田師父讓我們聽上帝的話 以聖養愛同心禱告
[00:00:03.480 --> 00:00:06.520]  聽聖養愛同心禱告
[00:00:06.520 --> 00:00:10.400]  父神多謝你 讓我們能夠再讀你的說話
[00:00:10.400 --> 00:00:14.600]  求你所賜的靈幫助我們明白當中的教訓
[00:00:14.600 --> 00:00:17.760]  使我們能夠生命更加活像你
[00:00:17.760 --> 00:00:21.240]  所行所想都不是按照自己的心意
[00:00:21.240 --> 00:00:26.000]  而是學會如何信奉主理的教導
[00:00:26.000 --> 00:00:30.800]  走面前的道路 行出合主你心意的生命
[00:00:30.800 --> 00:00:32.280]  求你願我們同在
[00:00:32.280 --> 00:00:35.400]  我們同心禱告 奉主耶穌基督的名字而求
[00:00:35.400 --> 00:00:37.320]  阿門
[00:00:37.320 --> 00:00:41.240]  今天我會和大家一起去旁聽一宗
[00:00:41.240 --> 00:00:44.560]  發生在初期教會的內幕的爭端
[00:00:44.560 --> 00:00:47.600]  今天我們帶著一起旁聽一宗發生在
[00:00:47.600 --> 00:00:50.480]  初期教會的內幕的爭端
[00:00:50.480 --> 00:00:54.040]  教會的主任牧師的名字叫做彼得
[00:00:54.040 --> 00:00:56.200]  主任牧師的名字叫彼得
[00:00:56.200 --> 00:00:59.080]  而當中還有眾在耶路撒冷裏面
[00:00:59.080 --> 00:01:02.320]  已經受了割禮的信徒或者門徒
[00:01:02.320 --> 00:01:08.240]  在教會裏面還有耶路撒冷受過割禮的信徒或者門徒
[00:01:08.240 --> 00:01:11.360]  發生了一宗爭辯
[00:01:11.360 --> 00:01:12.800]  發生了一宗爭辯
[00:01:12.800 --> 00:01:15.280]  而且是一宗很熾熱的爭辯
[00:01:15.280 --> 00:01:17.120]  還是很熾熱的爭辯
[00:01:17.120 --> 00:01:21.400]  在我們沒看這段事件的來龍去脈之前
[00:01:21.400 --> 00:01:23.840]  在我們沒看到事情的來龍去脈之前
[00:01:23.840 --> 00:01:25.880]  藉此我們就開始明白第一點了
[00:01:25.880 --> 00:01:25.920]  藉此我們就開始明白第一點了
[00:01:25.920 --> 00:01:27.480]  我們先明白第一點
[00:01:27.480 --> 00:01:29.840]  原來在教會的當中
[00:01:29.840 --> 00:01:31.240]  原來在教會的當中
[00:01:31.240 --> 00:01:33.720]  縱使大家是有共信
[00:01:33.720 --> 00:01:35.120]  縱使大家有共信
[00:01:35.120 --> 00:01:37.960]  都是信耶穌的門徒信徒
[00:01:37.960 --> 00:01:40.360]  都是耶穌的門徒信徒
[00:01:40.360 --> 00:01:42.400]  但原來我們還有很多的事情
[00:01:42.400 --> 00:01:43.760]  特別是在侍奉的當中
[00:01:43.760 --> 00:01:45.640]  可能會有意見不合的情況
[00:01:45.640 --> 00:01:49.640]  在侍奉當中可能會有意見不合的情形
[00:01:49.640 --> 00:01:51.760]  當一聽見意見不合這件事
[00:01:51.760 --> 00:01:51.960]  當一聽見意見不合這件事
[00:01:51.960 --> 00:01:53.640]  當一聽見意見不合這件事
[00:01:53.640 --> 00:01:56.040]  或者爭辯用我們聖經裡面的字眼
[00:01:56.040 --> 00:01:56.040]  或者爭辯用我們聖經裡面的字眼
[00:01:56.040 --> 00:01:59.040]  或者爭辯用我們聖經裡面的字眼
[00:01:59.040 --> 00:02:00.440]  教會就會很害怕
[00:02:00.440 --> 00:02:02.560]  教會就會感到非常的恐懼
[00:02:02.560 --> 00:02:04.680]  一聽見一些意見不合的情況
[00:02:04.680 --> 00:02:06.440]  大家就會很龜縮
[00:02:06.440 --> 00:02:09.000]  大家如果聽到意見不合
[00:02:09.000 --> 00:02:10.400]  大家就會產生龜縮
[00:02:10.400 --> 00:02:11.200]  為什麼會這樣
[00:02:11.200 --> 00:02:14.840]  因為每個人都認為教會是和諧的地方
[00:02:14.840 --> 00:02:17.360]  大家認為教會是和諧的地方
[00:02:17.360 --> 00:02:20.480]  於是教會就會出盡全力
[00:02:20.480 --> 00:02:22.840]  教會就是驅動全力
[00:02:22.840 --> 00:02:25.400]  特別是教會的長輩領導人
[00:02:25.400 --> 00:02:27.560]  特別是教會的長輩領導人
[00:02:27.560 --> 00:02:28.680]  為了維穩
[00:02:28.680 --> 00:02:30.160]  為了維穩
[00:02:30.160 --> 00:02:31.120]  和諧
[00:02:31.120 --> 00:02:31.840]  和諧
[00:02:31.840 --> 00:02:34.600]  於是會出盡各種的方法
[00:02:34.600 --> 00:02:34.600]  於是會出盡各種的方法
[00:02:34.600 --> 00:02:36.760]  會出盡各種的方法
[00:02:36.760 --> 00:02:40.640]  保持著那些合主流的心意
[00:02:40.640 --> 00:02:43.320]  保持著合主流的心意
[00:02:43.320 --> 00:02:46.320]  而去抑壓那些並非主流的思想
[00:02:46.320 --> 00:02:46.360]  抑壓那些並非主流的思想
[00:02:46.360 --> 00:02:48.760]  抑壓那些並非主流的思想
[00:02:48.760 --> 00:02:51.120]  可能弟兄姊妹在這個時候就會說
[00:02:51.120 --> 00:02:53.720]  是呀!是呀!我都見到很多這樣的情況
[00:02:53.720 --> 00:02:57.000]  我都見過很多這樣的事情
