
[00:00:00.000 --> 00:00:04.600]  去同心禱告
[00:00:04.600 --> 00:00:06.600]  次愛主求祢
[00:00:06.600 --> 00:00:10.000]  將祢的話向我們打開
[00:00:10.000 --> 00:00:11.600]  叫我們明白
[00:00:11.600 --> 00:00:13.200]  也叫我們順從
[00:00:13.200 --> 00:00:18.000]  奉耶穌基督的聖名
[00:00:18.000 --> 00:00:23.200]  撒姆爾是以色列最後一位時司
[00:00:23.200 --> 00:00:28.200]  所以撒姆爾所生長的那個年代
[00:00:28.200 --> 00:00:31.200]  就是士司時代
[00:00:31.200 --> 00:00:36.200]  士司時代到底是一個怎樣的時代呢
[00:00:36.200 --> 00:00:39.200]  其實在希伯來文的聖經裏面
[00:00:39.200 --> 00:00:41.200]  撒姆爾記上
[00:00:41.200 --> 00:00:44.200]  其實沒有分上下
[00:00:44.200 --> 00:00:48.200]  撒姆爾記就是連著士司記
[00:00:48.200 --> 00:00:50.200]  不過我們中文聖經
[00:00:50.200 --> 00:00:54.200]  就隔了一個路德記
[00:00:54.200 --> 00:00:58.200]  在原文的聖經是連著士司記
[00:00:58.200 --> 00:01:01.200]  所以撒姆爾記上一章一節
[00:01:01.200 --> 00:01:05.200]  是連在士司記第21章25節
[00:01:05.200 --> 00:01:08.200]  士司記最後一句話是什麼呢
[00:01:08.200 --> 00:01:11.200]  士司記最後一句話就是
[00:01:11.200 --> 00:01:18.200]  士司記作者總結士司時代的那句話
[00:01:18.200 --> 00:01:22.200]  那時以色列中沒有王
[00:01:22.200 --> 00:01:24.200]  和合本就是
[00:01:24.200 --> 00:01:26.200]  國人任意而行
[00:01:26.200 --> 00:01:29.200]  其實更加正確的翻譯就是
[00:01:29.200 --> 00:01:35.200]  國人按照自己看為對的事去行
[00:01:35.200 --> 00:01:38.200]  一個這樣的時代
[00:01:38.200 --> 00:01:40.200]  士司時代就是
[00:01:40.200 --> 00:01:44.200]  當那個人覺得一件事他看為對
[00:01:44.200 --> 00:01:46.200]  他就去做
[00:01:46.200 --> 00:01:48.200]  而士司記給我們看到的
[00:01:48.200 --> 00:01:50.200]  是一個怎樣的光景呢
[00:01:50.200 --> 00:01:52.200]  我們讀經營看過士司記
[00:01:52.200 --> 00:01:54.200]  可能有些人參加的
[00:01:54.200 --> 00:01:56.200]  都還有些印象
[00:01:56.200 --> 00:01:57.200]  未看過的
[00:01:57.200 --> 00:01:59.200]  或者你讀過士司記
[00:01:59.200 --> 00:02:03.200]  裡面記載的是什麼事情呢
[00:02:03.200 --> 00:02:05.200]  屬靈方面
[00:02:05.200 --> 00:02:08.200]  他們是遠離耶和華
[00:02:08.200 --> 00:02:10.200]  迦南的神有什麼神呢
[00:02:10.200 --> 00:02:12.200]  他們就拜什麼神
[00:02:12.200 --> 00:02:14.200]  甚至乎
[00:02:14.200 --> 00:02:17.200]  他們去到自己的家裡
[00:02:17.200 --> 00:02:20.200]  設立一些神像
[00:02:20.200 --> 00:02:22.200]  就在那裡敬拜
[00:02:22.200 --> 00:02:24.200]  見到有祭司經過
[00:02:24.200 --> 00:02:27.200]  他們就拔掉這個祭司
[00:02:27.200 --> 00:02:31.200]  成為他們的家庭祭司
[00:02:31.200 --> 00:02:33.200]  當時
[00:02:33.200 --> 00:02:36.200]  十五頁紀信第一章給我們看見
[00:02:36.200 --> 00:02:39.200]  會幕就設立在士羅這個地方
[00:02:39.200 --> 00:02:42.200]  他們仍然有一個敬拜的中心士羅
[00:02:42.200 --> 00:02:45.200]  他們應該去到士羅那裡敬拜
[00:02:45.200 --> 00:02:48.200]  其他的百姓都不去了
[00:02:48.200 --> 00:02:51.200]  家裡有神像就敬拜
[00:02:51.200 --> 00:02:54.200]  否則就敬拜其他的神
[00:02:54.200 --> 00:02:57.200]  然後士司記也讓我們見到
[00:02:57.200 --> 00:03:02.200]  他們的道德是多麼的可憐
[00:03:02.200 --> 00:03:07.200]  甚至類似創世紀所說的
[00:03:07.200 --> 00:03:10.200]  所多瑪俄摩拉的事件
[00:03:10.200 --> 00:03:13.200]  在士司記裡面再一次出現
[00:03:13.200 --> 00:03:16.200]  他們有外敵不打
[00:03:16.200 --> 00:03:17.200]  打自己人
[00:03:17.200 --> 00:03:22.200]  幾乎將他們其中一個支派滅絕
[00:03:22.200 --> 00:03:30.200]  這是士司記反映當時世代的情況
[00:03:30.200 --> 00:03:32.200]  屬靈敗壞
[00:03:32.200 --> 00:03:35.200]  道德衰落
[00:03:35.200 --> 00:03:42.200]  各人按照自己看為對的事情去做
[00:03:42.200 --> 00:03:45.200]  今日的社會是不是這樣呢
[00:03:45.200 --> 00:03:46.200]  我們不知道
[00:03:46.200 --> 00:03:49.200]  但我們經常聽到
[00:03:49.200 --> 00:03:52.200]  我喜歡就去做
[00:03:52.200 --> 00:03:54.200]  我喜歡就去做
[00:03:54.200 --> 00:03:57.200]  我沒有認為錯就去做
[00:03:57.200 --> 00:04:03.200]  會不會今天我們都在一個相同的時代
[00:04:03.200 --> 00:04:08.200]  撒姆爾記上第一章所記載的時代
[00:04:08.200 --> 00:04:14.200]  其實和士司記參選的時代相同
[00:04:14.200 --> 00:04:17.200]  因為他們都面對同一個敵人
[00:04:17.200 --> 00:04:19.200]  菲利士人
[00:04:19.200 --> 00:04:22.200]  他們是受菲利士人來壓迫
[00:04:22.200 --> 00:04:24.200]  參選的時候是這樣
[00:04:24.200 --> 00:04:27.200]  撒姆爾記上第一章都是
[00:04:27.200 --> 00:04:30.200]  如果我們繼續看撒姆爾記上
[00:04:30.200 --> 00:04:33.200]  我們見到第三四章
[00:04:33.200 --> 00:04:36.200]  他們和菲利士人打仗
[00:04:36.200 --> 00:04:38.200]  輸了給菲利士人之後
