
[00:00:00.000 --> 00:00:02.600]  好複雜嘅情緒
[00:00:02.600 --> 00:00:04.600]  或者係
[00:00:04.600 --> 00:00:06.600]  有好多嘅憤怒
[00:00:06.600 --> 00:00:08.600]  甚至有啲嘅仇恨
[00:00:08.600 --> 00:00:10.600]  但係我懷疑
[00:00:10.600 --> 00:00:12.600]  如果一個人
[00:00:12.600 --> 00:00:14.600]  心裏面
[00:00:14.600 --> 00:00:16.600]  在一切嘅
[00:00:16.600 --> 00:00:18.600]  情緒裏面
[00:00:18.600 --> 00:00:20.600]  有多一份嘅
[00:00:20.600 --> 00:00:22.600]  哀愁
[00:00:22.600 --> 00:00:24.600]  或者佢雙眼裏面
[00:00:24.600 --> 00:00:26.600]  有多點點嘅淚光
[00:00:26.600 --> 00:00:28.600]  能夠有眼淚
[00:00:28.600 --> 00:00:30.600]  可能個心
[00:00:30.600 --> 00:00:32.600]  都唔會咁硬
[00:00:32.600 --> 00:00:34.600]  可能都唔會咁
[00:00:34.600 --> 00:00:36.600]  惡
[00:00:36.600 --> 00:00:38.600]  人生裏面
[00:00:38.600 --> 00:00:40.600]  如果淨係有陽光有歡笑
[00:00:40.600 --> 00:00:42.600]  淨係
[00:00:42.600 --> 00:00:44.600]  有呢一切
[00:00:44.600 --> 00:00:46.600]  而呢個世界似乎係
[00:00:46.600 --> 00:00:48.600]  不斷嘅藉著商業嘅
[00:00:48.600 --> 00:00:50.600]  活動藉著娛樂嘅
[00:00:50.600 --> 00:00:52.600]  活動係好似
[00:00:52.600 --> 00:00:54.600]  想將個世界
[00:00:54.600 --> 00:00:56.600]  變成一個完全
[00:00:56.600 --> 00:00:58.600]  只有陽光只有歡笑
[00:00:58.600 --> 00:01:00.600]  甚至今日有啲嘅
[00:01:00.600 --> 00:01:02.600]  教會
[00:01:02.600 --> 00:01:04.600]  所表達出嚟嘅
[00:01:04.600 --> 00:01:06.600]  好似都係嗰種
[00:01:06.600 --> 00:01:08.600]  淨係有得嘻嘻哈哈
[00:01:08.600 --> 00:01:10.600]  歡喜快樂
[00:01:10.600 --> 00:01:12.600]  無痛
[00:01:12.600 --> 00:01:14.600]  無眼淚
[00:01:14.600 --> 00:01:16.600]  無遺憾
[00:01:16.600 --> 00:01:18.600]  呢一切
[00:01:18.600 --> 00:01:20.600]  其實係出嚟現實
[00:01:20.600 --> 00:01:22.600]  無痛苦無眼淚嘅信仰
[00:01:22.600 --> 00:01:24.600]  係無靈魂
[00:01:24.600 --> 00:01:26.600]  我唔知道你會唔會
[00:01:26.600 --> 00:01:28.600]  同意話
[00:01:28.600 --> 00:01:30.600]  眼淚係可能
[00:01:30.600 --> 00:01:32.600]  洗滌我哋嘅心靈
[00:01:32.600 --> 00:01:34.600]  受苦
[00:01:34.600 --> 00:01:36.600]  打擊
[00:01:36.600 --> 00:01:38.600]  可能會
[00:01:38.600 --> 00:01:40.600]  滋潤我哋
[00:01:40.600 --> 00:01:42.600]  屬靈嘅生命
[00:01:42.600 --> 00:01:44.600]  天國嘅子民
[00:01:44.600 --> 00:01:46.600]  係一定會有艱苦
[00:01:46.600 --> 00:01:48.600]  一定係會流淚
[00:01:48.600 --> 00:01:50.600]  如果你會流淚
[00:01:50.600 --> 00:01:52.600]  我為你感恩
[00:01:52.600 --> 00:01:54.600]  如果你從來
[00:01:54.600 --> 00:01:56.600]  都唔會有眼淚
[00:01:56.600 --> 00:01:58.600]  我為你擔心
[00:01:58.600 --> 00:02:00.600]  其實我為你祝福
[00:02:00.600 --> 00:02:02.600]  我最近有一個親戚
[00:02:02.600 --> 00:02:04.600]  話俾我聽
[00:02:04.600 --> 00:02:06.600]  佢嘅孩子經歷好慘痛嘅事
[00:02:06.600 --> 00:02:08.600]  事過已經係三四年
[00:02:08.600 --> 00:02:10.600]  到今天
[00:02:10.600 --> 00:02:12.600]  佢嘅眼淚
[00:02:12.600 --> 00:02:14.600]  仍然未流過一滴
[00:02:14.600 --> 00:02:16.600]  我聽到之後
[00:02:16.600 --> 00:02:18.600]  覺得難過
[00:02:20.600 --> 00:02:22.600]  如果你係一個
[00:02:22.600 --> 00:02:24.600]  好難流眼淚嘅人
[00:02:24.600 --> 00:02:28.600]  真係祝福你
[00:02:28.600 --> 00:02:30.600]  唔使繼續撐落去
[00:02:30.600 --> 00:02:32.600]  其實
[00:02:32.600 --> 00:02:34.600]  喊
[00:02:34.600 --> 00:02:36.600]  係可以嘅
[00:02:36.600 --> 00:02:38.600]  甚至係有需要嘅
[00:02:38.600 --> 00:02:40.600]  甚至係好嘅
[00:02:40.600 --> 00:02:44.600]  我去探監
[00:02:44.600 --> 00:02:46.600]  我接觸監獄裏面嘅人
[00:02:46.600 --> 00:02:48.600]  有機會聽見
[00:02:50.600 --> 00:02:52.600]  非常之有經歷
[00:02:52.600 --> 00:02:54.600]  非常之資深嘅
[00:02:54.600 --> 00:02:56.600]  專門服侍在囚人士
[00:02:56.600 --> 00:02:58.600]  佢講咗一樣嘢
[00:02:58.600 --> 00:03:00.600]  我到而家都係
[00:03:00.600 --> 00:03:02.600]  銘記於心
[00:03:02.600 --> 00:03:04.600]  佢啲YP
[00:03:04.600 --> 00:03:06.600]  白手
[00:03:06.600 --> 00:03:08.600]  第一次犯案嘅人
[00:03:08.600 --> 00:03:10.600]  一啲嘅少年罪犯
[00:03:10.600 --> 00:03:12.600]  如果佢入倉嘅時候
[00:03:12.600 --> 00:03:14.600]  頭一個晚上
[00:03:14.600 --> 00:03:16.600]  佢會流出
[00:03:16.600 --> 00:03:18.600]  佢第一滴淚
[00:03:18.600 --> 00:03:20.600]  佢嘅人生
[00:03:20.600 --> 00:03:22.600]  就開始燃點咗希望
[00:03:22.600 --> 00:03:26.600]  主耶穌天國嘅君王
[00:03:26.600 --> 00:03:30.600]  嚟到呢個人世間
[00:03:30.600 --> 00:03:32.600]  宣告呢個所謂天國嘅憲章
[00:03:32.600 --> 00:03:34.600]  話畀我哋聽天國係屬於咩人
[00:03:34.600 --> 00:03:36.600]  亦即係話天國裏面嘅人
[00:03:36.600 --> 00:03:38.600]  應該有啲乜嘢嘅生命嘅素質
[00:03:38.600 --> 00:03:42.600]  佢咁樣講
[00:03:42.600 --> 00:03:44.600]  哀動嘅人有福了
[00:03:44.600 --> 00:03:46.600]  因為佢哋必得安慰
[00:03:46.600 --> 00:03:48.600]  你哀傷
[00:03:48.600 --> 00:03:50.600]  你流淚
[00:03:50.600 --> 00:03:52.600]  你會得到
[00:03:52.600 --> 00:03:54.600]  安慰
[00:03:54.600 --> 00:03:56.600]  而路加福音記載同一
[00:03:56.600 --> 00:03:58.600]  相似嘅說話
[00:03:58.600 --> 00:04:00.600]  哀哭嘅人
[00:04:00.600 --> 00:04:02.600]  有福了
[00:04:02.600 --> 00:04:04.600]  因為你哋將要
[00:04:04.600 --> 00:04:06.600]  起笑
[00:04:06.600 --> 00:04:08.600]  其實呢一段嘅經文
[00:04:08.600 --> 00:04:10.600]  同尼塞亞
[00:04:10.600 --> 00:04:12.600]  嚟到呢個人世間
[00:04:12.600 --> 00:04:14.600]  要展開呢一個
[00:04:14.600 --> 00:04:16.600]  上帝嘅國度
[00:04:16.600 --> 00:04:18.600]  嚟到宣告
[00:04:18.600 --> 00:04:20.600]  上帝嘅靈喺佢嘅身上
[00:04:20.600 --> 00:04:22.600]  上帝嘅靈用呢一個聖靈嘅
[00:04:22.600 --> 00:04:24.600]  膏油嚟到高抹佢嘅時候
[00:04:24.600 --> 00:04:26.600]  原來係講緊
[00:04:26.600 --> 00:04:30.600]  我哋要面對
[00:04:30.600 --> 00:04:32.600]  生命裏面嘅痛楚
[00:04:32.600 --> 00:04:34.600]  但係喺生命裏面嘅痛楚嘅時候
[00:04:34.600 --> 00:04:36.600]  我哋唔需要絕望
[00:04:36.600 --> 00:04:38.600]  所以我哋作為天國嘅人
[00:04:38.600 --> 00:04:40.600]  我哋冇資格要求
[00:04:40.600 --> 00:04:42.600]  逃避苦難
[00:04:42.600 --> 00:04:44.600]  冇資格要求
[00:04:44.600 --> 00:04:46.600]  逃避眼淚
[00:04:46.600 --> 00:04:48.600]  但係我哋絕對需要聽見
[00:04:48.600 --> 00:04:50.600]  尼塞亞書61章1至3節
[00:04:50.600 --> 00:04:52.600]  講到上主嘅靈
[00:04:52.600 --> 00:04:54.600]  喺耶穌基督身上嘅時候
[00:04:54.600 --> 00:04:56.600]  佢所做嘅係乜嘢事情
[00:04:56.600 --> 00:04:58.600]  佢傳好消息俾謙卑嘅人
[00:04:58.600 --> 00:05:00.600]  或者話傳福音俾貧窮嘅人
[00:05:00.600 --> 00:05:02.600]  差遣佢醫好傷心嘅人
[00:05:02.600 --> 00:05:04.600]  報告被擄嘅得
[00:05:04.600 --> 00:05:06.600]  釋放被囚嘅出監牢
[00:05:06.600 --> 00:05:08.600]  報告上帝施恩俾人嘅歲月
[00:05:08.600 --> 00:05:10.600]  同埋上帝
[00:05:10.600 --> 00:05:12.600]  施行公義
[00:05:12.600 --> 00:05:14.600]  平反嘅大日子
[00:05:14.600 --> 00:05:16.600]  安慰一切悲哀嘅人
[00:05:16.600 --> 00:05:18.600]  賜華觀與錫安悲哀嘅人
[00:05:18.600 --> 00:05:20.600]  代替灰塵
[00:05:20.600 --> 00:05:22.600]  喜樂猶代替悲哀
[00:05:22.600 --> 00:05:24.600]  讚美亦代替憂傷
[00:05:24.600 --> 00:05:26.600]  你聽下呢一度
[00:05:26.600 --> 00:05:28.600]  尼塞亞尼宣告嘅時候
[00:05:28.600 --> 00:05:30.600]  裏面所涉及嘅
[00:05:30.600 --> 00:05:32.600]  幾多係關於痛苦嘅事
[00:05:32.600 --> 00:05:34.600]  有幾多次提到
[00:05:34.600 --> 00:05:36.600]  悲哀悲哀悲哀憂傷
[00:05:36.600 --> 00:05:40.600]  悲哀悲哀悲哀憂傷
[00:05:40.600 --> 00:05:42.600]  呢一度所講嘅悲哀嘅字
[00:05:42.600 --> 00:05:44.600]  正正係八福裏面
[00:05:44.600 --> 00:05:46.600]  第二福所用嘅
[00:05:46.600 --> 00:05:48.600]  嗰一個字
[00:05:48.600 --> 00:05:50.600]  釋迦教話畀我哋聽
[00:05:50.600 --> 00:05:52.600]  呢一段嘅經文係講緊
[00:05:52.600 --> 00:05:54.600]  嗰一位尼塞亞
[00:05:54.600 --> 00:05:56.600]  在猶太嘅傳統裏面
[00:05:56.600 --> 00:05:58.600]  猶太嘅拉比
[00:05:58.600 --> 00:06:00.600]  佢哋稱呼呢一位尼塞亞
[00:06:00.600 --> 00:06:02.600]  叫做
[00:06:02.600 --> 00:06:04.600]  Mahanim
[00:06:04.600 --> 00:06:06.600]  Mahanim嘅意思
[00:06:06.600 --> 00:06:08.600]  即係那次下安慰的
[00:06:08.600 --> 00:06:10.600]  而呢一位次下安慰者
[00:06:10.600 --> 00:06:12.600]  佢嚟嘅時候
[00:06:12.600 --> 00:06:14.600]  佢就係接觸過一啲
[00:06:14.600 --> 00:06:16.600]  受欺壓受苦
[00:06:16.600 --> 00:06:18.600]  捱窮痛楚嘅人
[00:06:18.600 --> 00:06:22.600]  佢哋點解喊
[00:06:22.600 --> 00:06:24.600]  點解佢哋受苦
[00:06:24.600 --> 00:06:26.600]  你又點解喊
[00:06:26.600 --> 00:06:28.600]  你又點解難過
[00:06:28.600 --> 00:06:32.600]  我諗我難過可能係
[00:06:32.600 --> 00:06:34.600]  我覺得我應該得到嘅
[00:06:34.600 --> 00:06:36.600]  我得唔到我應該得到嘅尊重
[00:06:36.600 --> 00:06:38.600]  我得唔到我應該得到嘅愛得唔到
[00:06:38.600 --> 00:06:40.600]  我唔知點解
[00:06:40.600 --> 00:06:42.600]  冇照住
[00:06:42.600 --> 00:06:44.600]  我以為我已經做到嘅得到
[00:06:44.600 --> 00:06:46.600]  嗰個正面嘅讚賞
[00:06:46.600 --> 00:06:48.600]  或者係正面嘅報償
[00:06:48.600 --> 00:06:50.600]  心裏面就哀傷
[00:06:50.600 --> 00:06:52.600]  你點解哀傷或者係覺得
[00:06:52.600 --> 00:06:54.600]  明明唔應該
[00:06:54.600 --> 00:06:56.600]  係咁嘅上帝
[00:06:56.600 --> 00:06:58.600]  唔應該係咁嘅個世界
[00:06:58.600 --> 00:07:00.600]  唔應該係咁嘅但係可惜個
[00:07:00.600 --> 00:07:02.600]  世界就係咁咁點呀
[00:07:02.600 --> 00:07:04.600]  呢一啲嘅人
[00:07:04.600 --> 00:07:06.600]  佢哋會話
[00:07:06.600 --> 00:07:08.600]  上帝嘅公義
[00:07:08.600 --> 00:07:10.600]  係遲遲都唔
[00:07:10.600 --> 00:07:12.600]  伸張出嚟
[00:07:12.600 --> 00:07:14.600]  所以佢哋
[00:07:14.600 --> 00:07:16.600]  覺得哀傷
[00:07:16.600 --> 00:07:18.600]  其實我哋真係要好
[00:07:18.600 --> 00:07:20.600]  小心
[00:07:20.600 --> 00:07:22.600]  一方面我哋要真係
[00:07:22.600 --> 00:07:24.600]  話上帝呀你嘅
[00:07:24.600 --> 00:07:26.600]  公義點解仲唔伸張出嚟
[00:07:26.600 --> 00:07:28.600]  但係我哋
[00:07:28.600 --> 00:07:30.600]  仍然要留返一個嘅空間
[00:07:30.600 --> 00:07:32.600]  話我以為上帝嘅
[00:07:32.600 --> 00:07:34.600]  公義應該係咁不過係我
[00:07:34.600 --> 00:07:36.600]  以為啫
[00:07:36.600 --> 00:07:38.600]  我最終都係要話上帝嘅公義
[00:07:38.600 --> 00:07:40.600]  白紙黑字佢
[00:07:40.600 --> 00:07:42.600]  清清楚楚講嗰啲
[00:07:42.600 --> 00:07:44.600]  係佢全盤審判嗰啲
