
[00:00:00.000 --> 00:00:06.000]  創造我們的主,我們的神,我們在祢面前覺得很慚愧,也覺得很羞恥,
[00:00:06.000 --> 00:00:13.000]  這些就是我們的人類,就是我們同胞,就是我們同一樣的族類,同一種的生物,
[00:00:13.000 --> 00:00:17.000]  在祢面前是多麼無地自容。
[00:00:17.000 --> 00:00:22.000]  我不知道你在天上看下來的時候,你那種難過和憤怒,
[00:00:22.000 --> 00:00:26.000]  但我們仍然求我們的主憐憫我們人類,
[00:00:26.000 --> 00:00:35.000]  在你未回來之前,主耶穌基督讓我們有機會將祢的福音能夠更多地跟人分享。
[00:00:35.000 --> 00:00:39.000]  我們知道福音去到哪裡,哪裡就有改變,
[00:00:39.000 --> 00:00:46.000]  我們求主祢自己憐憫我們,讓我們在祢自己的國當中盡少少的綿力,
[00:00:46.000 --> 00:00:49.000]  我們知道改變不了這個世界有多少,
[00:00:49.000 --> 00:00:52.000]  但我們在祢面前要盡的力量,
[00:00:52.000 --> 00:00:57.000]  我們知道祢也會紀念,祢也會知道,並且祢也會計算,
[00:00:57.000 --> 00:01:02.000]  求主差遣我們,我們好像先知以賽雅說「我都是在者類」,
[00:01:02.000 --> 00:01:08.000]  請差遣我們,奉主的名祈禱,阿們。
[00:01:22.000 --> 00:01:26.000]  在阿蘇第57章,剛才我們所讀的那段聖經,
[00:01:26.000 --> 00:01:32.000]  我給了一個題目,是神透過先知以賽雅和她的說話,
[00:01:32.000 --> 00:01:36.000]  呼籲我們回歸祂,回歸神,
[00:01:36.000 --> 00:01:42.000]  我相信這個正是今天我們人類的信息,也是你和我的信息,
[00:01:42.000 --> 00:01:46.000]  有人說我們城北堂三十年了還要回歸神嗎?
[00:01:46.000 --> 00:01:53.000]  沒錯,每一個基督徒無論他是怎樣,包括站在台上的我,都要回歸神,
[00:01:53.000 --> 00:01:57.000]  每一間的教會都要回歸神,
[00:01:57.000 --> 00:02:03.000]  為什麼?因為我們有時候自己都不覺的,不知不覺的,
[00:02:03.000 --> 00:02:06.000]  我們已經慢慢慢慢遠離了神,
[00:02:06.000 --> 00:02:11.000]  我們要不斷提醒我們自己,要聽神自己所說的話,
[00:02:11.000 --> 00:02:18.000]  和對我們的挑戰,呼籲來回歸祂,
[00:02:18.000 --> 00:02:25.000]  回歸神的呼喚,什麼叫做回歸神?
[00:02:25.000 --> 00:02:28.000]  有些弟兄姐妹說我今天不是回來了禮拜堂嗎?
[00:02:28.000 --> 00:02:31.000]  我還要看這個題目嗎?
[00:02:31.000 --> 00:02:33.000]  我起碼這麼多年來都有來禮拜堂,
[00:02:33.000 --> 00:02:37.000]  沒錯,我不是說你不來禮拜堂,不是說星期六沒有在,
[00:02:37.000 --> 00:02:43.000]  甚至我去團契,或者你去不同的侍奉,有主有學,
[00:02:43.000 --> 00:02:52.000]  但是神的意思,回歸祂不是單單一些活動,參與一些聚會,
[00:02:52.000 --> 00:02:59.000]  回歸神是將你的心,你的生活重新將神放在最重要的位置,
[00:02:59.000 --> 00:03:03.000]  這個是聖經裡面多次講到回歸的時候所講的意思,
[00:03:03.000 --> 00:03:07.000]  一會兒我們會看下去,這段聖經也是這樣講,
[00:03:07.000 --> 00:03:15.000]  為什麼我們在這個時代裡面真的要更多講回歸神這個訊息呢?
[00:03:15.000 --> 00:03:21.000]  我們說時代變了,從以前一直傳統的社會到現在,
[00:03:21.000 --> 00:03:24.000]  有些社會學家用了一個新的字眼來描述,
[00:03:24.000 --> 00:03:29.000]  就叫做Secularization,世俗化,什麼叫世俗化呢?
[00:03:29.000 --> 00:03:32.000]  世俗化和以前的社會對信仰有什麼不同呢?
[00:03:32.000 --> 00:03:35.000]  以前的社會,譬如你看回300年前,
[00:03:35.000 --> 00:03:40.000]  你看回當時那些人所寫的字,所寫的信件,
[00:03:40.000 --> 00:03:45.000]  早上起床所做的事,晚上,每天裡面很多時候,
[00:03:45.000 --> 00:03:50.000]  無論他明不明,他做不做也好,他知不知道也好,
[00:03:50.000 --> 00:03:53.000]  習慣不習慣也好,他都已經是不斷的,
[00:03:53.000 --> 00:03:57.000]  信仰在他的生命裡面是一個很重要的部分,
[00:03:57.000 --> 00:04:04.000]  每一封寫的信,你看回當時的,或者美國托方者的時候,
[00:04:04.000 --> 00:04:07.000]  那個時代的那些清教徒,
[00:04:07.000 --> 00:04:11.000]  星期天全天由早到晚,做一件事就是敬拜神,
[00:04:11.000 --> 00:04:17.000]  然後分享神自己的恩典,然後晚上大家一起祈禱,
[00:04:17.000 --> 00:04:21.000]  家庭也是,整個社區也是,沒有店鋪開的,
[00:04:21.000 --> 00:04:26.000]  這個就是信仰在他們生命裡面佔一個最重要的位置,
[00:04:26.000 --> 00:04:29.000]  我知道有些人說,哎呀,這個很老土的,
[00:04:29.000 --> 00:04:32.000]  這些東西以前是這樣,現在不行了,
[00:04:32.000 --> 00:04:36.000]  是的,或者那個時候做得很虛偽,會表面化,
[00:04:36.000 --> 00:04:43.000]  但是起碼信仰在生命當中是佔一個很重要的位置,
[00:04:43.000 --> 00:04:46.000]  如果你跟我一樣信了幾十年的,
[00:04:46.000 --> 00:04:49.000]  你可能記得當年我們在教會裡面,
[00:04:49.000 --> 00:04:52.000]  七十年代的時候,那個時候討論些什麼呢?
[00:04:52.000 --> 00:04:57.000]  在教會裡面,那個時候華人教會,我們是整個團契的聚會,
[00:04:57.000 --> 00:04:58.000]  在那裡討論什麼呢?
[00:04:58.000 --> 00:05:03.000]  討論可不可以穿牛仔褲回來禮拜堂,
[00:05:03.000 --> 00:05:08.000]  牧師說你千萬不要約人的時候,
[00:05:08.000 --> 00:05:13.000]  約他在戲院門口等,無謂被人誤會你是看戲,
[00:05:13.000 --> 00:05:17.000]  現在回想起來,有些很好笑,這樣也可以的,
[00:05:17.000 --> 00:05:22.000]  是的,那個時候可能有很多東西好像變得很表面,僵化,律法主義,
[00:05:22.000 --> 00:05:25.000]  但是今天起碼我們又轉到另外一樣東西,
[00:05:25.000 --> 00:05:28.000]  轉到一個世俗化的地方,我們不需要神,
[00:05:28.000 --> 00:05:32.000]  今天我們在多倫多的街頭,你隨便問一個人,
[00:05:32.000 --> 00:05:38.000]  整個禮拜,上個禮拜,從早到晚,二十四小時,七天,
[00:05:38.000 --> 00:05:42.000]  他可以不需要神而活得很好的,
[00:05:42.000 --> 00:05:45.000]  恐怕有時候你和我,基督徒有時候都是這樣,
[00:05:45.000 --> 00:05:49.000]  我們星期六日回來禮拜堂,第一至六的時候,
[00:05:49.000 --> 00:05:53.000]  你發覺你自己根本是不需要神的,
[00:05:53.000 --> 00:05:59.000]  由早上起床,吃東西,上班,開車,解決你自己公司裏面的問題,
[00:05:59.000 --> 00:06:03.000]  然後解決家裏面的問題,你沒有想過用神,
[00:06:03.000 --> 00:06:06.000]  沒有想過在神那裏得到什麼意思,
[00:06:06.000 --> 00:06:09.000]  沒有想過去尋求祂怎樣去解答,
[00:06:09.000 --> 00:06:12.000]  然後你憑著你自己的經驗和所擁有的東西,
[00:06:12.000 --> 00:06:17.000]  足以解決所有的問題,所以我們的信仰在我們的生活裏面,
[00:06:17.000 --> 00:06:22.000]  很窄,窄到星期六日在團契,或者在主日學,
[00:06:22.000 --> 00:06:26.000]  或者在教堂裏面,才出現的,然後其他時間就消失了,
[00:06:26.000 --> 00:06:32.000]  這個叫世俗化,我們就是一個這樣的社會,
[00:06:32.000 --> 00:06:35.000]  我們不知不覺,我們已經在這樣的社會當中,
[00:06:35.000 --> 00:06:39.000]  我們過著這樣的生活,所以神呼籲我們,
[00:06:39.000 --> 00:06:43.000]  你要回歸,究竟什麼叫做回歸,怎樣去回歸,
[00:06:43.000 --> 00:06:46.000]  今天我們用這段聖經一起來思想,
[00:06:46.000 --> 00:06:49.000]  我相信這段聖經不是很多頂智媒很熟悉,
[00:06:49.000 --> 00:06:53.000]  剛才讀的時候可能你會發覺是較為陌生,
[00:06:53.000 --> 00:06:57.000]  如果是的話,你和我一起打開,如果有聖經的話,
[00:06:57.000 --> 00:07:02.000]  你打開《以徹夏書》第57章,我們今天就看第10節到第21節,
[00:07:02.000 --> 00:07:08.000]  你打開的時候讀起來,前後文裏面所講的東西比較容易把握,
[00:07:08.000 --> 00:07:14.000]  我們的程序單裏面第3頁,第4頁是我們講到的大綱,
[00:07:14.000 --> 00:07:21.000]  亦都可以打開一起來思想,這樣就比較容易知道,
[00:07:21.000 --> 00:07:24.000]  究竟這段聖經我們要看的是什麼。
[00:07:24.000 --> 00:07:35.000]  《以徹夏書》第57章,如果你將它去分析的時候,
[00:07:35.000 --> 00:07:39.000]  我自己個人覺得最核心的主題,
[00:07:39.000 --> 00:07:44.000]  反而是跳到中間那兩節聖經第14和第15節,
[00:07:44.000 --> 00:07:50.000]  第14和第15節就告訴你為什麼我們要回歸神,
[00:07:50.000 --> 00:07:53.000]  剛才我們說為什麼我們要回歸神,
[00:07:53.000 --> 00:07:56.000]  我們現在的生活不是很好嗎?
[00:07:56.000 --> 00:08:01.000]  聖經這裏,神用祂自己的說話來提醒我們,
[00:08:01.000 --> 00:08:05.000]  第14節那裏說必有人酸,你們要填高填高,
[00:08:05.000 --> 00:08:12.000]  要修平道路,把障礙物從我的子民的路上除掉。
[00:08:12.000 --> 00:08:16.000]  為什麼要回歸神?
[00:08:16.000 --> 00:08:21.000]  因為我們人生的路,遲早你沒有辦法逃避的,
[00:08:21.000 --> 00:08:27.000]  你要填很多坎,填高填高的意思就是說因為有坎,
[00:08:27.000 --> 00:08:30.000]  你人生的路上會有坎的,你還要什麼呢?
[00:08:30.000 --> 00:08:35.000]  你還要修平那些障礙物,要移開,
