
[00:00:00.000 --> 00:00:04.000]  我好鍾意睇歷史書
[00:00:04.000 --> 00:00:09.000]  我就發現好多知名人士
[00:00:09.000 --> 00:00:12.000]  都係壯志未酬
[00:00:12.000 --> 00:00:16.000]  譬如孫中山
[00:00:16.000 --> 00:00:19.000]  佢知你革命40年
[00:00:19.000 --> 00:00:23.000]  不過個遺囑一開始就話
[00:00:23.000 --> 00:00:28.000]  現在革命尚未成功
[00:00:28.000 --> 00:00:32.000]  40年壯志未酬
[00:00:32.000 --> 00:00:38.000]  大家都熟悉聽過宋朝的岳飛
[00:00:38.000 --> 00:00:44.000]  他打仗向所媲美
[00:00:44.000 --> 00:00:47.000]  他希望收復河山
[00:00:47.000 --> 00:00:50.000]  但得不到朝廷的支持
[00:00:50.000 --> 00:00:53.000]  他寫了一首詞叫《小松山》
[00:00:53.000 --> 00:00:56.000]  有兩句我特別感動
[00:00:56.000 --> 00:01:00.000]  《舊山松竹路左歸程》
[00:01:00.000 --> 00:01:03.000]  即是被人拿走的地
[00:01:03.000 --> 00:01:06.000]  那些松樹竹樹已經老
[00:01:06.000 --> 00:01:08.000]  現在我又回不去
[00:01:08.000 --> 00:01:11.000]  我想回去收復又回不去
[00:01:11.000 --> 00:01:12.000]  左歸程
[00:01:12.000 --> 00:01:15.000]  岳飛之後40年
[00:01:15.000 --> 00:01:19.000]  有一個文武相傳的詞人
[00:01:19.000 --> 00:01:21.000]  叫做辛棄疾
[00:01:21.000 --> 00:01:28.000]  我記得我們的姊妹斌斌
[00:01:28.000 --> 00:01:32.000]  我問她喜歡在大學讀文學
[00:01:32.000 --> 00:01:33.000]  喜歡讀什麼
[00:01:33.000 --> 00:01:34.000]  她喜歡讀《蘇申》
[00:01:34.000 --> 00:01:36.000]  《蘇式》和《辛棄疾》
[00:01:36.000 --> 00:01:37.000]  《蘇式》的詞很厲害
[00:01:37.000 --> 00:01:39.000]  打仗就未聽過
[00:01:39.000 --> 00:01:41.000]  不過《辛棄疾》和她一樣齊名
[00:01:41.000 --> 00:01:43.000]  但《辛棄疾》打仗很厲害
[00:01:43.000 --> 00:01:46.000]  她又是想收復河山
[00:01:46.000 --> 00:01:47.000]  領兵北伐
[00:01:47.000 --> 00:01:50.000]  但朝廷不用她
[00:01:50.000 --> 00:01:52.000]  於是她屈屈中農
[00:01:52.000 --> 00:01:54.000]  她寫了另一首詞
[00:01:54.000 --> 00:01:56.000]  說我醉了
[00:01:56.000 --> 00:01:58.000]  就點起油燈
[00:01:58.000 --> 00:01:59.000]  看我把劍
[00:01:59.000 --> 00:02:04.000]  我在夢裡夢到沙場
[00:02:04.000 --> 00:02:07.000]  戰場上號角的聲音
[00:02:07.000 --> 00:02:09.000]  醉裡挑燈看劍
[00:02:09.000 --> 00:02:12.000]  夢迴吹角連營
[00:02:12.000 --> 00:02:14.000]  但最後那句
[00:02:14.000 --> 00:02:16.000]  可憐白髮生
[00:02:16.000 --> 00:02:18.000]  可憐一個白髮的人
[00:02:18.000 --> 00:02:19.000]  就是自己
[00:02:19.000 --> 00:02:21.000]  壯志未酬
[00:02:21.000 --> 00:02:24.000]  其實今天我就想起你
[00:02:24.000 --> 00:02:27.000]  你會不會有一種感覺
[00:02:27.000 --> 00:02:29.000]  是壯志未酬
[00:02:29.000 --> 00:02:33.000]  上帝又怎樣可以幫到你呢
[00:02:33.000 --> 00:02:35.000]  我希望今天
[00:02:35.000 --> 00:02:37.000]  我們看約書
[00:02:37.000 --> 00:02:39.000]  上帝透過這個人的生命
[00:02:39.000 --> 00:02:44.000]  來鼓勵你幫到你
[00:02:44.000 --> 00:02:48.000]  以致你不是一個壯志未酬的人生
[00:02:48.000 --> 00:02:51.000]  而是你經歷到一個豐盛的人生
[00:02:51.000 --> 00:02:54.000]  約書十三章一節
[00:02:54.000 --> 00:02:57.000]  上帝說了一句很特別的話
[00:02:57.000 --> 00:02:59.000]  剛才我們的主席
[00:02:59.000 --> 00:03:01.000]  方子梅都提到
[00:03:01.000 --> 00:03:03.000]  上帝說
[00:03:03.000 --> 00:03:07.000]  你已經老了
[00:03:07.000 --> 00:03:08.000]  他們約書說
[00:03:08.000 --> 00:03:09.000]  年紀不少了
[00:03:09.000 --> 00:03:13.000]  還有很多的地有待修復
[00:03:13.000 --> 00:03:17.000]  那時候約書大約九十到九十五歲
[00:03:17.000 --> 00:03:20.000]  比我大二十幾年
[00:03:20.000 --> 00:03:23.000]  他帶領以色列人過約旦河
[00:03:23.000 --> 00:03:25.000]  已經過了七年
[00:03:25.000 --> 00:03:28.000]  以色列人得到上帝的恩待
[00:03:28.000 --> 00:03:31.000]  去到哪裏就贏到哪裏
[00:03:31.000 --> 00:03:34.000]  但他竟然打著打著就停下來
[00:03:34.000 --> 00:03:36.000]  不再前進
[00:03:36.000 --> 00:03:38.000]  為什麼呢
[00:03:38.000 --> 00:03:40.000]  是否他們被人打敗
[00:03:40.000 --> 00:03:42.000]  是否敵人太強
[00:03:42.000 --> 00:03:43.000]  不是
[00:03:43.000 --> 00:03:45.000]  因為上帝這樣應許約書
[00:03:45.000 --> 00:03:47.000]  在第一章已經說
[00:03:47.000 --> 00:03:48.000]  你現在要去
[00:03:48.000 --> 00:03:51.000]  和全體人民過這個約旦河
[00:03:51.000 --> 00:03:54.000]  到我賜給你的地方去
[00:03:54.000 --> 00:03:58.000]  你們的腳掌踏的每一處地方
[00:03:58.000 --> 00:04:01.000]  我都照我應許摩西的給你們
[00:04:01.000 --> 00:04:02.000]  他們約書後說
[00:04:02.000 --> 00:04:05.000]  你一生日只必無一人
[00:04:05.000 --> 00:04:07.000]  在你面前站立得住
[00:04:07.000 --> 00:04:08.000]  這個很大的應許
[00:04:08.000 --> 00:04:10.000]  上帝的約書
[00:04:10.000 --> 00:04:12.000]  你沒有一個人能夠站得住
[00:04:12.000 --> 00:04:14.000]  一定會贏的
[00:04:14.000 --> 00:04:16.000]  我怎樣與摩西同在
[00:04:16.000 --> 00:04:18.000]  怎樣也要與你同在
[00:04:18.000 --> 00:04:22.000]  我必不離開你也不離棄你
[00:04:22.000 --> 00:04:24.000]  哇
[00:04:24.000 --> 00:04:27.000]  為什麼他打了七年仗
[00:04:27.000 --> 00:04:29.000]  都拿不到那些地呢
[00:04:29.000 --> 00:04:30.000]  其實那些地
[00:04:30.000 --> 00:04:32.000]  如果你看到約書
[00:04:32.000 --> 00:04:34.000]  他分地給那些十二千八百人
[00:04:34.000 --> 00:04:37.000]  其實分的加起來都不是很多
[00:04:37.000 --> 00:04:38.000]  約旦河東邊一些
[00:04:38.000 --> 00:04:40.000]  西邊一些是那麽多
[00:04:40.000 --> 00:04:43.000]  你知不知道1967年的六日戰爭
[00:04:43.000 --> 00:04:45.000]  六日的時間
[00:04:45.000 --> 00:04:47.000]  以色列的軍隊已經過了尼羅河
[00:04:47.000 --> 00:04:49.000]  差不多到開路
[00:04:49.000 --> 00:04:52.000]  北邊就去到敘利亞
[00:04:52.000 --> 00:04:54.000]  差不多到大馬士革
[00:04:54.000 --> 00:04:56.000]  東邊就去到約旦
[00:04:56.000 --> 00:04:58.000]  七天就打了那麽多地方
[00:04:58.000 --> 00:04:59.000]  為什麽現在打了七天
[00:04:59.000 --> 00:05:00.000]  六天打了那麽多地方
[00:05:00.000 --> 00:05:01.000]  為什麽現在打了七年
[00:05:01.000 --> 00:05:03.000]  都打不完呢
