
[00:00:00.000 --> 00:00:07.000]  如果你有《聖經》的話,請你打開《創世紀》第一章一到二節,
[00:00:07.000 --> 00:00:11.000]  知道在哪裡,不需要去找了。
[00:00:11.000 --> 00:00:14.000]  你就把《聖經》往前面打開就行了。
[00:00:14.000 --> 00:00:21.000]  第一章第一節到第二節。
[00:00:21.000 --> 00:00:24.000]  很簡單的幾句話,我們一起來念。
[00:00:24.000 --> 00:00:30.000]  祈出神創造天地,地是空虛混沌,
[00:00:30.000 --> 00:00:35.000]  月面黑暗,神的靈運行在水面上。
[00:00:35.000 --> 00:00:37.000]  好,我們一起禱告。
[00:00:37.000 --> 00:00:40.000]  我們在天上的父神,愛我們的主耶穌基督,
[00:00:40.000 --> 00:00:44.000]  我們因著祢自己的慈愛,因著祢自己的信使,
[00:00:44.000 --> 00:00:48.000]  我們來到祢面前向祢下拜,敬拜祢。
[00:00:48.000 --> 00:00:51.000]  主施祢自己的恩典,我們離開了祢,
[00:00:51.000 --> 00:00:55.000]  我們什麼事情都不能做,我們連敬拜祢都不能做。
[00:00:55.000 --> 00:00:59.000]  主我們感謝祢,感謝祢為我們所成就的事情,
[00:00:59.000 --> 00:01:04.000]  我們把在座的每一位弟兄姊妹和福音朋友都仰望在祢的手中,
[00:01:04.000 --> 00:01:07.000]  願祢用祢自己的話,藉著祢自己的聖靈,
[00:01:07.000 --> 00:01:10.000]  在人的心裡面動祢自己的善功。
[00:01:10.000 --> 00:01:15.000]  我們感謝禱告,順從主耶穌基督的聖名。
[00:01:15.000 --> 00:01:19.000]  當我們念完了《創世紀》第一章第一節到第二節的時候,
[00:01:19.000 --> 00:01:21.000]  我不知道你心裡面在想什麼,
[00:01:21.000 --> 00:01:24.000]  可能你心裡面是不是在想進化論,
[00:01:24.000 --> 00:01:29.000]  或者是你心裡面在想那些化石。
[00:01:29.000 --> 00:01:32.000]  以前有人去我辦公室的時候,
[00:01:32.000 --> 00:01:35.000]  就看到我那個桌子上有很多石頭,
[00:01:35.000 --> 00:01:40.000]  他們就問我說,你是不是收集化石。
[00:01:40.000 --> 00:01:44.000]  我說不是,我說這些是你們團契,
[00:01:44.000 --> 00:01:48.000]  清房間的時候不曉得為什麼會有石頭在裡面。
[00:01:48.000 --> 00:01:51.000]  我不曉得你是不是就想到這些了,
[00:01:51.000 --> 00:01:54.000]  當我們念到《創世紀》第一章第一節到第二節的時候,
[00:01:54.000 --> 00:01:57.000]  或者是整個《創世紀》第一章的時候,
[00:01:57.000 --> 00:02:00.000]  你是不是也在想恐龍的事情,
[00:02:00.000 --> 00:02:06.000]  你是不是在想那些岩石層,
[00:02:06.000 --> 00:02:13.000]  是不是也在想神真的是在六天之內創造了一切嗎?
[00:02:13.000 --> 00:02:18.000]  過去一百五十年來,好像許許多多的證據,
[00:02:18.000 --> 00:02:21.000]  從所謂的進化論的這些學者,
[00:02:21.000 --> 00:02:24.000]  證明進化論是對的。
[00:02:24.000 --> 00:02:27.000]  讓基督徒,我們信主的人,
[00:02:27.000 --> 00:02:30.000]  很多時候當我們面對進化論,
[00:02:30.000 --> 00:02:34.000]  面對進化論的這些相信的人的時候,
[00:02:34.000 --> 00:02:36.000]  我們好像打敗了仗一樣,
[00:02:36.000 --> 00:02:39.000]  我們好像什麼話都講不出來。
[00:02:39.000 --> 00:02:44.000]  我今天不是要跟大家講進化論,
[00:02:44.000 --> 00:02:47.000]  我也不認為我有這個能力和資格,
[00:02:47.000 --> 00:02:52.000]  我也不要跟你們證明有神,
[00:02:52.000 --> 00:02:56.000]  因為我自己一直認為,
[00:02:56.000 --> 00:03:00.000]  無論任何人想要證明神的存在,
[00:03:00.000 --> 00:03:04.000]  在我心裡面,那個人是個愚昧的人。
[00:03:04.000 --> 00:03:11.000]  我們在舊約裡面,我們看見摩西想要看神的面,
[00:03:11.000 --> 00:03:13.000]  他沒有見到。
[00:03:13.000 --> 00:03:18.000]  沒有人可以證明神存在,
[00:03:18.000 --> 00:03:21.000]  但是我們從聖經裡面我們看見,
[00:03:21.000 --> 00:03:25.000]  只有一個人讓我們看見神存在,
[00:03:25.000 --> 00:03:27.000]  就是耶穌。
[00:03:27.000 --> 00:03:29.000]  祂來到這個世界上,
[00:03:29.000 --> 00:03:36.000]  讓我們看見祂是唯一的一個能夠將神給人看的。
[00:03:36.000 --> 00:03:39.000]  我們看見了耶穌,我們就是看見了神。
[00:03:39.000 --> 00:03:41.000]  主耶穌祂自己也告訴我們,
[00:03:41.000 --> 00:03:44.000]  祂說有了我,就有父,
[00:03:44.000 --> 00:03:47.000]  信我的就是信父的。
[00:03:47.000 --> 00:03:50.000]  不過,的的確確,
[00:03:50.000 --> 00:03:53.000]  當我們在思想到這些問題的時候,
[00:03:53.000 --> 00:03:56.000]  那些被稱為所謂的證據,
[00:03:56.000 --> 00:03:59.000]  其實歸納到一件事情,
[00:03:59.000 --> 00:04:02.000]  就是提到地球的年齡。
[00:04:02.000 --> 00:04:03.000]  因為這個也牽涉到,
[00:04:03.000 --> 00:04:07.000]  我們到底相信神在創造的時候,
[00:04:07.000 --> 00:04:10.000]  是在六天之內把所有的事情都做完了呢?
[00:04:10.000 --> 00:04:15.000]  還是真的是地球是一個很古老很古老的?
[00:04:15.000 --> 00:04:24.000]  我們推到多少億年前就開始有的。
[00:04:24.000 --> 00:04:26.000]  那這些證據,
[00:04:26.000 --> 00:04:28.000]  從過去150年我們收到的,
[00:04:28.000 --> 00:04:30.000]  我們看到的報章雜誌,
[00:04:30.000 --> 00:04:33.000]  我們看到的甚至從教科書上面,
[00:04:33.000 --> 00:04:37.000]  我們這些東西真的給福音派的人,
[00:04:37.000 --> 00:04:40.000]  給我們信主的人有一個很大的震撼,
[00:04:40.000 --> 00:04:47.000]  甚至離聖經越來越遠,
[00:04:47.000 --> 00:04:52.000]  最後乾脆就是否認神的創造宇宙,
[00:04:52.000 --> 00:04:55.000]  否認祂是這一位創造宇宙的真神,
[00:04:55.000 --> 00:04:58.000]  宇宙萬物的真神。
[00:04:58.000 --> 00:05:01.000]  因此在福音派裡面,
[00:05:01.000 --> 00:05:04.000]  就有所謂的這些神學家,
[00:05:04.000 --> 00:05:06.000]  或者是說科學家,
[00:05:06.000 --> 00:05:08.000]  那麼信神的科學家,
[00:05:08.000 --> 00:05:15.000]  那麼就產生演變出來所謂的神導進化論。
[00:05:15.000 --> 00:05:18.000]  那麼對他們來講,
[00:05:18.000 --> 00:05:24.000]  創世紀第一章第一節一直到第二章的記載,
[00:05:24.000 --> 00:05:26.000]  就成了什麼呢?
[00:05:26.000 --> 00:05:32.000]  成了神話,成了詩歌,
[00:05:32.000 --> 00:05:36.000]  不再是史實了,
[00:05:36.000 --> 00:05:43.000]  從六天變成了幾十億年。
[00:05:43.000 --> 00:05:45.000]  那麼今天我在這裡,
[00:05:45.000 --> 00:05:49.000]  跟大家介紹的一個就是根據有一對父子,
[00:05:49.000 --> 00:05:52.000]  叫做Henry還有John Morris,
[00:05:52.000 --> 00:05:56.000]  這兩位他們都是所謂的科學家,
[00:05:56.000 --> 00:05:59.000]  但是他們也兩位都是PhD,
[00:05:59.000 --> 00:06:01.000]  那這個Henry是他的父親,
[00:06:01.000 --> 00:06:07.000]  他成立了一個所謂叫做Institution of Creation Research,
[00:06:07.000 --> 00:06:10.000]  那麼他的兒子John Morris,
[00:06:10.000 --> 00:06:14.000]  John Morris他的主修的本科是地質學,
[00:06:14.000 --> 00:06:16.000]  他是地質學的博士,
[00:06:16.000 --> 00:06:20.000]  然後在學校裡面教了幾十年的地質學,
[00:06:20.000 --> 00:06:24.000]  然後他也收集了許許多多的所謂的,
[00:06:24.000 --> 00:06:27.000]  關於進化論這些東西的資料,
[00:06:27.000 --> 00:06:33.000]  那麼他也實際的去勘察,
[00:06:33.000 --> 00:06:38.000]  他發現問題不是在於有沒有資料,
[00:06:38.000 --> 00:06:41.000]  說實在話也是沒有什麼很多的資料,
[00:06:41.000 --> 00:06:45.000]  我們講到說微觀進化,
[00:06:45.000 --> 00:06:47.000]  還有一個叫什麼,
[00:06:47.000 --> 00:06:50.000]  一個叫微觀,一個叫宏觀進化,
[00:06:50.000 --> 00:06:52.000]  微觀進化有的時候會找到,
[00:06:52.000 --> 00:06:55.000]  比方講說人會變黑了,
[00:06:55.000 --> 00:06:57.000]  或者說非洲的黑人,
[00:06:57.000 --> 00:06:59.000]  或者是說其他地方的人,
[00:06:59.000 --> 00:07:01.000]  看起來好像不像,
[00:07:01.000 --> 00:07:04.000]  但是看起來又很像,
[00:07:04.000 --> 00:07:08.000]  或者是說一些微細的變化,
[00:07:08.000 --> 00:07:13.000]  但是宏觀的進化卻完全沒有根據,
[00:07:13.000 --> 00:07:15.000]  但是他也收集了許多的資料,
[00:07:15.000 --> 00:07:17.000]  那他也曉得,
[00:07:17.000 --> 00:07:21.000]  真的是怎麼樣去討論這件事情,
[00:07:21.000 --> 00:07:25.000]  是跟對於所收集到的資料,
[00:07:25.000 --> 00:07:27.000]  解讀的方式是有關係的,
[00:07:27.000 --> 00:07:29.000]  你怎麼樣去解釋,
[00:07:29.000 --> 00:07:31.000]  憑著什麼來解釋,
[00:07:31.000 --> 00:07:32.000]  不管是進化論也好,
[00:07:32.000 --> 00:07:34.000]  或者是創造論也好,
[00:07:34.000 --> 00:07:36.000]  都是過去所發生的事情,
[00:07:36.000 --> 00:07:38.000]  而且不可能會再重複的,
[00:07:38.000 --> 00:07:40.000]  所以對他來講,
[00:07:40.000 --> 00:07:43.000]  他說所有的進化論的學者,
[00:07:43.000 --> 00:07:45.000]  或者是創造論的學者,
[00:07:45.000 --> 00:07:47.000]  那麼這些事情都只能用,
[00:07:47.000 --> 00:07:50.000]  根據我們現在所收集到的資料,
[00:07:50.000 --> 00:07:52.000]  或者是說現在所發生的事情,
[00:07:52.000 --> 00:07:56.000]  往回推去解釋過去的事情,
[00:07:56.000 --> 00:07:59.000]  那麼基於這個Institution of Creation Research,
[00:07:59.000 --> 00:08:02.000]  他們認為他自己所收集到的資料,
[00:08:02.000 --> 00:08:05.000]  還有他的其他的同工所收集到的這些資料,
[00:08:05.000 --> 00:08:08.000]  跟進化論的學者所收集到的資料,
[00:08:08.000 --> 00:08:10.000]  其實是差不多的,
[00:08:10.000 --> 00:08:11.000]  真的是差不多的,
[00:08:11.000 --> 00:08:18.000]  但是如果用一些從來沒有證實過的假設,
[00:08:18.000 --> 00:08:21.000]  來解釋這些數據的話,
[00:08:21.000 --> 00:08:23.000]  他說唯一的一條路,
[00:08:23.000 --> 00:08:28.000]  就是變成了所謂地球是幾百億年,
[00:08:28.000 --> 00:08:33.000]  或者是說地球是一個很古老很古老的一個星球,
[00:08:33.000 --> 00:08:36.000]  所以這個Dr. Morris,
[00:08:36.000 --> 00:08:42.000]  他鼓勵人要能夠獨立思想,
[00:08:42.000 --> 00:08:43.000]  他也提到,
[00:08:43.000 --> 00:08:45.000]  他說在美國,
[00:08:45.000 --> 00:08:47.000]  因為他是在美國長大的,
[00:08:47.000 --> 00:08:49.000]  他說我們從小到大,
[00:08:49.000 --> 00:08:50.000]  我們成長的環境,
[00:08:50.000 --> 00:08:53.000]  在學校裡面所受的教育,
[00:08:53.000 --> 00:08:57.000]  我們腦子裡面裝滿了進化論,
[00:08:57.000 --> 00:09:01.000]  而且好像就是說沒有其他的東西,
[00:09:01.000 --> 00:09:03.000]  我記得以前我在念書的時候,
[00:09:03.000 --> 00:09:04.000]  我們有一個弟兄,
[00:09:04.000 --> 00:09:06.000]  這個弟兄他是念immunology,
