
[00:00:00.000 --> 00:00:01.200]  早晨 大家好
[00:00:01.200 --> 00:00:04.000]  今天我第一次來名人堂
[00:00:04.000 --> 00:00:06.500]  都是我的榮幸
[00:00:06.500 --> 00:00:08.000]  很高興見到大家
[00:00:08.000 --> 00:00:13.500]  大家看到我以前這個公司的脈頭了
[00:00:13.500 --> 00:00:18.500]  我是1986年成為香港的執業律師
[00:00:18.500 --> 00:00:21.000]  很快 三年都不夠
[00:00:21.000 --> 00:00:25.500]  89年我就開設自己一個人做老闆的律師樓
[00:00:25.500 --> 00:00:29.000]  這個商標是我自己設計的
[00:00:29.000 --> 00:00:32.000]  有沒有人見過這個脈頭
[00:00:32.000 --> 00:00:35.000]  我當年在大埔也有一間分行
[00:00:35.000 --> 00:00:39.000]  在港福道大埔商業中心的頂樓
[00:00:39.000 --> 00:00:41.000]  有沒有人光顧過
[00:00:41.000 --> 00:00:44.000]  很多年之前
[00:00:44.000 --> 00:00:46.000]  大家留意一下這個脈頭
[00:00:46.000 --> 00:00:51.000]  我當年覺得自己好像很厲害 很漂亮
[00:00:51.000 --> 00:00:53.000]  但是你看清楚一點
[00:00:53.000 --> 00:00:56.000]  就會了解當年我這個人的心態
[00:00:56.000 --> 00:00:58.000]  是什麼心態
[00:01:00.000 --> 00:01:02.000]  自我中心
[00:01:02.000 --> 00:01:04.000]  怎會把自己的勝負擁有這麼大
[00:01:04.000 --> 00:01:06.000]  有這麼大也有這麼大 做什麼呢
[00:01:06.000 --> 00:01:09.000]  其實當年我做律師
[00:01:09.000 --> 00:01:11.000]  為什麼會選擇做律師呢
[00:01:11.000 --> 00:01:13.000]  其實純粹一個目的
[00:01:13.000 --> 00:01:16.000]  就是盡快賺很多錢
[00:01:16.000 --> 00:01:19.000]  我當時沒有什麼公義心
[00:01:19.000 --> 00:01:22.000]  不是想著做律師幫人打官司
[00:01:22.000 --> 00:01:25.000]  尋冤得雪 主持公義
[00:01:25.000 --> 00:01:26.000]  完全沒有
[00:01:26.000 --> 00:01:29.000]  當年香港是法三司 你也聽過吧
[00:01:29.000 --> 00:01:33.000]  什麼律師 職師 醫師
[00:01:33.000 --> 00:01:40.000]  而且當年買賣樓宇的律師費很貴
