
[00:00:00.000 --> 00:00:02.000]  我們開始祈禱知識的祈禱
[00:00:02.000 --> 00:00:08.000]  師父多謝您,讚美您,您給我們今天早上,我們來到主祢面前去見拜
[00:00:08.000 --> 00:00:12.000]  求您,讓我們來到祢面前用心去聆聽祢的話語
[00:00:12.000 --> 00:00:16.000]  叫我們能夠從孩子所講,從弟子所聽,都是同感入靈
[00:00:16.000 --> 00:00:21.000]  幫助我們讓我們反思,在我們生命當中,我們是在戰場還是在草場
[00:00:21.000 --> 00:00:25.000]  幫助我們每一個,聽我們禱告,奉祢教主寶貴耶穌名字祈禱
[00:00:30.000 --> 00:00:34.000]  好,今天所講的故事,其實應該大家都很耳熟能詳
[00:00:34.000 --> 00:00:37.000]  因為這個故事是講大衛打哥利亞
[00:00:37.000 --> 00:00:40.000]  這個故事其實應該是家傳戶曉
[00:00:40.000 --> 00:00:43.000]  無論是小朋友的,大朋友的
[00:00:43.000 --> 00:00:47.000]  無論你未信耶穌的,信了耶穌的
[00:00:47.000 --> 00:00:51.000]  你都可能聽過大衛打哥利亞的故事
[00:00:51.000 --> 00:00:54.000]  有時看這裡的本地新聞的時候
[00:00:54.000 --> 00:00:59.000]  通常形容一些很小的人物,與一些很大的人物的時候
[00:00:59.000 --> 00:01:04.000]  都會用哥利亞這個名字去表達那件事情的發生
[00:01:04.000 --> 00:01:08.000]  對於小朋友來說是非常之罪弱
[00:01:08.000 --> 00:01:13.000]  一個小朋友,一個小小粒粒的大衛竟然能夠打到哥利亞
[00:01:13.000 --> 00:01:15.000]  是很興奮的事情
[00:01:15.000 --> 00:01:19.000]  不過當我們成年人,人大了,可能現實多了
[00:01:19.000 --> 00:01:26.000]  或者看聖經,我們很多時都會從文字、文學的角度去研讀聖經
[00:01:26.000 --> 00:01:31.000]  但是今天我很想從另一個方法去看這段聖經
[00:01:31.000 --> 00:01:35.000]  希望我們在進入這個故事的場景的時候
[00:01:35.000 --> 00:01:38.000]  鼓起頂智慧,多點想像力
[00:01:38.000 --> 00:01:41.000]  我們用我們的想像力去投入聖經的故事
[00:01:41.000 --> 00:01:44.000]  以至你能夠在多方面角度認識
[00:01:44.000 --> 00:01:47.000]  或者藉著故事,聖經中的故事
[00:01:47.000 --> 00:01:57.000]  讓你有更多生命當中的反思
[00:01:57.000 --> 00:02:01.000]  故事講到,菲律師人大軍阿景
[00:02:01.000 --> 00:02:06.000]  來到以色列的境外當中
[00:02:06.000 --> 00:02:09.000]  以色列人和素羅都不甘示弱
[00:02:09.000 --> 00:02:12.000]  於是就在以拉谷那裡團兵
[00:02:12.000 --> 00:02:17.000]  準備去迎戰哥利亞,迎戰菲律師人的戰爭
[00:02:17.000 --> 00:02:22.000]  哥利亞在軍隊當中前來討戰
[00:02:22.000 --> 00:02:26.000]  哥利亞是一個什麼人呢?哥利亞是一個戰士
[00:02:26.000 --> 00:02:30.000]  在聖經中形容到他非常專業,是一個專業的戰士
[00:02:30.000 --> 00:02:35.000]  因為他所穿著的裝備是聖人一籌
[00:02:35.000 --> 00:02:39.000]  有很強的武器,有很強大的軍裝
[00:02:39.000 --> 00:02:43.000]  以至當他前來討戰的時候,一身的好準備
[00:02:43.000 --> 00:02:47.000]  聖經更加講到他前面有一個人幫他保護
[00:02:47.000 --> 00:02:49.000]  所以當你看經文的時候發現
[00:02:49.000 --> 00:02:51.000]  原來哥利亞不只是高大這麼簡單
[00:02:51.000 --> 00:02:56.000]  他的裝備,他的武器是聖人一籌
[00:02:56.000 --> 00:03:01.000]  所以菲律師人,哥利亞來到以色列人面前就說一句話
[00:03:01.000 --> 00:03:05.000]  我是菲律師人,你們是素羅的僕人
[00:03:05.000 --> 00:03:09.000]  我們每個人,每一隊軍隊,不如不要死這麼多人
[00:03:09.000 --> 00:03:14.000]  我們每個隊型就派一個出來,一打一
[00:03:14.000 --> 00:03:17.000]  誰贏了就誰作主
[00:03:17.000 --> 00:03:21.000]  輸了那個就出來去服侍贏了那個
[00:03:21.000 --> 00:03:24.000]  如果我贏了的話,你就作我僕人
[00:03:24.000 --> 00:03:27.000]  如果你贏了的話,我就作你僕人
[00:03:27.000 --> 00:03:31.000]  你找一個出來跟我打一個就可以了
[00:03:31.000 --> 00:03:36.000]  在古時這個戰爭方法,無論是西方也好,或者中國也好
[00:03:36.000 --> 00:03:41.000]  都有一種挑戰方法,免受這麼多雙方的死亡
[00:03:41.000 --> 00:03:46.000]  總之一人派一個,誰贏了就誰作誰的主人
[00:03:46.000 --> 00:03:52.000]  但是當素羅和以色列人聽到哥利亞的話的時候
[00:03:52.000 --> 00:03:58.000]  他們害怕了,因為被哥利亞的軍裝的身形
[00:03:58.000 --> 00:04:03.000]  或者軍隊嚇到,根本就不敢前來應戰
[00:04:03.000 --> 00:04:08.000]  哥利亞在這個過程當中已經挑戰了四十天了
[00:04:08.000 --> 00:04:14.000]  四十天了,從來都沒有人能夠夠膽出來去迎戰哥利亞
[00:04:14.000 --> 00:04:18.000]  因為哥利亞的樣子好都大
[00:04:18.000 --> 00:04:23.000]  哥利亞的裝備嚇到人,以致覺得誰敢出去打
[00:04:23.000 --> 00:04:27.000]  他這麼厲害,他這麼多武器,很難打,這個位置一定輸定了
[00:04:27.000 --> 00:04:32.000]  但是不要忘記,其實在素羅,素羅是一個怎樣的人呢
[00:04:32.000 --> 00:04:36.000]  素羅性經營他,他又強壯又帥
[00:04:36.000 --> 00:04:40.000]  在外表上應該都看得下,或者都打得下
[00:04:40.000 --> 00:04:43.000]  不打都可能嚇得下
[00:04:43.000 --> 00:04:49.000]  但是素羅他是沒有偏偏出來應戰,去對付哥利亞
[00:04:49.000 --> 00:04:55.000]  面對,今天我們就要問,在戰場當中
[00:04:55.000 --> 00:04:59.000]  如果我們是以色列人的話,我們就面對這個戰場
[00:04:59.000 --> 00:05:04.000]  根本就不敢打,不敢打,因為哥利亞太盛
[00:05:04.000 --> 00:05:08.000]  對於頂層來說,今天你的戰場是什麼呢
[00:05:08.000 --> 00:05:13.000]  你的戰場在哪裏呢,會不會在現在打仗的烏克蘭
[00:05:13.000 --> 00:05:17.000]  會不會你的戰場都在公司裏面當中呢
[00:05:17.000 --> 00:05:21.000]  每逢星期一上班,星期一上班,你就會覺得好擔心
[00:05:21.000 --> 00:05:24.000]  因為好多事做,都是你的戰場
[00:05:24.000 --> 00:05:29.000]  或者每放工之後回到家裏,家裏都是你的戰場
[00:05:29.000 --> 00:05:35.000]  或者你和人家,弟兄姊妹,朋友之間都是你的戰場
[00:05:35.000 --> 00:05:38.000]  你的戰場在哪裏呢
[00:05:38.000 --> 00:05:47.000]  在當整個哥利亞來到當中,裝備好的時候
[00:05:47.000 --> 00:05:53.000]  其實所有大衛的,所有素羅的,以及以色列人都不敢進兵
[00:05:53.000 --> 00:05:57.000]  因為太害怕了,害怕到不敢回應戰事
[00:05:57.000 --> 00:06:02.000]  害怕到不敢再去接受哥利亞的挑戰
[00:06:02.000 --> 00:06:07.000]  接著有一個故事開始,另一個情節就是
[00:06:07.000 --> 00:06:11.000]  耶穌就是大衛的父親,耶穌是吩咐大衛
[00:06:11.000 --> 00:06:16.000]  你拿些餅給你哥哥,你順便要哥哥給我一封信
[00:06:16.000 --> 00:06:18.000]  以致知道你平安
[00:06:18.000 --> 00:06:23.000]  大衛帶著父親所的命令,拿著餅去探望哥哥
[00:06:23.000 --> 00:06:28.000]  同時希望有封信給爸爸,以致知道他平安
[00:06:28.000 --> 00:06:32.000]  剛剛當大衛去到戰場的時候,見到哥利亞
[00:06:32.000 --> 00:06:37.000]  哥利亞又再來到以色列人面前再次討戰
[00:06:37.000 --> 00:06:41.000]  又是說同一個說話,你們快點找個人出來跟我打一對一
[00:06:41.000 --> 00:06:46.000]  誰贏了就作誰的主人,輸了就作僕人
[00:06:46.000 --> 00:06:51.000]  同樣一個情境,以色列人仍然不敢去接受挑戰
[00:06:51.000 --> 00:06:55.000]  仍然不敢任何的軍事行動,因為他們懼怕
[00:06:55.000 --> 00:06:58.000]  很擔心,不知道怎樣打
[00:06:58.000 --> 00:07:05.000]  大衛聽到的時候就說了一句話
[00:07:05.000 --> 00:07:10.000]  這個人是誰?為什麼說這麼大言不慚的說話?
[00:07:10.000 --> 00:07:15.000]  這個菲律師人一定要殺了他,因為要除去以色列人的恥辱
[00:07:15.000 --> 00:07:20.000]  怎麼可以這樣對待他?這個未受國禮的菲律師人是誰?
[00:07:20.000 --> 00:07:25.000]  竟然向這個永生神的軍隊罵?不可能的
[00:07:25.000 --> 00:07:34.000]  當在戰事當中,兩邊對壘,鴉雀無聲
[00:07:34.000 --> 00:07:41.000]  籠紮著恐懼的氣氛當中,大家都不敢進行任何一步
[00:07:41.000 --> 00:07:45.000]  有任何的亂子的話,可能就會戰事觸發
[00:07:45.000 --> 00:07:50.000]  這些以色列人不敢做任何事,因為他們害怕
[00:07:50.000 --> 00:07:53.000]  因為知道自己打不過
[00:07:53.000 --> 00:07:57.000]  但偏偏在這時候,整個對比
[00:07:57.000 --> 00:08:02.000]  大衛竟然說,這個人是誰?竟然能夠侮辱以色列人的軍隊
[00:08:02.000 --> 00:08:06.000]  竟然在侮辱永生神的軍隊?
[00:08:06.000 --> 00:08:11.000]  他在說什麼?這是以色列,這是永生神的軍隊
[00:08:11.000 --> 00:08:14.000]  在說什麼呢?這個軍隊是屬於上帝的
[00:08:14.000 --> 00:08:19.000]  這個軍隊是為神而戰的,這個軍隊是在上帝裡面的
[00:08:19.000 --> 00:08:25.000]  上帝是在保護以色列人,上帝帶領以色列人
[00:08:25.000 --> 00:08:29.000]  上帝給予以色列人能力,去面對這場會的挑戰
[00:08:29.000 --> 00:08:37.000]  很多時候,數羅卻是在這個過程,你看到這個對比
[00:08:37.000 --> 00:08:45.000]  在以色列人和數羅當中,完全感受不到大衛所說的那種景象
[00:08:45.000 --> 00:08:47.000]  他們不覺得自己是永生神的軍隊
[00:08:47.000 --> 00:08:52.000]  他們害怕,生命當中只有恐懼,沒有能力反抗
[00:08:52.000 --> 00:08:59.000]  今天我們看見,我們好像以色列人的軍隊一樣
[00:08:59.000 --> 00:09:03.000]  會不會看到哥里亞的時候,會不會覺得恐懼呢?
[00:09:03.000 --> 00:09:09.000]  或者當我們忘記了和上帝的關係的時候
[00:09:09.000 --> 00:09:14.000]  其實我們人生很多時候,好像被很多困局困住
[00:09:14.000 --> 00:09:16.000]  什麼都做不到
[00:09:16.000 --> 00:09:22.000]  我們很多時候,可能因為我們人際關係的時候
[00:09:22.000 --> 00:09:26.000]  我們很軟弱無力,不知道怎樣去生活
[00:09:26.000 --> 00:09:32.000]  或者面對疫情那種的環境,很多的限制的時候
[00:09:32.000 --> 00:09:36.000]  那裡不能去,那裡不能做,又擔心被感染的時候
[00:09:36.000 --> 00:09:42.000]  我們很多的恐懼,這些恐懼,叫我們什麼都做不到
[00:09:42.000 --> 00:09:47.000]  這些恐懼,叫我們沒有能力去面對這個世界
[00:09:47.000 --> 00:09:50.000]  這些恐懼,叫我們沒有能力去反抗
[00:09:50.000 --> 00:09:56.000]  我會形容這個是恐懼導致人的生命窒息
[00:09:56.000 --> 00:10:02.000]  只有大衛能夠更清楚,更清晰,他是誰
[00:10:02.000 --> 00:10:05.000]  其實我們誰是很重要的
[00:10:05.000 --> 00:10:09.000]  我們大家記得,之前牧師常常提到
[00:10:09.000 --> 00:10:13.000]  羅馬書齊提醒我們,我們有子女的名分
[00:10:13.000 --> 00:10:16.000]  為什麼我們要知道自己子女的名分這麼重要呢
[00:10:16.000 --> 00:10:19.000]  原來當我們記得,我們是屬於上帝
[00:10:19.000 --> 00:10:23.000]  我們是基督徒,我們是神的兒女的時候
[00:10:23.000 --> 00:10:28.000]  我們的生命再次連接上帝
[00:10:28.000 --> 00:10:30.000]  不是再靠自己
[00:10:30.000 --> 00:10:32.000]  生命再次連接上帝的時候
[00:10:32.000 --> 00:10:34.000]  我知道上帝會保護我
[00:10:34.000 --> 00:10:36.000]  我知道上帝人令我
[00:10:36.000 --> 00:10:39.000]  我知道上帝給我能力,以致挑戰我
