
[00:00:00.000 --> 00:00:01.380]  大英節目好
[00:00:01.380 --> 00:00:05.060]  我們首先有個禱告
[00:00:05.060 --> 00:00:08.000]  天父多謝你給我們一起的學習
[00:00:08.000 --> 00:00:11.360]  今天我們一個重要的課題
[00:00:11.360 --> 00:00:13.000]  我們怎樣去活出
[00:00:13.000 --> 00:00:16.360]  在恩典裡面我們怎樣去學習成長
[00:00:16.360 --> 00:00:18.760]  求主你帶領我們 幫助我們
[00:00:18.760 --> 00:00:23.600]  祈禱奉主耶穌基督的名 阿們
[00:00:23.600 --> 00:00:26.840]  在20世紀有一位很出色的
[00:00:26.840 --> 00:00:31.600]  一位是在俄國裡面的美國人
[00:00:31.600 --> 00:00:33.360]  後來他回美國
[00:00:33.360 --> 00:00:37.480]  他是一個很出色的小提琴的演奏家
[00:00:37.480 --> 00:00:41.980]  在他做了這個工作很久
[00:00:41.980 --> 00:00:43.780]  這個行業很久的時候
[00:00:43.780 --> 00:00:45.780]  他都覺得要停了
[00:00:45.780 --> 00:00:48.240]  其實他還可以賺很多錢
[00:00:48.240 --> 00:00:49.740]  但是他覺得我要停
[00:00:49.740 --> 00:00:52.360]  他接受了一個邀請
[00:00:52.360 --> 00:00:57.240]  美國羅省一個州立大學
[00:00:57.240 --> 00:01:01.280]  UCLA就在那裡教音樂
[00:01:01.280 --> 00:01:05.320]  有人問他為什麼你會這樣有這個轉變呢
[00:01:05.320 --> 00:01:10.320]  他就說其實小提琴是一個藝術
[00:01:10.320 --> 00:01:15.000]  是一個技巧其實是正在活絡的
[00:01:15.000 --> 00:01:17.400]  如果我要去到這個地方
[00:01:17.400 --> 00:01:19.660]  就是我要傳授這些技巧
[00:01:19.660 --> 00:01:22.880]  給那些有志於音樂這個領域的人
[00:01:22.880 --> 00:01:26.960]  如果不是的話可能就沒落了
[00:01:26.960 --> 00:01:29.260]  其實這件事情為什麼提出來呢
[00:01:29.260 --> 00:01:31.480]  其實就是一個慕迪
[00:01:31.480 --> 00:01:36.020]  一個早晨的靈修的一些說話分享
[00:01:36.020 --> 00:01:37.260]  他只是比喻
[00:01:37.260 --> 00:01:40.160]  其實基督徒的生命都是一樣的
[00:01:40.160 --> 00:01:43.800]  不只是好像看表演
[00:01:43.800 --> 00:01:45.900]  很多基督徒的生命
[00:01:45.900 --> 00:01:50.780]  好像跟信仰不是很直接的連想關係
[00:01:50.780 --> 00:01:52.720]  他們只不過是看人表演
[00:01:52.720 --> 00:01:56.560]  但是事實上基督徒的生命不能夠抽離的
[00:01:56.560 --> 00:02:00.280]  一定是在生活裡面付諸於實行
[00:02:00.280 --> 00:02:05.160]  就好像這位小提琴家
[00:02:05.160 --> 00:02:06.660]  他就看到這個東西
[00:02:06.660 --> 00:02:07.620]  但是很可惜
[00:02:07.620 --> 00:02:11.460]  不少基督徒是看不到這個東西
[00:02:11.460 --> 00:02:16.140]  以致我們的信仰很可能只不過是一個活動的參與
[00:02:16.140 --> 00:02:18.440]  而不是一個生命的內涵
[00:02:18.440 --> 00:02:22.000]  我們頭腦上知道基督教是這樣教人的
[00:02:22.000 --> 00:02:26.540]  但是實踐了出來卻是做不到的
[00:02:26.540 --> 00:02:28.580]  或者不需要做
[00:02:28.580 --> 00:02:30.480]  有時候我都會聽到
[00:02:30.480 --> 00:02:32.560]  有些弟兄姐妹跟我交談當中
[00:02:32.560 --> 00:02:34.520]  主牧師 我知道你想教我什麼
[00:02:34.520 --> 00:02:35.680]  我明白的
[00:02:35.680 --> 00:02:37.480]  不過我做不到
[00:02:37.480 --> 00:02:41.800]  很可能你們比較久一點的人
[00:02:41.800 --> 00:02:43.220]  特別聰明一點
[00:02:43.220 --> 00:02:46.640]  但是我們這些普通的信徒做不到
[00:02:46.640 --> 00:02:50.480]  當然我當然不同意
[00:02:50.480 --> 00:02:52.880]  其實每一個信徒都是有這個實踐
[00:02:52.880 --> 00:02:57.120]  不然這個信仰基本上沒什麼意義的
[00:02:57.120 --> 00:03:01.720]  有時候我跟一些弟兄姐妹說
[00:03:01.720 --> 00:03:04.960]  有時候我們都要很重視誠信
[00:03:04.960 --> 00:03:06.440]  我們不要說謊
[00:03:06.440 --> 00:03:08.920]  但是有些人就跟我說
[00:03:08.920 --> 00:03:10.760]  我真的不說謊的時候
[00:03:10.760 --> 00:03:14.300]  我想我很難生存在我的行業裡面
[00:03:14.300 --> 00:03:18.120]  那麼慘 怎麼辦呢?
[00:03:18.120 --> 00:03:21.360]  好像很多時候都很乏力的
[00:03:21.360 --> 00:03:25.720]  我們說很多愛人寬恕
[00:03:25.720 --> 00:03:27.380]  說就是這麼說
[00:03:27.380 --> 00:03:30.920]  我相信你跟我都有這個掙扎 是不是?
[00:03:30.920 --> 00:03:32.960]  我們很多時候在這裡
[00:03:32.960 --> 00:03:35.620]  我們的信仰理念是這樣
[00:03:35.620 --> 00:03:39.080]  但是我們走出來似乎是另一回事
[00:03:39.080 --> 00:03:43.100]  我相信這個很值得我們今天去想想這個問題
[00:03:43.100 --> 00:03:44.660]  但是如果我們今天看這篇經文
[00:03:44.660 --> 00:03:48.100]  其實我們的信仰
[00:03:48.100 --> 00:03:50.400]  不是在乎你做了多少事
[00:03:50.400 --> 00:03:54.240]  而是神的恩典去賦予你的生命
[00:03:54.240 --> 00:03:55.640]  可以做到多少事
[00:03:55.640 --> 00:04:00.000]  如果我們願意在這個恩典裡面去成長
[00:04:00.000 --> 00:04:02.160]  我們的生命可以很有動力
[00:04:02.160 --> 00:04:07.080]  以致這個信仰是真正有意義和價值的
[00:04:07.080 --> 00:04:08.880]  或者我們看看這段經文
[00:04:08.880 --> 00:04:10.620]  就是希伯來書
[00:04:10.620 --> 00:04:14.160]  其實來到這裡是全卷書最後一段
[00:04:14.160 --> 00:04:16.060]  之前大家都會知道
[00:04:16.060 --> 00:04:19.560]  其實作者就說到
[00:04:19.560 --> 00:04:23.040]  神已經成就了舊約裡面的認許
[00:04:23.040 --> 00:04:25.080]  很多很多的預表
[00:04:25.080 --> 00:04:27.480]  其實成就了在耶穌基督身上
[00:04:27.480 --> 00:04:30.280]  以致很多禮儀的法例
[00:04:30.280 --> 00:04:32.880]  不需要再去留著
[00:04:32.880 --> 00:04:36.280]  以致我們拿到一個更美的新約
[00:04:36.280 --> 00:04:37.580]  在這個新約裡面
[00:04:37.580 --> 00:04:40.640]  我們的福分活在神的恩典裡面
[00:04:40.640 --> 00:04:42.380]  是非常豐盛的
[00:04:42.380 --> 00:04:45.240]  當中也看到雖然是很豐盛
[00:04:45.240 --> 00:04:47.080]  但是我們要付代價
[00:04:47.080 --> 00:04:51.000]  不少的人當時的信徒面對一些挑戰
[00:04:51.000 --> 00:04:55.080]  甚至是有沒有走錯
[00:04:55.080 --> 00:04:58.080]  應該走回原本舊約那個
[00:04:58.080 --> 00:05:04.100]  突然間說是一個這麼大的躍進
[00:05:04.100 --> 00:05:07.040]  其實當然舊約有很多 很清楚
[00:05:07.040 --> 00:05:09.880]  希伯來書的作者做了一個非常好的功夫
[00:05:09.880 --> 00:05:15.480]  將舊約是怎樣引證新約的應驗
[00:05:15.480 --> 00:05:19.200]  以致我們今天活在一個非常美好的約裡面
[00:05:19.200 --> 00:05:22.240]  走著一條又活又生的路
[00:05:22.240 --> 00:05:23.960]  是能夠親近神
[00:05:23.960 --> 00:05:24.960]  有這個動力
[00:05:24.960 --> 00:05:29.960]  以致我們做神可以喜悅的一種美好的生命
[00:05:29.960 --> 00:05:31.160]  就是這樣的前提
[00:05:31.160 --> 00:05:33.440]  到最後這一段的經文
[00:05:33.440 --> 00:05:37.240]  鼓勵信徒其實我們在神的恩典裡面
[00:05:37.240 --> 00:05:41.280]  我希望大家試一下一起去學習
[00:05:41.280 --> 00:05:44.960]  開始的時候不是靠自己的
[00:05:44.960 --> 00:05:46.240]  你看到這段經文
[00:05:46.240 --> 00:05:50.680]  首先作者勸勉信徒要彼此禱告
[00:05:50.680 --> 00:05:52.200]  彼此代禱
[00:05:52.200 --> 00:05:56.040]  他不覺得自己是一個巨人
[00:05:56.040 --> 00:06:00.080]  或者一個什麼都可以的
[00:06:00.080 --> 00:06:02.320]  反而他覺得自己很不足夠
[00:06:02.320 --> 00:06:03.160]  很軟弱
[00:06:03.160 --> 00:06:04.560]  很多的限制
[00:06:04.560 --> 00:06:06.760]  我們看看這一段的經文
[00:06:06.760 --> 00:06:07.800]  我們首先看
[00:06:07.800 --> 00:06:09.760]  如果我們看這一段的經文
[00:06:09.760 --> 00:06:11.120]  大部分的經文
[00:06:11.120 --> 00:06:15.360]  是在這裡彼此代禱裡面作者提出來的
[00:06:15.360 --> 00:06:19.200]  第十八節到二十一節都是這個部分
[00:06:19.200 --> 00:06:22.960]  或者首先我們看看第十八節到第十九節
[00:06:22.960 --> 00:06:24.960]  第十八、十九節
[00:06:24.960 --> 00:06:27.480]  請你們為我們普告
[00:06:27.480 --> 00:06:30.120]  因為我們自覺良心無愧
[00:06:30.120 --> 00:06:32.880]  願意凡事按正道而行
[00:06:32.880 --> 00:06:35.920]  我更求你們為我普告
[00:06:35.920 --> 00:06:39.200]  使我快些回到你們那裡去
[00:06:39.200 --> 00:06:41.440]  這樣很有一個牧者的心
[00:06:41.440 --> 00:06:43.320]  但是正如我所說
[00:06:43.320 --> 00:06:46.680]  剛才我們一起學習
[00:06:46.680 --> 00:06:49.560]  這位作者不會覺得自己是一個強人
[00:06:49.560 --> 00:06:51.480]  反而需要信徒去禱告
[00:06:51.480 --> 00:06:52.640]  很謙卑
[00:06:52.640 --> 00:06:54.960]  希望信徒多些的禱告
[00:06:54.960 --> 00:06:59.360]  我很感恩不少的弟兄節目有時候跟我說
[00:06:59.360 --> 00:07:00.680]  你們怎麼樣?好嗎?
[00:07:00.680 --> 00:07:03.120]  我們都很多時候為牧者禱告
[00:07:03.120 --> 00:07:08.360]  有些說每天我們都為你們一班的傳道人去禱告
[00:07:08.360 --> 00:07:11.160]  這個是很大的安慰
[00:07:11.160 --> 00:07:14.800]  每個信徒都不是坐在這裡看電影的
[00:07:14.800 --> 00:07:17.080]  我們是一班人
[00:07:17.080 --> 00:07:18.720]  牧者怎樣的生命
[00:07:18.720 --> 00:07:22.320]  其實就是我們直接有影響
[00:07:22.320 --> 00:07:25.360]  我們也有責任為牧者禱告
[00:07:25.360 --> 00:07:27.680]  因為牧者都要成長
[00:07:27.680 --> 00:07:31.640]  希羅斯的作者更加說
[00:07:31.640 --> 00:07:33.280]  他很特別澄清
[00:07:33.280 --> 00:07:34.920]  說明生命
[00:07:34.920 --> 00:07:37.680]  我們自覺良心無愧
[00:07:37.680 --> 00:07:39.160]  即是有好的良心
[00:07:39.160 --> 00:07:41.400]  願意凡事按正道
[00:07:41.400 --> 00:07:42.560]  即是合宜的
[00:07:42.560 --> 00:07:43.880]  如果這些行為走出來
[00:07:43.880 --> 00:07:45.280]  人家都會嘉許的
[00:07:45.280 --> 00:07:47.600]  一個非常正直的人
[00:07:47.600 --> 00:07:52.000]  那為什麼要這樣重申辯論呢?
[00:07:52.000 --> 00:07:56.640]  可能背景就是當時作者要說到
[00:07:56.640 --> 00:07:59.920]  我們要完全歸向主的福音裡面
[00:07:59.920 --> 00:08:01.160]  從舊約裡面
[00:08:01.160 --> 00:08:03.440]  有些人還在懸疑
[00:08:03.440 --> 00:08:05.360]  或者不太確定的時候
[00:08:05.360 --> 00:08:07.280]  去確立這個信仰的時候
[00:08:07.280 --> 00:08:08.720]  究竟是不是真的?
[00:08:08.720 --> 00:08:11.120]  究竟這個人有沒有花架?
[00:08:11.120 --> 00:08:15.320]  還有一些經文就是斥責那些信徒
[00:08:15.320 --> 00:08:16.320]  你們要成長
[00:08:16.320 --> 00:08:19.360]  這樣的人是不是真的?
[00:08:19.360 --> 00:08:21.000]  所以他在這裡生命
[00:08:21.000 --> 00:08:23.600]  我是講真話的
[00:08:23.600 --> 00:08:27.920]  我是對得起良心地跟你們說這些真理的
[00:08:27.920 --> 00:08:30.600]  事實上作為一個領袖
[00:08:30.600 --> 00:08:33.040]  的確品格是很重要的
[00:08:33.040 --> 00:08:34.880]  即是如果你的品格都不行的時候
[00:08:34.880 --> 00:08:36.960]  你怎樣去帶領回眾呢?
[00:08:36.960 --> 00:08:39.360]  怎樣去跟大英之盟一同的成長呢?
[00:08:39.360 --> 00:08:41.440]  的確是的
[00:08:41.440 --> 00:08:44.640]  做領袖的責任是大一點的
[00:08:44.640 --> 00:08:46.840]  因為他們是信徒的榜樣
[00:08:46.840 --> 00:08:51.200]  撒旦很喜歡勾著這些牧者來攻擊
[00:08:51.200 --> 00:08:53.200]  更加需要禱告
[00:08:53.200 --> 00:08:57.840]  有一位哲學家叫米勒
[00:08:57.840 --> 00:09:00.320]  他說過人性是很複雜的
[00:09:00.320 --> 00:09:02.680]  他說人其實參雜了
[00:09:02.680 --> 00:09:04.520]  混在一起混到亂了
[00:09:04.520 --> 00:09:06.040]  正與邪的
[00:09:06.040 --> 00:09:08.240]  有時是很有道德的
[00:09:08.240 --> 00:09:10.360]  有時是很邪惡的
[00:09:10.360 --> 00:09:11.800]  他說特別是在領袖
[00:09:11.800 --> 00:09:15.040]  絕大部份很多時候都不一致的
[00:09:15.040 --> 00:09:16.800]  你想想做領袖是不是?
[00:09:16.800 --> 00:09:19.440]  要滿足這麼多不同的人
[00:09:19.440 --> 00:09:20.880]  這個又講這個說話
[00:09:20.880 --> 00:09:22.360]  那個又講這個說話
[00:09:22.360 --> 00:09:23.800]  誰是真的自己呢?
[00:09:23.800 --> 00:09:25.800]  公開的場合又不同
[00:09:25.800 --> 00:09:28.400]  還有米勒就說
[00:09:28.400 --> 00:09:31.600]  這些領袖他拿著一些頭銜
[00:09:31.600 --> 00:09:34.360]  亦都有相當的權力
[00:09:34.360 --> 00:09:36.120]  當然教會所謂的權力
[00:09:36.120 --> 00:09:38.520]  某個程度你可以這樣說
[00:09:38.520 --> 00:09:41.800]  可以一些的策劃等等
[00:09:41.800 --> 00:09:44.360]  但是一般的領袖更加危險
[00:09:44.360 --> 00:09:47.920]  他們有很多人認識他
[00:09:47.920 --> 00:09:49.560]  很容易會不一致
[00:09:49.560 --> 00:09:52.320]  他的生命很容易不一致
[00:09:52.320 --> 00:10:00.160]  有一位基督徒的學者叫傑克·約翰遜
[00:10:00.160 --> 00:10:03.520]  約翰遜就寫了一本書是講到領袖的
[00:10:03.520 --> 00:10:04.920]  專門講到領袖
[00:10:04.920 --> 00:10:06.520]  他講到領袖要很小心
[00:10:06.520 --> 00:10:08.040]  經常要自省
[00:10:08.040 --> 00:10:11.400]  你怎樣去看看你自己的價值呢?
[00:10:11.400 --> 00:10:15.680]  你究竟追求些什麼呢?
[00:10:15.680 --> 00:10:19.120]  有時候有幾個東西你可以檢視一下
[00:10:19.120 --> 00:10:23.720]  他說你怎樣面對挫敗呢?
[00:10:23.720 --> 00:10:25.680]  可以看到你的品格
[00:10:25.680 --> 00:10:28.040]  怎樣面對你的成功呢?
[00:10:28.040 --> 00:10:32.160]  有些人成功可能整個樣子都不同了
[00:10:32.160 --> 00:10:35.560]  你怎樣去理財呢?
[00:10:35.560 --> 00:10:39.520]  你對於飲食有沒有一個節制呢?
[00:10:39.520 --> 00:10:43.320]  這些都是
[00:10:43.320 --> 00:10:48.680]  還有我們怎樣去面對我們的忠誠呢?
[00:10:48.680 --> 00:10:52.680]  當你擁有權力的時候你怎樣運用呢?
[00:10:52.680 --> 00:10:54.480]  你是要人服侍你呢?
[00:10:54.480 --> 00:11:00.160]  還是你是忠誠服侍主和一班的會眾呢?
[00:11:00.160 --> 00:11:01.440]  很重要
[00:11:01.440 --> 00:11:05.000]  還有一件事更加要思想
[00:11:05.000 --> 00:11:07.080]  當你面對別人的批評
[00:11:07.080 --> 00:11:11.000]  甚至是個人的攻擊你怎樣回應呢?
[00:11:11.000 --> 00:11:13.120]  看到你的品格
[00:11:13.120 --> 00:11:14.560]  很不容易
[00:11:14.560 --> 00:11:20.560]  所以如果一個領袖需要很多很多的禱告
[00:11:20.560 --> 00:11:24.560]  以致能夠做到他要做的工作
[00:11:24.560 --> 00:11:26.960]  是看到自己的軟弱
[00:11:26.960 --> 00:11:32.200]  還有很多限制 如果第十九節就說
[00:11:32.200 --> 00:11:33.760]  他很想去到信徒當中
[00:11:33.760 --> 00:11:38.880]  但他希望信徒更加求他們為他禱告
[00:11:38.880 --> 00:11:43.280]  使他能夠快點回到你們當中
[00:11:43.280 --> 00:11:44.680]  控制的不是我
[00:11:44.680 --> 00:11:46.800]  我只是一個軟弱無能的人
[00:11:46.800 --> 00:11:49.440]  我的計劃未必能夠實踐到
[00:11:49.440 --> 00:11:52.560]  一個能夠謙卑在神面前的人
[00:11:52.560 --> 00:11:54.040]  需要禱告
[00:11:54.040 --> 00:11:56.200]  這個是很重要的
[00:11:56.200 --> 00:11:59.240]  信徒也要多些為牧者禱告
[00:11:59.240 --> 00:12:02.200]  隨時我有時覺得
[00:12:02.200 --> 00:12:04.760]  教會是一個非常神聖的地方
[00:12:04.760 --> 00:12:07.480]  我想大家都很認同
[00:12:07.480 --> 00:12:09.400]  同意嗎?
[00:12:09.400 --> 00:12:10.800]  很神聖的地方
[00:12:10.800 --> 00:12:13.040]  但我的感受
[00:12:13.040 --> 00:12:16.440]  教會可以是一個很危險的地方
[00:12:16.440 --> 00:12:19.800]  因為在很神聖敬畏神的地方
[00:12:19.800 --> 00:12:25.240]  人的內心的醜惡可能會暴露出來
[00:12:25.240 --> 00:12:27.480]  所以我們真的要警醒
[00:12:27.480 --> 00:12:28.760]  禱告
[00:12:28.760 --> 00:12:31.520]  接著不止領袖禱告
[00:12:31.520 --> 00:12:35.240]  接著第二十節到二十一節
[00:12:35.240 --> 00:12:40.440]  就說這位作者要向信徒祝福
[00:12:40.440 --> 00:12:46.320]  以及祝願神給他們有一個能力
[00:12:46.320 --> 00:12:47.600]  甚麼能力呢?
[00:12:47.600 --> 00:12:50.960]  或者我們看看第二十節開始說起
[00:12:50.960 --> 00:12:54.760]  你會發覺他不是以自我為中心的
[00:12:54.760 --> 00:12:59.080]  首先還沒說到真正的祝願
[00:12:59.080 --> 00:13:02.600]  是用了第二十節很長的一段句子
[00:13:02.600 --> 00:13:04.880]  去描述神是誰的
[00:13:04.880 --> 00:13:05.880]  換言之
[00:13:05.880 --> 00:13:10.160]  首先我們面對我們屬靈的生命
[00:13:10.160 --> 00:13:11.280]  是看重神
[00:13:11.280 --> 00:13:13.280]  以神為中心
[00:13:13.280 --> 00:13:15.920]  「但願賜平安的神
[00:13:15.920 --> 00:13:18.120]  就是那憑永若之血
[00:13:18.120 --> 00:13:19.840]  把群羊的大牧人
[00:13:19.840 --> 00:13:24.000]  我們主耶穌從死人中領出來的神」
[00:13:24.000 --> 00:13:25.080]  這段經文很長
[00:13:25.080 --> 00:13:26.280]  我們看看
[00:13:26.280 --> 00:13:27.960]  其實這段經文很豐富
[00:13:27.960 --> 00:13:30.520]  差不多跟我們複述了
[00:13:30.520 --> 00:13:34.200]  希伯來書一直說的一些道理
[00:13:34.200 --> 00:13:37.760]  我們首先看到神是賜平安的神
[00:13:37.760 --> 00:13:41.840]  祂主動與敵黨祂的人去和好
[00:13:41.840 --> 00:13:45.280]  當然是透過耶穌基督的救贖
[00:13:45.280 --> 00:13:48.480]  用祂的寶血成就了永若
[00:13:48.480 --> 00:13:50.320]  這個永若一成就了
[00:13:50.320 --> 00:13:52.440]  永永遠遠
[00:13:52.440 --> 00:13:55.560]  非常之有一個安穩
[00:13:55.560 --> 00:13:58.280]  然後就是死了
[00:13:58.280 --> 00:14:01.520]  然後接著祂將主耶穌
[00:14:01.520 --> 00:14:03.800]  稱耶穌為主
[00:14:03.800 --> 00:14:04.720]  祂為我們犧牲
[00:14:04.720 --> 00:14:06.160]  成為了我們的主
[00:14:06.160 --> 00:14:08.920]  從主耶穌從死人中領出來
[00:14:08.920 --> 00:14:10.920]  就是說死而復活
