
[00:00:00.000 --> 00:00:02.140]  網上的大英姐妹平安
[00:00:02.140 --> 00:00:03.920]  平安在這段日子很重要
[00:00:03.920 --> 00:00:05.840]  今天天氣很冷
[00:00:05.840 --> 00:00:09.920]  也紀念到在外面工作的人
[00:00:09.920 --> 00:00:13.820]  也可能在外面等候應診的人
[00:00:13.820 --> 00:00:15.600]  如果大家有印象的話
[00:00:15.600 --> 00:00:18.800]  去年年底我和大家分享的訊息內容
[00:00:18.800 --> 00:00:21.500]  是講耶穌是生命的糧
[00:00:21.500 --> 00:00:25.540]  每一天我們都需要選擇耶穌的話
[00:00:25.540 --> 00:00:27.940]  成為我們生命的餵養
[00:00:27.940 --> 00:00:30.300]  今天想和大家分享的是
[00:00:30.300 --> 00:00:32.640]  耶穌說的第二個「我是」
[00:00:32.640 --> 00:00:34.580]  「我是世界的光」
[00:00:34.580 --> 00:00:36.780]  先問大家一個問題
[00:00:36.780 --> 00:00:37.880]  大家有沒有想過
[00:00:37.880 --> 00:00:42.320]  如果地球上沒有光的話會怎樣呢?
[00:00:42.320 --> 00:00:45.560]  想像一下現在所有東西都黑了
[00:00:45.560 --> 00:00:47.660]  你會覺得怎樣呢?
[00:00:47.660 --> 00:00:50.360]  可能你第一時間會想到
[00:00:50.360 --> 00:00:51.520]  就是會看不到東西
[00:00:51.520 --> 00:00:54.800]  然後突然在家裏開一盞燈
[00:00:54.800 --> 00:00:57.500]  但是其實光除了照明之外
[00:00:57.500 --> 00:01:00.640]  光也有很多作用
[00:01:00.640 --> 00:01:02.040]  知識提醒你
[00:01:02.040 --> 00:01:05.900]  光是一種可以看到、看得到的能量
[00:01:05.900 --> 00:01:07.680]  植物如果沒有光的話
[00:01:07.680 --> 00:01:10.280]  它不能產生光合作用
[00:01:10.280 --> 00:01:12.940]  也不能再提供氧氣
[00:01:12.940 --> 00:01:15.580]  陽光除了帶來照明之外
[00:01:15.580 --> 00:01:17.520]  更加帶來熱能
[00:01:17.520 --> 00:01:19.580]  讓我們感覺到溫暖
[00:01:19.580 --> 00:01:24.800]  人類需要透過光去吸收維他命D
[00:01:24.800 --> 00:01:27.400]  維他命D也幫助我們吸收鈣質
[00:01:27.400 --> 00:01:31.240]  令我們有健康的骨骼
[00:01:31.240 --> 00:01:35.240]  光有很多不同的作用
[00:01:35.240 --> 00:01:38.380]  耶穌繼生命的糧之後
[00:01:38.380 --> 00:01:41.580]  再一次用生命的必需品去形容自己
[00:01:41.580 --> 00:01:45.680]  用一個必需的外在環境元素去形容自己
[00:01:45.680 --> 00:01:48.680]  讓我們了解到祂和世人的關係
[00:01:48.680 --> 00:01:52.360]  也說明了人是必須要藉著耶穌
[00:01:52.360 --> 00:01:53.620]  才可以見到天父
[00:01:53.620 --> 00:01:55.420]  得到這個永恆的生命
[00:01:55.420 --> 00:01:57.800]  讓我們今天一起去明白
[00:01:57.800 --> 00:02:00.600]  為甚麼耶穌說我是世界的光
[00:02:00.600 --> 00:02:03.760]  讓我們一起祈禱
[00:02:03.760 --> 00:02:05.400]  天父 我感謝祢讓我們今天
[00:02:05.400 --> 00:02:08.740]  依然在家裏可以聽到神的話
[00:02:08.740 --> 00:02:11.840]  神啊 不論我們這一刻在甚麼環境下
[00:02:11.840 --> 00:02:14.780]  神啊 我願祢的聖靈親自在當中
[00:02:14.780 --> 00:02:17.180]  教導我們去明白真理
[00:02:17.180 --> 00:02:19.620]  耶穌祢用光去形容自己
[00:02:19.620 --> 00:02:22.820]  祢用光去證明自己是神的身份
[00:02:22.820 --> 00:02:25.520]  我求今天藉著這個說話
[00:02:25.520 --> 00:02:29.420]  讓我們在生命當中得到被光照
[00:02:29.420 --> 00:02:31.700]  所以主 求祢與我們同在
[00:02:31.700 --> 00:02:33.960]  也祝福孩子所說的話
[00:02:33.960 --> 00:02:36.160]  願神親自帶領我們
[00:02:36.160 --> 00:02:37.160]  聽我們祈禱
[00:02:37.160 --> 00:02:39.460]  奉靠耶穌基督得聖靈賜祈禱
[00:02:39.460 --> 00:02:41.600]  阿門
[00:02:41.600 --> 00:02:44.000]  要了解這個經文
[00:02:44.000 --> 00:02:47.140]  首先要知道它的背景
[00:02:47.140 --> 00:02:48.640]  如果我們看上文的話
[00:02:48.640 --> 00:02:51.880]  我們會發現八章一至十一節
[00:02:51.880 --> 00:02:55.280]  是說耶穌去橄欖山上的聖典
[00:02:55.280 --> 00:02:58.080]  發生了一件大家很熟悉的情節
[00:02:58.080 --> 00:03:00.280]  就是文士和法利塞人
[00:03:00.280 --> 00:03:03.420]  將一個行淫的女人帶到耶穌面前
[00:03:03.420 --> 00:03:05.900]  要耶穌定罪
[00:03:05.900 --> 00:03:09.860]  但根據最可靠和最古舊的首抄本聖經
[00:03:09.860 --> 00:03:12.760]  並沒有這個故事的記載
[00:03:12.760 --> 00:03:15.240]  如果你看聖經仔細地發現
[00:03:15.240 --> 00:03:18.080]  這一段銜接也是很奇怪的
[00:03:18.080 --> 00:03:19.780]  很明顯八章一至這樣說
[00:03:19.780 --> 00:03:22.280]  各人都已經回到家裡去了
[00:03:22.280 --> 00:03:24.580]  八章十至十一節
[00:03:24.580 --> 00:03:27.380]  又說到各人都不在了
[00:03:27.380 --> 00:03:28.680]  所有人都不在了
[00:03:28.680 --> 00:03:30.580]  但是八章十二節
[00:03:30.580 --> 00:03:31.680]  耶穌這樣說
[00:03:31.680 --> 00:03:34.060]  卻又對眾人說話
[00:03:34.060 --> 00:03:36.220]  所以有人覺得這個故事
[00:03:36.220 --> 00:03:39.700]  其實很可能不是出於約翰的首筆
[00:03:39.700 --> 00:03:41.800]  讓我們了解到耶穌說
[00:03:41.800 --> 00:03:44.400]  「我是世界的光」的背景
[00:03:44.400 --> 00:03:45.000]  要怎樣呢?
[00:03:45.000 --> 00:03:47.700]  我們要再看早一點
[00:03:47.700 --> 00:03:49.700]  我們要看回第七章
[00:03:49.700 --> 00:03:51.780]  一開始耶穌說到
[00:03:51.780 --> 00:03:54.480]  耶穌行了兩個神蹟
[00:03:54.480 --> 00:03:57.540]  包括五餅二魚和水上行走的神蹟
[00:03:57.540 --> 00:03:59.680]  說完「我是生命的糧」之後
[00:03:59.680 --> 00:04:02.120]  祂遊走在加利利這個地方
[00:04:02.120 --> 00:04:04.760]  當時猶太人分了兩類人
[00:04:04.760 --> 00:04:06.960]  一些是因為耶穌的教導
[00:04:06.960 --> 00:04:10.220]  和看見祂所行的神蹟而跟隨祂的人
[00:04:10.220 --> 00:04:13.620]  第二類的人就是會私下議論祂
[00:04:13.620 --> 00:04:16.040]  想利用祂在安息日裡面醫治
[00:04:16.040 --> 00:04:19.340]  在不是大池長期病患的人的事
[00:04:19.340 --> 00:04:22.540]  作為把柄將他們捉拿耶穌
[00:04:22.540 --> 00:04:26.780]  但是最後他們也找不到原因去捉拿祂
[00:04:26.780 --> 00:04:30.620]  當時正正是在這個鑄盤節
[00:04:30.620 --> 00:04:31.920]  安主習俗
[00:04:31.920 --> 00:04:36.680]  大家都會去到猶太這個地方過節
[00:04:36.680 --> 00:04:41.560]  所以耶穌的兄弟叫耶穌去到猶太這個地方
[00:04:41.560 --> 00:04:44.360]  但是耶穌卻不想去猶太這個地方
[00:04:44.360 --> 00:04:49.100]  因為祂知道猶太有人想殺祂的人
[00:04:49.100 --> 00:04:51.900]  有想殺祂的人
[00:04:51.900 --> 00:04:54.260]  這些人之所以這麼憎恨祂
[00:04:54.260 --> 00:04:55.400]  是因為耶穌說
[00:04:55.400 --> 00:05:01.240]  因為我指正他們所做的事是惡的
[00:05:01.240 --> 00:05:03.380]  就正如光明進入黑暗一樣
[00:05:03.380 --> 00:05:06.940]  令黑暗無法躲藏一樣
[00:05:06.940 --> 00:05:12.280]  耶穌認為自己還沒有到時候去過這個節
[00:05:12.280 --> 00:05:14.480]  祂選擇留在加利利這個地方
[00:05:14.480 --> 00:05:17.460]  等到兄弟去了猶太過節
[00:05:17.460 --> 00:05:20.260]  祂才秘密地去猶太
[00:05:20.260 --> 00:05:22.700]  正正在這個節期的時間
[00:05:22.700 --> 00:05:24.560]  猶太人去找耶穌
[00:05:24.560 --> 00:05:26.460]  大家都紛紛地爭論祂
[00:05:26.460 --> 00:05:30.240]  討論耶穌到底祂的身份是一個什麼身份
[00:05:30.240 --> 00:05:34.700]  耶穌就在鑄盤節裏宣告自己是世界的光
[00:05:34.700 --> 00:05:37.280]  而這樣的宣告是有特別的用意
[00:05:37.280 --> 00:05:40.040]  因為鑄盤節正正是紀念
[00:05:40.040 --> 00:05:45.420]  神在曠野之中用光去引領意識的人
[00:05:45.420 --> 00:05:48.180]  讓意識的人感受到神的同在
[00:05:48.180 --> 00:05:50.720]  這個節日就是這樣紀念
[00:05:50.720 --> 00:05:52.820]  於是耶穌就在眾人的議論之中
[00:05:52.820 --> 00:05:57.620]  對眾人說我是世界的光
[00:05:57.620 --> 00:05:59.700]  最近問了一個年輕人
[00:05:59.700 --> 00:06:01.400]  問了他剛剛的問題
[00:06:01.400 --> 00:06:05.540]  就是世界沒有光的話會怎樣呢
[00:06:05.540 --> 00:06:07.340]  他很有智慧地說
[00:06:07.340 --> 00:06:10.680]  沒有光就連暗都沒有了
[00:06:10.680 --> 00:06:13.840]  因為有比較才看到光和暗
[00:06:13.840 --> 00:06:15.980]  所以當我們要認識光的話
[00:06:15.980 --> 00:06:19.120]  必須要認識暗
[00:06:19.120 --> 00:06:21.480]  世界本來是黑暗的
[00:06:21.480 --> 00:06:23.360]  一旦有光進入
[00:06:23.360 --> 00:06:25.020]  人就能夠看見
[00:06:25.020 --> 00:06:26.460]  看得見周圍的環境
[00:06:26.460 --> 00:06:28.520]  看得見自己的美好
[00:06:28.520 --> 00:06:31.760]  也看得見自己的醜陋
[00:06:31.760 --> 00:06:34.560]  光進入黑暗的時候會很刺眼
[00:06:34.560 --> 00:06:37.840]  有人會因而接受光照亮自己
[00:06:37.840 --> 00:06:41.340]  相反有人會拒絕光
[00:06:41.340 --> 00:06:45.980]  寧願自己留在黑暗混沌之中
[00:06:45.980 --> 00:06:49.180]  聖經這樣去形容黑暗這個字
[00:06:49.180 --> 00:06:51.320]  原文這樣指
[00:06:51.320 --> 00:06:54.020]  這是一個空間充滿著黑暗
[00:06:54.020 --> 00:06:55.780]  沒有光的地方
[00:06:55.780 --> 00:06:57.880]  甚至說是魔鬼的地方
[00:06:57.880 --> 00:07:00.060]  罪的領域
[00:07:00.060 --> 00:07:00.920]  經文這樣說
[00:07:00.920 --> 00:07:04.020]  跟從我的就不再在黑暗裡面走
[00:07:04.020 --> 00:07:06.100]  必得著生命的光
[00:07:06.100 --> 00:07:08.760]  在The Message的譯本裡面這樣說
[00:07:08.760 --> 00:07:11.700]  就是我們在黑暗裡面走的時候
[00:07:11.700 --> 00:07:13.700]  必定會跌跌碰碰
[00:07:13.700 --> 00:07:16.340]  必定會撞到
