
[00:00:00.000 --> 00:00:02.000]  請祈禱
[00:00:02.000 --> 00:00:04.000]  願我口中的言語
[00:00:04.000 --> 00:00:06.000]  眾弟兄姊妹的心思意念
[00:00:06.000 --> 00:00:08.000]  都蒙上主越
[00:00:08.000 --> 00:00:10.000]  阿門
[00:00:10.000 --> 00:00:12.000]  弟兄姊妹平安
[00:00:12.000 --> 00:00:14.000]  很久沒見了
[00:00:14.000 --> 00:00:16.000]  可能有些新朋友從來沒見過
[00:00:16.000 --> 00:00:18.000]  不過也要打個招呼
[00:00:18.000 --> 00:00:20.000]  多謝林牧師今天讓我有機會
[00:00:20.000 --> 00:00:22.000]  跟大家分享聖道
[00:00:22.000 --> 00:00:26.000]  很久沒講到
[00:00:26.000 --> 00:00:28.000]  因為自從2018年
[00:00:28.000 --> 00:00:30.000]  我病了之後
[00:00:30.000 --> 00:00:36.000]  有心無力
[00:00:36.000 --> 00:00:38.000]  甚至有心都沒有
[00:00:38.000 --> 00:00:40.000]  因為覺得自己力不從心
[00:00:40.000 --> 00:00:42.000]  今天林牧師
[00:00:42.000 --> 00:00:46.000]  冒險叫我來港島
[00:00:46.000 --> 00:00:48.000]  不知道我的狀態怎樣
[00:00:48.000 --> 00:00:50.000]  但我已經盡力去預備
[00:00:50.000 --> 00:00:54.000]  今年的農曆年
[00:00:54.000 --> 00:00:56.000]  大家是不是都應該
[00:00:56.000 --> 00:00:58.000]  有時候在家會貼些揮春
[00:00:58.000 --> 00:01:00.000]  是嗎
[00:01:00.000 --> 00:01:02.000]  有些有 有些可能沒有
[00:01:02.000 --> 00:01:04.000]  今年因為我有個朋友
[00:01:04.000 --> 00:01:06.000]  他寫書法很漂亮
[00:01:06.000 --> 00:01:08.000]  我說你寫幾個字給我吧
[00:01:08.000 --> 00:01:10.000]  我就指定他寫
[00:01:10.000 --> 00:01:12.000]  看菜吃飯
[00:01:12.000 --> 00:01:16.000]  可能弟兄姊妹
[00:01:16.000 --> 00:01:18.000]  裡面也有人問你想怎樣
[00:01:18.000 --> 00:01:20.000]  徐牧師
[00:01:20.000 --> 00:01:22.000]  我有我的原因
[00:01:22.000 --> 00:01:24.000]  一會兒我會開鼓的
[00:01:24.000 --> 00:01:26.000]  問了一些熟悉的朋友
[00:01:26.000 --> 00:01:28.000]  我說我家裡貼了一張這樣的東西
[00:01:28.000 --> 00:01:30.000]  你猜一下
[00:01:30.000 --> 00:01:32.000]  我為什麼要貼一張這樣的揮春
[00:01:32.000 --> 00:01:36.000]  有三個我覺得挺有趣的
[00:01:36.000 --> 00:01:38.000]  跟大家分享一下
[00:01:38.000 --> 00:01:40.000]  第一個說
[00:01:40.000 --> 00:01:42.000]  你當然想提醒自己要小心花錢
[00:01:42.000 --> 00:01:44.000]  因為你的經濟應該不太好
[00:01:44.000 --> 00:01:48.000]  第二個就說
[00:01:48.000 --> 00:01:50.000]  你可能想提醒自己減肥
[00:01:50.000 --> 00:01:52.000]  比起以前我是肥了一點
[00:01:54.000 --> 00:01:56.000]  第三個就說
[00:01:56.000 --> 00:01:58.000]  我想你不是提醒自己
[00:01:58.000 --> 00:02:00.000]  你是提醒你的
[00:02:00.000 --> 00:02:02.000]  來探望你的朋友
[00:02:02.000 --> 00:02:04.000]  叫他們小心
[00:02:04.000 --> 00:02:06.000]  因為飯菜有限
[00:02:06.000 --> 00:02:08.000]  你要小心吃
[00:02:08.000 --> 00:02:10.000]  不要讓大家分不平
[00:02:10.000 --> 00:02:14.000]  我其實
[00:02:14.000 --> 00:02:16.000]  請朋友寫菜吃飯
[00:02:16.000 --> 00:02:18.000]  就因為我覺得
[00:02:18.000 --> 00:02:20.000]  我是一個很容易
[00:02:22.000 --> 00:02:24.000]  可以伸出援手的人
[00:02:24.000 --> 00:02:26.000]  可能牧師也有這個通病
[00:02:26.000 --> 00:02:30.000]  但是自從病了之後
[00:02:30.000 --> 00:02:32.000]  真的差很遠
[00:02:32.000 --> 00:02:34.000]  當然也因為年紀大
[00:02:34.000 --> 00:02:38.000]  不行了
[00:02:38.000 --> 00:02:40.000]  你看到別人有需要
[00:02:40.000 --> 00:02:42.000]  你千萬不要第一時間就伸手
[00:02:42.000 --> 00:02:44.000]  所以我是提醒自己
[00:02:44.000 --> 00:02:46.000]  你要小心
[00:02:46.000 --> 00:02:48.000]  自己有多少菜
[00:02:48.000 --> 00:02:50.000]  吃多少飯
[00:02:50.000 --> 00:02:52.000]  不要再伸手
[00:02:52.000 --> 00:02:54.000]  不要讓自己精神
[00:02:54.000 --> 00:02:56.000]  和體力都投資
[00:02:56.000 --> 00:02:58.000]  人和人的溝通
[00:02:58.000 --> 00:03:00.000]  其實是很不簡單
[00:03:00.000 --> 00:03:02.000]  四個字 四個人
[00:03:02.000 --> 00:03:04.000]  四個不同的理解
[00:03:04.000 --> 00:03:06.000]  或者想法
[00:03:06.000 --> 00:03:08.000]  聖經的真理是豐富很多
[00:03:08.000 --> 00:03:10.000]  所以也是複雜很多
[00:03:10.000 --> 00:03:12.000]  我們都很容易
[00:03:12.000 --> 00:03:14.000]  大家都打開聖經
[00:03:14.000 --> 00:03:16.000]  甚至一起去查經
[00:03:16.000 --> 00:03:18.000]  但是都會
[00:03:18.000 --> 00:03:20.000]  是難言不切
[00:03:20.000 --> 00:03:22.000]  的理解
[00:03:22.000 --> 00:03:24.000]  今天我想
[00:03:24.000 --> 00:03:26.000]  趁這個
[00:03:26.000 --> 00:03:28.000]  聖靈降臨節主日
[00:03:28.000 --> 00:03:30.000]  和大家一起去
[00:03:30.000 --> 00:03:32.000]  靠著聖靈的感動
[00:03:32.000 --> 00:03:34.000]  引導
[00:03:34.000 --> 00:03:36.000]  一起去看看
[00:03:36.000 --> 00:03:38.000]  今天我們所
[00:03:38.000 --> 00:03:40.000]  跟這個
[00:03:40.000 --> 00:03:42.000]  三代經課
[00:03:42.000 --> 00:03:44.000]  普世教的三代經課
[00:03:44.000 --> 00:03:46.000]  有項封押十四章
[00:03:46.000 --> 00:03:48.000]  不過當我預備的時候
[00:03:48.000 --> 00:03:50.000]  我覺得由第一節開始
[00:03:50.000 --> 00:03:52.000]  可能是我會
[00:03:52.000 --> 00:03:54.000]  覺得對我來說
[00:03:54.000 --> 00:03:56.000]  那個信息
[00:03:56.000 --> 00:03:58.000]  更加完整
[00:03:58.000 --> 00:04:00.000]  所以我就選了這段經文
[00:04:00.000 --> 00:04:02.000]  也是
[00:04:02.000 --> 00:04:04.000]  請高執事
[00:04:04.000 --> 00:04:06.000]  幫忙讀出
[00:04:06.000 --> 00:04:08.000]  我會分四點
[00:04:08.000 --> 00:04:10.000]  和大家分享這段經文
[00:04:10.000 --> 00:04:12.000]  第一點就是記載
[00:04:12.000 --> 00:04:14.000]  在一節到第七節
[00:04:16.000 --> 00:04:18.000]  在這十四章之前
[00:04:18.000 --> 00:04:20.000]  那兩章
[00:04:20.000 --> 00:04:22.000]  十二和十三章
[00:04:22.000 --> 00:04:24.000]  已經告訴我們
[00:04:24.000 --> 00:04:26.000]  耶穌已經預告了
[00:04:26.000 --> 00:04:28.000]  祂將會受難
[00:04:28.000 --> 00:04:30.000]  也都預告了
[00:04:30.000 --> 00:04:32.000]  或者是透露了
[00:04:32.000 --> 00:04:34.000]  門徒當中有一個
[00:04:34.000 --> 00:04:36.000]  會出賣祂
[00:04:36.000 --> 00:04:38.000]  當彼得
[00:04:38.000 --> 00:04:40.000]  世神劈怨說
[00:04:40.000 --> 00:04:42.000]  我即使
[00:04:42.000 --> 00:04:44.000]  是死我都不會
[00:04:44.000 --> 00:04:46.000]  離開你的耶穌
[00:04:46.000 --> 00:04:48.000]  但耶穌即時就在我面前說
[00:04:48.000 --> 00:04:50.000]  你會三次不認我
[00:04:50.000 --> 00:04:52.000]  是積極預先
[00:04:52.000 --> 00:04:54.000]  很清楚的
[00:04:54.000 --> 00:04:56.000]  我不知道弟兄姊妹
[00:04:56.000 --> 00:04:58.000]  如果你當時在場
[00:04:58.000 --> 00:05:00.000]  就是門徒當中其中一個
[00:05:00.000 --> 00:05:02.000]  或者你在場
[00:05:02.000 --> 00:05:04.000]  你聽到耶穌這麼說
[00:05:04.000 --> 00:05:06.000]  你會有什麼反應
[00:05:06.000 --> 00:05:08.000]  大家記不記得
[00:05:08.000 --> 00:05:10.000]  今天有三位
[00:05:10.000 --> 00:05:12.000]  新的弟兄姊妹加入
[00:05:12.000 --> 00:05:14.000]  這個梁法堂
[00:05:14.000 --> 00:05:16.000]  在座應該是
[00:05:16.000 --> 00:05:18.000]  絕大部份都是基督徒
[00:05:18.000 --> 00:05:20.000]  大家還記不記得
[00:05:20.000 --> 00:05:22.000]  你最初洗禮的時候
[00:05:22.000 --> 00:05:24.000]  你的初心是什麼
[00:05:24.000 --> 00:05:28.000]  我敢肯定
[00:05:28.000 --> 00:05:30.000]  這樣說
[00:05:30.000 --> 00:05:32.000]  你們不是受洗加入教會
[00:05:32.000 --> 00:05:34.000]  是為了賺便宜
[00:05:34.000 --> 00:05:36.000]  一定不會
[00:05:36.000 --> 00:05:38.000]  但隨著日子的流逝
[00:05:38.000 --> 00:05:40.000]  我們人的改變
[00:05:40.000 --> 00:05:42.000]  大家有沒有覺得
[00:05:42.000 --> 00:05:44.000]  你今天的你跟十年
[00:05:44.000 --> 00:05:46.000]  二十年三十年四十年以前的你
[00:05:46.000 --> 00:05:48.000]  有沒有什麼不同
[00:05:48.000 --> 00:05:50.000]  我就發覺自己不同了很多
[00:05:50.000 --> 00:05:54.000]  經過這麼多年
[00:05:54.000 --> 00:05:56.000]  做基督徒
[00:05:56.000 --> 00:05:58.000]  你信主的初心
[00:05:58.000 --> 00:06:00.000]  會不會有些不同了
[00:06:00.000 --> 00:06:04.000]  有沒有人曾經做過一些事情
[00:06:04.000 --> 00:06:06.000]  是跟聖經的真理
[00:06:06.000 --> 00:06:08.000]  不是很符合
[00:06:08.000 --> 00:06:10.000]  甚至是相違背
[00:06:10.000 --> 00:06:16.000]  為什麼會有門徒
[00:06:16.000 --> 00:06:18.000]  跟了耶穌三年多
[00:06:18.000 --> 00:06:20.000]  是會出賣耶穌
[00:06:20.000 --> 00:06:22.000]  或者反口
[00:06:22.000 --> 00:06:24.000]  不認耶穌
[00:06:24.000 --> 00:06:26.000]  當這個
[00:06:26.000 --> 00:06:28.000]  自身不保的時候
[00:06:28.000 --> 00:06:30.000]  有危險的時候
[00:06:30.000 --> 00:06:32.000]  他們兩個
[00:06:32.000 --> 00:06:34.000]  做了些什麼呢
[00:06:34.000 --> 00:06:36.000]  其實我們不需要太過認真
[00:06:36.000 --> 00:06:38.000]  去反思
[00:06:38.000 --> 00:06:40.000]  教會一定有講的
