
[00:00:00.000 --> 00:00:03.280]  今天我們的崇拜很特別,我們是會有交替傳熱的
[00:00:03.280 --> 00:00:07.460]  請劉玉峰牧師和我一齊去宣講
[00:00:07.460 --> 00:00:12.800]  在這裡也想問問在座有沒有普通的弟兄姊妹
[00:00:12.800 --> 00:00:15.620]  我們在座有普通話的弟兄姊妹嗎?
[00:00:15.620 --> 00:00:17.820]  有的,你舉一舉手,仰一仰
[00:00:17.820 --> 00:00:20.240]  都在那邊,在閣樓上面
[00:00:20.240 --> 00:00:23.020]  歡迎你們
[00:00:23.020 --> 00:00:26.780]  因為能夠可以讓大家都在一個大家庭裏面
[00:00:26.780 --> 00:00:28.780]  我們都在一個大家庭裏面
[00:00:28.780 --> 00:00:32.380]  希望能夠一齊來敬拜
[00:00:32.380 --> 00:00:35.560]  一齊同享主餐
[00:00:35.560 --> 00:00:38.680]  今天我們要看的經文
[00:00:38.680 --> 00:00:42.020]  是《約書亞記》第三章
[00:00:42.020 --> 00:00:47.520]  在看之前我問大家
[00:00:47.520 --> 00:00:50.480]  在你的生活裏面
[00:00:50.480 --> 00:00:57.580]  有沒有一些需要實踐的重大改變的時刻呢?
[00:00:57.580 --> 00:01:01.680]  即使你已經清楚方向
[00:01:01.680 --> 00:01:04.880]  知道事情要怎樣發生
[00:01:04.880 --> 00:01:11.240]  你將要踏入歷程階段的時候
[00:01:11.240 --> 00:01:18.300]  例如可能要移居去一個新的地方居住
[00:01:18.300 --> 00:01:22.000]  或者家裏移民
[00:01:22.000 --> 00:01:25.660]  或者青少年人用幾年時間去升學讀書
[00:01:25.660 --> 00:01:30.020]  或者青少年人要用幾年的時間去升學讀書
[00:01:30.020 --> 00:01:32.400]  離鄉別井
[00:01:32.400 --> 00:01:36.280]  去到不熟悉的地方
[00:01:36.280 --> 00:01:42.000]  可能你的朋友會跟你講他的經歷
[00:01:42.000 --> 00:01:44.160]  你又在社交媒體裏面去找資料
[00:01:44.160 --> 00:01:49.720]  做了很多功課
[00:01:49.720 --> 00:01:52.840]  但到自己真的要去的時候
[00:01:52.840 --> 00:01:54.800]  要出發的時候
[00:01:54.800 --> 00:01:59.980]  難免會有一種思前想後的時間
[00:01:59.980 --> 00:02:02.800]  去還是不去呢?
[00:02:02.800 --> 00:02:08.360]  例如你要做一個手術
[00:02:08.360 --> 00:02:14.080]  可能一兩個月之後醫院排好期了
[00:02:14.080 --> 00:02:16.220]  給你很多的資料
[00:02:16.220 --> 00:02:20.480]  你還問AI手術是怎樣的
[00:02:20.480 --> 00:02:22.720]  風險怎樣呢?
[00:02:22.720 --> 00:02:25.680]  但當那天來到的時候
[00:02:25.680 --> 00:02:30.680]  那些資料數字幫不了你
[00:02:30.680 --> 00:02:33.600]  那些醫生或者是你朋友講的慰問說話
[00:02:33.600 --> 00:02:39.360]  都未必讓你有安心
[00:02:39.360 --> 00:02:41.680]  心中非常忐忑
[00:02:41.680 --> 00:02:45.760]  這個手術不是十成把握的
[00:02:45.760 --> 00:02:51.680]  雖然做完之後可以長十幾年命
[00:02:51.680 --> 00:02:55.560]  但是不如退縮不要做了
[00:02:55.560 --> 00:03:01.560]  今天的經文約書亞記第三章
[00:03:01.560 --> 00:03:08.720]  記載了以色列民將要過約旦河之前
[00:03:08.720 --> 00:03:12.160]  他們怎樣準備的呢?
[00:03:12.160 --> 00:03:15.880]  他們是不是同心呢?
[00:03:15.880 --> 00:03:17.640]  有疑問的
[00:03:17.640 --> 00:03:21.840]  因為在民宿記三十二章
[00:03:21.840 --> 00:03:29.400]  在十二支派裏面有兩個支派裏面加德
[00:03:29.400 --> 00:03:36.120]  他們不打算過約旦河
[00:03:36.120 --> 00:03:38.240]  他們打算在河東居住
[00:03:38.240 --> 00:03:44.920]  雖然他們的勇士答應了要一起去打仗
[00:03:44.920 --> 00:03:50.000]  打完仗以後再回到河東去住
[00:03:50.000 --> 00:03:54.800]  但是他們所說的真的會兌現嗎?
[00:03:54.800 --> 00:04:00.720]  以色列民是否願意跟隨新的領袖呢?
[00:04:00.720 --> 00:04:05.640]  雖然有摩西臨終之前的託付
[00:04:05.640 --> 00:04:12.880]  約書亞也有耶和華對他個人的應許
[00:04:12.880 --> 00:04:15.360]  但出一級的民宿記裏面我們看到
[00:04:15.360 --> 00:04:17.720]  那些以色列民對摩西都不客氣
[00:04:17.720 --> 00:04:20.720]  但是我們在出埃及記民宿記也看到
[00:04:20.720 --> 00:04:23.880]  那些以色列民對摩西也不是那麼客氣
[00:04:23.880 --> 00:04:34.160]  對於這位跟他們一樣從奴隸身份出身的約書亞又怎樣呢?
[00:04:34.160 --> 00:04:36.400]  不如我們一起看看發生什麼事
[00:04:36.400 --> 00:04:39.120]  我們一起讀約書亞記三章一到五節
[00:04:39.120 --> 00:04:44.400]  讓我們來看一看發生什麼事情 我們一起來讀約書亞記三章一到五節
[00:04:44.400 --> 00:04:46.720]  約書亞清早起來
[00:04:46.720 --> 00:04:49.920]  和以色列眾人都離開什廷
[00:04:49.920 --> 00:04:54.440]  來到約旦河就住在那裏等候過河
[00:04:54.440 --> 00:04:55.920]  過了三天
[00:04:55.920 --> 00:04:57.920]  官長走遍營中
[00:04:57.920 --> 00:04:59.720]  吩咐百姓說
[00:04:59.720 --> 00:05:03.320]  你們漢奸耶和華你們神的約貴
[00:05:03.320 --> 00:05:06.040]  又見祭司利美人抬著
[00:05:06.040 --> 00:05:10.720]  就要離開所住的地方跟著約貴去
[00:05:10.720 --> 00:05:15.920]  後面指示你們和約貴相離要量二千爪
[00:05:15.920 --> 00:05:18.120]  不可與約貴相近
[00:05:18.120 --> 00:05:20.920]  使你們知道所當走的路
[00:05:20.920 --> 00:05:24.680]  因為這條路你們向來沒有走過
[00:05:24.680 --> 00:05:26.760]  約書亞吩咐百姓說
[00:05:26.760 --> 00:05:28.160]  你們要致結
[00:05:28.160 --> 00:05:33.560]  因為明天耶和華必在你們中間行祈禱
[00:05:33.560 --> 00:05:44.040]  在我繼續講解之前一起來禱告
[00:05:44.040 --> 00:05:45.760]  親愛的天父
[00:05:45.760 --> 00:05:49.400]  感謝祢讓我們一起來聚集
[00:05:49.400 --> 00:05:53.200]  預備我們的心來聆聽祢的話語
[00:05:53.200 --> 00:05:58.200]  求祢幫助我們放下心裏的憂慮
[00:05:58.200 --> 00:06:02.560]  懇求祢的聖靈親自引導
[00:06:02.560 --> 00:06:07.640]  讓我們在祢的話語裏明白祢的心意
[00:06:07.640 --> 00:06:09.840]  生命被更新
[00:06:09.840 --> 00:06:13.000]  信心更加堅固
[00:06:13.000 --> 00:06:15.000]  在每一個重要的轉折點之前
[00:06:15.000 --> 00:06:21.000]  有祢所給我們的平安
[00:06:21.000 --> 00:06:24.160]  我們祈禱奉主明求
[00:06:24.160 --> 00:06:26.240]  阿門
[00:06:26.240 --> 00:06:28.040]  剛才我們所讀的經文裏面
[00:06:28.040 --> 00:06:31.120]  第一節提到「住在那裏等候過河」
[00:06:31.120 --> 00:06:34.560]  終於到了過河的時刻了
[00:06:34.560 --> 00:06:38.080]  以色列民的心情會怎樣呢?
[00:06:38.080 --> 00:06:41.840]  會不會憂慮恐懼呢?
[00:06:41.840 --> 00:06:45.760]  因為他們將要面臨的就是征戰
[00:06:45.760 --> 00:06:51.760]  耶利哥城是迦南地其中一座城
[00:06:51.760 --> 00:06:55.600]  還有很多很多的城
[00:06:55.600 --> 00:07:02.600]  或者他們會不會很興奮地期待進入迦南地呢?
[00:07:02.600 --> 00:07:08.200]  因為他們在曠野漂流四十年了
[00:07:08.200 --> 00:07:13.800]  已經厭倦了那些流離失所的生活
[00:07:13.800 --> 00:07:18.600]  還是他們覺得無所謂了,跟大隊呢?
[00:07:18.600 --> 00:07:27.600]  還是他們覺得無所謂了,隨眾吧?
[00:07:27.600 --> 00:07:35.600]  還是很著眼於自己的情況,自己家裏的需要等等呢?
[00:07:35.600 --> 00:07:43.600]  但是在過河之前等這幾天的時間很重要
[00:07:43.600 --> 00:07:52.600]  特別說到他們住在那裏等候是屬於短暫的紮營
[00:07:52.600 --> 00:07:56.600]  但這幾天並不是拖延
[00:07:56.600 --> 00:07:58.600]  更加不是浪費
[00:07:58.600 --> 00:08:07.600]  是要準備過河之前重新校準他們屬靈的方向
[00:08:07.600 --> 00:08:10.600]  所以第五節約書亞宣告你們要自結
[00:08:10.600 --> 00:08:13.600]  所以第五節約書亞宣告你們要自結
[00:08:13.600 --> 00:08:17.600]  自結的意思就是分別為聖,歸於神
[00:08:17.600 --> 00:08:20.600]  自結的意思就是分別為聖,歸於神
[00:08:20.600 --> 00:08:23.600]  就算他們在身份上知道自己是屬於神的子民
[00:08:23.600 --> 00:08:27.600]  就算他們知道在身份上他們是屬於神的子民
[00:08:27.600 --> 00:08:31.600]  但面臨巨大轉變之前
[00:08:31.600 --> 00:08:35.600]  他們需要再次提醒自己
[00:08:35.600 --> 00:08:39.600]  再次在神面前立志
[00:08:39.600 --> 00:08:44.600]  目的就是讓他們在各樣的擔心混亂當中將目光轉向神
[00:08:44.600 --> 00:08:50.600]  目的就是讓他們在各種的擔心畏懼當中把目光聚焦於神
[00:08:50.600 --> 00:08:57.600]  第五節約書亞宣告因為明天耶和華必在你們中間行祈祀
[00:08:57.600 --> 00:09:03.600]  第五節約書亞宣告因為明天耶和華必在你們中間行祈祀
[00:09:03.600 --> 00:09:07.600]  神如果在他們中間行祈祀
[00:09:07.600 --> 00:09:11.600]  這個不是他們努力的結果
[00:09:11.600 --> 00:09:14.600]  是承受恩典的時刻
[00:09:14.600 --> 00:09:18.600]  是神主權的彰顯
[00:09:18.600 --> 00:09:21.600]  這個等候很重要
[00:09:21.600 --> 00:09:26.600]  有時我們未必看得清楚
[00:09:26.600 --> 00:09:30.600]  有一次有一位年輕的弟兄
[00:09:30.600 --> 00:09:33.600]  他找我,他愁眉苦臉
[00:09:33.600 --> 00:09:36.600]  分享他在轉工途中的心情
[00:09:36.600 --> 00:09:39.600]  他找我,他愁眉苦臉的來找我
[00:09:39.600 --> 00:09:46.600]  分享他在轉換工作途中的擔憂
[00:09:46.600 --> 00:09:50.600]  舊的工作已經完結了
[00:09:50.600 --> 00:09:57.600]  他申請的新的工作遲遲都沒有消息
[00:09:57.600 --> 00:10:00.600]  於是他心裏面有焦急擔心
[00:10:00.600 --> 00:10:05.600]  甚至有少少想到會不會影響到他的前途
[00:10:05.600 --> 00:10:09.600]  甚至他會想到會不會影響我的前途呢
[00:10:09.600 --> 00:10:12.600]  在傾談的過程當中我問他
[00:10:12.600 --> 00:10:16.600]  弟兄,你生活上是不是有些需要處理的事情呢?
[00:10:16.600 --> 00:10:17.600]  在交談裏面我就問他
[00:10:17.600 --> 00:10:22.600]  弟兄,你在生活裏面是不是有一些需要處理的事情呢?
[00:10:22.600 --> 00:10:25.600]  他回答我,是的,家裏有些裝修或維修要處理
[00:10:25.600 --> 00:10:28.600]  但是以前上班很忙,沒有時間處理
[00:10:28.600 --> 00:10:31.600]  他說是的,家裏有一些裝修維修需要處理
[00:10:31.600 --> 00:10:34.600]  但以前我工作的時候很忙,沒有時間去處理
[00:10:34.600 --> 00:10:39.600]  那時我就有感動跟他說
[00:10:39.600 --> 00:10:43.600]  神是一位有恩典的神
[00:10:43.600 --> 00:10:47.600]  祂知道你需要處理那些事情
[00:10:47.600 --> 00:10:52.600]  祂處理完之後還給你多一兩天的時間休息
[00:10:52.600 --> 00:11:01.600]  你可以回一下氣,專心聽聖經,休息一下
[00:11:01.600 --> 00:11:04.600]  到時候有消息也說不定
[00:11:04.600 --> 00:11:07.600]  隔幾個禮拜見到他
[00:11:07.600 --> 00:11:10.600]  問他情況如何
[00:11:10.600 --> 00:11:13.600]  原來事情真的這樣發生
[00:11:13.600 --> 00:11:16.600]  他完成了家裏的需要後
[00:11:16.600 --> 00:11:19.600]  真的休息了一兩天
[00:11:19.600 --> 00:11:22.600]  但不單止有好消息
[00:11:22.600 --> 00:11:34.600]  他馬上需要工作了
[00:11:34.600 --> 00:11:39.600]  這個經歷對這位弟兄來講
[00:11:39.600 --> 00:11:45.600]  或者對於我當時有感動跟他分享來說
[00:11:45.600 --> 00:11:55.600]  也看到神給他這段時間是可以讓他做他需要做的事情
[00:11:55.600 --> 00:12:05.600]  假如他沒有這幾天的話,可能他返新工也不安心
[00:12:05.600 --> 00:12:13.600]  弟兄姊妹,在經文裏不知道對你有什麼樣的提醒
[00:12:13.600 --> 00:12:20.600]  當我們在生活裏面面對一些大轉變的時候
[00:12:20.600 --> 00:12:23.600]  可能神也需要你讓你自覺
[00:12:23.600 --> 00:12:30.600]  有一些在他面前安靜的時間
[00:12:30.600 --> 00:12:34.600]  就算有些事情需要做
[00:12:34.600 --> 00:12:39.600]  太倉促而沒有給自己留空間的話
