
[00:00:00.000 --> 00:00:02.000]  頂著祢平安
[00:00:02.000 --> 00:00:07.000]  我們一起在安靜的神面前祈禱
[00:00:07.000 --> 00:00:14.000]  天父,我們很快樂地來到祢面前
[00:00:14.000 --> 00:00:19.000]  當我們打開祢的聖言的時候
[00:00:19.000 --> 00:00:25.000]  求祢的靈積著祢自己的話
[00:00:25.000 --> 00:00:29.000]  去安慰和引導我們
[00:00:30.000 --> 00:00:32.000]  我們已經預備好
[00:00:32.000 --> 00:00:34.000]  聆聽祢的話
[00:00:34.000 --> 00:00:36.000]  恭敬的等候
[00:00:36.000 --> 00:00:40.000]  奉耶穌基督的名
[00:00:40.000 --> 00:00:41.000]  阿們
[00:00:41.000 --> 00:00:46.000]  我今天跟大家分一個題目
[00:00:46.000 --> 00:00:50.000]  是人生困難之謎
[00:00:50.000 --> 00:00:55.000]  人生困難之謎
[00:00:55.000 --> 00:00:58.000]  我們先讀幾次聖經好嗎
[00:00:59.000 --> 00:01:01.000]  我們在《雅各書》第一章
[00:01:01.000 --> 00:01:03.000]  1至6節
[00:01:03.000 --> 00:01:05.000]  請大家和我一起讀吧
[00:01:05.000 --> 00:01:10.000]  作神和主耶穌基督僕人的雅各
[00:01:10.000 --> 00:01:14.000]  請散住十二個支派之人的岸
[00:01:14.000 --> 00:01:16.000]  我的弟兄們
[00:01:16.000 --> 00:01:19.000]  你們樂在百般善念中
[00:01:19.000 --> 00:01:22.000]  都要以為大喜樂
[00:01:22.000 --> 00:01:25.000]  因為知道你們的信心
[00:01:25.000 --> 00:01:28.000]  經過試驗就生忍耐
[00:01:29.000 --> 00:01:31.000]  但忍耐也當成功
[00:01:31.000 --> 00:01:33.000]  使你們成全
[00:01:33.000 --> 00:01:36.000]  原備毫無缺欠
[00:01:36.000 --> 00:01:40.000]  你們中間若有缺少智慧
[00:01:40.000 --> 00:01:43.000]  應當求那厚賜予眾人
[00:01:43.000 --> 00:01:46.000]  也不斥責人的神
[00:01:46.000 --> 00:01:48.000]  主就必賜給他
[00:01:48.000 --> 00:01:51.000]  只要憑著信心求
[00:01:51.000 --> 00:01:53.000]  一點不疑惑
[00:01:53.000 --> 00:01:55.000]  因為那疑惑的人
[00:01:55.000 --> 00:01:58.000]  就像海中的波浪
[00:01:59.000 --> 00:02:02.000]  被風吹動翻騰
[00:02:02.000 --> 00:02:04.000]  謝謝大家
[00:02:04.000 --> 00:02:06.000]  自古說
[00:02:06.000 --> 00:02:09.000]  人生不如意的事
[00:02:09.000 --> 00:02:12.000]  是十之八九
[00:02:12.000 --> 00:02:14.000]  我們的人生
[00:02:14.000 --> 00:02:16.000]  開心的事有沒有
[00:02:16.000 --> 00:02:18.000]  有
[00:02:18.000 --> 00:02:20.000]  但不如意的事
[00:02:20.000 --> 00:02:23.000]  似乎好像更多
[00:02:23.000 --> 00:02:25.000]  人生有很多謎
[00:02:25.000 --> 00:02:27.000]  是無法明白的
[00:02:28.000 --> 00:02:29.000]  其中一個謎
[00:02:29.000 --> 00:02:32.000]  就是困難之謎
[00:02:32.000 --> 00:02:36.000]  人生在世總有困難
[00:02:36.000 --> 00:02:40.000]  基督徒和非基督徒
[00:02:40.000 --> 00:02:43.000]  都一樣會有困難
[00:02:43.000 --> 00:02:45.000]  我想做個訪問
[00:02:45.000 --> 00:02:48.000]  我們在座當中每一位
[00:02:48.000 --> 00:02:50.000]  有誰在你的人生
[00:02:50.000 --> 00:02:53.000]  無論過往或現在
[00:02:53.000 --> 00:02:57.000]  你是遇過大或小的困難
[00:02:58.000 --> 00:02:59.000]  有沒有
[00:02:59.000 --> 00:03:01.000]  有
[00:03:01.000 --> 00:03:03.000]  有
[00:03:03.000 --> 00:03:05.000]  有些沒有舉手
[00:03:05.000 --> 00:03:07.000]  很羨慕你
[00:03:07.000 --> 00:03:09.000]  原來你的人生完全沒有困難
[00:03:09.000 --> 00:03:11.000]  可能你未想到
[00:03:11.000 --> 00:03:17.000]  為何我們會遇到這麼多困難
[00:03:17.000 --> 00:03:21.000]  聖經到底有沒有論及到困難
[00:03:21.000 --> 00:03:24.000]  我們教會有一個團契
[00:03:25.000 --> 00:03:28.000]  當年是跟著一本書的資料
[00:03:28.000 --> 00:03:30.000]  來查考雅各書
[00:03:30.000 --> 00:03:34.000]  當我們越查考雅各書的時候
[00:03:34.000 --> 00:03:38.000]  我們越明白人生很多的道理
[00:03:38.000 --> 00:03:40.000]  在聖經雅各書中
[00:03:40.000 --> 00:03:45.000]  解釋了很多有關於人生的困難
[00:03:45.000 --> 00:03:49.000]  今天我很願意跟大家分享一些精華
[00:03:49.000 --> 00:03:51.000]  讓我們每一位
[00:03:52.000 --> 00:03:55.000]  都能夠進一步更多的了解
[00:03:55.000 --> 00:03:57.000]  人生的困難
[00:03:57.000 --> 00:04:00.000]  雅各書的中心
[00:04:00.000 --> 00:04:04.000]  是我們怎樣在信心裡生活
[00:04:04.000 --> 00:04:06.000]  如果信徒們
[00:04:06.000 --> 00:04:10.000]  很想我們的信心更加成長
[00:04:10.000 --> 00:04:13.000]  更加有成熟的屬靈生命
[00:04:13.000 --> 00:04:17.000]  雅各書提供了一個很重要的秘訣
[00:04:17.000 --> 00:04:20.000]  更加打開了一個謎
[00:04:21.000 --> 00:04:22.000]  就是我們今天一起要看的
[00:04:22.000 --> 00:04:25.000]  人生困難之謎
[00:04:25.000 --> 00:04:27.000]  我們先看第一樣
[00:04:27.000 --> 00:04:33.000]  要預備困難是會發生的
[00:04:33.000 --> 00:04:35.000]  聖經怎麼說呢
[00:04:35.000 --> 00:04:37.000]  聖經說我的弟兄們
[00:04:37.000 --> 00:04:41.000]  你們樂在百官的試煉中
[00:04:41.000 --> 00:04:45.000]  都要以為大喜樂
[00:04:45.000 --> 00:04:48.000]  所以大家留意到一個字
[00:04:49.000 --> 00:04:52.000]  就是樂字
[00:04:52.000 --> 00:04:56.000]  和合本的聖經翻譯為樂
[00:04:56.000 --> 00:05:00.000]  新漢語譯本是翻譯為「遇上」
[00:05:00.000 --> 00:05:02.000]  所以我們樂在
[00:05:02.000 --> 00:05:05.000]  或者說我們遇上困難是怎樣的
[00:05:05.000 --> 00:05:07.000]  是必然的
[00:05:07.000 --> 00:05:09.000]  是必定會的
[00:05:09.000 --> 00:05:11.000]  人生在世遇到困難
[00:05:11.000 --> 00:05:14.000]  是無可避免
[00:05:14.000 --> 00:05:16.000]  無法預料
[00:05:17.000 --> 00:05:20.000]  並且防不勝防
[00:05:20.000 --> 00:05:22.000]  聖經有這樣的意思
[00:05:22.000 --> 00:05:26.000]  我們哪一個一生沒有遇過任何困難呢
[00:05:26.000 --> 00:05:28.000]  大和小的一定有
[00:05:28.000 --> 00:05:32.000]  聖經讓我們心裡面有一個預備
[00:05:32.000 --> 00:05:35.000]  當你和我遇到困難的時候
[00:05:35.000 --> 00:05:38.000]  你和我不會覺得稀奇
[00:05:38.000 --> 00:05:40.000]  不會覺得驚奇
[00:05:40.000 --> 00:05:43.000]  因為聖經一早預備了我們
[00:05:44.000 --> 00:05:47.000]  聖經告訴我們是有困難
