
[00:00:00.000 --> 00:00:04.280]  我們在最後一堂道會講了15章
[00:00:04.280 --> 00:00:06.920]  因爲很多人打來問爲什麼跳了15章
[00:00:06.920 --> 00:00:08.560]  因爲我們不夠時間講
[00:00:08.560 --> 00:00:09.840]  因爲那天是主餐主日
[00:00:09.840 --> 00:00:12.120]  所以15章成爲了我們羅馬書最後一章
[00:00:12.120 --> 00:00:13.280]  最後一講
[00:00:13.280 --> 00:00:18.320]  也成爲了我們會慶的一個很重要的題目
[00:00:18.320 --> 00:00:21.480]  我們再重溫的在羅馬書12章3節
[00:00:21.480 --> 00:00:22.880]  成爲了一條鎖匙
[00:00:22.880 --> 00:00:25.400]  解開了12到16章
[00:00:25.400 --> 00:00:31.480]  講一個基督徒健康的自我形象的重要性
[00:00:31.480 --> 00:00:33.120]  當我有個健康的自我形象的時候
[00:00:33.120 --> 00:00:36.440]  我就會覺得我需要和旁邊的人合一
[00:00:36.440 --> 00:00:37.760]  因爲我需要和他合一
[00:00:37.760 --> 00:00:39.720]  我就覺得我們要按恩賜侍奉
[00:00:39.720 --> 00:00:40.920]  按恩賜侍奉裏面
[00:00:40.920 --> 00:00:44.320]  在12章提到的按恩賜侍奉裏面
[00:00:44.320 --> 00:00:50.680]  也都在16章保羅用他的團隊生命證明了出來
[00:00:50.680 --> 00:00:53.960]  今天第一節會最大的問題是什麼
[00:00:53.960 --> 00:00:58.120]  很多人是我們講俗些叫死剩把口
[00:00:58.120 --> 00:00:59.400]  又或者這樣講
[00:00:59.400 --> 00:01:01.080]  講就天下無敵
[00:01:01.080 --> 00:01:03.000]  做就有心無力
[00:01:03.000 --> 00:01:05.360]  教聖經的人
[00:01:05.360 --> 00:01:06.600]  講聖經的人
[00:01:06.600 --> 00:01:07.880]  講多少合一
[00:01:07.880 --> 00:01:09.200]  團隊精神
[00:01:09.200 --> 00:01:12.280]  但是他可能是孤軍作戰的
[00:01:12.280 --> 00:01:14.120]  保羅是以身作則
[00:01:14.120 --> 00:01:17.120]  他不單止勸教會要合一按恩賜侍奉
[00:01:17.120 --> 00:01:19.160]  他整個侍奉團隊的名單
[00:01:19.160 --> 00:01:20.240]  我們上次講到已經提到
[00:01:20.240 --> 00:01:22.600]  在16章的列舉出來
[00:01:22.600 --> 00:01:24.880]  他的生命就是在建立團隊
[00:01:24.880 --> 00:01:27.880]  他整個報道的侍奉就是一個團隊
[00:01:27.880 --> 00:01:29.160]  這是很重要的事情
[00:01:29.160 --> 00:01:30.280]  所以和你間諜一樣說
[00:01:30.280 --> 00:01:33.080]  我們需要團隊
[00:01:33.080 --> 00:01:36.000]  只是講聖經不建立團隊的人
[00:01:36.000 --> 00:01:38.640]  他不明白聖經
[00:01:38.640 --> 00:01:41.360]  只是講聖經要自己成爲孤島的人
[00:01:41.360 --> 00:01:43.240]  他不明白聖經
[00:01:43.240 --> 00:01:44.520]  他只是講
[00:01:44.520 --> 00:01:46.520]  他沒有做
[00:01:46.520 --> 00:01:49.000]  今天我們需要的是實踐聖經的話
[00:01:49.000 --> 00:01:51.840]  在羅馬書第一章保羅提到福音
[00:01:51.840 --> 00:01:53.000]  16章都講福音
[00:01:53.000 --> 00:01:56.480]  證明了前後呼應的事件
[00:01:56.480 --> 00:02:00.080]  就是整個羅馬書就是在講福音
[00:02:00.080 --> 00:02:03.400]  而我們剩下來的正正就是今天的經文
[00:02:03.400 --> 00:02:05.120]  在15章的第一節裏面
[00:02:05.120 --> 00:02:09.840]  保羅就說一個是健康自我形象的人
[00:02:09.840 --> 00:02:12.040]  是不斷效法基督的
[00:02:12.040 --> 00:02:13.320]  和你間諜一樣說
[00:02:13.320 --> 00:02:15.960]  你需要效法基督
[00:02:15.960 --> 00:02:17.280]  當我們效法基督的時候
[00:02:17.280 --> 00:02:18.360]  就會有幾件事發生
[00:02:18.360 --> 00:02:21.480]  第一件事我們會扶持軟弱的人
[00:02:21.480 --> 00:02:22.720]  在15章第一節他說
[00:02:22.720 --> 00:02:25.720]  我們堅固的人應當擔當不堅固人的軟弱
[00:02:25.720 --> 00:02:26.720]  不求自己的喜悅
[00:02:26.720 --> 00:02:28.560]  我們個人沒有要叫淪死的喜悅
[00:02:28.560 --> 00:02:32.280]  使他得益處建立他的德行
[00:02:32.280 --> 00:02:34.400]  是不是這麼容易的事情
[00:02:34.400 --> 00:02:36.120]  當然不是這麼容易的事情
[00:02:36.120 --> 00:02:37.200]  我們知道
[00:02:37.200 --> 00:02:38.960]  但是在第三節就成爲了
[00:02:38.960 --> 00:02:43.440]  我們要去扶持軟弱人的原因
[00:02:43.440 --> 00:02:45.640]  保羅說原因是基於基督的原因
[00:02:45.640 --> 00:02:48.000]  因基督也不求自己的喜悅
[00:02:48.000 --> 00:02:49.240]  如經上所記
[00:02:49.240 --> 00:02:53.600]  辱罵你的人的辱罵都落在我的身上了
[00:02:53.600 --> 00:02:55.000]  這很明顯地
[00:02:55.000 --> 00:02:57.240]  如果今天我們是爲了基督的緣故
[00:02:57.240 --> 00:02:58.480]  效法基督的緣故
[00:02:58.480 --> 00:03:01.960]  我們願意輔助我們身邊軟弱的人
[00:03:01.960 --> 00:03:03.440]  我們不是看不起他
[00:03:03.440 --> 00:03:04.480]  我們願意輔助他
[00:03:04.480 --> 00:03:06.560]  這裏說軟弱不是說犯罪的人
[00:03:06.560 --> 00:03:08.920]  是那些他有心無力
[00:03:08.920 --> 00:03:11.000]  或者他很想做
[00:03:11.000 --> 00:03:14.320]  但是暫時會慢一點的那些人
[00:03:14.320 --> 00:03:16.520]  在這裏面對一個
[00:03:16.520 --> 00:03:21.280]  我們從出生到死都無法脫離的問題
[00:03:21.280 --> 00:03:24.960]  就是我一出生就面對人際關係的問題
[00:03:24.960 --> 00:03:26.080]  人家讚我靚
[00:03:26.080 --> 00:03:27.280]  旁邊那個不靚會哭
[00:03:27.280 --> 00:03:28.360]  人家讚我不靚
[00:03:28.360 --> 00:03:29.360]  旁邊那個靚我又會哭
[00:03:29.360 --> 00:03:32.240]  這種事經常發生
[00:03:32.240 --> 00:03:33.560]  一粒糖搶來搶去
[00:03:33.560 --> 00:03:34.600]  人際關係的問題
[00:03:34.600 --> 00:03:35.520]  唱歌厲害
[00:03:35.520 --> 00:03:36.200]  唱歌不厲害
[00:03:36.200 --> 00:03:38.360]  又有一個人際關係的問題
[00:03:38.360 --> 00:03:40.040]  接着大了之後讀書
[00:03:40.040 --> 00:03:41.160]  又有人際關係的問題
[00:03:41.160 --> 00:03:42.280]  老師疼這個多一點
[00:03:42.280 --> 00:03:43.000]  不疼那個少一點
[00:03:43.000 --> 00:03:43.880]  又有人際關係
[00:03:43.880 --> 00:03:44.920]  在這裏博策的問題
[00:03:44.920 --> 00:03:46.720]  還差做班長
[00:03:46.720 --> 00:03:49.360]  社博不做班長之類的問題
[00:03:49.360 --> 00:03:51.520]  所以做事更嚴重了
[00:03:51.520 --> 00:03:52.560]  人際關係的問題就是
[00:03:52.560 --> 00:03:54.680]  如果到管理階層的時候更嚴重
[00:03:54.680 --> 00:03:55.840]  你每天的時間
[00:03:55.840 --> 00:03:58.200]  三分二是處理人際關係的問題
[00:03:58.200 --> 00:04:00.200]  三分一才處理文件
[00:04:00.200 --> 00:04:01.520]  到你的同事都走了
[00:04:01.520 --> 00:04:02.920]  你坐下處理文件的時候
[00:04:02.920 --> 00:04:04.560]  你以爲你很安靜可以處理文件
[00:04:04.560 --> 00:04:05.840]  但是處理文件過程裏面
[00:04:05.840 --> 00:04:06.960]  你又發覺文件的問題
[00:04:06.960 --> 00:04:08.800]  就是人際關係的問題
[00:04:08.800 --> 00:04:10.920]  所以明天又要回來處理人際關係的問題
[00:04:10.920 --> 00:04:12.320]  所以人際關係是逃不了的
[00:04:12.320 --> 00:04:15.000]  到你退休了下去公園
[00:04:15.000 --> 00:04:18.520]  身爲男士和一個老一點的女人說多一點話
[00:04:18.520 --> 00:04:20.400]  又有家人說你了
[00:04:20.400 --> 00:04:21.920]  那又面對人際關係的問題
[00:04:21.920 --> 00:04:23.360]  林老又花種了
[00:04:23.360 --> 00:04:25.440]  又想追女人了
[00:04:25.440 --> 00:04:27.600]  到你死那一刻
[00:04:27.600 --> 00:04:30.280]  纔可以解決人際關係的問題
[00:04:30.280 --> 00:04:31.880]  和你旁邊的人說一聲
[00:04:31.880 --> 00:04:36.960]  你是逃不了的
[00:04:36.960 --> 00:04:39.080]  一個基督徒要脫離
[00:04:39.080 --> 00:04:40.840]  或者逃避人際關係的問題
[00:04:40.840 --> 00:04:45.920]  最容易做的就是晚上上網罵人
[00:04:45.920 --> 00:04:47.120]  弟兄姊妹
[00:04:47.120 --> 00:04:49.480]  我不上網查你的
[00:04:49.480 --> 00:04:50.560]  我沒有這種興趣
[00:04:50.560 --> 00:04:52.440]  我不會做網上警察
[00:04:52.440 --> 00:04:55.840]  因爲你的生命是應該向上帝交代的
[00:04:55.840 --> 00:04:56.760]  跟你們講一遍
[00:04:56.760 --> 00:05:00.920]  你的生命應該向上帝交代的
[00:05:00.920 --> 00:05:02.320]  但是我想告訴你
[00:05:02.320 --> 00:05:04.120]  在網上不斷罵人的人
[00:05:04.120 --> 00:05:05.560]  不斷批評的人
[00:05:05.560 --> 00:05:07.120]  那些人怎麼會開心呢
[00:05:07.120 --> 00:05:08.480]  但是他至今不開心
[00:05:08.480 --> 00:05:09.880]  那就讓他繼續不開心吧
[00:05:09.880 --> 00:05:11.480]  他罵人是
[00:05:11.480 --> 00:05:12.400]  我告訴你
[00:05:12.400 --> 00:05:14.480]  沒有人罵人會開心的
[00:05:14.480 --> 00:05:16.120]  上帝創造我們很有趣的
[00:05:16.120 --> 00:05:16.800]  我們不會罵人
[00:05:16.800 --> 00:05:18.240]  越罵越開心的
[00:05:18.240 --> 00:05:19.320]  越罵越不開心
[00:05:19.320 --> 00:05:20.360]  越罵越苦毒的
[00:05:20.360 --> 00:05:21.200]  你明不明白
[00:05:21.200 --> 00:05:22.240]  就是罵罵下
[00:05:22.240 --> 00:05:23.160]  連自己都
[00:05:23.160 --> 00:05:24.720]  爲什麼我這麼喜歡罵人的呢
[00:05:24.720 --> 00:05:26.640]  他就繼續罵下去的
[00:05:26.640 --> 00:05:28.320]  那種恐怖就是在這裏
[00:05:28.320 --> 00:05:30.040]  成了人這些叫做
[00:05:30.040 --> 00:05:31.160]  他白天很不開心
[00:05:31.160 --> 00:05:31.920]  晚上就罵人
[00:05:31.920 --> 00:05:32.680]  以爲很開心
[00:05:32.680 --> 00:05:33.520]  罵完人又不開心
[00:05:33.520 --> 00:05:35.000]  明天回來又不開心
[00:05:35.000 --> 00:05:36.840]  這是一個惡性循環
[00:05:36.840 --> 00:05:37.600]  你要知道
[00:05:37.600 --> 00:05:38.440]  人際關係的問題
[00:05:38.440 --> 00:05:39.120]  無可止逃避
[00:05:39.120 --> 00:05:41.880]  所有外面講人際關係的書
[00:05:41.880 --> 00:05:45.560]  都沒有聖經這四樣東西的
[00:05:45.560 --> 00:05:46.640]  又或者這麼說
[00:05:46.640 --> 00:05:49.120]  有一些扮基督教的書
[00:05:49.120 --> 00:05:50.120]  講人際關係
[00:05:50.120 --> 00:05:51.800]  都不提這四樣東西的
[00:05:51.800 --> 00:05:55.120]  證明扮基督教講的人際關係的書
[00:05:55.120 --> 00:05:56.600]  根本不是講聖經的東西
[00:05:56.600 --> 00:05:58.320]  聽得清楚我講嗎
[00:05:58.320 --> 00:06:00.440]  有一些外面的書教你
[00:06:00.440 --> 00:06:01.520]  是基督教寫的
[00:06:01.520 --> 00:06:02.360]  基督徒寫的
[00:06:02.360 --> 00:06:03.360]  我們怎麼建立人際關係
[00:06:03.360 --> 00:06:04.960]  但是沒有提這四樣東西的話
[00:06:04.960 --> 00:06:06.960]  這些書根本就不是
[00:06:06.960 --> 00:06:08.680]  基督教講的人際關係的問題
[00:06:08.680 --> 00:06:10.000]  這些是外面的智慧
[00:06:10.000 --> 00:06:11.040]  不是聖經的智慧
