
[00:00:00.000 --> 00:00:02.500]  菲律賓第四章第四節,
[00:00:02.500 --> 00:00:04.800]  只有一節的聖經,我們一同來念。
[00:00:04.800 --> 00:00:08.300]  來,你們要靠主常常喜樂,
[00:00:08.300 --> 00:00:09.700]  我再說你們要喜樂。
[00:00:09.700 --> 00:00:11.700]  再讀一遍,來。
[00:00:11.700 --> 00:00:13.700]  靠主常常喜樂,
[00:00:13.700 --> 00:00:16.700]  我再說你們要喜樂。
[00:00:16.700 --> 00:00:20.700]  基督徒的人生是一個喜樂的人生。
[00:00:20.700 --> 00:00:23.900]  所以A.W. Tozer陶樹博士曾經說,
[00:00:23.900 --> 00:00:27.800]  信仰是喜樂的,否則天堂有什麼意義呢?
[00:00:27.800 --> 00:00:31.500]  你們,保羅也在這裡特別提醒我們,
[00:00:31.500 --> 00:00:35.400]  保羅在這裡教導我們說,你們要靠主常常喜樂,
[00:00:35.400 --> 00:00:37.800]  我再說,可見得是很重要的事情,
[00:00:37.800 --> 00:00:41.000]  他說我再說你們要喜樂。
[00:00:41.000 --> 00:00:44.000]  要注意,保羅在寫這個書信的時候,
[00:00:44.000 --> 00:00:47.200]  其實並不是在他很順利的環境裡面。
[00:00:47.200 --> 00:00:51.800]  菲律賓書其實是保羅在監獄的時候所寫的書信。
[00:00:51.800 --> 00:00:53.800]  可見得作為一個基督徒,
[00:00:53.800 --> 00:00:57.200]  保羅在這裡提醒我們,有一件事情是很重要,
[00:00:57.200 --> 00:01:00.100]  那一定要在每天的生活當中,
[00:01:00.100 --> 00:01:03.800]  保持一個在主裡的喜樂。
[00:01:03.800 --> 00:01:06.300]  怎麼樣能夠保持在主裡的喜樂呢?
[00:01:06.300 --> 00:01:08.800]  當然很多人會直接想到,
[00:01:08.800 --> 00:01:12.200]  那不換一個環境就好了嗎?
[00:01:12.200 --> 00:01:15.500]  但事實上生命當中很多的問題,
[00:01:15.500 --> 00:01:19.600]  不是只是單單換個環境就能夠解決的,
[00:01:19.600 --> 00:01:25.100]  生命中的喜樂也不是換個環境就能夠得著的。
[00:01:25.100 --> 00:01:29.500]  因為換個環境只不過換來不同的問題,不是嗎?
[00:01:29.500 --> 00:01:35.800]  生命中的喜樂其實需要在生活當中操練。
[00:01:35.800 --> 00:01:38.600]  你說喜樂可以操練嗎?當然可以。
[00:01:38.600 --> 00:01:42.800]  快樂也許是人的一個感覺,
[00:01:42.800 --> 00:01:47.700]  但喜樂的確是一個生活當中的操練。
[00:01:47.700 --> 00:01:52.500]  跟你的朋友說,喜樂是生活中的操練,跟他說。
[00:01:52.500 --> 00:01:57.700]  所以保羅在這裡教導說,你們要靠主常常喜樂。
[00:01:57.700 --> 00:02:02.400]  可見這的確在生活當中是可以操練的一件事情。
[00:02:02.400 --> 00:02:05.700]  那你說我們怎麼樣能夠靠主常常喜樂呢?
[00:02:05.700 --> 00:02:07.500]  今天早上跟大家分享四方面。
[00:02:07.500 --> 00:02:12.600]  第一個,一定要常常數算神的恩典,
[00:02:12.600 --> 00:02:16.900]  跟你的朋友說要數算神的恩典。
[00:02:16.900 --> 00:02:21.800]  感恩的心能夠使我們一個人的心胸能夠開闊,
[00:02:21.800 --> 00:02:23.600]  能夠寬廣。
[00:02:23.600 --> 00:02:26.700]  否則的話,常常在忙碌的生活當中,
[00:02:26.700 --> 00:02:30.100]  你的眼目變得很狹窄,不是嗎?
[00:02:30.100 --> 00:02:33.500]  你常常只看見眼前的成功跟失敗,
[00:02:33.500 --> 00:02:39.000]  你常常所注意到就是現實的環境順利或挫折,
[00:02:39.000 --> 00:02:42.100]  卻忽略了其實人的一生
[00:02:42.100 --> 00:02:46.800]  是遠比某一個時刻成功失敗更重要。
[00:02:46.800 --> 00:02:50.900]  人的一生是比某一個失敗的挫折或順利
[00:02:50.900 --> 00:02:53.000]  更加寬廣。
[00:02:53.000 --> 00:02:55.400]  所以無論你在人生哪一個階段,
[00:02:55.400 --> 00:02:58.000]  無論你在怎麼樣的景況當中,
[00:02:58.000 --> 00:03:01.300]  你一定要學習數算神的恩典。
[00:03:01.300 --> 00:03:04.200]  因為只有一個懂得感恩的人,
[00:03:04.200 --> 00:03:07.900]  才會是一個快樂的人。
[00:03:07.900 --> 00:03:10.000]  我們要在哪些事情感恩呢?
[00:03:10.000 --> 00:03:10.700]  有幾方面。
[00:03:10.700 --> 00:03:15.400]  第一個,要為我們的生命來感恩。
[00:03:15.400 --> 00:03:18.300]  要為我們的生命來感謝神。
[00:03:18.300 --> 00:03:23.000]  第二個,你要知道神所賜給你的生命是非常寶貴的。
[00:03:23.000 --> 00:03:25.200]  千萬不要輕看你的生命。
[00:03:25.200 --> 00:03:27.300]  你的生命是寶貴的。
[00:03:27.300 --> 00:03:30.000]  在神所給我們每一天的日子裡面,
[00:03:30.000 --> 00:03:33.100]  我們能夠認識這位寶貴的神,
[00:03:33.100 --> 00:03:36.200]  能夠認識這位愛我們的主,
[00:03:36.200 --> 00:03:39.500]  享受神所賜給我們不但是大自然,
[00:03:39.500 --> 00:03:43.500]  也是神所賜給我們在生活當中一切的恩典,
[00:03:43.500 --> 00:03:48.100]  在我們一生當中能夠享受到親情、友情的喜樂。
[00:03:48.100 --> 00:03:50.400]  這是何等的恩典呢?
[00:03:50.400 --> 00:03:52.900]  我們真的要為神所賜給我們的日子,
[00:03:52.900 --> 00:03:54.400]  神所給我們的生命,
[00:03:54.400 --> 00:03:57.300]  我們學習來感謝。
[00:03:57.300 --> 00:04:00.700]  有一次我去探訪一個癌症的病人,
[00:04:00.700 --> 00:04:02.000]  正想去安慰他的時候,
[00:04:02.000 --> 00:04:03.400]  沒想到他告訴我說,
[00:04:03.400 --> 00:04:06.400]  每天早上他早上醒來,
[00:04:06.400 --> 00:04:08.900]  第一句話他向神禱告,
[00:04:08.900 --> 00:04:11.100]  就說,主啊,感謝祢,
[00:04:11.100 --> 00:04:14.100]  多給我一天可以為祢而活。
[00:04:14.100 --> 00:04:16.400]  哇,我從來沒這樣想過。
[00:04:16.400 --> 00:04:20.700]  我們生活在汐谷的人常常每天起來就唉聲嘆氣,
[00:04:20.700 --> 00:04:23.000]  不想過啊,不想上班,
[00:04:23.000 --> 00:04:24.800]  上班就一直得要上班,
[00:04:24.800 --> 00:04:27.800]  好像這一天還沒過就被抽屜打敗了。
[00:04:27.800 --> 00:04:28.500]  No, no, no, no,
[00:04:28.500 --> 00:04:33.200]  你應當學習為每一個日子來感謝神。
[00:04:33.200 --> 00:04:35.300]  這意思說每一早晨都是什麼?
[00:04:35.300 --> 00:04:36.600]  新的嘛。
[00:04:36.600 --> 00:04:40.000]  無論過去如何,無論昨天怎麼樣,
[00:04:40.000 --> 00:04:42.900]  在基督裡都可以成為過去。
[00:04:42.900 --> 00:04:44.900]  每一早晨都是新的,
[00:04:44.900 --> 00:04:47.700]  為了每一個新的日子你就來感謝神。
[00:04:47.700 --> 00:04:50.500]  要為神所給你的生命來感謝,
[00:04:50.500 --> 00:04:52.800]  因為在其中我們可以經歷到
[00:04:52.800 --> 00:04:57.300]  神一切的豐盛慈愛跟憐憫嘛。
[00:04:57.300 --> 00:04:58.800]  所以第一個你應當學習,
[00:04:58.800 --> 00:05:00.800]  就是為你的生命來感謝。
[00:05:00.800 --> 00:05:04.400]  第二個,要為我們的家庭來感謝。
[00:05:04.400 --> 00:05:06.500]  要為我們的家庭來感謝。
[00:05:06.500 --> 00:05:08.900]  很多時候我們常常在家庭裡面久了,
[00:05:08.900 --> 00:05:11.900]  就把家庭裡面的愛當作理所當然。
[00:05:11.900 --> 00:05:16.900]  我們常常忽略為一些很簡單的小事來感謝。
[00:05:16.900 --> 00:05:18.800]  所以我常常對我們中間做弟兄的說,
[00:05:18.800 --> 00:05:21.600]  為什麼每天回家就有飯菜可吃呢?
[00:05:21.600 --> 00:05:24.700]  為什麼打開抽屜就有內衣褲可換呢?
[00:05:24.700 --> 00:05:28.100]  難道是天空掉下來自然發生了嗎?
[00:05:28.100 --> 00:05:29.600]  永遠不是,
[00:05:29.600 --> 00:05:34.500]  乃是因為在這個家庭當中有愛的存在嘛。
[00:05:34.500 --> 00:05:37.900]  所以做夫妻的不要再彼此埋怨,
[00:05:37.900 --> 00:05:39.800]  讓我們學習彼此感恩吧。
[00:05:39.800 --> 00:05:42.400]  想想看,老夫老妻的若不是他,
[00:05:42.400 --> 00:05:44.700]  有誰能夠忍受你這麼多年呢?
[00:05:44.700 --> 00:05:46.300]  對不對?
[00:05:46.300 --> 00:05:48.800]  真的要為他來感謝。
[00:05:48.800 --> 00:05:52.400]  哎呀,你說牧師,哎呀,不像從前了啦。
[00:05:52.400 --> 00:05:54.300]  當然不像從前了。
[00:05:54.300 --> 00:05:57.700]  不但他改變了,你也改變了。
[00:05:57.700 --> 00:06:01.000]  重要的不是不一樣了,都不一樣了。
[00:06:01.000 --> 00:06:05.200]  時間已經過去了,人也改變,都不一樣。
[00:06:05.200 --> 00:06:06.900]  重要的不是不一樣,
[00:06:06.900 --> 00:06:12.300]  重要的是珍惜現在神所給我們的時光,
[00:06:12.300 --> 00:06:16.800]  珍惜神所給我們的關係,Amen?
[00:06:16.800 --> 00:06:20.300]  那你說牧師,我們做單身的單親的怎麼辦呢?
[00:06:20.300 --> 00:06:22.600]  靠主喜樂起來吧!
[00:06:22.600 --> 00:06:28.700]  因為人活著本來就不是靠婚姻,Amen?
[00:06:28.700 --> 00:06:32.300]  我常說美滿生活不是從結婚開始,
[00:06:32.300 --> 00:06:35.000]  美滿生活也不是從生孩子開始,
[00:06:35.000 --> 00:06:37.600]  得釋放吧,得自由吧。
[00:06:37.600 --> 00:06:40.300]  美滿生活從現在開始,
[00:06:40.300 --> 00:06:45.000]  跟你媽說美滿生活從現在開始跟他說。
[00:06:45.000 --> 00:06:49.700]  只有當你學會用感恩的心面對每一天的生活的時候,
[00:06:49.700 --> 00:06:52.700]  你就會充滿喜樂,Amen?
[00:06:52.700 --> 00:06:55.900]  第三,要為我們的教會來感謝,
[00:06:55.900 --> 00:06:58.000]  為我們的教會來感謝。
[00:06:58.000 --> 00:07:01.900]  雖然我們都渴望能夠尋找一個完美的教會,
[00:07:01.900 --> 00:07:04.400]  但事實上沒有一個教會是完美的。
[00:07:04.400 --> 00:07:07.700]  有人說,如果你真的找到一間完美的教會,
[00:07:07.700 --> 00:07:12.100]  等到你加入那天,立刻變得不完美。
[00:07:12.100 --> 00:07:14.800]  因為我們沒有一個人是完美的。
[00:07:14.800 --> 00:07:16.900]  正因為我們不完美,
[00:07:16.900 --> 00:07:19.900]  所以我們需要為這個教會來感謝。
[00:07:19.900 --> 00:07:23.400]  因為在這裡,是我們生命成長的地方。
[00:07:23.400 --> 00:07:28.000]  在這裡,是我們可以彼此扶持,彼此勸勉的地方。
[00:07:28.000 --> 00:07:30.900]  在這裡,是我們可以一同來認識神,
[00:07:30.900 --> 00:07:32.900]  一同經歷神的地方。
[00:07:32.900 --> 00:07:35.300]  更重要的,我們真的要看見在教會裡面,
[00:07:35.300 --> 00:07:40.400]  真的有一批忠心為神擺上的弟兄姊妹。
[00:07:40.400 --> 00:07:42.100]  每個主日,當我站在大堂,
[00:07:42.100 --> 00:07:45.100]  看見弟兄姊妹忙忙碌碌在服侍,
[00:07:45.100 --> 00:07:47.300]  點心部的在那裡進進出出,
[00:07:47.300 --> 00:07:50.600]  兒童部的一些弟兄姊妹在那裡忠心的教導孩子,
[00:07:50.600 --> 00:07:51.900]  還有我們的影音部,
[00:07:51.900 --> 00:07:53.900]  還有walkie talkie在那裡講來講去,
[00:07:53.900 --> 00:07:57.200]  彼此的配搭,我心裡都很受感動。
[00:07:57.200 --> 00:08:01.900]  這是因為大家樂意為這個家庭擺上,
[00:08:01.900 --> 00:08:06.000]  才使這個大家庭越來越加溫暖。
[00:08:06.000 --> 00:08:08.700]  誰說大教會不溫暖呢?
[00:08:08.700 --> 00:08:11.400]  你來到我們教會是很溫暖的。
[00:08:11.400 --> 00:08:15.000]  怎麼溫暖?因為看見這麼多人在服侍。
[00:08:15.000 --> 00:08:19.700]  所以,千萬不要忘記今天是進入感恩祭節的時候,
[00:08:19.700 --> 00:08:24.200]  不要忘記能夠對服侍你的弟兄姊妹說聲謝謝。
[00:08:24.200 --> 00:08:28.300]  平常就算,今天嘴一定要甜一點。
[00:08:28.300 --> 00:08:31.500]  為兒童部的童宮謝謝他們,
[00:08:31.500 --> 00:08:35.300]  為停車交通的指揮的謝謝他們,
[00:08:35.300 --> 00:08:37.200]  多說一聲謝謝,
[00:08:37.200 --> 00:08:41.300]  能夠帶給他們心裡多大的安慰,Amen?
[00:08:41.300 --> 00:08:43.200]  所以要常常為教會來感謝。
[00:08:43.200 --> 00:08:48.600]  第四個,要為我們的環境來感謝。
[00:08:48.600 --> 00:08:51.700]  你知道我們人永遠是比較現實的,
[00:08:51.700 --> 00:08:54.900]  我們常常只看到現在,現在怎麼樣?
[00:08:54.900 --> 00:08:58.500]  無論神過去有多少的恩典,但現在呢?
[00:08:58.500 --> 00:09:00.500]  無論神過去做了多麼偉大奇妙,
[00:09:00.500 --> 00:09:02.000]  但現在呢?
[00:09:02.000 --> 00:09:03.500]  所以你現在在哪裡,
[00:09:03.500 --> 00:09:08.400]  somehow我們人就只是常常看見現在,現在的環境。
[00:09:08.400 --> 00:09:09.600]  但作為一個基督徒,
[00:09:09.600 --> 00:09:14.000]  你的眼目一定不能只是單單看見現在的環境而已,
[00:09:14.000 --> 00:09:19.500]  你的眼目一定要看見那個坐在環境之上的主。
[00:09:19.500 --> 00:09:20.700]  Amen?
[00:09:20.700 --> 00:09:25.800]  因為環境只不過是神工作的推手而已。
[00:09:25.800 --> 00:09:28.500]  有時候神是容許苦難領導在我們身上,
[00:09:28.500 --> 00:09:32.300]  為什麼?是讓我們的心理學習謙卑下來。
[00:09:32.300 --> 00:09:35.500]  否則的話我們怎麼會來依靠神呢?
[00:09:35.500 --> 00:09:37.700]  你知道當環境順利的時候,
[00:09:37.700 --> 00:09:41.300]  你不是總以為都是因為你的力量嗎?
[00:09:41.300 --> 00:09:42.700]  當環境很好的時候,
[00:09:42.700 --> 00:09:44.900]  你總不是都是因為你的聰明才幹,
[00:09:44.900 --> 00:09:49.700]  甚至因為你的勞力帶來如今的成功的景況嗎?
[00:09:49.700 --> 00:09:52.500]  難道你不是這樣想的嗎?
[00:09:52.500 --> 00:09:54.900]  所以為什麼這麼多人喜歡講成功秘訣,
[00:09:54.900 --> 00:09:59.800]  分享他成功的這些秘訣原則給大家?
[00:09:59.800 --> 00:10:03.000]  你知道我讀了很多成功的秘訣,很多的成功的原則,
[00:10:03.000 --> 00:10:08.200]  我發現在所有成功秘訣最缺乏、最被忽略的一件事情,
[00:10:08.200 --> 00:10:10.400]  沒有人講到這件事情,
[00:10:10.400 --> 00:10:13.700]  那就是上帝所給的機會了。
[00:10:13.700 --> 00:10:16.900]  若不是上帝所給的機會,你怎麼可能成功呢?
[00:10:16.900 --> 00:10:18.300]  若不是上帝所給你的機會,
[00:10:18.300 --> 00:10:21.700]  你怎麼可能享受這一切的豐富呢?
[00:10:21.700 --> 00:10:25.800]  我們常常就忘記,以為都是我們所做這一切、那一切。
