
[00:00:00.000 --> 00:00:02.640]  好多謝李牧師的信任和邀請
[00:00:02.640 --> 00:00:03.440]  可以來到分享
[00:00:03.440 --> 00:00:05.840]  多謝主席帶領我們敬拜
[00:00:05.840 --> 00:00:08.240]  以及讀出這段經文
[00:00:08.240 --> 00:00:12.520]  《天國的使命,行主道》
[00:00:12.520 --> 00:00:14.760]  我不知道大家是否知道
[00:00:14.760 --> 00:00:17.480]  全世界最大的企業
[00:00:17.480 --> 00:00:22.200]  是聘請了多少的同事
[00:00:22.200 --> 00:00:25.120]  我記得大學畢業的時候
[00:00:25.120 --> 00:00:27.000]  當時是幾十年前
[00:00:27.000 --> 00:00:29.440]  有個同學的爸爸
[00:00:29.440 --> 00:00:32.320]  「不如你畢業到我公司做吧」
[00:00:32.320 --> 00:00:33.480]  我問「你公司做什麼的?」
[00:00:33.480 --> 00:00:35.280]  他說「我公司是做眼珠的」
[00:00:35.280 --> 00:00:36.080]  「行不行?」
[00:00:36.080 --> 00:00:37.680]  我說「眼珠這麼恐怖?」
[00:00:37.680 --> 00:00:39.440]  「是公仔眼珠」
[00:00:39.440 --> 00:00:42.920]  是全球百分之十的眼珠去做的
[00:00:42.920 --> 00:00:46.080]  就是洋娃眼珠、Snoopy等等
[00:00:46.080 --> 00:00:47.200]  挺有趣的
[00:00:47.200 --> 00:00:49.080]  去到體育館
[00:00:49.080 --> 00:00:50.440]  嘩!也有很多人
[00:00:50.440 --> 00:00:52.760]  以千計的人
[00:00:52.760 --> 00:00:54.360]  不過我現在說的
[00:00:54.360 --> 00:00:55.800]  這些企業不是千計
[00:00:55.800 --> 00:00:57.080]  不是萬計
[00:00:57.080 --> 00:00:58.800]  不知道大家是否知道
[00:00:58.800 --> 00:01:01.200]  我們看看其中有些
[00:01:01.200 --> 00:01:04.640]  全球最多員工的企業
[00:01:04.640 --> 00:01:08.480]  就用財富中文網
[00:01:08.480 --> 00:01:10.320]  是頭500間
[00:01:10.320 --> 00:01:12.560]  Fortune 500
[00:01:12.560 --> 00:01:15.120]  有些大家比較熟悉的企業
[00:01:15.120 --> 00:01:19.280]  例如星巴克 Starbucks
[00:01:19.280 --> 00:01:21.000]  它是排第473
[00:01:21.000 --> 00:01:22.440]  我不知道大家是否知道
[00:01:22.440 --> 00:01:24.560]  有多少個同事
[00:01:24.560 --> 00:01:25.320]  大家猜猜
[00:01:25.320 --> 00:01:26.760]  五萬個
[00:01:26.760 --> 00:01:28.600]  十萬個
[00:01:28.600 --> 00:01:29.880]  二十萬個
[00:01:29.880 --> 00:01:31.240]  是多少呢?
[00:01:31.240 --> 00:01:35.000]  它是有三十八萬人
[00:01:35.000 --> 00:01:36.680]  我說了多少
[00:01:36.680 --> 00:01:41.000]  即是說你每一次去買咖啡
[00:01:41.000 --> 00:01:43.440]  Americano它是其中一個
[00:01:43.440 --> 00:01:44.920]  是很特別的
[00:01:44.920 --> 00:01:46.800]  好!接著排下去
[00:01:46.800 --> 00:01:47.680]  我們都熟悉的
[00:01:47.680 --> 00:01:50.040]  怡和集團
[00:01:50.040 --> 00:01:50.800]  大家知不知道
[00:01:50.800 --> 00:01:52.760]  怡和集團香港有甚麼技藝
[00:01:52.760 --> 00:01:56.040]  就是每年十二點新年
[00:01:56.040 --> 00:01:58.920]  在銅鑼灣響炮
[00:01:58.920 --> 00:01:59.920]  是怡和集團
[00:01:59.920 --> 00:02:02.600]  剛剛我們教會有個
[00:02:02.600 --> 00:02:05.040]  執事退休在怡和集團
[00:02:05.040 --> 00:02:06.320]  去到響炮
[00:02:06.320 --> 00:02:08.360]  請了我們去觀禮
[00:02:08.360 --> 00:02:09.480]  真的很特別
[00:02:09.480 --> 00:02:14.120]  原來他們做了三十年的資深的同工
[00:02:14.120 --> 00:02:15.200]  都不是同工
[00:02:15.200 --> 00:02:17.040]  同事有響炮
[00:02:17.040 --> 00:02:18.320]  有多少人呢?
[00:02:18.320 --> 00:02:20.160]  第421位
[00:02:20.160 --> 00:02:21.960]  是有四十四萬人
[00:02:21.960 --> 00:02:23.120]  真的很厲害
[00:02:23.120 --> 00:02:24.800]  例如誰呢?
[00:02:24.800 --> 00:02:27.160]  你知道甚麼「百佳」還是「惠康」是誰嗎?
[00:02:27.160 --> 00:02:27.880]  知道嗎?
[00:02:27.880 --> 00:02:29.240]  大家猜猜吧
[00:02:29.240 --> 00:02:30.360]  好!再看下去
[00:02:30.360 --> 00:02:30.960]  第六位了
[00:02:30.960 --> 00:02:31.480]  很快
[00:02:31.480 --> 00:02:32.880]  不然編導應該已經講完了
[00:02:32.880 --> 00:02:33.840]  數下去
[00:02:33.840 --> 00:02:35.240]  是誰呢?
[00:02:35.240 --> 00:02:35.800]  大家看看
[00:02:35.800 --> 00:02:38.800]  是中國石油天然氣集團
[00:02:38.800 --> 00:02:40.600]  一百萬人
[00:02:40.600 --> 00:02:41.080]  大家知不知道
[00:02:41.080 --> 00:02:43.360]  香港勞工市場
[00:02:43.360 --> 00:02:44.480]  即是工作的人
[00:02:44.480 --> 00:02:45.920]  大概三百萬
[00:02:45.920 --> 00:02:48.160]  他請了三分之一香港人
[00:02:48.160 --> 00:02:49.040]  好!再看下去
[00:02:49.040 --> 00:02:51.680]  亞馬遜
[00:02:51.680 --> 00:02:55.440]  大家猜猜有多少人呢?
[00:02:55.440 --> 00:02:56.240]  一百五十人
[00:02:56.240 --> 00:02:57.040]  差不多了
[00:02:57.040 --> 00:02:58.400]  香港一半
[00:02:58.400 --> 00:03:01.320]  最後是瓦爾馬克斯
[00:03:01.320 --> 00:03:03.040]  大家猜猜
[00:03:03.040 --> 00:03:05.640]  有多少百萬人呢?
[00:03:05.640 --> 00:03:06.280]  差不多了
[00:03:06.280 --> 00:03:08.360]  就是二百萬人
[00:03:08.360 --> 00:03:09.200]  真的很厲害
[00:03:09.200 --> 00:03:09.720]  當然了
[00:03:09.720 --> 00:03:12.160]  遲些 AI 有機械人
[00:03:12.160 --> 00:03:13.680]  可能是請機械人也不一定
[00:03:13.680 --> 00:03:15.200]  真的不知道
[00:03:15.200 --> 00:03:16.120]  不過我想說
[00:03:16.120 --> 00:03:17.360]  真是這麼大的企業
[00:03:17.360 --> 00:03:19.960]  都不夠一個企業大
[00:03:19.960 --> 00:03:23.040]  這個叫做天國的企業
[00:03:23.040 --> 00:03:23.760]  我不知道大家知不知道
[00:03:23.760 --> 00:03:26.960]  全球有多少間教會
[00:03:26.960 --> 00:03:30.040]  三千七百萬間
[00:03:30.040 --> 00:03:33.960]  全球如果是在教會做的同事
[00:03:33.960 --> 00:03:35.760]  每一檔請兩個人三個人
[00:03:35.760 --> 00:03:36.680]  都過億
[00:03:36.680 --> 00:03:38.600]  當然每一個信徒
[00:03:38.600 --> 00:03:40.960]  都在天國企業有份
[00:03:40.960 --> 00:03:42.000]  二十億人
[00:03:42.000 --> 00:03:43.160]  所以你看一看你旁邊
[00:03:43.160 --> 00:03:44.760]  嘩!原來是你的大企業做的
[00:03:44.760 --> 00:03:45.600]  你跟他說
[00:03:45.600 --> 00:03:47.880]  我說喂!是你的大企業做的
[00:03:47.880 --> 00:03:48.400]  很厲害
[00:03:48.400 --> 00:03:49.360]  今天我想說
[00:03:49.360 --> 00:03:51.160]  天國企業
[00:03:51.160 --> 00:03:53.280]  如果包括醫院
[00:03:53.280 --> 00:03:54.880]  波動醫院
[00:03:54.880 --> 00:03:56.160]  可能我們也有社企
[00:03:56.160 --> 00:03:56.800]  老人院等等
[00:03:56.800 --> 00:03:58.200]  不得了
[00:03:58.200 --> 00:03:59.480]  原來我們每個人
[00:03:59.480 --> 00:04:05.120]  都是一個永不會 lay off
[00:04:05.120 --> 00:04:08.400]  永遠都有份參與的大企業
[00:04:08.400 --> 00:04:12.840]  亦都不需要有退休時間
[00:04:12.840 --> 00:04:14.640]  每一個在什麼年歲
[00:04:14.640 --> 00:04:17.800]  都是天國企業有份
[00:04:17.800 --> 00:04:19.640]  以億計
[00:04:19.640 --> 00:04:22.280]  這段經文正正講述
[00:04:22.280 --> 00:04:25.960]  當日耶穌向我們邀請
[00:04:25.960 --> 00:04:27.680]  邀請的內容
[00:04:27.680 --> 00:04:29.160]  我們慢慢仔細看
[00:04:29.160 --> 00:04:31.360]  你會非常驚訝
[00:04:31.360 --> 00:04:33.000]  今天我將會有四個角度
[00:04:33.000 --> 00:04:33.880]  看這段經文
[00:04:33.880 --> 00:04:35.640]  看看我們可以如何參與
[00:04:35.640 --> 00:04:38.240]  在我們成為天國企業的一份子之中
[00:04:38.240 --> 00:04:44.040]  亦都可以如何影響天國的世界
[00:04:44.040 --> 00:04:47.920]  我們一起讀讀這兩節
[00:04:47.920 --> 00:04:49.320]  多謝主席為我們讀
[00:04:49.320 --> 00:04:53.160]  我們讀九章三十五三十六節
[00:04:53.160 --> 00:04:54.160]  一二三
[00:04:54.160 --> 00:04:56.320]  耶穌走遍各城各鄉
[00:04:56.320 --> 00:04:58.320]  在路上的教訓人
[00:04:58.320 --> 00:05:00.320]  穿過天國的福音
[00:05:00.320 --> 00:05:02.720]  由而治國人的病症
[00:05:02.720 --> 00:05:04.560]  他可見許多的人
[00:05:04.560 --> 00:05:06.200]  受憐憫貪污
[00:05:06.200 --> 00:05:08.520]  因為貪污貪苦流離
[00:05:08.520 --> 00:05:11.040]  與同樣和幽默人一樣
[00:05:11.040 --> 00:05:13.240]  我知道耶穌到處傳導
[00:05:13.240 --> 00:05:15.680]  在不同的各城各鄉
[00:05:15.680 --> 00:05:17.360]  在加利利等等
[00:05:17.360 --> 00:05:19.440]  他才去會堂
[00:05:19.440 --> 00:05:21.360]  亦都在不同的地方
[00:05:21.360 --> 00:05:23.080]  在會堂以外的地方
[00:05:23.080 --> 00:05:25.120]  我們必須明白這段經文
[00:05:25.120 --> 00:05:26.840]  困苦流離代表什麼呢
[00:05:26.840 --> 00:05:28.400]  如果原本來看
[00:05:28.400 --> 00:05:31.680]  是說受騷擾的人
[00:05:31.680 --> 00:05:34.720]  或者裡面沒有平安的人
[00:05:34.720 --> 00:05:36.800]  又或者裡面無助的人
[00:05:36.800 --> 00:05:37.680]  無奈的人
[00:05:37.680 --> 00:05:39.040]  今天充滿
[00:05:39.040 --> 00:05:41.280]  全世界都在大混亂中
[00:05:41.280 --> 00:05:44.800]  不知道你喜不喜歡新的美國總統
[00:05:44.800 --> 00:05:46.080]  你喜不喜歡
[00:05:46.080 --> 00:05:49.560]  都會有一個很大的震盪
[00:05:49.560 --> 00:05:51.320]  無論是美國本土
[00:05:51.320 --> 00:05:52.800]  當他現在說
[00:05:52.800 --> 00:05:54.160]  他在加拿大的盟友
[00:05:54.160 --> 00:05:57.000]  都會增加的關稅
[00:05:57.000 --> 00:05:59.040]  他又會增加又會被增加
[00:05:59.040 --> 00:06:01.600]  我們會怎樣影響財政
[00:06:01.600 --> 00:06:02.400]  接著會怎樣呢
[00:06:02.400 --> 00:06:04.600]  全世界可能重新洗牌
[00:06:04.600 --> 00:06:05.400]  每個人都是
[00:06:05.400 --> 00:06:06.480]  無論有工作沒工作
[00:06:06.480 --> 00:06:07.360]  在發展國家
[00:06:07.360 --> 00:06:09.400]  發展國家都是
[00:06:09.400 --> 00:06:11.360]  我們在一個
[00:06:11.360 --> 00:06:14.800]  一個不太確認的處境中
[00:06:14.800 --> 00:06:16.960]  在說當日的處境
[00:06:16.960 --> 00:06:17.800]  和今天
[00:06:17.800 --> 00:06:19.360]  絕對今日
[00:06:19.360 --> 00:06:23.880]  更加被當日混亂
[00:06:23.880 --> 00:06:25.840]  我們想想我們身邊
