
[00:00:00.000 --> 00:00:04.120]  今天這段經文在《約翰福音》五章一至十八節
[00:00:04.120 --> 00:00:07.520]  今天這段經文真的很複雜
[00:00:07.520 --> 00:00:10.720]  真的非常難解
[00:00:10.720 --> 00:00:14.040]  它複雜的程度令我花了很多時間
[00:00:14.040 --> 00:00:16.240]  去真正理解這段經文
[00:00:16.240 --> 00:00:17.960]  甚至有幾次的掙扎
[00:00:17.960 --> 00:00:21.200]  我是否要將這段經文中間剪掉
[00:00:21.200 --> 00:00:22.160]  只講一半
[00:00:22.160 --> 00:00:24.400]  然後下面再講另外一半
[00:00:24.400 --> 00:00:27.120]  但是當我解通這段聖經之後
[00:00:27.120 --> 00:00:30.600]  我發現今天這段經文很精彩
[00:00:30.600 --> 00:00:31.680]  很豐富
[00:00:31.680 --> 00:00:34.920]  甚至我自己也有很多的學習
[00:00:34.920 --> 00:00:37.400]  我祈求上帝能夠讓我清晰
[00:00:37.400 --> 00:00:41.440]  能夠讓我很完整地去講解這段經文裏面
[00:00:41.440 --> 00:00:43.600]  福音的奧祕
[00:00:43.600 --> 00:00:45.360]  話說這個星期二
[00:00:45.360 --> 00:00:47.600]  我很不幸地有一個小小的意外
[00:00:47.600 --> 00:00:49.720]  就是我的電腦壞了
[00:00:49.720 --> 00:00:52.880]  壞了之後我打開檔案發現
[00:00:52.880 --> 00:00:55.400]  我兩個星期預備的檔章
[00:00:55.400 --> 00:00:57.280]  七千字全部都沒了
[00:00:57.280 --> 00:00:59.720]  變成了兩個星期之前的版本
[00:00:59.720 --> 00:01:04.240]  我真的很慘地要重新寫一次
[00:01:04.240 --> 00:01:05.920]  我沒有寫在編輯上
[00:01:05.920 --> 00:01:10.280]  但是我重新去計劃這段講章應該怎麼講
[00:01:10.280 --> 00:01:13.400]  當我在這裏組合那段講章出來的時候
[00:01:13.400 --> 00:01:15.400]  我心裏有一個靈感
[00:01:15.400 --> 00:01:17.280]  有一個突發奇想
[00:01:17.280 --> 00:01:21.160]  就是當年的約翰他是怎麼寫約翰福音的
[00:01:21.160 --> 00:01:22.560]  今天我寫講章的時候
[00:01:22.560 --> 00:01:26.360]  我在星巴克在咖啡店享受着一杯咖啡
[00:01:26.360 --> 00:01:27.960]  然後慢慢等那個靈感來
[00:01:27.960 --> 00:01:29.960]  我就去寫一篇講章
[00:01:29.960 --> 00:01:32.640]  或者我在圖書館裏面去找資料
[00:01:32.640 --> 00:01:35.120]  但是約翰他寫約翰福音的時候
[00:01:35.120 --> 00:01:37.480]  他沒有陽光海灘
[00:01:37.480 --> 00:01:39.000]  他沒有咖啡店
[00:01:39.000 --> 00:01:41.000]  他沒有高牀怨陣
[00:01:41.000 --> 00:01:42.640]  基本上他寫約翰福音的時候
[00:01:42.640 --> 00:01:45.480]  是在一個勞改營裏面去寫
[00:01:45.480 --> 00:01:47.880]  他靠着的是什麼
[00:01:47.880 --> 00:01:49.920]  第一他緊緊記住
[00:01:49.920 --> 00:01:53.040]  救主耶穌基督在那三年裏面所做的一切
[00:01:53.040 --> 00:01:56.800]  他記住耶穌所行的每一個神蹟
[00:01:56.800 --> 00:01:57.920]  當他信主
[00:01:57.920 --> 00:01:59.720]  當他重新改變過來之後
[00:01:59.720 --> 00:02:01.400]  他再看回這些神蹟
[00:02:01.400 --> 00:02:06.440]  他發現每一個神蹟都指向耶穌基督的死和復活
[00:02:06.440 --> 00:02:09.200]  第二個他靠着的靈感是
[00:02:09.200 --> 00:02:11.320]  三十九卷的舊約聖經
[00:02:11.320 --> 00:02:14.040]  他熟讀三十九卷的舊約聖經
[00:02:14.040 --> 00:02:16.520]  於是當他重新過來
[00:02:16.520 --> 00:02:18.520]  他看回三十九卷舊約聖經
[00:02:18.520 --> 00:02:21.120]  同樣的一樣東西他看到的是
[00:02:21.120 --> 00:02:22.840]  所有舊約的經文
[00:02:22.840 --> 00:02:24.720]  所有舊約的圖畫
[00:02:24.720 --> 00:02:28.720]  所有的奧祕都指向耶穌基督的死和復活
[00:02:28.720 --> 00:02:31.000]  所以他寫三十九卷舊約聖經
[00:02:31.000 --> 00:02:32.880]  所謂他寫約翰福音的時候
[00:02:32.880 --> 00:02:35.920]  他同樣將很多舊約聖經的圖畫
[00:02:35.920 --> 00:02:38.560]  也都擺在了約翰福音裏面
[00:02:38.560 --> 00:02:40.680]  如果今天我們再去看約翰福音的時候
[00:02:40.680 --> 00:02:44.520]  我們回去看這三十九卷舊約聖經的圖畫
[00:02:44.520 --> 00:02:48.280]  我們會明白在每一個故事裏面
[00:02:48.280 --> 00:02:52.960]  上帝爲我們擺一個很美麗的福音的藍圖
[00:02:52.960 --> 00:02:55.600]  一個很美麗的福音的奧祕
[00:02:55.600 --> 00:02:57.600]  讓我們一起低頭禱告
[00:02:57.600 --> 00:03:05.160]  差主感謝你讓我們今天可以一同去思想你的話語
[00:03:05.160 --> 00:03:07.880]  也感謝你讓我們有一個這麼巧合
[00:03:07.880 --> 00:03:11.600]  能夠坐下一起去聽你的話語的時候
[00:03:11.600 --> 00:03:13.360]  主要是求你幫助我們
[00:03:13.360 --> 00:03:15.680]  幫助孩子能夠清晰地講解
[00:03:15.680 --> 00:03:18.800]  將約翰福音裏面的奧祕去分享出來
[00:03:18.800 --> 00:03:21.360]  也都讓我們的心被打開
[00:03:21.360 --> 00:03:24.080]  讓我們看見你當日在十字架上
[00:03:24.080 --> 00:03:26.000]  我們寫下的恩典
[00:03:26.000 --> 00:03:27.920]  看見你偉大的福音藍圖
[00:03:27.920 --> 00:03:31.080]  以致主我們能夠來到你十字架面前
[00:03:31.080 --> 00:03:32.560]  徹底的幸福
[00:03:32.560 --> 00:03:33.480]  我禱告家客
[00:03:33.480 --> 00:03:35.320]  懇求救主耶穌名字祈求
[00:03:35.320 --> 00:03:37.120]  阿彌陀佛
[00:03:37.120 --> 00:03:39.720]  約翰福音第五章第一節
[00:03:39.720 --> 00:03:42.560]  這些事以後到了猶太人的一個節期
[00:03:42.560 --> 00:03:44.680]  耶穌上耶路撒冷去
[00:03:44.680 --> 00:03:46.240]  如果你有印象在約翰福音裏面
[00:03:46.240 --> 00:03:48.960]  這不是第一次耶穌來到耶路撒冷
[00:03:48.960 --> 00:03:52.320]  上一次祂來到耶路撒冷是這個時候
[00:03:52.320 --> 00:03:54.120]  在逾越節的時候
[00:03:54.120 --> 00:03:57.080]  在約翰福音第二章裏面這樣說
[00:03:57.080 --> 00:03:59.320]  耶穌在耶路撒冷過逾越節的時候
[00:03:59.320 --> 00:04:01.800]  有許多人看見祂所行的神蹟
[00:04:01.800 --> 00:04:03.440]  就信了祂的名
[00:04:03.440 --> 00:04:05.640]  耶穌自己卻不信任他們
[00:04:05.640 --> 00:04:07.960]  因爲祂認識所有的人
[00:04:07.960 --> 00:04:10.800]  他們很多人見到耶穌所行的神蹟
[00:04:10.800 --> 00:04:12.800]  於是他們相信了耶穌
[00:04:12.800 --> 00:04:16.880]  這是上一次耶穌來到耶路撒冷發生的事情
[00:04:16.880 --> 00:04:20.280]  於是祂這次再來到耶路撒冷
[00:04:20.280 --> 00:04:22.000]  這次耶穌是醒目的
[00:04:22.000 --> 00:04:23.880]  祂沒有像上次那樣
[00:04:23.880 --> 00:04:25.320]  讓很多人認識祂
[00:04:25.320 --> 00:04:28.160]  讓很多人見到祂所行的神蹟
[00:04:28.160 --> 00:04:30.080]  如果你一直看今天的故事
[00:04:30.080 --> 00:04:32.160]  耶穌一直都很低調
[00:04:32.160 --> 00:04:37.080]  祂沒有讓人知道祂是誰
[00:04:37.080 --> 00:04:39.640]  祂來到一個地方叫做陽門
[00:04:39.640 --> 00:04:42.360]  陽門旁的一個詞子叫「不是大字」
[00:04:42.360 --> 00:04:45.320]  首先我們要理解今天耶穌來到什麼地方
[00:04:45.320 --> 00:04:47.680]  這是一個叫陽門的地方
[00:04:47.680 --> 00:04:49.200]  其實每當提起陽門
[00:04:49.200 --> 00:04:51.840]  每一個以色列人都很熟悉這個地方
[00:04:51.840 --> 00:04:54.840]  因爲陽門是一個歷史的名稱
[00:04:54.840 --> 00:04:56.840]  在《尼西米基》這樣記載
[00:04:56.840 --> 00:05:00.040]  陽門其實是這麼多個以色列的城門裏
[00:05:00.040 --> 00:05:02.960]  第一個所建造的城門
[00:05:02.960 --> 00:05:04.720]  當時在《尼西米基》裏
[00:05:04.720 --> 00:05:06.400]  聖殿已經建好了
[00:05:06.400 --> 00:05:10.440]  於是猶太人都回到耶路撒冷里居住
[00:05:10.440 --> 00:05:14.520]  但問題是外邦人繼續打擾以色列人
[00:05:14.520 --> 00:05:17.280]  當時尼西米基回到耶路撒冷
[00:05:17.280 --> 00:05:20.720]  他做的第一件事就是要建造城牆
[00:05:20.720 --> 00:05:24.360]  於是陽門就是他第一個建造的城門
[00:05:24.360 --> 00:05:27.360]  這個城門不僅是第一個建造這麼簡單
[00:05:27.360 --> 00:05:29.840]  而是大祭司建造的
[00:05:29.840 --> 00:05:31.440]  他還要分別爲城
[00:05:31.440 --> 00:05:33.560]  爲什麼這個城門這麼重要
[00:05:33.560 --> 00:05:36.400]  因爲這個城門有一個重要的功能
[00:05:36.400 --> 00:05:39.320]  就是用來讓憲制的牛羊
[00:05:39.320 --> 00:05:41.520]  可以進出這個城門
[00:05:41.520 --> 00:05:44.200]  當時所有憲制的牛羊
[00:05:44.200 --> 00:05:48.200]  一直都是通過陽門進入聖殿憲制
[00:05:48.200 --> 00:05:51.360]  所以陽門有一個很重要的意義
[00:05:51.360 --> 00:05:57.240]  其中一個意義就是代表聖殿的門口
[00:05:57.240 --> 00:05:59.000]  非常重要的意義
[00:05:59.000 --> 00:06:01.080]  而在陽門旁邊有一個詞
[00:06:01.080 --> 00:06:03.320]  這個詞叫「不是大祠」
[00:06:03.320 --> 00:06:07.080]  當時所有的牛羊
[00:06:07.080 --> 00:06:12.040]  他們去憲制之前都要在這個祠裏洗一洗
[00:06:12.040 --> 00:06:13.600]  於是有一個大祠
[00:06:13.600 --> 00:06:14.480]  有一個小祠
[00:06:14.480 --> 00:06:17.640]  小的祠用來洗那些憲制的牛羊
[00:06:17.640 --> 00:06:19.400]  有一個大祠
[00:06:19.400 --> 00:06:21.920]  大祠用來做什麼
[00:06:21.920 --> 00:06:25.120]  就是用來給那些窮人去沖涼
[00:06:25.120 --> 00:06:28.840]  有需要的人用那裏的水去做其他東西
[00:06:28.840 --> 00:06:30.120]  而聖經告訴他
[00:06:30.120 --> 00:06:32.680]  在這個祠長年累月
[00:06:32.680 --> 00:06:35.640]  都有很多很多的人聚集在那裏
[00:06:35.640 --> 00:06:37.360]  爲什麼呢
[00:06:37.360 --> 00:06:40.040]  陽門有一個詞子就是「不是大祠」
[00:06:40.040 --> 00:06:43.200]  有五個柱廊裏面躺着很多病人
[00:06:43.200 --> 00:06:46.200]  有失明的、排斗的、癱瘓的
[00:06:46.200 --> 00:06:48.520]  爲什麼有那麼多病人在那裏呢
[00:06:48.520 --> 00:06:50.520]  我想帶大家看《和合本》
[00:06:50.520 --> 00:06:53.400]  有一個加上古卷的一段說話
[00:06:53.400 --> 00:06:57.160]  去解釋爲什麼有那麼多病人
[00:06:57.160 --> 00:07:00.040]  有古卷在此有等候水動
[00:07:00.040 --> 00:07:02.600]  因爲有天使按時下祠子
[00:07:02.600 --> 00:07:05.040]  攪動那水水動之後
[00:07:05.040 --> 00:07:08.200]  誰先下去無論患什麼病就痊癒了
[00:07:08.200 --> 00:07:10.280]  你明不明白這句經文是說什麼
[00:07:10.280 --> 00:07:12.360]  原來在當時以色列裏面
[00:07:12.360 --> 00:07:15.120]  有一個叫做都市傳說
[00:07:15.120 --> 00:07:16.840]  Urban legend
[00:07:16.840 --> 00:07:18.560]  我們不知道是不是真的有天使
[00:07:18.560 --> 00:07:19.600]  但是我比較傾向
[00:07:19.600 --> 00:07:21.880]  我認爲這是一個都市傳說
[00:07:21.880 --> 00:07:23.880]  這個都市傳說是這麼說的
[00:07:23.880 --> 00:07:27.480]  就是這個祠裏面有定期
[00:07:27.480 --> 00:07:30.040]  有一個天使他會來攪動祠水
[00:07:30.040 --> 00:07:32.680]  而當那些水動的時候
[00:07:32.680 --> 00:07:37.320]  只要祂攪動這隻第一個人
[00:07:37.320 --> 00:07:40.880]  祂要進去這個祠裏面扯洗
[00:07:40.880 --> 00:07:43.080]  所以什麼病都痊癒了
