
[00:00:00.000 --> 00:00:05.240]  今年我們真的會用這個主題來講道
[00:00:05.240 --> 00:00:09.520]  但是講的是活出愛 活出神的愛
[00:00:09.520 --> 00:00:11.880]  但是活出神的愛的時候
[00:00:11.880 --> 00:00:13.520]  我們通常都會問
[00:00:13.520 --> 00:00:16.840]  其實什麼叫神的愛呢?
[00:00:16.840 --> 00:00:18.920]  和人的愛有什麼分別呢?
[00:00:18.920 --> 00:00:22.640]  上次阿藍已經開始用《創世紀》
[00:00:22.640 --> 00:00:25.000]  頭兩章去跟大家講
[00:00:25.000 --> 00:00:29.080]  神的愛是從起初已經存在的
[00:00:29.080 --> 00:00:31.280]  這個我很深刻
[00:00:31.280 --> 00:00:32.480]  大家都要記住
[00:00:32.480 --> 00:00:36.160]  神的愛是從起初已經存在的
[00:00:36.160 --> 00:00:41.040]  所以神很精心地創造了一個很有秩序的宇宙
[00:00:41.040 --> 00:00:44.200]  又按照祂的形象來做男做女
[00:00:44.200 --> 00:00:46.200]  就是你和我
[00:00:46.200 --> 00:00:51.720]  另外也賜給了人有權柄、有能力
[00:00:51.720 --> 00:00:55.200]  去治理全地的萬物
[00:00:55.200 --> 00:00:57.320]  這次我其實是繼續講
[00:00:57.320 --> 00:01:01.120]  原來這就是愛這個提列
[00:01:01.120 --> 00:01:02.920]  我預備講這個信息的時候
[00:01:02.920 --> 00:01:05.320]  當然要看《創世紀》
[00:01:05.320 --> 00:01:10.400]  我發現當人的始祖夏娃和阿當
[00:01:10.400 --> 00:01:12.200]  他們不聽神的話
[00:01:12.200 --> 00:01:15.480]  喫了分別善惡樹的果子之後
[00:01:15.480 --> 00:01:18.680]  就被神趕走了出去伊甸園
[00:01:18.680 --> 00:01:20.280]  趕出去之後
[00:01:20.280 --> 00:01:23.560]  他們的後代其實仍然在犯罪
[00:01:23.560 --> 00:01:25.680]  但是很感動的是
[00:01:25.680 --> 00:01:28.600]  神是沒有斷絕過去愛他們
[00:01:28.600 --> 00:01:29.640]  講到這裏
[00:01:29.640 --> 00:01:31.000]  有時候你就會說
[00:01:31.000 --> 00:01:33.120]  不是啊
[00:01:33.120 --> 00:01:37.880]  舊約的神通常都很惡
[00:01:37.880 --> 00:01:39.280]  很多規矩
[00:01:39.280 --> 00:01:41.560]  又要守什麼
[00:01:41.560 --> 00:01:43.720]  然後又會罰人
[00:01:43.720 --> 00:01:45.080]  很多懲罰
[00:01:45.080 --> 00:01:47.760]  這也叫愛嗎?
[00:01:47.760 --> 00:01:50.280]  但是其實我們要記得一件事
[00:01:50.280 --> 00:01:52.600]  當你有這個疑問的時候
[00:01:52.600 --> 00:01:55.160]  我們講新約和舊約
[00:01:55.160 --> 00:01:57.200]  是同一位神來的
[00:01:57.200 --> 00:01:57.840]  是不是?
[00:01:57.840 --> 00:02:01.440]  新約的神是慈愛的
[00:02:01.440 --> 00:02:03.280]  其實我們應該想想
[00:02:03.280 --> 00:02:05.360]  舊約的神是同一位神
[00:02:05.360 --> 00:02:06.680]  就不會沒有慈愛
[00:02:06.680 --> 00:02:09.800]  但是我們怎麼可以在舊約裏面看到
[00:02:09.800 --> 00:02:10.720]  神的愛呢?
[00:02:10.720 --> 00:02:13.520]  這個纔是我們需要學習的地方
[00:02:13.520 --> 00:02:16.240]  所以這次我選了《創世紀》的四章
[00:02:16.240 --> 00:02:17.600]  一至十六節
[00:02:17.600 --> 00:02:19.240]  不是很多的
[00:02:19.240 --> 00:02:21.960]  想跟大家去看看神的愛
[00:02:21.960 --> 00:02:26.160]  其實神是很在乎你和我的
[00:02:26.160 --> 00:02:28.400]  我先出個覆蓋
[00:02:28.400 --> 00:02:30.080]  有沒有展示過?
[00:02:30.080 --> 00:02:30.920]  OK啊
[00:02:30.920 --> 00:02:33.360]  我也有一條問題
[00:02:33.360 --> 00:02:35.320]  問一下大家
[00:02:35.320 --> 00:02:37.760]  通常大家都試過的
[00:02:37.760 --> 00:02:38.960]  做一些事
[00:02:38.960 --> 00:02:40.080]  做了
[00:02:40.080 --> 00:02:42.520]  得不到預期裏面的結局
[00:02:42.520 --> 00:02:45.480]  結局不似預期的時候
[00:02:45.480 --> 00:02:47.120]  你會有什麼感受呢?
[00:02:47.120 --> 00:02:49.040]  你通常有什麼反應呢?
[00:02:49.040 --> 00:02:50.600]  你會怎麼面對呢?
[00:02:50.600 --> 00:02:53.800]  我自己馬上想起
[00:02:53.800 --> 00:02:54.920]  可能近年底
[00:02:54.920 --> 00:02:56.960]  又跨過新年了
[00:02:56.960 --> 00:02:59.360]  就想起
[00:02:59.360 --> 00:03:00.480]  哇
[00:03:00.480 --> 00:03:02.960]  近這兩年經濟不好
[00:03:02.960 --> 00:03:05.280]  很多時候以前年底
[00:03:05.280 --> 00:03:07.400]  大家就有點期待
[00:03:07.400 --> 00:03:08.840]  可能有花紅
[00:03:08.840 --> 00:03:11.000]  有商量分
[00:03:11.000 --> 00:03:12.720]  但是近這兩年
[00:03:12.720 --> 00:03:15.040]  確實我想很多人都會失望的
[00:03:15.040 --> 00:03:18.760]  真的有機會沒有花紅和商量
[00:03:18.760 --> 00:03:21.560]  當然如果你當中仍然有
[00:03:21.560 --> 00:03:23.240]  我真的爲你感恩
[00:03:23.240 --> 00:03:25.440]  你懂得如何感謝神
[00:03:25.440 --> 00:03:27.280]  但是相對來說
[00:03:27.280 --> 00:03:30.640]  這件事可能真的會令你失望
[00:03:30.640 --> 00:03:33.600]  就好像最近我身邊的朋友
[00:03:33.600 --> 00:03:37.600]  最多會提的一件事就是
[00:03:37.600 --> 00:03:39.040]  去旅行
[00:03:39.040 --> 00:03:40.560]  沒有航班
[00:03:40.560 --> 00:03:43.800]  或者因爲航班轉來轉去
[00:03:43.800 --> 00:03:44.960]  又停飛
[00:03:44.960 --> 00:03:46.440]  又有些規例
[00:03:46.440 --> 00:03:48.920]  導致他們失去預算
[00:03:48.920 --> 00:03:50.440]  當然
[00:03:50.440 --> 00:03:52.640]  這件事一定會不開心的
[00:03:52.640 --> 00:03:55.240]  本身去旅行應該很開心的
[00:03:55.240 --> 00:03:56.640]  但是
[00:03:56.640 --> 00:03:57.880]  也是不似預期的
[00:03:57.880 --> 00:03:58.360]  哇
[00:03:58.360 --> 00:03:59.560]  正啊 有反應
[00:03:59.560 --> 00:04:00.440]  是不是?
[00:04:00.440 --> 00:04:01.760]  連寶寶都說
[00:04:01.760 --> 00:04:02.560]  是啊
[00:04:02.560 --> 00:04:04.560]  怎麼會開心呢?
[00:04:04.560 --> 00:04:05.760]  我不知道你有沒有
[00:04:05.760 --> 00:04:06.400]  馬上說
[00:04:06.400 --> 00:04:07.520]  算了
[00:04:07.520 --> 00:04:09.160]  不去了
[00:04:09.160 --> 00:04:10.640]  我相信不會的
[00:04:10.640 --> 00:04:11.240]  好
[00:04:11.240 --> 00:04:12.440]  另一件事
[00:04:12.440 --> 00:04:13.800]  就是
[00:04:13.800 --> 00:04:15.160]  收禮物
[00:04:15.160 --> 00:04:16.560]  或者送禮物
[00:04:16.560 --> 00:04:18.240]  你有沒有試過送一份禮物
[00:04:18.240 --> 00:04:19.920]  被人
[00:04:19.920 --> 00:04:22.720]  被人拒絕呢?
[00:04:22.720 --> 00:04:24.120]  沒有?
[00:04:24.120 --> 00:04:27.000]  居然沒有?
[00:04:27.000 --> 00:04:28.640]  沒有理由啦
[00:04:28.640 --> 00:04:29.480]  大家
[00:04:29.480 --> 00:04:30.560]  是不是?
[00:04:30.560 --> 00:04:33.560]  我們昨天小組
[00:04:33.560 --> 00:04:35.440]  就有一個合組
[00:04:35.440 --> 00:04:36.320]  飯局
[00:04:36.320 --> 00:04:37.720]  我也是叫大家
[00:04:37.720 --> 00:04:39.160]  預備一份環保禮物
[00:04:39.160 --> 00:04:40.880]  最後我就不知道
[00:04:40.880 --> 00:04:42.600]  有沒有人收到那份禮物
[00:04:42.600 --> 00:04:45.480]  覺得哇
[00:04:45.480 --> 00:04:47.000]  我給的那份
[00:04:47.000 --> 00:04:48.640]  是好東西
[00:04:48.640 --> 00:04:50.120]  我不知道
[00:04:50.120 --> 00:04:51.760]  也不用跟我說了
[00:04:51.760 --> 00:04:53.360]  OK?
[00:04:53.360 --> 00:04:54.960]  好
[00:04:54.960 --> 00:04:56.080]  那我們呢
[00:04:56.080 --> 00:04:58.400]  今天其實是
[00:04:58.400 --> 00:04:59.520]  想講
[00:04:59.520 --> 00:05:01.400]  我們的主題
[00:05:01.400 --> 00:05:02.920]  說原來這就是愛
[00:05:02.920 --> 00:05:04.200]  要看神
[00:05:04.200 --> 00:05:06.760]  怎麼在乎你和我
[00:05:06.760 --> 00:05:08.240]  但是先講這個
[00:05:08.240 --> 00:05:09.120]  我們都是
[00:05:09.120 --> 00:05:11.120]  一起去祈禱好嗎?
[00:05:13.560 --> 00:05:15.160]  我們的父上帝
[00:05:15.160 --> 00:05:16.400]  我們很感謝你
[00:05:16.400 --> 00:05:17.720]  很讚美你
[00:05:17.720 --> 00:05:19.480]  今天我們能夠在這裏
[00:05:19.480 --> 00:05:21.000]  一起去崇拜
[00:05:21.000 --> 00:05:22.640]  真是你的恩典
[00:05:22.640 --> 00:05:23.800]  全是你的愛
[00:05:23.800 --> 00:05:25.120]  主要我求的呢
[00:05:25.120 --> 00:05:26.840]  弟兄姊妹可能今天呢
[00:05:26.840 --> 00:05:28.920]  都有疲乏的地方
[00:05:28.920 --> 00:05:31.640]  今天都有很趕急的時候
[00:05:31.640 --> 00:05:32.600]  但是主要這一刻
[00:05:32.600 --> 00:05:35.400]  我們真的願意去到你面前
[00:05:35.400 --> 00:05:37.600]  單單去渴望你的說話
[00:05:37.600 --> 00:05:38.720]  請你打開我們的心
[00:05:38.720 --> 00:05:39.760]  打開我們的耳朵
[00:05:39.760 --> 00:05:41.120]  我們真的希望
[00:05:41.120 --> 00:05:42.840]  我們真的能夠被你的話語
[00:05:42.840 --> 00:05:43.880]  去觸摸到
[00:05:43.880 --> 00:05:45.320]  我們禱告奉主耶穌
[00:05:45.320 --> 00:05:46.520]  德性名字祈求
[00:05:46.520 --> 00:05:48.040]  Amen
[00:05:48.040 --> 00:05:49.080]  好
[00:05:49.080 --> 00:05:51.040]  那我們先看下
[00:05:51.040 --> 00:05:52.120]  今天要講的
[00:05:52.120 --> 00:05:55.440]  《創世紀》第四章的背景
[00:05:55.440 --> 00:05:56.240]  其實呢
[00:05:56.240 --> 00:05:57.440]  就發生了一件呢
[00:05:57.440 --> 00:06:01.640]  都是期望不似預期的事
[00:06:01.640 --> 00:06:03.360]  那當我們看第四章
[00:06:03.360 --> 00:06:05.560]  一至二節頭兩節的時候呢
[00:06:05.560 --> 00:06:06.640]  其實就講到
[00:06:06.640 --> 00:06:08.120]  亞當和夏娃
[00:06:08.120 --> 00:06:10.120]  她離開了伊甸園之後呢
[00:06:10.120 --> 00:06:13.320]  生了他們第一個和第二個兒子
[00:06:13.320 --> 00:06:14.920]  一個叫戈印
[00:06:14.920 --> 00:06:17.520]  弟弟呢叫阿伯
[00:06:17.520 --> 00:06:18.560]  這兩兄弟呢
[00:06:18.560 --> 00:06:20.440]  他們有工作的
[00:06:20.440 --> 00:06:22.520]  一個呢就種地
[00:06:22.520 --> 00:06:24.520]  一個呢就牧羊
[00:06:24.520 --> 00:06:26.120]  那我要講清楚
[00:06:26.120 --> 00:06:27.680]  神呢對於職業呢
[00:06:27.680 --> 00:06:30.640]  是沒有分高低的
[00:06:30.640 --> 00:06:31.720]  但我不知道大家呢
[00:06:31.720 --> 00:06:34.120]  對這個故事有多熟悉
[00:06:34.120 --> 00:06:36.640]  大家會不會有些印象之後
[00:06:36.640 --> 00:06:39.120]  發生了一些事呢
[00:06:39.120 --> 00:06:41.120]  我預備的時候呢
[00:06:41.120 --> 00:06:43.120]  爲什麼會選這段經文
[00:06:43.120 --> 00:06:44.120]  是因爲我發覺
[00:06:44.120 --> 00:06:46.120]  當中呢很特別
[00:06:46.120 --> 00:06:48.520]  神呢和戈印的對話呢
[00:06:48.520 --> 00:06:51.120]  是佔了這十六節裏面的大部分來的
[00:06:51.120 --> 00:06:53.120]  很值得我們看
[00:06:53.120 --> 00:06:56.120]  究竟神想和我們講些什麼呢
[00:06:56.120 --> 00:06:59.120]  那我想請大家先去讀
[00:06:59.120 --> 00:07:02.120]  《創世紀》第四章三至七節
[00:07:02.120 --> 00:07:04.120]  一二三
[00:07:04.120 --> 00:07:09.120]  有一天戈印把地裏的出產拿來
[00:07:09.120 --> 00:07:12.120]  當作禮物獻給耶和華
[00:07:12.120 --> 00:07:15.120]  阿伯也把自己羊羣中
[00:07:15.120 --> 00:07:20.120]  一些投身的和羊的自由拿來獻上
[00:07:20.120 --> 00:07:24.120]  耶和華看中了阿伯和他的禮物
[00:07:24.120 --> 00:07:29.120]  只是沒有看中戈印和他的禮物
[00:07:29.120 --> 00:07:31.120]  戈印就非常憤怒
[00:07:31.120 --> 00:07:33.120]  垂頭喪氣
[00:07:33.120 --> 00:07:35.120]  耶和華對戈印說
[00:07:35.120 --> 00:07:38.120]  你爲什麼憤怒呢
[00:07:38.120 --> 00:07:41.120]  你爲什麼垂頭喪氣呢
[00:07:41.120 --> 00:07:42.120]  你若行得好
[00:07:42.120 --> 00:07:45.120]  豈不可以抬起頭來嗎
[00:07:45.120 --> 00:07:47.120]  你若行得不好
[00:07:47.120 --> 00:07:49.120]  罪就伏在門口了
[00:07:49.120 --> 00:07:53.120]  你卻要制伏他
[00:07:53.120 --> 00:07:55.120]  好 謝謝
[00:07:55.120 --> 00:07:58.120]  其實呢故事是在講
[00:07:58.120 --> 00:08:02.120]  去到一個收成的時候
[00:08:02.120 --> 00:08:05.120]  阿當和夏娃的兩個兒子
[00:08:05.120 --> 00:08:08.120]  就是剛纔講的戈印和阿伯
[00:08:08.120 --> 00:08:11.120]  他們都向耶和華獻祭
[00:08:11.120 --> 00:08:15.120]  不過兩個兄弟獻上的禮物就不一樣了
[00:08:15.120 --> 00:08:18.120]  而且神對他們也有不同的反應
[00:08:18.120 --> 00:08:21.120]  神很喜悅弟弟
[00:08:21.120 --> 00:08:23.120]  阿伯和他的禮物
[00:08:23.120 --> 00:08:24.120]  他的禮物是什麼
[00:08:24.120 --> 00:08:26.120]  他的禮物就是
[00:08:26.120 --> 00:08:29.120]  一隻投身的羊和他的羊脂
[00:08:29.120 --> 00:08:33.120]  而相反他看不中戈印和他的禮物
[00:08:33.120 --> 00:08:36.120]  而他的禮物就是地裏面的出產
[00:08:36.120 --> 00:08:38.120]  結果
[00:08:38.120 --> 00:08:40.120]  想也想到了
[00:08:40.120 --> 00:08:42.120]  也不是的
[00:08:42.120 --> 00:08:45.120]  不過戈印呢
[00:08:45.120 --> 00:08:47.120]  他居然是很生氣
[00:08:47.120 --> 00:08:49.120]  他生氣到神勸他
[00:08:49.120 --> 00:08:51.120]  你要小心
[00:08:51.120 --> 00:08:55.120]  因爲這樣是會犯罪的
[00:08:55.120 --> 00:08:59.120]  在這個位置我們通常會問一個問題
[00:08:59.120 --> 00:09:01.120]  我不知道你有沒有問過
[00:09:01.120 --> 00:09:03.120]  因爲我和阿南談的時候
[00:09:03.120 --> 00:09:05.120]  他都問我
[00:09:05.120 --> 00:09:08.120]  爲什麼神看中阿伯的禮物
[00:09:08.120 --> 00:09:10.120]  看不中戈印的那一份呢
[00:09:10.120 --> 00:09:13.120]  你有沒有想過這個題目
[00:09:13.120 --> 00:09:16.120]  你會不會在想
[00:09:16.120 --> 00:09:19.120]  你看着也知道
[00:09:19.120 --> 00:09:21.120]  羊肯定貴一點的
[00:09:21.120 --> 00:09:22.120]  是不是
[00:09:22.120 --> 00:09:24.120]  你去一田
