
[00:00:00.000 --> 00:00:03.320]  今日去同大家思想嘅經文
[00:00:03.320 --> 00:00:06.080]  係關於耶穌復活咗之後
[00:00:06.080 --> 00:00:08.040]  嗰一番嘅敘事
[00:00:08.040 --> 00:00:09.960]  而喺呢個嘅敘事入面
[00:00:09.960 --> 00:00:14.080]  耶穌都係從門徒佢哋所面對嘅困難
[00:00:14.080 --> 00:00:17.000]  同埋佢哋迷惘裏面去入手
[00:00:17.000 --> 00:00:20.760]  佢去為到呢班嘅門徒帶嚟安慰
[00:00:20.760 --> 00:00:23.800]  管理同埋甚至醫治
[00:00:23.800 --> 00:00:28.200]  今日呢段敘事其實會唔會都成為咗
[00:00:28.200 --> 00:00:30.200]  我哋嘅安慰
[00:00:30.200 --> 00:00:34.720]  甚至醫治我哋內心深處可能有啲嘅傷痕
[00:00:34.720 --> 00:00:39.000]  今日嘅經文敘事嘅背景
[00:00:39.000 --> 00:00:42.440]  就係發生喺耶穌復活之後
[00:00:42.440 --> 00:00:44.920]  佢已經向咗穆大拉瑪利亞
[00:00:44.920 --> 00:00:46.760]  以及一眾門徒顯現
[00:00:46.760 --> 00:00:50.080]  甚至亦都記載咗耶穌同多瑪
[00:00:50.080 --> 00:00:52.200]  佢之間嘅對話
[00:00:52.200 --> 00:00:55.080]  然後就嚟到我哋今日嘅經文
[00:00:55.080 --> 00:00:57.080]  喺二十一章一節
[00:00:57.080 --> 00:00:58.920]  佢約翰已經提到
[00:00:58.920 --> 00:01:01.400]  或者奢士以後指緊嘅就係
[00:01:01.400 --> 00:01:03.800]  剛才我所提到嘅
[00:01:03.800 --> 00:01:06.200]  提到個數件嘅事蹟
[00:01:06.200 --> 00:01:07.880]  當耶穌復活之後
[00:01:07.880 --> 00:01:10.840]  耶穌已經其實向門徒顯現過一次
[00:01:10.840 --> 00:01:15.240]  甚至喺多瑪面前再顯現多一次
[00:01:15.240 --> 00:01:16.600]  但不解嘅係
[00:01:16.600 --> 00:01:19.240]  耶穌顯現過後
[00:01:19.240 --> 00:01:21.760]  門徒返返去重操古業
[00:01:21.760 --> 00:01:23.760]  走去打魚
[00:01:23.760 --> 00:01:25.480]  對於我哋嚟講
[00:01:25.480 --> 00:01:28.520]  可能會認為門徒佢哋當刻
[00:01:28.520 --> 00:01:31.560]  佢仍然貪愛世界
[00:01:31.560 --> 00:01:33.800]  見到復活嘅耶穌之後
[00:01:33.800 --> 00:01:37.200]  竟然返返去打魚
[00:01:37.200 --> 00:01:38.960]  不過我哋如果去參考返
[00:01:38.960 --> 00:01:40.600]  其他福音書嘅記載
[00:01:40.600 --> 00:01:42.480]  喺瑪可福音十四章二十八節
[00:01:42.480 --> 00:01:46.920]  其實耶穌佢行上十字架路之前
[00:01:46.920 --> 00:01:49.040]  其實佢已經吩咐門徒
[00:01:49.040 --> 00:01:50.920]  當佢復活之後
[00:01:50.920 --> 00:01:54.800]  就已經叫門徒你哋去加利利去等候
[00:01:54.800 --> 00:01:56.840]  而瑪可福音十六章七節
[00:01:56.840 --> 00:01:58.800]  亦都記載耶穌死後
[00:01:58.800 --> 00:02:03.000]  上主嘅使者向一班婦女
[00:02:03.000 --> 00:02:05.360]  叫佢哋去同一班門徒講
[00:02:05.360 --> 00:02:08.880]  耶穌已經去咗加利利
[00:02:08.880 --> 00:02:10.560]  所以
[00:02:10.560 --> 00:02:13.880]  呢班嘅門徒去到提比利亞海邊
[00:02:13.880 --> 00:02:16.160]  亦即係加利利海
[00:02:16.160 --> 00:02:21.040]  其實係等候緊耶穌再一次出現
[00:02:21.040 --> 00:02:23.720]  門徒重操古業去打魚
[00:02:23.720 --> 00:02:25.560]  未必因為佢哋跌倒
[00:02:25.560 --> 00:02:28.240]  又或者佢哋仍然貪愛世界
[00:02:28.240 --> 00:02:30.520]  而係有理由相信
[00:02:30.520 --> 00:02:32.680]  佢哋喺等候期間
[00:02:32.680 --> 00:02:36.240]  因為唔知自己幾時可以見得到耶穌
[00:02:36.240 --> 00:02:39.920]  同時佢哋仍然都需要維持生計
[00:02:39.920 --> 00:02:42.960]  所以佢哋返返去重操古業
[00:02:42.960 --> 00:02:46.840]  但係亦都有一個可能性
[00:02:46.840 --> 00:02:50.040]  就係喺等耶穌出現期間
[00:02:50.040 --> 00:02:53.680]  佢哋其實係迷失方向
[00:02:53.680 --> 00:02:55.960]  呢段等候期間
[00:02:55.960 --> 00:02:58.600]  其實佢哋唔知應該要點樣做
[00:02:58.600 --> 00:03:00.360]  要做啲乜嘢
[00:03:00.360 --> 00:03:04.160]  唯有做嘅就係做返佢哋熟識嘅行業
[00:03:04.160 --> 00:03:08.080]  返去打魚
[00:03:08.080 --> 00:03:09.600]  近日有一本書
[00:03:09.600 --> 00:03:13.040]  佢講述一班從海外工場回歸
[00:03:13.040 --> 00:03:14.960]  返嚟香港嘅宣教士
[00:03:14.960 --> 00:03:18.800]  當中記錄咗佢哋返嚟香港嘅心路歷程
[00:03:18.800 --> 00:03:22.000]  而呢一班嘅宣教士亦都有唔同原因
[00:03:22.000 --> 00:03:25.000]  都冇辦法再一次返返去
[00:03:25.000 --> 00:03:28.280]  佢哋所侍奉嘅海外工場
[00:03:28.280 --> 00:03:30.720]  有啲可能要退休
[00:03:30.720 --> 00:03:33.160]  有啲可能就係因為健康嘅問題
[00:03:33.160 --> 00:03:35.240]  而退下火線
[00:03:35.240 --> 00:03:39.040]  有啲亦都可能因為家庭嘅原因
[00:03:39.040 --> 00:03:40.480]  呢一班嘅宣教士
[00:03:40.480 --> 00:03:43.920]  佢哋原初嘅呼召係服侍海外嘅群體
[00:03:43.920 --> 00:03:45.840]  基於種種以上嘅原因
[00:03:45.840 --> 00:03:48.920]  佢哋冇辦法再一次踏足佢哋嘅工場
[00:03:48.920 --> 00:03:51.760]  回應原初嘅呼召
[00:03:51.760 --> 00:03:54.160]  其實呢班嘅宣教士
[00:03:54.160 --> 00:03:58.080]  佢哋分享到其實佢哋自己都好迷惘
[00:03:58.080 --> 00:03:59.920]  佢哋好似突然之間
[00:03:59.920 --> 00:04:02.160]  原本係一個宣教士身份
[00:04:02.160 --> 00:04:03.840]  佢哋返到嚟香港
[00:04:03.840 --> 00:04:06.800]  佢哋返唔返去佢哋自己嘅海外工場
[00:04:06.800 --> 00:04:10.840]  佢自己覺得好似冇咗宣教士呢個嘅身份
[00:04:10.840 --> 00:04:13.600]  佢哋會出現咗焦慮
[00:04:13.600 --> 00:04:16.640]  佢哋唔知道返返嚟香港
[00:04:16.640 --> 00:04:20.120]  其實可以做到啲乜嘢
[00:04:20.120 --> 00:04:23.040]  冇咗宣教士呢個身份
[00:04:23.040 --> 00:04:29.200]  咁佢喺香港仲係屬於乜嘢嘅身份呢
[00:04:29.200 --> 00:04:33.960]  甚至乎佢要去適應呢一個新嘅身份
[00:04:33.960 --> 00:04:37.200]  佢哋都覺得好困難
[00:04:37.200 --> 00:04:40.040]  其實唔單單只係宣教士
[00:04:40.040 --> 00:04:43.400]  可能作為大學生
[00:04:43.400 --> 00:04:45.880]  你哋越近畢業
[00:04:45.880 --> 00:04:48.000]  身份嘅轉變
[00:04:48.000 --> 00:04:51.960]  亦都會令到你哋可能感到好迷惘
[00:04:51.960 --> 00:04:54.040]  你哋每日都好努力咁樣
[00:04:54.040 --> 00:04:55.760]  一至五努力溫習
[00:04:55.760 --> 00:04:58.600]  又或者返part time
[00:04:58.600 --> 00:05:01.760]  但係話畀你聽
[00:05:01.760 --> 00:05:06.440]  呢啲日子你哋唔會再有
[00:05:06.440 --> 00:05:08.880]  嚟緊嘅你哋就係面對緊一啲
[00:05:08.880 --> 00:05:12.520]  你哋唔知要搵緊啲乜嘢工
[00:05:12.520 --> 00:05:14.800]  你已經諗起每日
[00:05:14.800 --> 00:05:18.560]  就係要過一啲盈盈盈盈盈嘅日子
[00:05:18.560 --> 00:05:22.960]  做一個專業嘅社畜
[00:05:22.960 --> 00:05:27.760]  成個生活一百八十度轉變
[00:05:27.760 --> 00:05:30.240]  又或者打工仔
[00:05:30.240 --> 00:05:32.640]  每日好努力去工作
[00:05:32.640 --> 00:05:35.840]  做到真係去到退休年齡
[00:05:35.840 --> 00:05:39.120]  我哋要從職場退下火線
[00:05:39.120 --> 00:05:42.040]  過退休嘅生活
[00:05:42.040 --> 00:05:47.960]  不過唔係每一個人都習慣呢種退休生活
[00:05:47.960 --> 00:05:50.360]  面對本身好忙碌嘅生活
[00:05:50.360 --> 00:05:54.280]  突然之間我變得好悠閒
[00:05:54.280 --> 00:05:58.200]  我哋嘅身份認同亦都被改變
[00:05:58.200 --> 00:06:01.720]  本身我哋可能係家庭裏面嘅經濟支柱
[00:06:01.720 --> 00:06:08.720]  突然之間我好似喺屋企裏面不再被需要
[00:06:08.720 --> 00:06:11.120]  呢啲嘅轉變可能會令到
[00:06:11.120 --> 00:06:14.920]  我哋每一個人會迷失方向
[00:06:14.920 --> 00:06:17.800]  門徒可能都面對呢啲嘅困難
[00:06:17.800 --> 00:06:20.680]  跟咗耶穌三年
[00:06:20.680 --> 00:06:24.080]  突然因為耶穌被捕被釘
[00:06:24.080 --> 00:06:27.840]  甚至被釘之後死去
[00:06:27.840 --> 00:06:31.560]  成個門徒生活都被打差
[00:06:31.560 --> 00:06:34.960]  即使耶穌復活顯然
[00:06:34.960 --> 00:06:38.640]  門徒領受咗耶穌所吹嗰啖氣
[00:06:38.640 --> 00:06:42.720]  並且領受咗耶穌所賦予嘅權柄
[00:06:42.720 --> 00:06:45.960]  但係當刻佢哋仍然都唔知道
[00:06:45.960 --> 00:06:49.400]  下一步應該點做
[00:06:49.400 --> 00:06:52.560]  喺一個迷惘同疑惑嘅情況
[00:06:52.560 --> 00:06:56.240]  耶穌重演咗兩個嘅事蹟
[00:06:56.240 --> 00:06:58.960]  嚟去鼓勵呢班嘅門徒
[00:06:58.960 --> 00:07:03.400]  第一個就係打魚收獲漁獲
[00:07:03.400 --> 00:07:06.960]  第二個就係分餅同埋魚
[00:07:06.960 --> 00:07:08.640]  當我哋去睇今日嘅經文
[00:07:08.640 --> 00:07:11.280]  第三節至到十三節嘅經文
[00:07:11.280 --> 00:07:14.560]  我哋會聯想到第一個打魚嘅情況
[00:07:14.560 --> 00:07:16.080]  其實我哋聯想到其實係
[00:07:16.080 --> 00:07:21.200]  耶穌當初呼召彼得嘅情形
[00:07:21.200 --> 00:07:25.120]  同樣當時吩咐彼得
[00:07:25.120 --> 00:07:28.520]  你去水深之處打魚
[00:07:28.520 --> 00:07:34.000]  最後彼得係有好豐富嘅漁獲
[00:07:34.000 --> 00:07:38.240]  而呢一次亦都有相近嘅情況發生
[00:07:38.240 --> 00:07:42.320]  至於第二件事分餅同魚嘅行動之中
[00:07:42.320 --> 00:07:45.000]  亦都會令到我哋想起
[00:07:45.000 --> 00:07:47.960]  耶穌昔日喺山上
[00:07:47.960 --> 00:07:52.520]  餵飽五千人嘅情況
[00:07:52.520 --> 00:07:54.360]  兩個熟悉嘅行動
[00:07:54.360 --> 00:07:57.160]  其實為咗掃去門徒嘅疑惑
[00:07:57.160 --> 00:08:02.680]  令到門徒知道呢一個真係耶穌
[00:08:02.680 --> 00:08:04.640]  我哋未必會明白
[00:08:04.640 --> 00:08:07.440]  點解門徒見到耶穌
[00:08:07.440 --> 00:08:12.680]  經文描述佢哋認出嗰個係耶穌
[00:08:12.680 --> 00:08:17.000]  但又唔敢問佢係邊一個
[00:08:17.000 --> 00:08:20.240]  經文冇提到當中嘅原因
[00:08:20.240 --> 00:08:23.640]  又或者門徒佢哋認得出係耶穌
[00:08:23.640 --> 00:08:26.240]  佢哋唔敢去問去確認佢嘅身份
[00:08:26.240 --> 00:08:31.520]  恐怕自己再一次畀耶穌咁去責備
[00:08:31.520 --> 00:08:34.800]  認得出你又問
[00:08:34.800 --> 00:08:38.720]  無論如何其實耶穌呢一番嘅操作
[00:08:38.720 --> 00:08:41.120]  佢係一種嘅鼓勵
[00:08:41.120 --> 00:08:43.960]  喺門徒迷失方向嘅時間之中
[00:08:43.960 --> 00:08:46.280]  佢主動顯現
[00:08:46.280 --> 00:08:50.880]  並且為佢哋公認佢哋一切所需
[00:08:50.880 --> 00:08:53.720]  經文形容門徒佢哋打魚嗰一夜
[00:08:53.720 --> 00:08:55.840]  其實一無所獲
[00:08:55.840 --> 00:08:59.120]  當耶穌吩咐門徒殺亡佢右邊
[00:08:59.120 --> 00:09:01.080]  即刻佢哋就打到魚
[00:09:01.080 --> 00:09:06.360]  甚至經文形容係一百五十三條魚
[00:09:06.360 --> 00:09:09.920]  呢個係超出門徒嘅想像
[00:09:09.920 --> 00:09:12.720]  門徒再一次經歷
[00:09:12.720 --> 00:09:15.480]  主對佢哋嘅公認
[00:09:15.480 --> 00:09:18.400]  甚至有魚
[00:09:18.400 --> 00:09:19.480]  除此之外
[00:09:19.480 --> 00:09:24.160]  耶穌主動邀請門徒加入佢所預備嘅早飯
[00:09:24.160 --> 00:09:25.040]  喺第十二節
[00:09:25.040 --> 00:09:28.000]  耶穌問門徒食咗早飯未嘅時候
[00:09:28.000 --> 00:09:31.200]  其實可能門徒都仲係疑惑緊
[00:09:31.200 --> 00:09:35.640]  但係耶穌卻係主動走近門徒
[00:09:35.640 --> 00:09:39.560]  將餅同魚分畀佢哋
[00:09:39.560 --> 00:09:44.160]  耶穌嘅主動卻係要肯定返門徒眼前
[00:09:44.160 --> 00:09:45.960]  佢哋眼前所見嗰個
