
[00:00:00.000 --> 00:00:01.680]  讓我們一起讀一段聖經
[00:00:01.680 --> 00:00:04.880]  在約翰福音16章第三十三節
[00:00:04.880 --> 00:00:07.180]  這裡主說我將這些事告訴你們
[00:00:07.180 --> 00:00:09.580]  是要叫你們在我裡面有平安
[00:00:09.580 --> 00:00:11.440]  在世上你們有苦難
[00:00:11.440 --> 00:00:12.800]  但你們可以放心
[00:00:12.800 --> 00:00:15.840]  我已經勝了世界
[00:00:15.840 --> 00:00:18.140]  這幾個月來當我們看見
[00:00:18.140 --> 00:00:22.940]  美國籠罩在新冠病毒的疫情之下
[00:00:22.940 --> 00:00:27.680]  再加上George Floyd事件所帶來社會的不安
[00:00:27.680 --> 00:00:31.340]  難怪整個社會充滿了動盪
[00:00:31.340 --> 00:00:35.100]  這些事情不見得直接會影響到我們
[00:00:35.100 --> 00:00:36.840]  但不可否認的
[00:00:36.840 --> 00:00:39.080]  在無形之中我們的生活
[00:00:39.080 --> 00:00:42.640]  我們的侍奉都受到極大的衝擊
[00:00:42.640 --> 00:00:47.380]  我們的確是處在一個空前的危機時刻
[00:00:47.380 --> 00:00:48.200]  作為一個基督徒
[00:00:48.200 --> 00:00:52.580]  我們怎麼樣來面對這樣一個危險的世代呢
[00:00:52.580 --> 00:00:57.500]  我們又怎麼樣能夠經歷到神所應許的得勝呢
[00:00:57.500 --> 00:01:00.000]  這一點首先我們必須要明白
[00:01:00.000 --> 00:01:01.940]  神從來沒有應許我們說
[00:01:01.940 --> 00:01:05.140]  我們在地上會有一個安殊的日子
[00:01:05.140 --> 00:01:07.600]  或者是榮譽的道路
[00:01:07.600 --> 00:01:09.900]  就像剛才我們所讀的聖經所說的
[00:01:09.900 --> 00:01:11.980]  耶穌很清楚對我們說
[00:01:11.980 --> 00:01:15.380]  你們在世上有苦難
[00:01:15.380 --> 00:01:18.340]  換句話說我們不應該很驚訝
[00:01:18.340 --> 00:01:23.480]  我們的確在這個世界上會面對各樣的危機的
[00:01:23.480 --> 00:01:25.640]  但雖然是如此
[00:01:25.640 --> 00:01:27.480]  主在這裡卻告訴我們說
[00:01:27.480 --> 00:01:29.380]  但你們可以放心
[00:01:29.380 --> 00:01:31.800]  因為我已經勝了世界
[00:01:31.800 --> 00:01:33.200]  Hallelujah
[00:01:33.200 --> 00:01:36.380]  今天無論我們的環境如何改變
[00:01:36.380 --> 00:01:38.700]  我們必須要有一個確信
[00:01:38.700 --> 00:01:42.880]  那就是我們的神不但是坐在寶座上掌權的神
[00:01:42.880 --> 00:01:45.500]  而且他是得勝世界的神
[00:01:45.500 --> 00:01:46.980]  Hallelujah
[00:01:46.980 --> 00:01:49.780]  換句話說今天你我在基督裡面
[00:01:49.780 --> 00:01:51.680]  我們就是個得勝者
[00:01:51.680 --> 00:01:53.780]  只要你是屬於主的
[00:01:53.780 --> 00:01:55.880]  今天你是屬於神的嗎
[00:01:55.880 --> 00:01:57.600]  如果你屬於神
[00:01:57.600 --> 00:02:00.580]  你就是神的一個得勝者
[00:02:00.580 --> 00:02:02.680]  今天我們每一個人來到神的面前
[00:02:02.680 --> 00:02:07.100]  我們看見我們就是走在神得勝者的行列當中
[00:02:07.100 --> 00:02:10.300]  更多後書第二章第十四節怎麼說呢
[00:02:10.300 --> 00:02:15.500]  這裡說感謝神常率領我們在基督裡誇聖
[00:02:15.500 --> 00:02:18.340]  我好喜歡這兩個字誇聖
[00:02:18.340 --> 00:02:21.280]  其實誇聖這個原文
[00:02:21.280 --> 00:02:25.600]  是一個得勝的遊行者的行列的意思
[00:02:25.600 --> 00:02:27.600]  換句話說就好像以前打仗
[00:02:27.600 --> 00:02:31.300]  軍隊贏了回來的時候有一個大遊行
[00:02:31.300 --> 00:02:32.880]  那在這個大遊行當中
[00:02:32.880 --> 00:02:35.980]  你也在這個遊行的行列當中
[00:02:35.980 --> 00:02:39.180]  所以我們看見誇聖的意思不是你得勝的
[00:02:39.180 --> 00:02:42.640]  但你卻在得勝者的行列當中
[00:02:42.640 --> 00:02:46.580]  第二個問題今天因著耶穌基督已經勝了世界
[00:02:46.580 --> 00:02:48.500]  所以在耶穌基督裡面
[00:02:48.500 --> 00:02:50.700]  我們也可以向世界來誇聖
[00:02:50.700 --> 00:02:51.800]  Hallelujah
[00:02:51.800 --> 00:02:56.400]  所以在基督裡面你我就是個得勝者 Hallelujah
[00:02:56.400 --> 00:02:58.640]  因為不是我們得勝
[00:02:58.640 --> 00:03:02.740]  卻是靠著主我們可以得勝
[00:03:02.740 --> 00:03:07.440]  那麼今天你說我們怎麼樣能夠在面對這樣一個危機的世代
[00:03:07.440 --> 00:03:10.240]  能夠靠主來得勝呢
[00:03:10.240 --> 00:03:13.180]  今天早上從四方面跟大家分享
[00:03:13.180 --> 00:03:15.940]  怎麼樣我們能夠靠主得勝
[00:03:15.940 --> 00:03:16.940]  第一個
[00:03:16.940 --> 00:03:20.400]  我們要靠著主的寶血得勝
[00:03:20.400 --> 00:03:23.040]  靠著主的寶血得勝
[00:03:23.040 --> 00:03:25.280]  啟示錄第十二章十一節這裡說
[00:03:25.280 --> 00:03:30.380]  弟兄勝過他是因高揚的血和自己所見證的道
[00:03:30.380 --> 00:03:33.740]  在這很清楚的讓我們看見主耶穌基督的寶血
[00:03:33.740 --> 00:03:38.400]  是我們能夠得勝仇敵一個非常重要的關鍵
[00:03:38.400 --> 00:03:39.480]  為什麼呢
[00:03:39.480 --> 00:03:42.100]  因為今天我們在生活當中
[00:03:42.100 --> 00:03:47.140]  所有的憂慮、苦澀、怨恨、嫉妒、紛爭
[00:03:47.140 --> 00:03:50.800]  甚至天災人禍基本的原因
[00:03:50.800 --> 00:03:56.040]  都是因為我們活在罪惡的綑綁跟黑暗的權勢之下
[00:03:56.040 --> 00:03:59.800]  唯有主的寶血能夠赦免我們的罪
[00:03:59.800 --> 00:04:03.300]  能夠斷開一切黑暗的權勢
[00:04:03.300 --> 00:04:07.340]  而且你要知道今天我們之所以落入罪惡當中
[00:04:07.340 --> 00:04:12.440]  很多時候都是因為魔鬼撒旦在我們心中的欺騙跟控告
[00:04:12.440 --> 00:04:14.200]  首先他是來欺騙你
[00:04:14.200 --> 00:04:18.040]  對你說這一點小罪有什麼關係呢
[00:04:18.040 --> 00:04:21.040]  反正大家都這樣做不是嗎
[00:04:21.040 --> 00:04:22.900]  等你真的去做
[00:04:22.900 --> 00:04:24.840]  魔鬼就來控告你
[00:04:24.840 --> 00:04:27.440]  你看你還叫做基督徒嗎
[00:04:27.440 --> 00:04:29.240]  你怎麼能侍奉神呢
[00:04:29.240 --> 00:04:32.880]  我們就落入到灰心沮喪當中
[00:04:32.880 --> 00:04:37.240]  你要明白魔鬼撒旦之所以可以在我們心中工作
[00:04:37.240 --> 00:04:40.840]  就是在我們心中是有一個進口的
[00:04:40.840 --> 00:04:43.940]  這個進口可能是我們的思想意念
[00:04:43.940 --> 00:04:46.780]  最要小心你心中所想的
[00:04:46.780 --> 00:04:50.240]  這個進口也可能是我們的情緒
[00:04:50.240 --> 00:04:53.300]  所以你真的要學習掌控你的情緒
[00:04:53.300 --> 00:04:57.640]  這個進口也可能是我們從家族而來偶像的敬拜
[00:04:57.640 --> 00:05:03.480]  或者在我們生活過去當中心靈所受的創傷以及苦澀
[00:05:03.480 --> 00:05:05.500]  這些都是魔鬼撒旦
[00:05:05.500 --> 00:05:09.140]  很多時候容易進入我們心中一個進口
[00:05:09.140 --> 00:05:11.040]  今天我們所需要做的
[00:05:11.040 --> 00:05:14.800]  就要求神光照我們、幫助我們
[00:05:14.800 --> 00:05:17.340]  讓我們看見那種進口
[00:05:17.340 --> 00:05:20.840]  讓魔鬼進入我們生命的那個進口是什麼
