
[00:00:00.000 --> 00:00:04.000]  「非一般的時代 非一般的崇拜」
[00:00:04.000 --> 00:00:08.000]  歡迎大家來到我們的「周六崇拜」
[00:00:08.000 --> 00:00:10.000]  我見大家一個禮拜
[00:00:10.000 --> 00:00:13.000]  整個世界好像都改變了
[00:00:13.000 --> 00:00:18.000]  上個週末我們教會仍然是門戶大開
[00:00:18.000 --> 00:00:20.000]  來到這個禮拜
[00:00:20.000 --> 00:00:24.000]  大家只好在網上相遇
[00:00:24.000 --> 00:00:28.000]  上個禮拜我很興奮地跟大家說
[00:00:28.000 --> 00:00:32.000]  今天的「周六崇拜」會有七八個弟兄姊妹
[00:00:32.000 --> 00:00:34.000]  分享他們的見證
[00:00:34.000 --> 00:00:36.000]  有些將會洗禮
[00:00:36.000 --> 00:00:39.000]  有些將要過會
[00:00:39.000 --> 00:00:43.000]  我知道大家當時都非常期待
[00:00:43.000 --> 00:00:46.000]  不過現在又要被迫延期
[00:00:46.000 --> 00:00:49.000]  而且是遙遙無期那種
[00:00:49.000 --> 00:00:52.000]  不過我們仍然都是感恩
[00:00:52.000 --> 00:00:55.000]  感恩我們仍然可以通過科技
[00:00:55.000 --> 00:00:59.000]  繼續舉行我們的「周六崇拜」
[00:01:26.000 --> 00:01:32.000]  猶大全地和全耶路撒冷都來到約翰那裡
[00:01:32.000 --> 00:01:34.000]  承認他們的罪
[00:01:34.000 --> 00:01:38.000]  在約旦河裡受他的洗
[00:01:38.000 --> 00:01:41.000]  然而施禮約翰再次預言
[00:01:41.000 --> 00:01:46.000]  他說這個洗禮只是一個將來洗禮的影子
[00:01:46.000 --> 00:01:49.000]  他說到有一個比他更大的
[00:01:49.000 --> 00:01:53.000]  就算來彎腰幫他解鞋帶都不配
[00:01:53.000 --> 00:01:57.000]  他說「我用水給你們施洗」第八節
[00:01:57.000 --> 00:02:03.000]  「他卻要用聖靈給你們施洗」
[00:02:03.000 --> 00:02:06.000]  首先我想大家留意施洗約翰的洗禮
[00:02:06.000 --> 00:02:10.000]  是一個悔改的洗禮第四節
[00:02:10.000 --> 00:02:13.000]  不過這個河水的洗禮只是一個影子
[00:02:13.000 --> 00:02:17.000]  他指向將來一個更加偉大的洗禮
[00:02:17.000 --> 00:02:21.000]  是耶穌基督用聖靈所做的洗禮
[00:02:21.000 --> 00:02:23.000]  但值得強調的是
[00:02:23.000 --> 00:02:26.000]  耶穌的洗禮其實和施洗約翰一樣
[00:02:26.000 --> 00:02:30.000]  都是一個悔改的洗禮
[00:02:30.000 --> 00:02:33.000]  耶穌自己親口宣告
[00:02:33.000 --> 00:02:35.000]  第一章第十五節
[00:02:35.000 --> 00:02:38.000]  耶穌基督說到的總綱
[00:02:38.000 --> 00:02:42.000]  他說「日期滿了,上帝的國近了
[00:02:42.000 --> 00:02:47.000]  你們要悔改,信福音」
[00:02:47.000 --> 00:02:50.000]  這是耶穌自己所說的宣講
[00:02:50.000 --> 00:02:53.000]  亦都是一個悔改的呼召
[00:02:53.000 --> 00:02:56.000]  他最後的洗禮亦都是一個悔改的洗禮
[00:02:56.000 --> 00:02:59.000]  耶穌說「上帝的國近了
[00:02:59.000 --> 00:03:02.000]  上帝審判罪人的時候近了
[00:03:02.000 --> 00:03:05.000]  你們要悔改,信福音
[00:03:05.000 --> 00:03:11.000]  你們要悔改,接受水和聖靈的洗禮」
[00:03:11.000 --> 00:03:16.000]  是一個悔改的洗禮
[00:03:16.000 --> 00:03:17.000]  大家是否覺得非常可惜
[00:03:17.000 --> 00:03:19.000]  因為疫情的緣故
[00:03:19.000 --> 00:03:22.000]  本來我們是有洗禮的
[00:03:22.000 --> 00:03:27.000]  但我們今天沒辦法如常舉行我們的洗禮
[00:03:27.000 --> 00:03:29.000]  你可以聽到我的編導
[00:03:29.000 --> 00:03:33.000]  其實是為這次洗禮而預備的
[00:03:33.000 --> 00:03:35.000]  所以今天當我繼續說的時候
[00:03:35.000 --> 00:03:37.000]  當你繼續聽的時候
[00:03:37.000 --> 00:03:41.000]  我想大家都一起集體的幻想
[00:03:41.000 --> 00:03:46.000]  幻想我們前面其實有一班弟兄姊妹排著隊
[00:03:46.000 --> 00:03:51.000]  興奮地期待一起的洗禮
[00:03:51.000 --> 00:03:53.000]  是水的洗禮
[00:03:53.000 --> 00:03:58.000]  是聖靈的洗禮
[00:03:58.000 --> 00:04:02.000]  我想你記住這幅圖畫
[00:04:02.000 --> 00:04:03.000]  有沒有人馬上會問我
[00:04:03.000 --> 00:04:07.000]  林牧師,洗不洗這麼多水?
[00:04:07.000 --> 00:04:09.000]  我們教會是工美堂
[00:04:09.000 --> 00:04:11.000]  我們只是做點水禮
[00:04:11.000 --> 00:04:16.000]  為何弄到大家好像都要下海的樣子呢?
[00:04:16.000 --> 00:04:19.000]  你的思維非常清晰明確
[00:04:19.000 --> 00:04:22.000]  我想你記住這幅圖畫
[00:04:22.000 --> 00:04:25.000]  你很快就會明白為何我用這幅圖畫
[00:04:25.000 --> 00:04:29.000]  它的用意在哪裡
[00:04:29.000 --> 00:04:31.000]  或者你可以跟我一起想像
[00:04:31.000 --> 00:04:35.000]  我帶我們回到2000年前的約旦河
[00:04:35.000 --> 00:04:36.000]  我們的弟兄姊妹
[00:04:36.000 --> 00:04:41.000]  和當時來找約翰和耶穌一起的人
[00:04:41.000 --> 00:04:46.000]  一起在約旦河那裏屍洗
[00:04:46.000 --> 00:04:50.000]  那裏不單止有我們當中的年青人和成年人
[00:04:50.000 --> 00:04:53.000]  還有嬰孩、小朋友
[00:04:53.000 --> 00:04:57.000]  因為如果我們真的有水禮的話
[00:04:57.000 --> 00:04:59.000]  這次也有嬰孩的祭洗
[00:04:59.000 --> 00:05:01.000]  這些小孩子、小朋友
[00:05:01.000 --> 00:05:04.000]  都要一同下水接受洗禮
[00:05:04.000 --> 00:05:07.000]  而且還有那些參加轉會的人
[00:05:07.000 --> 00:05:08.000]  我知道你已經洗了
[00:05:08.000 --> 00:05:12.000]  不過你可不可以和我一起集體幻想一下
[00:05:12.000 --> 00:05:14.000]  大家這次都要下水
[00:05:14.000 --> 00:05:17.000]  還有現在和我一起聽道
[00:05:17.000 --> 00:05:20.000]  一起敬拜的人
[00:05:20.000 --> 00:05:22.000]  無論你之前有沒有受過水禮
[00:05:22.000 --> 00:05:26.000]  你可不可以和我一起幻想
[00:05:26.000 --> 00:05:31.000]  我今天邀請你和我一起下水
[00:05:31.000 --> 00:05:34.000]  我今天說到有個大綱
[00:05:34.000 --> 00:05:37.000]  那大綱裏面有四點
[00:05:37.000 --> 00:05:38.000]  那四點是這樣的
[00:05:38.000 --> 00:05:42.000]  第一點,一個悔改的洗禮
